name,value,desc,
s==10|ExtraTime1,s==7|0|43200,s==17|Tào vận phong vân,
s==10|ExtraTime2,s==11|43201|86399,s==17|Tào vận phong vân,
s==10|GoldenTime,s==27|1|43200-75600,4|43200-75600,s==17|Tào vận phong vân,
s==16|MaxShowCargoShip,s==3|100,s==17|Tào vận phong vân,
s==13|SacrificeTIme,s==1|5,s==17|Tào vận phong vân,
s==6|MaxRob,s==1|5,s==17|Tào vận phong vân,
s==18|CargoMaxBattleTurn,s==2|10,s==17|Tào vận phong vân,
s==16|CargoRankRefresh,s==4|3600,s==17|Tào vận phong vân,
s==18|CargoFriendRequest,s==5|12000,s==17|Tào vận phong vân,
s==18|CargoBattleCompare,s==10|9000|11000,s==17|Tào vận phong vân,
s==14|CargoPowerHigh,s==5|12500,s==17|Tào vận phong vân,
s==14|CargoPowerLess,s==4|7500,s==17|Tào vận phong vân,
s==14|luckyBoatDaily,s==1|1,s==17|Tào vận phong vân,
s==12|luckyBoatMax,s==1|1,s==17|Tào vận phong vân,
s==14|lunkyBoatCycle,s==1|2,s==17|Tào vận phong vân,
s==15|revengeLastTime,s==1|2,s==17|Tào vận phong vân,
s==15|GoldenFightTime,s==1|3,s==17|Tào vận phong vân,
s==15|GoldenFightCold,s==1|3,s==17|Tào vận phong vân,
s==14|cargoRuinLimit,s==22|1|8|5000000,2|1078|500,s==17|Tào vận phong vân,
s==18|GoldenFightSpeedUp,s==7|1|9|200,s==17|Tào vận phong vân,
s==13|RobRewardRate,s==10|20000|3000,s==17|Tào vận phong vân,
s==13|robRankWeight,s==10|10000|0.26,s==17|Tào vận phong vân,
s==18|ruinAkeyVipRequire,s==1|4,s==17|Tào vận phong vân,
s==20|athleticsGroupingNum,s==2|30,s==19|Thiên Đình Tranh Bá,
s==18|athleticsRemainder,s==2|10,s==19|Thiên Đình Tranh Bá,
s==20|athleticsEligibility,s==3|200,s==19|Thiên Đình Tranh Bá,
s==18|athleticsFreeTimes,s==2|10,s==19|Thiên Đình Tranh Bá,
s==16|athleticsBuyCost,s==2|50,s==19|Thiên Đình Tranh Bá,
s==17|athleticsBuyTimes,s==2|20,s==19|Thiên Đình Tranh Bá,
s==20|athleticsRankLikeNum,s==1|3,s==19|Thiên Đình Tranh Bá,
s==23|athleticsRankLikeReward,s==7|1|39|50,s==19|Thiên Đình Tranh Bá,
s==22|athleticsVictoryReward,s==17|1|8|30300,1|39|50,s==19|Thiên Đình Tranh Bá,
s==22|athleticsFailureReward,s==17|1|8|18180,1|39|30,s==19|Thiên Đình Tranh Bá,
s==21|athleticsMonarchImage,s==29|24504|21503|25510|24508|25504,s==19|Thiên Đình Tranh Bá,
s==18|athleticsSeasonKey,s==4|8|19,s==19|Thiên Đình Tranh Bá,
s==20|athleticsBattleScene,s==5|60000,s==19|Thiên Đình Tranh Bá,
s==20|chibiCoincidenceTims,s==4|4800,s==18|Liên Minh Đối Trận,
s==19|chibiInceptionPower,s==1|5,s==18|Liên Minh Đối Trận,
s==18|chibiVictoryReward,s==9|1|27|1000,s==18|Liên Minh Đối Trận,
s==18|chibiFailureReward,s==8|1|27|300,s==18|Liên Minh Đối Trận,
s==13|chibiTeamsNum,s==1|5,s==18|Liên Minh Đối Trận,
s==18|chibiKillNumReward,s==15|1|27|500,1|9|50,s==18|Liên Minh Đối Trận,
s==19|chibiFirstRoundChip,s==3|120,s==18|Liên Minh Đối Trận,
s==13|chibiRoundNum,s==2|20,s==18|Liên Minh Đối Trận,
s==10|chibiaward,s==25|2|1048,2|1461,2|1006,1|27,s==18|Liên Minh Đối Trận,
s==11|chibiMember,s==2|50,s==18|Liên Minh Đối Trận,
s==13|CargoOpenTime,s==1|0,s==16|Chư Hầu Tranh Bá,
s==15|CargoRewardList,s==21|2|1080,1|9,2|1078,1|8,s==16|Chư Hầu Tranh Bá,
s==17|athleticsOpenTime,s==1|0,s==16|Chư Hầu Tranh Bá,
s==15|athleticsReward,s==26|2|19507,2|1459,2|1006,1|39,s==16|Chư Hầu Tranh Bá,
s==13|chibiOpenTime,s==1|0,s==16|Chư Hầu Tranh Bá,
s==15|chibiRewardList,s==25|2|1461,2|1048,2|1006,1|27,s==16|Chư Hầu Tranh Bá,
s==15|KingdomOpenTime,s==1|0,s==16|Chư Hầu Tranh Bá,
s==13|KingdomReward,s==27|2|6300,2|1051,2|1076,2|1050,s==16|Chư Hầu Tranh Bá,
s==13|DemonOpenTime,s==1|0,s==16|Chư Hầu Tranh Bá,
s==11|DemonReward,s==27|2|2040,2|1004,2|1076,2|1165,s==16|Chư Hầu Tranh Bá,
s==18|countryWarMatcDate,s==4|1|18,s==10|Quốc Chiến,
s==18|countryWarOpenDate,s==4|1|20,s==10|Quốc Chiến,
s==20|countryWarSettleDate,s==4|21|0,s==10|Quốc Chiến,
s==18|countryWarStopDate,s==4|21|1,s==10|Quốc Chiến,
s==19|countryWarItemIdAtt,s==4|1|56,s==10|Quốc Chiến,
s==20|countryWarItemIdMove,s==4|1|57,s==10|Quốc Chiến,
s==22|countryWarMaxMoveToken,s==2|10,s==10|Quốc Chiến,
s==21|countryWarMaxAttToken,s==2|20,s==10|Quốc Chiến,
s==22|countryWarLuckDrawItem,s==4|1015,s==10|Quốc Chiến,
s==27|countryWarMoveTokenColdTime,s==5|43200,s==10|Quốc Chiến,
s==26|countryWarAttTokenColdTime,s==4|7200,s==10|Quốc Chiến,
s==18|countryWarAttToken,s==2|10,s==10|Quốc Chiến,
s==19|countryWarMoveToken,s==1|5,s==10|Quốc Chiến,
s==24|countryWarEnableOpenDays,s==2|21,s==10|Quốc Chiến,
s==15|countryWarMapId,s==11|1|2|3|4|5|6,s==10|Quốc Chiến,
s==22|countryWarEffectAttNum,s==1|5,s==10|Quốc Chiến,
s==19|countryWarFightTime,s==4|1800,s==10|Quốc Chiến,
s==24|countryWarTransferMove_1,s==6|1|57|1,s==10|Quốc Chiến,
s==24|countryWarTransferMove_2,s==6|1|56|1,s==10|Quốc Chiến,
s==21|countryWarTransferAtt,s==6|1|57|1,s==10|Quốc Chiến,
s==26|countryWarRandomRewardTime,s==4|7200,s==10|Quốc Chiến,
s==24|countryWarCityRewardTime,s==4|3600,s==10|Quốc Chiến,
s==21|countryWarServerPower,s==1|0,s==10|Quốc Chiến,
s==18|countryWarAttSocre,s==1|0,s==10|Quốc Chiến,
s==22|countryWarAttfailSocre,s==1|0,s==10|Quốc Chiến,
s==18|countryWarDefSocre,s==1|0,s==10|Quốc Chiến,
s==28|countryWarAttSuccessMilitary,s==3|125,s==10|Quốc Chiến,
s==25|countryWarAttFailMilitary,s==2|50,s==10|Quốc Chiến,
s==21|countryWarMaxDefSocre,s==1|0,s==10|Quốc Chiến,
s==24|countryWarSurroundRation,s==19|2|1|-3000,3|1|-3000,s==10|Quốc Chiến,
s==21|countryWarAllianceNum,s==2|10,s==10|Quốc Chiến,
s==23|countryWarneutralFlagId,s==7|3700010,s==10|Quốc Chiến,
s==24|countryWarneutralPointId,s==7|3700017,s==10|Quốc Chiến,
s==19|countryBoxForSeason,s==41|1|8010,2|8020,3|8030,4|8040,5|8050,6|8060,s==10|Quốc Chiến,
s==17|countrytaskInFlag,s==41|1|6005,2|6006,3|6007,4|6008,5|6009,6|6010,s==10|Quốc Chiến,
s==24|countrywarCommendRequest,s==1|0,s==10|Quốc Chiến,
s==21|countrywarCommendTime,s==1|0,s==10|Quốc Chiến,
s==26|countrywarCommendFightCold,s==4|1800,s==10|Quốc Chiến,
s==23|countryWarFightTimeRate,s==3|0.5,s==10|Quốc Chiến,
s==17|countrywarAddPro1,s==4|1015,s==10|Quốc Chiến,
s==23|countryWarMinSettleTime,s==3|120,s==10|Quốc Chiến,
s==17|countrywarAddPro2,s==4|1016,s==10|Quốc Chiến,
s==19|flagBoxSharplyPayLv,s==7|1|9|200,s==10|Quốc Chiến,
s==28|flagBoxSharplyPayLvIntergral,s==6|100:10,s==10|Quốc Chiến,
s==22|countryWarSeasonEndDay,s==2|20,s==10|Quốc Chiến,
s==13|JointOpenTime,s==1|0,s==16|Chư Hầu Tranh Bá,
s==11|JointReward,s==26|2|19510,2|1054,2|1006,1|29,s==16|Chư Hầu Tranh Bá,
s==8|peakOpen,s==1|0,s==16|Chư Hầu Tranh Bá,
s==10|peakReward,s==26|2|19516,2|1004,2|4040,1|19,s==16|Chư Hầu Tranh Bá,
s==11|rankRewards,s==6|1|9|50,s==13|Bảng Xếp Hạng,
s==13|TongQueExpPer,s==2|75,s==14|Đồng Quách Đài,
s==17|tongqueMaxTrystLv,s==3|120,s==14|Đồng Quách Đài,
s==21|tongqueMaxPatronizeLv,s==2|72,s==14|Đồng Quách Đài,
s==17|TongQueFreeRevert,s==4|7200,s==14|Đồng Quách Đài,
s==18|ifUnlockFreeYouhui,s==1|0,s==14|Đồng Quách Đài,
s==23|ChuZhengMapRunningSpeed,s==3|200,s==10|Xuất Chinh,
s==16|ChibiGroupingNum,s==2|30,s==18|Liên Minh Đối Trận,
s==14|ChibiRemainder,s==2|10,s==18|Liên Minh Đối Trận,
s==11|logon1sound,s==3|101,s==8|Âm Thanh,
s==11|logon2sound,s==3|102,s==8|Âm Thanh,
s==10|city1sound,s==3|121,s==8|Âm Thanh,
s==10|city2sound,s==3|122,s==8|Âm Thanh,
s==16|waitbattle1sound,s==3|131,s==8|Âm Thanh,
s==16|waitbattle2sound,s==3|132,s==8|Âm Thanh,
s==12|battle1sound,s==3|141,s==8|Âm Thanh,
s==12|battle2sound,s==3|142,s==8|Âm Thanh,
s==21|jiaochangbattle1sound,s==3|143,,
s==14|farbattlesound,s==3|144,,
s==9|comesound,s==3|149,s==8|Âm Thanh,
s==8|tttsound,s==3|150,s==8|Âm Thanh,
s==10|touchsound,s==3|201,s==8|Âm Thanh,
s==16|dailybattlesound,s==3|133,s==8|Âm Thanh,
s==17|zhuhoubattlesound,s==3|134,s==8|Âm Thanh,
s==14|jiaochangsound,s==3|135,s==8|Âm Thanh,
s==14|zhanchangsound,s==3|136,s==8|Âm Thanh,
s==11|switchsound,s==3|203,s==8|Âm Thanh,
s==10|closesound,s==3|204,s==8|Âm Thanh,
s==8|getsound,s==3|205,s==8|Âm Thanh,
s==12|composesound,s==3|209,s==8|Âm Thanh,
s==8|winsound,s==3|210,s==8|Âm Thanh,
s==9|losesound,s==3|211,s==8|Âm Thanh,
s==9|goldsound,s==3|212,s==8|Âm Thanh,
s==11|heroupsound,s==3|213,s==8|Âm Thanh,
s==12|heroup2sound,s==3|213,s==8|Âm Thanh,
s==14|dibupointsound,s==3|214,s==8|Âm Thanh,
s==18|chuzhengpointsound,s==3|215,s==8|Âm Thanh,
s==18|zhuchengpointsound,s==3|216,s==8|Âm Thanh,
s==17|wujiangpointsound,s==3|220,s==8|Âm Thanh,
s==16|baoguopointsound,s==3|221,s==8|Âm Thanh,
s==16|zhanyipointsound,s==3|222,s==8|Âm Thanh,
s==17|juntuanpointsound,s==3|223,s==8|Âm Thanh,
s==18|shenbingpointsound,s==3|224,s==8|Âm Thanh,
s==12|yaoqiansound,s==3|225,s==8|Âm Thanh,
s==13|kaichangsound,s==3|151,s==8|Âm Thanh,
s==9|limitTime,s==1|7,s==20|Gói Quà Siêu Giá Trị,
s==15|giftRefreshTime,s==1|2,s==20|Gói Quà Siêu Giá Trị,
s==16|stampOpenRequire,s==11|105|110,120,s==8|Phụ kiện,
s==16|cardstamOpenStar,s==1|6,s==8|Phụ kiện,
s==12|stampMaxStar,s==5|3|3|4,s==8|Phụ kiện,
s==13|stampFirstGet,s==4|1791,s==8|Phụ kiện,
s==10|fastBattle,s==4|20|1,s==18|Chiến Trường Chung,
s==10|skipBattle,s==2|70,s==18|Chiến Trường Chung,
s==26|heroCompetitionRankLikeNum,s==1|5,s==19|Quần Hùng Tranh Lộc,
s==29|heroCompetitionRankLikeReward,s==9|2|1084|50,s==19|Quần Hùng Tranh Lộc,
s==26|heroCompetitionGroupingNum,s==2|30,s==19|Quần Hùng Tranh Lộc,
s==24|heroCompetitionRemainder,s==2|10,s==19|Quần Hùng Tranh Lộc,
s==23|heroCompetitionroundNum,s==2|17,s==19|Quần Hùng Tranh Lộc,
s==15|SpecialRoundNum,s==2|10,s==19|Quần Hùng Tranh Lộc,
s==14|trialToweClock,s==3|400,s==14|Thí Luyện Tháp,
s==16|trialTowerAppear,s==3|300,s==14|Thí Luyện Tháp,
s==20|trialTowerrFreeTimes,s==1|2,s==14|Thí Luyện Tháp,
s==16|trialTowerrPrice,s==8|20|30|40,s==14|Thí Luyện Tháp,
s==19|trialHigerAwardlock,s==3|375,s==14|Thí Luyện Tháp,
s==8|rareItem,s==1|5,s==17|Siêu Trị Phẩm Bao,
s==18|expUnlockCondition,s==1|1,s==10|Viễn Chinh,
s==12|expHeroScale,s==4|8000,s==10|Viễn Chinh,
s==16|expHeroShowScale,s==4|5000,s==10|Viễn Chinh,
s==19|expeditionMaxRound ,s==2|17,s==10|Viễn Chinh,
s==15|expMercenaryNum,s==1|3,s==10|Viễn Chinh,
s==17|expMercenaryFight,s==5|20000,s==10|Viễn Chinh,
s==12|aideExchange,s==14|3:20|4:30|5:60,s==9|Phó tướng,
s==21|unifiedServeractivity,s==5|6|7|8,,
s==15|skinResolveRate,s==4|6000,s==10|Trang Phục,
s==10|chatmemory,s==3|500,s==7|Lạc Đàm,
s==11|chatmemory1,s==3|200,s==7|Lạc Đàm,
s==11|chatmemory2,s==3|200,s==7|Lạc Đàm,
s==11|chatmemory3,s==3|100,s==7|Lạc Đàm,
s==11|chatmemory4,s==2|50,s==7|Lạc Đàm,
s==11|chatmemory5,s==2|60,s==7|Lạc Đàm,
s==11|chatmemory6,s==2|20,s==7|Lạc Đàm,
s==10|playersex1,s==5|30001,s==16|Tạo Tác Nhân Vật,
s==10|playersex2,s==5|30002,s==16|Tạo Tác Nhân Vật,
s==16|refreshEnemyTime,s==1|3,s==10|Xuất Chinh,
s==16|sametimeEnemyNum,s==1|3,s==10|Xuất Chinh,
s==18|wolongGetsAGeneral,s==5|22507,s==18|Ngọa Long Xuất Thế,
s==16|sevendaysTarget1,s==31|9|1003|1005|1019|2511|1014|1004,s==18|Thất nhật mục tiêu,
s==21|peakednessGroupingNum,s==2|30,s==24|Đỉnh Phong Đối Quyết Tái,
s==19|peakednessRemainder,s==2|10,s==24|Đỉnh Phong Đối Quyết Tái,
s==12|victoryTimes,s==2|20,s==24|Đỉnh Phong Đối Quyết Tái,
s==17|peakedSeasonTimes,s==2|21,s==24|Đỉnh Phong Đối Quyết Tái,
s==15|SeasonHalfTimes,s==8|11|12:00,s==24|Đỉnh Phong Đối Quyết Tái,
s==19|peakednessFreeTimes,s==1|3,s==24|Đỉnh Phong Đối Quyết Tái,
s==23|peakednessRushFreeTimes,s==1|5,s==24|Đỉnh Phong Đối Quyết Tái,
s==24|peakednessTimesCondition,s==49|20|2:20|2:20|2:20|2:20|2:40|5:40|5:40|5:40|5:40|5,s==24|Đỉnh Phong Đối Quyết Tái,
s==25|peakednessTimesCondition2,s==48|50|2:50|2:50|2:50|2:50|2:100|5:100|5:100|5:100|5,s==24|Đỉnh Phong Đối Quyết Tái,
s==20|peakednessAutoBattle,s==2|88,s==24|Đỉnh Phong Đối Quyết Tái,
s==23|peakednessStepCondition,s==2|10,s==24|Đỉnh Phong Đối Quyết Tái,
s==22|peakednessAddCoreLimit,s==2|60,s==24|Đỉnh Phong Đối Quyết Tái,
s==23|peakednessDifferentArmy,s==1|5,s==24|Đỉnh Phong Đối Quyết Tái,
s==12|PeakChipGive,s==3|120,s==24|Đỉnh Phong Đối Quyết Tái,
s==14|peakLikeReward,s==7|1|19|50,s==24|Đỉnh Phong Đối Quyết Tái,
s==15|peakBattleQuick,s==1|3,s==24|Đỉnh Phong Đối Quyết Tái,
s==13|HeroResetRate,s==5|10000,s==17|Võ Tướng Trọng Tế,
s==19|HeroResetTimesLimit,s==1|3,s==17|Võ Tướng Trọng Tế,
s==12|HeroRestCost,s==6|1|9|50,s==17|Võ Tướng Trọng Tế,
s==17|HeroRestCondition,s==1|6,s==17|Võ Tướng Trọng Tế,
s==10|dramastart,s==3|997,s==19|Kịch Tình Chiến Đấu,
s==8|dramaend,s==4|1018,s==19|Kịch Tình Chiến Đấu,
s==14|dramaherospeed,s==3|500,s==19|Kịch Tình Chiến Đấu,
s==14|dramabattlepos,s==3|2|4,s==19|Kịch Tình Chiến Đấu,
s==11|dramastart1,s==4|1000,s==19|Kịch Tình Chiến Đấu,
s==14|firstdramatime,s==1|1,s==19|Kịch Tình Chiến Đấu,
s==18|dramamapscrolltime,s==3|1.5,s==19|Kịch Tình Chiến Đấu,
s==18|sevenLoginArmature,s==11|23508|22504,s==19|Thất Nhật Đăng Nhập,
s==15|mysticBookLevel,s==12|10|30|60|120,s==6|Kỳ mưu,
s==15|mysticRareSkill,s==1|9,s==6|Kỳ mưu,
s==12|startChinese,s==287|Đông Hán mạt niên， thái giám chuyên quyền， Hán triều suy vi， Hoàng Cân tặc phản⟿ dân không nhàn sinh。/nNgươi bản là một thành chủ， nào ngờ bị Hoàng Cân tham vọng， bọn tặc vây thành bốn mươi chín ngày， thành nội lương thảo tận， vì dân chúng， ngươi đành dẫn đầu thân vệ dụ Hoàng Cân tặc...,s==9|Kịch Tình,
s==8|wutuguid,s==4|9999,s==8|Âm Thanh,
s==17|formationGemScore,s==11|6|45|65|0.6,s==9|Trận Pháp,
s==17|formationGemRatio,s==19|36000|25000|540|500,s==9|Trận Pháp,
s==19|formationGemGetShow,s==71|2|1450100,2|1450200,2|1450300,2|1450400,2|14401,2|14402,2|14403,2|14404,s==9|Trận Pháp,
s==24|formationGemStrengthCost,s==17|2|1222|1,2|1222|4,s==9|Trận Pháp,
s==20|formationGemStrength,s==9|2500|4000,s==9|Trận Pháp,
s==21|formationGemFirstName,s==20|Thần Luyện·|Thần Tố·,s==9|Trận Pháp,
s==24|fomationGemStrengthLimit,s==1|1,s==9|Trận Pháp,
s==8|zimutime,s==3|0.8,s==19|Kịch Tình Chiến Đấu,
s==22|countryWarFlagOpenStar,s==2|10,s==8|Chiến kỳ,
s==24|countryWarFlagAppearStar,s==1|9,s==8|Chiến kỳ,
s==23|countryWarFlagHeroLevel,s==2|80,s==8|Chiến kỳ,
s==24|countryWarFlagStarupCost,s==20|2|1211|1,1|8|1000000,s==8|Chiến kỳ,
s==8|fightNum,s==3|6|6,s==19|Hợp Tòng Liên Hoành,
s==15|memberFightable,s==1|0,s==19|Hợp Tòng Liên Hoành,
s==11|recoverTime,s==4|7200,s==19|Hợp Tòng Liên Hoành,
s==19|teamBattleShowStage,s==21|1|00:00:00-1|23:59:59,s==19|Hợp Tòng Liên Hoành,
s==19|teamBattleRestStage,s==21|2|00:00:00-4|23:59:59,s==19|Hợp Tòng Liên Hoành,
s==21|teamBattleCombatStage,s==21|5|00:00:00-5|23:59:59,s==19|Hợp Tòng Liên Hoành,
s==20|teamBattleFightStage,s==21|6|00:00:00-7|23:29:59,s==19|Hợp Tòng Liên Hoành,
s==20|teamBattleCountStage,s==21|7|23:30:00-7|23:59:59,s==19|Hợp Tòng Liên Hoành,
s==8|autoJoin,s==5|1|2|3,s==19|Hợp Tòng Liên Hoành,
s==9|matchTime,s==5|86400,s==19|Hợp Tòng Liên Hoành,
s==14|teamMatchCycle,s==1|7,s==19|Hợp Tòng Liên Hoành,
s==13|teamNameLimit,s==1|6,s==19|Hợp Tòng Liên Hoành,
s==14|teamPowerLimit,s==65|0|2000000|2500000|3000000|3500000|4000000|4500000|5000000|5500000,s==19|Hợp Tòng Liên Hoành,
s==14|teamLevelLimit,s==29|0|100|105|110|115|120|125|130,s==19|Hợp Tòng Liên Hoành,
s==16|teamMatchRefresh,s==1|3,s==19|Hợp Tòng Liên Hoành,
s==19|teamBattleFightTime,s==5|15|33,s==19|Hợp Tòng Liên Hoành,
s==20|teamBattle1stRefresh,s==3|300,s==19|Hợp Tòng Liên Hoành,
s==21|teamBattleRankRefresh,s==3|300,s==19|Hợp Tòng Liên Hoành,
s==18|teamBattle1stScore,s==4|1000,s==19|Hợp Tòng Liên Hoành,
s==9|autoLimit,s==2|10,s==19|Hợp Tòng Liên Hoành,
s==10|robotCount,s==69|1000|3,1100|3,1200|3,1300|3,1400|3,1500|3,1600|3,1700|3,1800|3,1900|3,s==19|Hợp Tòng Liên Hoành,
s==13|robotBattleId,s==5|30223,s==19|Hợp Tòng Liên Hoành,
s==11|paopaomove1,s==2|20,s==19|Kịch Tình Chiến Đấu,
s==11|paopaomove2,s==3|-10,s==19|Kịch Tình Chiến Đấu,
s==20|prayGridSureRenovate,s==5|2|106,s==8|Đoạt Bảo,
s==19|prayGridNeverGetNum,s==4|2|50,s==8|Đoạt Bảo,
s==18|prayGridSureGetNum,s==4|2|60,s==8|Đoạt Bảo,
s==19|prayGridSureGetNum2,s==4|2|30,s==8|Đoạt Bảo,
s==19|chuzhengpaopaotime1,s==1|3,s==7|Khí Bọt,
s==19|chuzhengpaopaotime2,s==1|3,s==7|Khí Bọt,
s==25|sevenBarbarianGroupingNum,s==2|30,s==17|Thất Man Chi Loạn,
s==23|sevenBarbarianRemainder,s==2|10,s==17|Thất Man Chi Loạn,
s==17|sevenBarbarianKey,s==7|168|178,s==17|Thất Man Chi Loạn,
s==18|chuzhengpointspeed,s==3|4.5,s==14|Xuất Chinh Nút,
s==22|chuzhengpointspeedtime,s==4|1.03,s==14|Xuất Chinh Nút,
s==21|chuzhengpointmultiple,s==4|1.15,s==14|Xuất Chinh Nút,
s==19|TongQueChuanShuCost,s==27|2000|2|1101|1,2002|2|1133|1,s==18|Đồng Quách Du Viên,
s==20|TongQueChuanShuCost2,s==7|1,9,200,s==18|Đồng Quách Du Viên,
s==20|TongQueChuanShulimit,s==1|3,s==18|Đồng Quách Du Viên,
s==19|TongQueOverturnCost,s==27|2000|2|1100|1,2002|2|1132|1,s==18|Đồng Quách Du Viên,
s==11|TongQueIcon,s==24|1911|1912|1913|1914|1915,s==18|Đồng Quách Du Viên,
s==24|TongQueBeautyRefreshCost,s==6|1|9|50,s==18|Đồng Quách Du Viên,
s==25|TongQueBeautyRefreshLimit,s==2|10,s==18|Đồng Quách Du Viên,
s==20|TongQueChuanShuCost3,s==7|1,9,200,s==18|Đồng Quách Du Viên,
s==17|TongQueUnlockStep,s==8|2|1108|1,s==18|Đồng Quách Du Viên,
s==15|TongQueBeautyId,s==1|2,s==18|Đồng Quách Du Viên,
s==18|prestigenizaibuzai,s==2|30,s==9|Xưng Hiệu,
s==15|totemGridAppear,s==1|9,s==8|Thổ Tùng,
s==12|Flagtreasure,s==41|1|6100,2|6101,3|6102,4|6103,5|6104,6|6105,s==12|Thương Thành,
s==18|customizationGroup,s==1|1,s==15|Định Chế Lễ Bao,
s==17|battleWSIsRefresh,s==1|0,s==9|Chiến Đấu,
s==15|mineDropPreview,s==27|2|1104,2|1037,2|1103,2|1036,s==24|Khoáng Trường Chiếm Đoạt,
s==20|exclusiveRecastCost1,s==8|2|1036|2,s==9|Bảo thạch,
s==20|exclusiveRecastCost2,s==9|1|8|30000,s==9|Bảo thạch,
s==24|exclusiveLockRecastCost1,s==8|2|1036|5,s==9|Bảo thạch,
s==24|exclusiveLockRecastCost2,s==10|1|8|100000,s==9|Bảo thạch,
s==14|challengestime,s==4|5|15,s==22|Toàn Dân Kình Kích Tái,
s==8|usemoney,s==6|1|9|30,s==22|Toàn Dân Kình Kích Tái,
s==19|AthleticsbattleTurn,s==2|33,s==22|Toàn Dân Kình Kích Tái,
s==11|defeatedNum,s==1|3,s==22|Toàn Dân Kình Kích Tái,
s==12|defeatedBuff,s==9|3105|3114,s==22|Toàn Dân Kình Kích Tái,
s==13|MineEnergyMax,s==1|5,s==24|Khoáng Trường Chiếm Đoạt,
s==18|MineEnergyRecovery,s==5|21600,s==24|Khoáng Trường Chiếm Đoạt,
s==14|MineEnergyCost,s==4|1|50,s==24|Khoáng Trường Chiếm Đoạt,
s==13|MineOccupancy,s==2|40,s==24|Khoáng Trường Chiếm Đoạt,
s==14|MineOccupancy2,s==2|20,s==24|Khoáng Trường Chiếm Đoạt,
s==16|MineSupportAward,s==5|60|50,s==24|Khoáng Trường Chiếm Đoạt,
s==12|MineAttackCd,s==1|5,s==24|Khoáng Trường Chiếm Đoạt,
s==13|defNeedCombat,s==2|20,s==24|Khoáng Trường Chiếm Đoạt,
s==13|slowDownMusic,s==3|1.3,s==8|Âm Thanh,
s==20|MineDropOutNoDisplay,s==17|60010|60020|60030,s==24|Khoáng Trường Chiếm Đoạt,
s==23|fastFightAddNeedWorldLv,s==2|50,s==11|Chinh Chiến,
s==18|defaultRunningHero,s==65|21101|21201|21301|22101|22201|22301|23101|23201|23301|24301|25301,s==11|Chinh Chiến,
s==18|  newYearBlessings,s==27|1|9|200,1|8|100000,2|1003|1,s==16|Tân Niên Kỳ Phúc,
s==13|AuspiciousNum,s==8|2|1998|1,s==16|Tửu Hứng Xí Ngầu,
s==9|throwTime,s==3|3|1,s==16|Tửu Hứng Xí Ngầu,
s==9|starGames,s==11|1134,1|9|50,s==17|Cung Trù Giao Xoá,
s==20|underPalacepayReward,s==4|1758,s==15|Mạc Kim Hiệu Úy,
s==22|underPalaceBuffRefresh,s==6|1|9|50,s==15|Mạc Kim Hiệu Úy,
s==15|underPalaceOpen,s==3|100,s==15|Mạc Kim Hiệu Úy,
s==13|underPlaceMap,s==22|1,500,102|501,1500,103,s==15|Mạc Kim Hiệu Úy,
s==19|HeroTalentResetCost,s==6|1|9|50,s==18|Võ Tướng Thiên Phú,
s==17|stoneSynthesisNum,s==29|60010:100|60020:100|60030:100,s==19|Hợp Thành Bảo Thạch,
s==18|sevenBarbarianIcon,s==25|2|1025,2|1022,2|1023,1|58,s==21|Chiến Trường Cửu Châu,
s==14|heroBattleIcon,s==18|2|30007,2|1084,1|9,s==21|Chiến Trường Cửu Châu,
s==16|nineProvenceIcon,s==27|2|1084,2|1001,2|1017,2|1018,s==21|Chiến Trường Cửu Châu,
s==12|godTrialIcon,s==24|2|1008,2|1010,2|1009,1|9,s==21|Chiến Trường Cửu Châu,
s==18|sevenBarbarianTips,s==38|Mở Luân Phiên Từ Thứ Nhất Đến Chủ Nhật,s==21|Chiến Trường Cửu Châu,
s==14|heroBattleTips,s==42|Kết Nghĩa Chiến Tranh Thu Thập Đạo Cụ Hiếm,s==21|Chiến Trường Cửu Châu,
s==16|nineProvenceTips,s==37|Chiến Tranh Thu Thập Phần Thưởng Hiếm,s==21|Chiến Trường Cửu Châu,
s==12|godTrialTips,s==47|Tham Gia Có Thể Nhận Rất Nhiều Phần Thưởng Hiếm,s==21|Chiến Trường Cửu Châu,
s==16|crossZoneNumThan,s==2|16,s==12|Liên Máy Chủ,
s==16|crossZoneNumLess,s==1|4,s==12|Liên Máy Chủ,
s==17|crossZoneSplitNum,s==1|4,s==12|Liên Máy Chủ,
s==13|newYrsGiftBox,s==26|2|1003|1,2|1006|1,2|1001|1,s==15|Lễ Bao Tân Niên,
s==14|SupremeGiftBox,s==26|2|1004|1,2|1003|1,2|3008|1,s==15|Lễ Bao Tân Niên,
s==17|playTheScreenShow,s==2|20,s==16|Hiển Thị Đạn Màn,
s==10|Blesslimit,s==2|15,s==18|Giới Hạn Chúc Phúc,
s==15|JZTrailOpenSort,s==9|1|2|3|4|5,s==17|Thử Luyện Võ Thần,
s==15|JZRentHeroAward,s==8|1|8|3000,s==17|Thử Luyện Võ Thần,
s==11|BambooSpeed,s==3|5|1,s==17|Tốc Độ Đánh Trống,
s==18|newYearEndExchange,s==17|2|2006|1,2|1135|1,s==20|Yến Thỉnh Bát Phương,
s==15|blessingGiftBag,s==1|3,s==15|Lễ Bao Cầu Phúc,
s==11|createsound,s==4|2000,s==17|Hướng Dẫn Tân Thủ,
