id,chapterId,gridId,gridx,gridy,gridType,gridIcon,gridEventId,changeEventId,
2304,9,310,5,16,0,,,,
2305,9,311,6,16,0,,,,
2306,9,312,7,16,41,40041,90073,90074,
2307,9,313,8,16,41,40041,90026,,
2308,9,314,9,16,41,40041,,,
2309,9,315,10,16,0,,,,
2310,9,316,11,16,0,,,,
2311,9,317,12,16,0,,,,
2312,9,318,13,16,0,,,,
2313,9,319,14,16,0,,,,
2314,9,320,15,16,0,,,,
2315,9,321,16,16,0,,,,
2316,9,322,17,16,0,,,,
2317,9,323,18,16,0,,,,
2318,10,1,0,0,11,40011,,,
2319,10,2,1,0,11,40011,,,
2320,10,3,2,0,11,40011,,,
2321,10,4,3,0,11,40011,,,
2322,10,5,4,0,11,40011,,,
2323,10,6,5,0,11,40011,,,
2324,10,7,6,0,11,40011,,,
2325,10,8,7,0,11,40011,,,
2326,10,9,8,0,11,40011,,,
2327,10,10,9,0,11,40011,,,
2328,10,11,10,0,11,40011,,,
2329,10,12,11,0,11,40011,,,
2330,10,13,12,0,11,40011,,,
2331,10,14,13,0,11,40011,,,
2332,10,15,14,0,11,40011,,,
2333,10,16,15,0,12,40012,100101,,
2334,10,17,16,0,15,40015,,,
2335,10,18,17,0,15,40015,,,
2336,10,19,18,0,16,40016,,,
2337,10,20,0,1,9,40009,,,
2338,10,21,1,1,10,40010,,,
2339,10,22,2,1,13,40013,100081,,
2340,10,23,3,1,12,40012,,,
2341,10,24,4,1,13,40013,10047,,
2342,10,25,5,1,12,40012,,,
2343,10,26,6,1,13,40013,,,
2344,10,27,7,1,12,40012,100014,,
2345,10,28,8,1,13,40013,,,
2346,10,29,9,1,12,40012,10049,,
2347,10,30,10,1,13,40013,,,
2348,10,31,11,1,12,40012,100017,,
2349,10,32,12,1,13,40013,10019,,
2350,10,33,13,1,12,40012,100082,,
2351,10,34,14,1,13,40013,100074,,
2352,10,35,15,1,11,40011,,,
2353,10,36,16,1,16,40016,,,
2354,10,37,17,1,15,40015,,,
2355,10,38,18,1,17,40017,,,
2356,10,39,0,2,11,40011,,,
2357,10,40,1,2,12,40012,100073,,
2358,10,41,2,2,13,40013,100072,,
2359,10,42,3,2,12,40012,,,
2360,10,43,4,2,13,40013,,,
2361,10,44,5,2,12,40012,100008,,
2362,10,45,6,2,13,40013,,,
2363,10,46,7,2,12,40012,10019,,
2364,10,47,8,2,13,40013,100015,,
2365,10,48,9,2,12,40012,10049,,
2366,10,49,10,2,13,40013,100016,,
2367,10,50,11,2,12,40012,10019,,
2368,10,51,12,2,13,40013,,,
2369,10,52,13,2,12,40012,10019,,
2370,10,53,14,2,13,40013,,,
2371,10,54,15,2,11,40011,,,
2372,10,55,16,2,15,40015,,,
2373,10,56,17,2,14,40014,,,
2374,10,57,18,2,17,40017,,,
2375,10,58,0,3,10,40010,,,
2376,10,59,1,3,9,40009,,,
2377,10,60,2,3,10,40010,,,
2378,10,61,3,3,13,40013,100004,,
2379,10,62,4,3,12,40012,10019,,
2380,10,63,5,3,13,40013,100009,,
2381,10,64,6,3,12,40012,100010,,
2382,10,65,7,3,13,40013,10019,,
2383,10,66,8,3,12,40012,100091,,
2384,10,67,9,3,13,40013,,,
2385,10,68,10,3,12,40012,10019,,
2386,10,69,11,3,9,40009,,,
2387,10,70,12,3,12,40012,,,
2388,10,71,13,3,13,40013,100018,,
2389,10,72,14,3,12,40012,10050,,
2390,10,73,15,3,11,40011,,,
2391,10,74,16,3,16,40016,,,
2392,10,75,17,3,15,40015,,,
2393,10,76,18,3,16,40016,,,
2394,10,77,0,4,13,40013,100090,,
2395,10,78,1,4,12,40012,100005,,
2396,10,79,2,4,13,40013,,,
2397,10,80,3,4,12,40012,100006,,
2398,10,81,4,4,13,40013,,,
2399,10,82,5,4,9,40009,,,
2400,10,83,6,4,13,40013,,,
2401,10,84,7,4,12,40012,,,
2402,10,85,8,4,13,40013,10019,,
2403,10,86,9,4,12,40012,100013,,
2404,10,87,10,4,13,40013,10019,,
2405,10,88,11,4,12,40012,,,
2406,10,89,12,4,9,40009,,,
2407,10,90,13,4,12,40012,,,
2408,10,91,14,4,13,40013,10019,,
2409,10,92,15,4,11,40011,,,
2410,10,93,16,4,15,40015,,,
2411,10,94,17,4,14,40014,,,
2412,10,95,18,4,17,40017,,,
2413,10,96,0,5,10,40010,,,
2414,10,97,1,5,12,40012,10019,,
2415,10,98,2,5,13,40013,10019,,
2416,10,99,3,5,12,40012,10019,,
2417,10,100,4,5,13,40013,100003,,
2418,10,101,5,5,11,40011,,,
2419,10,102,6,5,13,40013,,,
2420,10,103,7,5,12,40012,100011,,
2421,10,104,8,5,13,40013,,,
2422,10,105,9,5,12,40012,10019,,
2423,10,106,10,5,13,40013,100020,,
2424,10,107,11,5,12,40012,,,
2425,10,108,12,5,13,40013,,,
2426,10,109,13,5,12,40012,100019,,
2427,10,110,14,5,13,40013,,,
2428,10,111,15,5,11,40011,,,
2429,10,112,16,5,16,40016,,,
2430,10,113,17,5,15,40015,,,
2431,10,114,18,5,17,40017,,,
2432,10,115,0,6,13,40013,100001,,
2433,10,116,1,6,12,40012,100104,,
2434,10,117,2,6,13,40013,,,
2435,10,118,3,6,12,40012,100106,,
2436,10,119,4,6,13,40013,100002,,
2437,10,120,5,6,12,40012,100071,,
2438,10,121,6,6,11,40011,,,
2439,10,122,7,6,13,40013,,,
2440,10,123,8,6,12,40012,100012,,
2441,10,124,9,6,13,40013,10019,,
2442,10,125,10,6,12,40012,100092,,
2443,10,126,11,6,13,40013,100021,,
2444,10,127,12,6,12,40012,,,
2445,10,128,13,6,13,40013,,,
2446,10,129,14,6,12,40012,10019,,
2447,10,130,15,6,11,40011,,,
2448,10,131,16,6,15,40015,,,
2449,10,132,17,6,14,40014,,,
2450,10,133,18,6,17,40017,,,
2451,10,134,0,7,11,40011,,,
2452,10,135,1,7,11,40011,,,
2453,10,136,2,7,11,40011,,,
2454,10,137,3,7,11,40011,,,
2455,10,138,4,7,11,40011,,,
2456,10,139,5,7,11,40011,,,
2457,10,140,6,7,11,40011,,,
2458,10,141,7,7,11,40011,,,
2459,10,142,8,7,11,40011,,,
2460,10,143,9,7,9,40009,,,
2461,10,144,10,7,12,40012,10019,,
2462,10,145,11,7,13,40013,10019,,
2463,10,146,12,7,12,40012,100022,,
2464,10,147,13,7,13,40013,10019,,
2465,10,148,14,7,12,40012,10019,,
2466,10,149,15,7,11,40011,,,
2467,10,150,16,7,16,40016,,,
2468,10,151,17,7,15,40015,,,
2469,10,152,18,7,16,40016,,,
2470,10,153,0,8,13,40013,100095,,
2471,10,154,1,8,12,40012,,,
2472,10,155,2,8,13,40013,100052,,
2473,10,156,3,8,12,40012,,,
2474,10,157,4,8,13,40013,100050,,
2475,10,158,5,8,12,40012,,,
2476,10,159,6,8,13,40013,,,
2477,10,160,7,8,11,40011,,,
2478,10,161,8,8,13,40013,,,
2479,10,162,9,8,12,40012,10019,,
2480,10,163,10,8,13,40013,100023,,
2481,10,164,11,8,12,40012,100024,,
2482,10,165,12,8,13,40013,100025,,
2483,10,166,13,8,12,40012,100026,,
2484,10,167,14,8,13,40013,100027,,
2485,10,168,15,8,11,40011,,,
2486,10,169,16,8,15,40015,,,
2487,10,170,17,8,14,40014,,,
2488,10,171,18,8,16,40016,,,
2489,10,172,0,9,13,40013,,,
2490,10,173,1,9,12,40012,100051,,
2491,10,174,2,9,13,40013,,,
2492,10,175,3,9,12,40012,100049,,
2493,10,176,4,9,13,40013,,,
2494,10,177,5,9,12,40012,100048,,
2495,10,178,6,9,11,40011,,,
2496,10,179,7,9,11,40011,100083,,
2497,10,180,8,9,13,40013,,,
2498,10,181,9,9,12,40012,100028,,
2499,10,182,10,9,13,40013,100029,,
2500,10,183,11,9,12,40012,100030,,
2501,10,184,12,9,13,40013,100031,,
2502,10,185,13,9,12,40012,100032,,
2503,10,186,14,9,13,40013,100033,,
2504,10,187,15,9,11,40011,,,
2505,10,188,16,9,16,40016,,,
2506,10,189,17,9,15,40015,,,
2507,10,190,18,9,17,40017,,,
2508,10,191,0,10,12,40012,10019,,
2509,10,192,1,10,13,40013,10019,,
2510,10,193,2,10,12,40012,10019,,
2511,10,194,3,10,13,40013,10019,,
2512,10,195,4,10,12,40012,10019,,
2513,10,196,5,10,13,40013,10019,,
2514,10,197,6,10,12,40012,100047,,
2515,10,198,7,10,11,40011,,,
2516,10,199,8,10,13,40013,100093,,
2517,10,200,9,10,12,40012,10019,,
2518,10,201,10,10,13,40013,100036,,
2519,10,202,11,10,12,40012,100037,,
2520,10,203,12,10,13,40013,100038,,
2521,10,204,13,10,12,40012,100039,,
2522,10,205,14,10,13,40013,100040,,
2523,10,206,15,10,11,40011,,,
2524,10,207,16,10,15,40015,,,
2525,10,208,17,10,14,40014,,,
2526,10,209,18,10,17,40017,,,
2527,10,210,0,11,12,40012,100096,,
2528,10,211,1,11,12,40012,,100105,
2529,10,212,2,11,13,40013,100077,,
2530,10,213,3,11,12,40012,100055,,
2531,10,214,4,11,13,40013,,100056,
2532,10,215,5,11,12,40012,10019,,
2533,10,216,6,11,13,40013,100046,,
2534,10,217,7,11,12,40012,10058,,
2535,10,218,8,11,13,40013,10058,,
2536,10,219,9,11,12,40012,10019,,
2537,10,220,10,11,13,40013,10019,,
2538,10,221,11,11,12,40012,10019,,
2539,10,222,12,11,13,40013,10019,,
2540,10,223,13,11,12,40012,100041,,
2541,10,224,14,11,13,40013,100042,,
2542,10,225,15,11,11,40011,,,
2543,10,226,16,11,16,40016,,,
2544,10,227,17,11,15,40015,,,
2545,10,228,18,11,16,40016,,,
2546,10,229,0,12,11,40011,,,
2547,10,230,1,12,11,40011,,,
2548,10,231,2,12,13,40013,,,
2549,10,232,3,12,12,40012,10019,,
2550,10,233,4,12,13,40013,,,
2551,10,234,5,12,12,40012,10019,,
2552,10,235,6,12,13,40013,,,
2553,10,236,7,12,12,40012,10059,,
2554,10,237,8,12,13,40013,10067,,
2555,10,238,9,12,12,40012,100076,,
2556,10,239,10,12,13,40013,100075,,
2557,10,240,11,12,12,40012,,,
2558,10,241,12,12,13,40013,100043,,
2559,10,242,13,12,12,40012,,,
2560,10,243,14,12,13,40013,,,
2561,10,244,15,12,11,40011,,,
2562,10,245,16,12,15,40015,,,
2563,10,246,17,12,14,40014,,,
2564,10,247,18,12,16,40016,,,
2565,10,248,0,13,11,40011,,,
2566,10,249,1,13,11,40011,,,
2567,10,250,2,13,13,40013,,,
2568,10,251,3,13,12,40012,10019,,
2569,10,252,4,13,13,40013,100054,,
2570,10,253,5,13,12,40012,10019,,
2571,10,254,6,13,13,40013,,,
2572,10,255,7,13,12,40012,10059,,
2573,10,256,8,13,13,40013,10059,,
2574,10,257,9,13,12,40012,10019,,
2575,10,258,10,13,13,40013,10019,,
2576,10,259,11,13,12,40012,10019,,
2577,10,260,12,13,13,40013,10019,,
2578,10,261,13,13,12,40012,10019,,
2579,10,262,14,13,13,40013,,,
2580,10,263,15,13,11,40011,,,
2581,10,264,16,13,16,40016,,,
2582,10,265,17,13,15,40015,,,
2583,10,266,18,13,16,40016,,,
2584,10,267,0,14,13,40013,,,
2585,10,268,1,14,12,40012,10065,,
2586,10,269,2,14,13,40013,100078,,
2587,10,270,3,14,12,40012,10019,,
2588,10,271,4,14,13,40013,,,
2589,10,272,5,14,12,40012,,,
2590,10,273,6,14,13,40013,100053,,
2591,10,274,7,14,12,40012,,,
2592,10,275,8,14,13,40013,10040,,
2593,10,276,9,14,12,40012,100094,,
2594,10,277,10,14,13,40013,,,
2595,10,278,11,14,12,40012,100044,,
2596,10,279,12,14,13,40013,100045,,
2597,10,280,13,14,12,40012,,,
2598,10,281,14,14,13,40013,100084,,
2599,10,282,15,14,12,40012,100103,,
2600,10,283,16,14,14,40014,,,
2601,10,284,17,14,15,40015,,,
2602,10,285,18,14,17,40017,,,
2603,10,286,0,15,24,40024,,,
2604,10,287,1,15,60,40060,,,
2605,10,288,2,15,24,40024,,,
2606,10,289,3,15,24,40024,,,
2607,10,290,4,15,24,40024,,,
2608,10,291,5,15,24,40024,,,
2609,10,292,6,15,24,40024,,,
2610,10,293,7,15,24,40024,,,
2611,10,294,8,15,24,40024,,,
2612,10,295,9,15,24,40024,,,
2613,10,296,10,15,24,40024,,,
2614,10,297,11,15,24,40024,,,
2615,10,298,12,15,24,40024,,,
2616,10,299,13,15,24,40024,,,
2617,10,300,14,15,24,40024,,,
2618,10,301,15,15,24,40024,,,
2619,10,302,16,15,16,40016,,,
2620,10,303,17,15,14,40014,,,
2621,10,304,18,15,16,40016,,,
2622,10,305,0,16,6,40006,,,
2623,10,306,1,16,58,40058,,,
2624,10,307,2,16,59,40059,100079,,
2625,10,308,3,16,1,40001,10019,,
2626,10,309,4,16,1,40001,,,
2627,10,310,5,16,1,40001,100058,,
2628,10,311,6,16,1,40001,,,
2629,10,312,7,16,1,40001,,,
2630,10,313,8,16,1,40001,100060,,
2631,10,314,9,16,1,40001,,,
2632,10,315,10,16,1,40001,100062,,
2633,10,316,11,16,1,40001,,,
2634,10,317,12,16,1,40001,,,
2635,10,318,13,16,1,40001,,,
2636,10,319,14,16,1,40001,,,
2637,10,320,15,16,1,40001,,,
2638,10,321,16,16,2,40002,,,
2639,10,322,17,16,15,40015,,,
2640,10,323,18,16,16,40016,,,
2641,10,324,0,17,2,40002,,,
2642,10,325,1,17,1,40001,,,
2643,10,326,2,17,1,40001,,,
2644,10,327,3,17,1,40001,10019,,
2645,10,328,4,17,1,40001,,,
2646,10,329,5,17,1,40001,100059,,
2647,10,330,6,17,1,40001,,,
2648,10,331,7,17,1,40001,100061,,
2649,10,332,8,17,1,40001,,,
2650,10,333,9,17,1,40001,,,
2651,10,334,10,17,1,40001,100063,,
2652,10,335,11,17,1,40001,,,
2653,10,336,12,17,1,40001,100064,,
2654,10,337,13,17,1,40001,100065,,
2655,10,338,14,17,1,40001,,,
2656,10,339,15,17,2,40002,,,
2657,10,340,16,17,14,40014,100102,,
2658,10,341,17,17,15,40015,100098,,
2659,10,342,18,17,17,40017,,,
2660,10,343,0,18,6,40006,,,
2661,10,344,1,18,5,40005,,,
2662,10,345,2,18,1,40001,,,
2663,10,346,3,18,1,40001,10019,,
2664,10,347,4,18,2,40002,,,
2665,10,348,5,18,2,40002,,,
2666,10,349,6,18,2,40002,,,
2667,10,350,7,18,2,40002,,,
2668,10,351,8,18,2,40002,,,
2669,10,352,9,18,2,40002,,,
2670,10,353,10,18,2,40002,,,
2671,10,354,11,18,2,40002,,,
2672,10,355,12,18,1,40001,100066,,
2673,10,356,13,18,1,40001,100097,,
2674,10,357,14,18,1,40001,100067,,
2675,10,358,15,18,2,40002,,,
2676,10,359,16,18,15,40015,,,
2677,10,360,17,18,14,40014,100099,,
2678,10,361,18,18,16,40016,,,
2679,11,1,0,0,17,40017,,,
2680,11,2,1,0,17,40017,,,
2681,11,3,2,0,17,40017,,,
2682,11,4,3,0,17,40017,,,
2683,11,5,4,0,17,40017,,,
2684,11,6,5,0,17,40017,,,
2685,11,7,6,0,17,40017,,,
2686,11,8,7,0,17,40017,,,
2687,11,9,8,0,17,40017,,,
2688,11,10,9,0,17,40017,,,
2689,11,11,10,0,11,40011,,,
2690,11,12,11,0,11,40011,,,
2691,11,13,12,0,11,40011,,,
2692,11,14,13,0,11,40011,,,
2693,11,15,14,0,11,40011,,,
2694,11,16,15,0,11,40011,,,
2695,11,17,16,0,11,40011,,,
2696,11,18,17,0,11,40011,,,
2697,11,19,18,0,11,40011,,,
2698,11,20,19,0,11,40011,,,
2699,11,21,0,1,16,40016,,,
2700,11,22,1,1,14,40014,110044,,
2701,11,23,2,1,16,40016,,,
2702,11,24,3,1,14,40014,,,
2703,11,25,4,1,14,40014,,,
2704,11,26,5,1,14,40014,110023,,
2705,11,27,6,1,14,40014,,,
2706,11,28,7,1,14,40014,110024,,
2707,11,29,8,1,14,40014,110002,,
2708,11,30,9,1,17,40017,,,
2709,11,31,10,1,12,40012,10043,,
2710,11,32,11,1,12,40012,10041,,
2711,11,33,12,1,12,40012,10041,,
2712,11,34,13,1,12,40012,10041,,
2713,11,35,14,1,13,40013,10054,,
2714,11,36,15,1,12,40012,10041,,
2715,11,37,16,1,12,40012,10041,,
2716,11,38,17,1,12,40012,10041,,
2717,11,39,18,1,12,40012,10041,,
2718,11,40,19,1,12,40012,10046,,
2719,11,41,0,2,17,40017,,,
2720,11,42,1,2,14,40014,110041,,
2721,11,43,2,2,14,40014,,,
2722,11,44,3,2,14,40014,,,
2723,11,45,4,2,14,40014,,,
2724,11,46,5,2,18,40018,,,
2725,11,47,6,2,19,40019,,,
2726,11,48,7,2,18,40018,,,
2727,11,49,8,2,14,40014,,,
2728,11,50,9,2,17,40017,,,
2729,11,51,10,2,11,40011,,,
2730,11,52,11,2,12,40012,10044,,
2731,11,53,12,2,13,40013,,,
2732,11,54,13,2,13,40013,,,
2733,11,55,14,2,13,40013,110038,,
2734,11,56,15,2,13,40013,,,
2735,11,57,16,2,13,40013,10056,,
2736,11,58,17,2,13,40013,,,
2737,11,59,18,2,13,40013,,,
2738,11,60,19,2,12,40013,10051,,
2739,11,61,0,3,16,40016,,,
2740,11,62,1,3,14,40014,,,
2741,11,63,2,3,16,40016,,,
2742,11,64,3,3,14,40014,110018,,
2743,11,65,4,3,18,40018,,,
2744,11,66,5,3,14,40014,110003,,
2745,11,67,6,3,14,40014,110031,,
2746,11,68,7,3,14,40014,,,
2747,11,69,8,3,14,40014,,,
2748,11,70,9,3,17,40017,,,
2749,11,71,10,3,12,40012,10052,,
2750,11,72,11,3,13,40013,110022,,
2751,11,73,12,3,13,40013,10056,,
2752,11,74,13,3,13,40013,10029,,
2753,11,75,14,3,13,40013,10056,,
2754,11,76,15,3,13,40013,,,
2755,11,77,16,3,13,40013,10056,,
2756,11,78,17,3,13,40013,110039,,
2757,11,79,18,3,12,40012,10056,,
2758,11,80,19,3,12,40012,10053,,
2759,11,81,0,4,16,40016,,,
2760,11,82,1,4,14,40014,110019,,
2761,11,83,2,4,16,40016,,,
2762,11,84,3,4,17,40017,,,
2763,11,85,4,4,17,40017,,,
2764,11,86,5,4,19,40019,,,
2765,11,87,6,4,18,40018,,,
2766,11,88,7,4,14,40014,,,
2767,11,89,8,4,16,40016,,,
2768,11,90,9,4,17,40017,,,
2769,11,91,10,4,11,40011,,,
2770,11,92,11,4,12,40012,10044,,
2771,11,93,12,4,13,40013,110009,,
2772,11,94,13,4,13,40013,10056,,
2773,11,95,14,4,13,40013,10056,,
2774,11,96,15,4,13,40013,10056,,
2775,11,97,16,4,13,40013,,,
2776,11,98,17,4,13,40013,,,
2777,11,99,18,4,13,40013,,,
2778,11,100,19,4,13,40013,10051,,
2779,11,101,0,5,16,40016,,,
2780,11,102,1,5,19,40019,,110032,
2781,11,103,2,5,14,40014,110001,,
2782,11,104,3,5,16,40016,,,
2783,11,105,4,5,14,40014,110015,,
2784,11,106,5,5,14,40014,110020,,
2785,11,107,6,5,14,40014,,,
2786,11,108,7,5,14,40014,,,
2787,11,109,8,5,14,40014,10025,,
2788,11,110,9,5,17,40017,,,
2789,11,111,10,5,12,40012,10052,,
2790,11,112,11,5,13,40013,110017,,
2791,11,113,12,5,13,40013,10056,,
2792,11,114,13,5,13,40013,110008,,
2793,11,115,14,5,13,40013,110040,,
2794,11,116,15,5,13,40013,,,
2795,11,117,16,5,13,40013,10025,,
2796,11,118,17,5,13,40013,10056,,
2797,11,119,18,5,12,40012,110007,,
2798,11,120,19,5,12,40012,10053,,
2799,11,121,0,6,17,40017,,,
2800,11,122,1,6,17,40017,,,
2801,11,123,2,6,17,40017,,,
2802,11,124,3,6,17,40017,,,
2803,11,125,4,6,17,40017,,,
2804,11,126,5,6,17,40017,,,
2805,11,127,6,6,17,40017,,,
2806,11,128,7,6,17,40017,,,
2807,11,129,8,6,17,40017,,,
2808,11,130,9,6,17,40017,,,
2809,11,131,10,6,11,40011,,,
2810,11,132,11,6,12,40012,10042,,
2811,11,133,12,6,12,40012,10041,,
2812,11,134,13,6,12,40012,10041,,
2813,11,135,14,6,12,40012,10041,,
2814,11,136,15,6,13,40013,10041,,
2815,11,137,16,6,12,40012,10041,,
2816,11,138,17,6,12,40012,10041,,
2817,11,139,18,6,12,40012,10041,,
2818,11,140,19,6,12,40012,10045,,
2819,11,141,0,7,1,40001,10003,,
2820,11,142,1,7,1,40001,110004,,
2821,11,143,2,7,20,40020,,,
2822,11,144,3,7,21,40021,,,
2823,11,145,4,7,21,40021,,,
2824,11,146,5,7,21,40021,,,
2825,11,147,6,7,22,40022,,,
2826,11,148,7,7,1,40001,110006,,
2827,11,149,8,7,1,40001,,,
2828,11,150,9,7,2,40002,,,
2829,11,151,10,7,44,40044,,,
2830,11,152,11,7,44,40044,,,
2831,11,153,12,7,44,40044,,,
2832,11,154,13,7,44,40044,,,
2833,11,155,14,7,44,40044,,,
2834,11,156,15,7,44,40044,,,
2835,11,157,16,7,44,40044,,,
2836,11,158,17,7,44,40044,,,
2837,11,159,18,7,44,40044,,,
2838,11,160,19,7,44,40044,,,
2839,11,161,0,8,2,40002,,,
2840,11,162,1,8,1,40001,110033,,
2841,11,163,2,8,23,40023,,,
2842,11,164,3,8,24,40024,10060,10071,
2843,11,165,4,8,24,40024,10061,10072,
2844,11,166,5,8,24,40024,10062,10073,
2845,11,167,6,8,24,40024,10062,10073,
2846,11,168,7,8,25,40025,,,
2847,11,169,8,8,1,40001,,,
2848,11,170,9,8,1,40001,,,
2849,11,171,10,8,44,40044,,,
2850,11,172,11,8,43,40043,,,
2851,11,173,12,8,43,40043,,,
2852,11,174,13,8,43,40043,,,
2853,11,175,14,8,43,40043,,,
2854,11,176,15,8,41,40041,10025,,
2855,11,177,16,8,43,40043,,,
2856,11,178,17,8,43,40043,,,
2857,11,179,18,8,43,40043,,,
2858,11,180,19,8,44,40044,,,
2859,11,181,0,9,1,40001,10040,,
2860,11,182,1,9,1,40001,,,
2861,11,183,2,9,26,40026,,,
2862,11,184,3,9,27,40027,,,
2863,11,185,4,9,27,40027,,,
2864,11,186,5,9,27,40027,,,
2865,11,187,6,9,28,40028,,,
2866,11,188,7,9,1,40001,110036,,
2867,11,189,8,9,1,40001,10040,,
2868,11,190,9,9,2,40002,,,
2869,11,191,10,9,50,40050,,,
2870,11,192,11,9,41,40041,110010,,
2871,11,193,12,9,49,40049,110026,,
2872,11,194,13,9,49,40049,,,
2873,11,195,14,9,41,40041,,,
2874,11,196,15,9,41,40041,,,
2875,11,197,16,9,53,40053,,,
2876,11,198,17,9,53,40053,110027,,
2877,11,199,18,9,41,40041,110011,,
2878,11,200,19,9,54,40054,,,
2879,11,201,0,10,2,40002,,,
2880,11,202,1,10,4,40004,,,
2881,11,203,2,10,1,40001,,,
2882,11,204,3,10,1,40001,110025,,
2883,11,205,4,10,1,40001,110021,,
2884,11,206,5,10,1,40001,110005,,
2885,11,207,6,10,1,40001,,,
2886,11,208,7,10,1,40001,,,
2887,11,209,8,10,1,40001,,,
2888,11,210,9,10,4,40004,,,
2889,11,211,10,10,44,40044,,,
2890,11,212,11,10,43,40043,,,
2891,11,213,12,10,43,40043,,,
2892,11,214,13,10,43,40043,,,
2893,11,215,14,10,41,40041,,,
2894,11,216,15,10,41,40041,,,
2895,11,217,16,10,41,40041,,,
2896,11,218,17,10,43,40043,,,
2897,11,219,18,10,43,40043,,,
2898,11,220,19,10,44,40044,,,
2899,11,221,0,11,4,40004,10040,,
2900,11,222,1,11,1,40001,,,
2901,11,223,2,11,20,40020,,,
2902,11,224,3,11,21,40021,,,
2903,11,225,4,11,21,40021,,,
2904,11,226,5,11,21,40021,,,
2905,11,227,6,11,22,40022,,,
2906,11,228,7,11,1,40001,,,
2907,11,229,8,11,1,40001,10040,,
2908,11,230,9,11,2,40002,,,
2909,11,231,10,11,52,40052,,,
2910,11,232,11,11,41,40041,110012,,
2911,11,233,12,11,51,40051,110028,,
2912,11,234,13,11,51,40051,,,
2913,11,235,14,11,41,40041,,,
2914,11,236,15,11,41,40041,,,
2915,11,237,16,11,55,40055,,,
2916,11,238,17,11,55,40055,110029,,
2917,11,239,18,11,41,40041,110013,,
2918,11,240,19,11,56,40056,,,
2919,11,241,0,12,2,40002,,,
2920,11,242,1,12,1,40001,110034,,
2921,11,243,2,12,23,40023,,,
2922,11,244,3,12,24,40024,10060,10071,
2923,11,245,4,12,24,40024,10061,10072,
2924,11,246,5,12,24,40024,10062,10073,
2925,11,247,6,12,24,40024,10062,10073,
2926,11,248,7,12,25,40025,,,
2927,11,249,8,12,1,40001,110037,,
2928,11,250,9,12,1,40001,,,
2929,11,251,10,12,44,40044,,,
2930,11,252,11,12,43,40043,,,
2931,11,253,12,12,43,40043,,,
2932,11,254,13,12,43,40043,,,
2933,11,255,14,12,43,40043,,,
2934,11,256,15,12,43,40043,,,
2935,11,257,16,12,43,40043,,,
2936,11,258,17,12,43,40043,,,
2937,11,259,18,12,43,40043,,,
2938,11,260,19,12,44,40044,,,
2939,11,261,0,13,4,40004,10029,,
2940,11,262,1,13,1,40001,,,
2941,11,263,2,13,26,40026,,,
2942,11,264,3,13,27,40027,,,
2943,11,265,4,13,27,40027,,,
2944,11,266,5,13,27,40027,,,
2945,11,267,6,13,28,40028,,,
2946,11,268,7,13,1,40001,110016,,
2947,11,269,8,13,1,40001,10025,,
2948,11,270,9,13,2,40002,,,
2949,11,271,10,13,44,40044,,,
2950,11,272,11,13,42,40042,110014,,
2951,11,273,12,13,42,40042,110030,,
2952,11,274,13,13,56,40056,,,
2953,11,275,14,13,52,40052,,,
2954,11,276,15,13,54,40054,,,
2955,11,277,16,13,50,40050,,,
2956,11,278,17,13,43,40043,,,
2957,11,279,18,13,43,40043,,,
2958,11,280,19,14,44,40044,,,
2959,11,281,0,14,2,40002,,,
2960,11,282,1,14,2,40002,,,
2961,11,283,2,14,2,40002,,,
2962,11,284,3,14,2,40002,,,
2963,11,285,4,14,2,40002,,,
2964,11,286,5,14,2,40002,,,
2965,11,287,6,14,2,40002,,,
2966,11,288,7,14,2,40002,,,
2967,11,289,8,14,2,40002,,,
2968,11,290,9,14,2,40002,,,
2969,11,291,10,14,44,40044,,,
2970,11,292,11,14,44,40044,,,
2971,11,293,12,14,44,40044,,,
2972,11,294,13,14,44,40044,,,
2973,11,295,14,14,44,40044,,,
2974,11,296,15,14,44,40044,,,
2975,11,297,16,14,44,40044,,,
2976,11,298,17,14,44,40044,,,
2977,11,299,18,14,44,40044,,,
2978,11,300,19,14,44,40044,,,
2979,11,301,0,15,2,40002,,,
2980,11,302,1,15,2,40002,,,
2981,11,303,2,15,2,40002,,,
2982,11,304,3,15,2,40002,,,
2983,11,305,4,15,2,40002,,,
2984,11,306,5,15,2,40002,,,
2985,11,307,6,15,2,40002,,,
2986,11,308,7,15,2,40002,,,
2987,11,309,8,15,2,40002,,,
2988,11,310,9,15,2,40002,,,
2989,11,311,10,15,44,40044,,,
2990,11,312,11,15,44,40044,,,
2991,11,313,12,15,44,40044,,,
2992,11,314,13,15,44,40044,,,
2993,11,315,14,15,44,40044,,,
2994,11,316,15,15,44,40044,,,
2995,11,317,16,15,44,40044,,,
2996,11,318,17,15,44,40044,,,
2997,11,319,18,15,44,40044,,,
2998,11,320,19,15,44,40044,,,
2999,12,1,0,0,24,40024,,,
3000,12,2,1,0,24,40024,,,
3001,12,3,2,0,24,40024,,,
3002,12,4,3,0,24,40024,,,
3003,12,5,4,0,24,40024,,,
3004,12,6,5,0,24,40024,,,
3005,12,7,6,0,24,40024,,,
3006,12,8,7,0,24,40024,,,
3007,12,9,8,0,24,40024,,,
3008,12,10,9,0,24,40024,,,
3009,12,11,10,0,31,40031,,,
3010,12,12,11,0,2,40002,,,
3011,12,13,12,0,2,40002,,,
