id,showOpen,monsterType,heroSpType,name,nation,quality,star,sex,atkType,type,recTactics,chipId,upStarId,skills%1,skills%2,skills%3,skills%4,skills%5,skillsLabel%1,skillsLabel%2,skillsLabel%3,skillsLabel%4,deadSound,ardersound1,ardersound2,smallBody,smallBodyBlock,bodyArmature,bodyIconBlock,bodyIcon,employee,scale,coordinates,headIcon,armature,idleArmature,hurtArmature,deadArmature,runArmature,runAtkArmature,topPos,midPos,botPos,bombPos,property%1,property%2,property%3,property%4,property%5,property%6,property%7,property%8,property%9,property%10,property%11,property%12,property%13,property%14,property%15,property%16,property%17,property%18,property%19,property%20,property%21,property%22,property%23,property%24,property%25,heroDesc,heroTalent,palaceSkill,openTime,fieldSkillSlotId,
22508001,0,,,s==2|赵云,2,5,5,1,1,1,1,22508,22508011,225080111,225080121,225080131,225080141,225080151,s==11|101|204|303,s==3|103,s==11|102|204|306,s==11|103|301|305,,2250801,2250802,22508000,22508000,225082,2250802,2250802,s==3|0|0,s==3|1|1,s==3|0|0,22508001,22508001,225080101,225080102,225080102,225080103,225080104,0|280,0|90,0|0,0|115,1370,221,55,126,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|赵云,1,,1,,
22509,1,,,s==2|马超,2,5,5,1,1,1,1,22509,225091,2250911,2250921,2250931,2250941,2250951,s==11|101|202|312,s==3|103,s==11|101|204|301,s==7|103|301,,225091,225092,2250900,2250900,22509,225090,225090,s==3|0|0,s==3|1|1,s==3|0|0,22509,225090,2250901,2250902,2250903,2250904,2250905,0|265,0|90,0|0,0|115,1397,220,55,124,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|马超,1,,1,,
22510,1,,,s==2|徐庶,2,5,5,1,2,3,3,22510,225101,2251011,2251021,2251031,2251041,,s==11|102|204|317,s==3|103,s==11|101|204|306,,,225101,225102,2251000,2251000,22510,225100,225100,s==3|0|0,s==3|1|1,s==3|0|0,22510,225100,2251001,2251002,2251003,2251004,2251005,0|280,0|90,0|0,0|115,1361,209,53,127,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|徐庶(替),1,,1,,
22511,1,,,s==2|庞统,2,5,5,1,2,3,3,22511,225111,2251111,2251121,2251131,2251141,2251151,s==11|101|204|301,s==3|103,s==11|102|204|308,s==11|103|317|301,,225111,225112,2251100,2251100,22511,225110,225110,s==3|0|0,s==3|1|1,s==3|0|0,22511,225110,2251101,2251102,2251103,2251104,2251105,0|275,0|90,0|0,0|112,1361,209,53,127,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|庞统(替),1,1,1,,
22511001,0,,,s==2|庞统,2,5,5,1,2,3,3,22511,22511011,225110111,225110121,225110131,225110141,225110151,s==11|101|204|301,s==3|103,s==11|102|204|308,s==11|103|317|301,,225110011,225110012,22511000,22511000,225112,2251102,2251102,s==3|0|0,s==3|1|1,s==3|0|0,22511001,22511001,225110101,225110102,225110103,225110104,225110105,0|275,0|90,0|0,0|112,1361,209,53,127,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|庞统(替),1,1,1,,
22512,1,,1,s==5|蜀君·刘备,2,5,5,1,1,1,1,22512,225121,2251211,2251221,2251231,2251241,2251251,s==11|102|204|317,s==3|103,s==11|101|204|301,s==11|103|102|301,,225121,225122,2251200,2251200,22512,225120,225120,s==3|0|0,s==3|1|1,s==3|0|0,22512,225120,2251201,2251203,2251203,2251204,2251205,0|280,0|90,0|0,0|100,1386,222,55,125,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|刘备,1,,1,,
22512001,0,,1,s==5|蜀君·刘备,2,5,5,1,1,1,1,22512,22512011,225120111,225120121,225120131,225120141,225120151,s==11|102|204|317,s==3|103,s==11|101|204|301,s==11|103|102|301,,225120011,225120012,22512000,22512000,225122,2251202,2251202,s==3|0|0,s==3|1|1,s==3|0|0,22512001,22512001,225120101,225120102,225120103,225120104,225120105,0|280,0|90,0|0,0|100,1386,222,55,125,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|刘备,1,,1,,
22512002,0,,1,s==5|蜀君·刘备,2,5,5,1,1,1,1,22512,22512021,225120211,225120221,225120231,225120241,225120251,s==11|102|204|317,s==3|103,s==11|101|204|301,s==11|103|102|301,,225120011,225120012,22512003,22512003,225123,22512004,22512004,s==3|0|0,s==3|1|1,s==3|0|0,22512005,22512002,225120201,225120202,225120203,225120204,225120205,0|280,0|90,0|0,0|100,1386,222,55,125,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|刘备,1,,1,,
22515,1,,,s==3|黄月英,2,5,5,2,2,4,4,22515,225151,2251511,2251521,2251531,2251541,2251551,s==11|201|302|317,s==3|103,s==11|205|206|302,s==11|103|203|205,,225151,225152,2251500,2251500,22515,225150,225150,s==3|0|0,s==3|1|1,s==3|0|0,22515,225150,2251501,2251502,2251503,2251504,2251505,0|280,0|90,0|0,0|100,1450,205,53,125,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==3|黄月英,1,,1,,
22515001,0,,,s==3|黄月英,2,5,5,2,2,4,4,22515,22515011,225150111,225150121,225150131,225150141,225150151,s==11|201|302|317,s==3|103,s==11|205|206|302,s==11|103|203|205,,225151,225152,22515100,22515100,225152,2251510,2251510,s==3|0|0,s==3|1|1,s==3|0|0,22515001,2251520,22515201,22515202,22515203,22515204,22515205,0|280,0|90,0|0,0|100,1450,205,53,125,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==3|黄月英,1,,1,,
23101,0,,,s==2|吴兵,3,1,1,2,1,1,1,,,2310111,2310121,,,,s==7|101|204,s==3|103,,,,231011,231012,2310100,2310101,23101,231019,231010,s==3|0|0,s==3|1|1,s==3|0|0,23101,231010,2310101,2310102,2310103,2310104,2310105,0|255,0|90,0|0,0|110,715,105,24,42,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|吴兵(替),2,,1,,
23201,0,,,s==2|孙登,3,2,2,1,1,1,1,,,2320111,2320121,2320131,,,s==7|101|204,s==3|103,,,,232011,232012,2320100,2320100,23201,232010,232010,s==3|0|0,s==3|1|1,s==3|0|0,23201,232010,2320101,2320102,2320103,2320104,2320105,0|255,0|90,0|0,0|115,795,111,24,54,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|孙登,2,,1,,
23301,0,,,s==2|凌统,3,3,3,1,1,2,2,23301,,2330111,2330121,2330131,,,s==11|101|204|201,s==3|103,,,,233011,233012,2330100,2330100,23301,233010,233010,s==3|0|0,s==3|1|1,s==3|0|0,23301,233010,2330101,2330102,2330103,2330104,2330105,0|270,0|90,0|0,0|110,1348,82,37,74,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|凌统,2,,1,,
23401,1,,,s==2|徐盛,3,4,4,1,1,1,1,23401,234011,2340111,2340121,2340131,2340141,,s==11|101|204|301,s==3|103,s==7|103|301,,,234011,234012,2340100,2340100,23401,234010,234010,s==3|0|0,s==3|1|1,s==3|0|0,23401,234010,2340101,2340102,2340103,2340104,2340105,0|260,0|90,0|0,0|115,1018,143,41,81,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|徐盛,2,,1,,
23402,1,,,s==2|顾雍,3,4,4,1,2,4,4,23402,234021,2340211,2340221,2340231,2340241,,s==11|101|204|201,s==3|103,s==7|102|301,,,234021,234022,2340200,2340200,23402,234020,234020,s==3|0|0,s==3|1|1,s==3|0|0,23402,234020,2340201,2340202,2340203,2340204,2340205,0|265,0|90,0|0,0|110,1104,119,41,80,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|顾雍,2,,1,,
23403,1,,,s==2|程普,3,4,4,1,2,2,2,23403,234031,2340311,2340321,2340331,2340341,,s==11|101|204|303,s==3|103,s==7|102|301,,,234031,234032,2340300,2340300,23403,234030,234030,s==3|0|0,s==3|1|1,s==3|0|0,23403,234030,2340301,2340302,2340303,2340304,2340305,0|265,0|90,0|0,0|117,1498,97,42,83,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|程普,2,,1,,
23404,1,,,s==3|诸葛恪,3,4,4,1,2,3,3,23404,234041,2340411,2340421,2340431,2340441,,s==11|101|204|309,s==3|103,s==11|101|204|201,,,234041,234042,2340400,2340400,23404,234040,234040,s==3|0|0,s==3|1|1,s==3|0|0,23404,234040,2340401,2340402,2340403,2340404,2340405,0|255,0|90,0|0,0|105,1018,143,41,81,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==6|诸葛恪(替),2,,1,,
23405,1,,,s==3|诸葛瑾,3,5,5,1,2,3,3,23405,234051,2340511,2340521,2340531,2340541,,s==11|101|204|309,s==3|103,s==11|102|204|309,,,234051,234052,2340500,2340500,23405,234050,234050,s==3|0|0,s==3|1|1,s==3|0|0,23405,234050,2340501,2340502,2340503,2340504,2340505,0|280,0|90,0|0,0|115,1359,210,51,126,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==6|诸葛瑾(替),2,,1,,
23502,1,,,s==2|周泰,3,5,5,1,1,2,2,23502,235021,2350211,2350221,2350231,2350241,2350251,s==11|101|204|309,s==3|103,s==11|101|204|316,s==7|103|301,,235021,235022,2350200,2350200,23502,235020,235020,s==3|0|0,s==3|1|1,s==3|0|0,23502,235020,2350201,2350202,2350203,2350204,2350205,0|265,0|90,0|0,0|105,2025,150,57,128,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|周泰(替),2,,1,,
23502001,0,,,s==2|周泰,3,5,5,1,1,2,2,23502,23502011,235020111,235020121,235020131,235020141,235020151,s==11|101|204|309,s==3|103,s==11|101|204|316,s==7|103|301,,235020011,235020012,23502000,23502000,235022,2350202,2350202,s==3|0|0,s==3|1|1,s==3|0|0,23502001,23502001,235020101,235020102,235020103,235020104,235020105,0|265,0|90,0|0,0|105,2025,150,57,128,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|周泰(替),2,,1,,
23503,1,,,s==2|小乔,3,5,5,2,2,4,4,23503,235031,2350311,2350321,2350331,2350341,2350351,s==11|102|203|316,s==3|103,s==11|101|203|304,s==7|103|301,,235031,235032,2350300,2350301,23503,235031,235030,s==3|0|0,s==3|1|1,s==3|0|0,23503,235030,2350301,2350302,2350303,2350304,2350305,0|258,0|90,0|0,0|112,1494,185,56,124,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|小乔,2,,1,,
23503001,0,,,s==2|小乔,3,5,5,2,2,4,4,23503,23503011,235030111,235030121,235030131,235030141,235030151,s==11|101|205|309,s==3|103,s==11|103|304|301,s==11|103|301|309,,235030011,235030012,23503000,23503002,235032,2350312,2350302,s==3|0|0,s==3|1|1,s==3|0|0,23503001,23503001,235030101,235030102,235030102,235030104,235030105,0|258,0|90,0|0,0|112,1494,185,56,124,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|小乔,2,,,,
23503002,0,,,s==2|小乔,3,5,5,2,2,4,4,23503,23503021,235030211,235030221,235030231,235030241,235030251,s==11|101|205|309,s==3|103,s==11|103|304|301,s==11|103|301|309,,235030011,235030012,23503021,23503021,235033,23503022,23503022,s==3|0|0,s==3|1|1,s==3|0|0,23503003,23503002,235030201,235030202,235030203,235030204,235030205,0|258,0|90,0|0,0|112,1494,185,56,124,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|小乔,2,,,,
23503003,0,,,s==2|小乔,3,5,5,2,2,4,4,23503,23503031,235030311,235030321,235030331,235030341,235030351,s==11|101|205|309,s==3|103,s==11|103|304|301,s==11|103|301|309,,235030011,235030012,23503031,23503031,235034,23503032,23503032,s==3|0|0,s==3|1|1,s==3|0|0,23503004,23503003,235030301,235030302,235030303,235030304,235030305,0|258,0|90,0|0,0|112,1494,185,56,124,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|小乔,2,,,,
23504,1,,,s==3|孙尚香,3,5,5,1,1,1,1,23504,235041,2350411,2350421,2350431,2350441,2350451,s==11|102|204|309,s==3|103,s==11|102|204|201,s==7|103|301,,235041,235042,2350400,2350400,23504,235040,235040,s==3|0|0,s==3|1|1,s==3|0|0,23504,235040,2350401,2350402,2350403,2350404,2350405,0|255,0|90,0|0,0|115,1355,219,52,125,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==6|孙尚香(替),2,1,1,,
23506,1,,,s==3|太史慈,3,5,5,1,1,2,2,23506,235061,2350611,2350621,2350631,2350641,2350651,s==11|101|205|309,s==3|103,s==11|103|304|301,s==11|103|301|309,,235061,235062,2350600,2350600,23506,235060,235060,s==3|0|0,s==3|1|1,s==3|0|0,23506,235060,2350601,2350602,2350603,2350604,2350605,0|280,0|90,0|0,0|115,2030,150,57,128,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==3|太史慈,2,1,1,,
23506001,0,,,s==3|太史慈,3,5,5,1,1,2,2,23506,23506011,235060111,235060121,235060131,235060141,235060151,s==11|101|205|309,s==3|103,s==11|103|304|301,s==11|103|301|309,,235060011,235060012,23506000,23506002,235062,2350602,2350602,s==3|0|0,s==3|1|1,s==3|0|0,23506001,23506001,235060101,235060102,235060102,235060104,235060105,0|280,0|90,0|0,0|115,2030,150,57,128,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==3|太史慈,2,,,,
23506002,0,,,s==3|太史慈,3,5,5,1,1,2,2,23506,23506021,235060211,235060221,235060231,235060241,235060251,s==11|101|205|309,s==3|103,s==11|103|304|301,s==11|103|301|309,,235060021,235060022,235060000,235060000,235063,2350603,2350603,s==3|0|0,s==3|1|1,s==3|0|0,23506002,23506002,235060201,235060202,235060203,235060204,235060205,0|280,0|90,0|0,0|115,2030,150,57,128,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==3|太史慈,2,,,,
23507,1,,,s==2|甘宁,3,5,5,1,1,1,1,23507,235071,2350711,2350721,2350731,2350741,2350751,s==11|102|204|309,s==3|103,s==11|101|204|306,s==7|103|301,,235071,235072,2350700,2350700,23507,235070,235070,s==4|60|0,s==3|1|1,s==3|0|0,23507,235070,2350701,2350702,2350703,2350704,2350705,0|280,0|90,0|0,0|115,1388,221,55,126,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|甘宁(替),2,1,1,,
23507001,0,,,s==2|甘宁,3,5,5,1,1,1,1,23507,23507011,235070111,235070121,235070131,235070141,235070151,s==11|102|204|309,s==3|103,s==11|101|204|306,s==7|103|301,,235070011,235070012,23507000,23507000,235072,2350702,2350702,s==4|60|0,s==3|1|1,s==3|0|0,23507001,23507001,235070101,235070102,235070103,235070104,235070105,0|280,0|90,0|0,0|115,1388,221,55,126,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|甘宁(替),2,,1,,
23508,1,,,s==2|大乔,3,5,5,2,2,4,4,23508,235081,2350811,2350821,2350831,2350841,2350851,s==11|102|206|310,s==3|103,s==11|102|301|311,s==11|103|203|301,,235081,235082,2350800,2350801,23508,235081,235080,s==3|0|0,s==3|1|1,s==3|0|0,23508,235080,2350801,2350802,2350803,2350804,2350805,0|257,0|90,0|0,0|110,1498,184,56,124,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|大乔,2,1,1,,
23508001,0,,,s==2|大乔,3,5,5,2,2,4,4,23508,23508011,235080111,235080121,235080131,235080141,235080151,s==11|102|206|310,s==3|103,s==11|102|301|311,s==11|103|203|301,,235080011,235080012,23508000,23508002,235082,2350803,2350802,s==3|0|0,s==3|1|1,s==3|0|0,23508001,23508001,235080101,235080102,235080103,235080104,235080105,0|257,0|90,0|0,0|110,1498,184,56,124,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|大乔,2,,,,
23508002,0,,,s==2|大乔,3,5,5,2,2,4,4,23508,23508021,235080211,235080221,235080231,235080241,235080251,s==11|102|206|310,s==3|103,s==11|102|301|311,s==11|103|203|301,,235080021,235080022,235080000,235080000,235083,2350804,2350804,s==3|0|0,s==3|1|1,s==3|0|0,23508003,23508002,235080201,235080202,235080203,235080204,235080205,0|257,0|90,0|0,0|110,1498,184,56,124,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|大乔,2,,,,
23510,1,,,s==2|周瑜,3,5,5,1,2,3,3,23510,235101,2351011,2351021,2351031,2351041,2351051,s==11|102|204|309,s==3|103,s==11|102|201|309,s==11|103|301|309,,235101,235102,2351000,2351000,23510,235100,235100,s==3|0|0,s==3|1|1,s==3|0|0,23510,235100,2351001,2351002,2351003,2351004,2351005,0|265,0|90,0|0,0|110,1361,209,53,127,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|周瑜,2,1,1,,
23510001,0,,,s==2|周瑜,3,5,5,1,2,3,3,23510,23510011,235100111,235100121,235100131,235100141,235100151,s==11|102|204|309,s==3|103,s==11|102|201|309,s==11|103|301|309,,235100011,235100012,23510000,23510000,235102,2351002,2351002,s==3|0|0,s==3|1|1,s==3|0|0,23510001,23510001,235100101,235100102,235100102,235100104,235100105,0|265,0|90,0|0,0|110,1361,209,53,127,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|周瑜,2,,,,
23510002,0,,,s==2|周瑜,3,5,5,1,2,3,3,23510,23510021,235100211,235100221,235100231,235100241,235100251,s==11|102|204|309,s==3|103,s==11|102|201|309,s==11|103|301|309,,235100021,235100022,2351012,2351012,235103,23510020,23510020,s==3|0|0,s==3|1|1,s==3|0|0,23510002,23510011,235100201,235100202,235100202,235100204,235100205,0|265,0|90,0|0,0|110,1361,209,53,127,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|周瑜,2,,,,
23510003,0,,,s==2|周瑜,3,5,5,1,2,3,3,23510,23510031,235100311,235100321,235100331,235100341,235100351,s==11|102|204|309,s==3|103,s==11|102|201|309,s==11|103|301|309,,235100021,235100022,23510031,23510031,235104,23510032,23510032,s==3|0|0,s==3|1|1,s==3|0|0,23510003,23510003,235100301,235100302,235100303,235100304,235100305,0|265,0|90,0|0,0|110,1361,209,53,127,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|周瑜,2,,,,
23511,1,,1,s==5|吴王·孙权,3,5,5,1,2,3,3,23511,235111,2351111,2351121,2351131,2351141,2351151,s==11|101|309|204,s==3|103,s==11|102|309|204,s==11|103|309|301,,235111,235112,2351100,2351100,23511,235110,235110,s==3|0|0,s==3|1|1,s==3|0|0,23511,235110,2351101,2351102,2351103,2351104,2351105,0|275,0|90,0|0,0|130,1360,209,53,127,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|孙权(替),2,,1,,
23511001,0,,1,s==5|吴王·孙权,3,5,5,1,2,3,3,23511,23511011,235110111,235110121,235110131,235110141,235110151,s==11|101|309|204,s==3|103,s==11|102|309|204,s==11|103|309|301,,235110011,235110012,23511000,23511000,235112,2351102,2351102,s==3|0|0,s==3|1|1,s==3|0|0,23511001,23511001,235110101,235110102,235110103,235110104,235110105,0|275,0|90,0|0,0|130,1360,209,53,127,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|孙权(替),2,,1,,
23511002,0,,1,s==5|吴王·孙权,3,5,5,1,2,3,3,23511,23511021,235110211,235110221,235110231,235110241,235110251,s==11|101|309|204,s==3|103,s==11|102|309|204,s==11|103|309|301,,235111,235112,23511021,23511021,235113,23511022,23511022,s==3|0|0,s==3|1|1,s==3|0|0,23511002,23511002,235110201,235110202,235110203,235110204,235110205,0|275,0|90,0|0,0|130,1360,209,53,127,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|孙权(替),2,,1,,
23513,1,,,s==2|黄盖,3,5,5,1,1,1,1,23513,235131,2351311,2351321,2351331,2351341,,s==11|102|204|317,s==3|103,s==11|101|204|317,,,235131,235132,2351300,2351300,23513,235130,235130,s==5|-70|0,s==3|1|1,s==3|0|0,23513,235130,2351301,2351302,2351303,2351304,2351305,0|270,0|90,0|0,0|110,1375,220,55,125,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|黄盖,2,,1,,
24301,0,,,s==4|神·张梁,4,3,3,2,2,3,3,24301,,2430111,2430121,2430131,,,s==7|101|204,s==3|103,,,,243011,243012,2430100,2430100,24301,243010,243010,s==3|0|0,s==3|1|1,s==3|0|0,24301,243010,2430101,2430102,2430103,2430104,2430105,0|255,0|90,0|0,0|110,950,121,35,77,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|张梁,2,,1,,
24401,1,,,s==4|神·沮授,4,4,4,1,1,1,1,24401,244011,2440111,2440121,2440131,2440141,,s==7|101|204,s==3|103,s==7|102|204,,,244011,244012,2440100,2440100,24401,244010,244010,s==3|0|0,s==3|1|1,s==3|0|0,24401,244010,2440101,2440102,2440103,2440104,2440105,0|280,0|90,0|0,0|115,1068,150,41,85,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|沮授(替),2,,1,,
24402,1,,,s==4|神·卢植,4,5,5,1,2,4,4,24402,244021,2440211,2440221,2440231,2440241,,s==7|101|203,s==3|103,s==11|102|203|301,,,244021,244022,2440200,2440200,24402,244020,244020,s==3|0|0,s==3|1|1,s==3|0|0,24402,244020,2440201,2440202,2440203,2440204,2440205,0|280,0|90,0|0,0|115,1568,194,54,130,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|卢植(替),2,,1,,
24403,1,,,s==4|神·张宝,4,4,4,1,2,4,4,24403,244031,2440311,2440321,2440331,2440341,,s==11|102|204|317,s==3|103,s==11|102|203|301,,,244031,244032,2440300,2440300,24403,244030,244030,s==3|0|0,s==3|1|1,s==3|0|0,24403,244030,2440301,2440302,2440303,2440304,2440305,0|280,0|90,0|0,0|115,1159,125,41,84,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|张宝(替),2,,1,,
24404,1,,,s==4|神·张劭,4,4,4,1,2,3,3,24404,244041,2440411,2440421,2440431,2440441,,s==11|101|204|201,s==3|103,s==11|102|204|201,,,244041,244042,2440400,2440400,24404,244040,244040,s==3|0|0,s==3|1|1,s==3|0|0,24404,244040,2440401,2440402,2440403,2440404,2440405,0|255,0|90,0|0,0|100,1057,143,40,86,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|张劭,2,,1,,
24501,1,,,s==4|神·田丰,4,5,5,1,1,2,2,24501,245011,2450111,2450121,2450131,2450141,2450151,s==11|102|205|301,s==3|103,s==11|102|316|301,s==7|103|316,,245011,245012,2450100,2450100,24501,245010,245010,s==3|0|0,s==3|1|1,s==3|0|0,24501,245010,2450101,2450102,2450103,2450104,2450105,0|265,0|90,0|0,0|105,2125,158,57,134,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|田丰,2,,1,,
2450110,0,,,s==4|神·田丰,4,5,5,1,1,2,2,24501,2450101,2450111,2450121,2450131,2450141,,s==11|102|205|301,s==3|103,s==11|102|316|301,s==7|103|316,,24501101,24501102,2450100,2450100,24501,245010,245010,s==3|0|0,s==3|1|1,s==3|0|0,24501,245010,2450101,2450102,2450103,2450104,2450105,0|265,0|90,0|0,0|105,2125,158,57,134,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|田丰,2,,,,
24501001,0,,,s==4|神·田丰,4,5,5,1,1,2,2,24501,24501011,245010111,245010121,245010131,245010141,245010151,s==11|102|205|301,s==3|103,s==11|102|316|301,s==7|103|316,,245010011,245010012,24501002,24501002,245012,24501003,24501003,s==3|0|0,s==3|1|1,s==3|0|0,24501001,24501001,24500101,24500102,24500103,24500104,24500105,0|265,0|90,0|0,0|105,2125,158,57,134,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|田丰,2,,1,,
24502,1,,,s==4|神·袁绍,4,5,5,1,1,1,1,24502,245021,2450211,2450221,2450231,2450241,2450251,s==11|102|204|309,s==3|103,s==11|101|204|301,s==11|103|301|301,,245021,245022,2450200,2450200,24502,245020,245020,s==3|0|0,s==3|1|1,s==3|0|0,24502,245020,2450201,2450202,2450203,2450204,2450205,0|275,0|90,0|0,0|120,1432,232,55,131,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|袁绍,2,,1,,
24503,1,,,s==4|神·姜维,4,5,5,1,1,2,2,24503,245031,2450311,2450321,2450331,2450341,2450351,s==11|102|316|301,s==3|103,s==11|101|204|306,s==7|103|301,,245031,245032,2450300,2450300,24503,245030,245030,s==3|0|0,s==3|1|1,s==3|0|0,24503,245030,2450301,2450302,2450303,2450304,2450305,0|280,0|90,0|0,0|115,2129,160,57,133,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|姜维(替),2,1,1,,
24503001,0,,,s==4|神·姜维,4,5,5,1,1,2,2,24503,24503011,245030111,245030121,245030131,245030141,245030151,s==11|102|316|301,s==3|103,s==11|101|204|306,s==7|103|301,,245030011,245030012,24503000,24503000,245032,2450302,2450302,s==3|0|0,s==3|1|1,s==3|0|0,24503001,24503001,245030101,245030102,245030103,245030104,245030105,0|280,0|90,0|0,0|115,2129,160,57,133,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|姜维(替),2,,,,
24504,1,,,s==4|神·张角,4,5,5,1,2,3,3,24504,245041,2450411,2450421,2450431,2450441,2450451,s==11|101|204|317,s==3|103,s==11|102|206|302,s==7|103|302,,245041,245042,2450400,2450400,24504,245040,245040,s==3|0|0,s==3|1|1,s==3|0|0,24504,245040,2450401,2450402,2450403,2450404,2450405,0|265,0|90,0|0,0|110,1429,219,53,133,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|张角,2,,1,,
24504001,0,,,s==4|神·张角,4,5,5,1,2,3,3,24504,24504011,245040111,245040121,245040131,245040141,245040151,s==11|101|204|317,s==3|103,s==11|102|206|302,s==7|103|302,,2450401,2450402,24504000,24504000,245042,2450402,2450402,s==3|0|0,s==3|1|1,s==3|0|0,24504001,24504001,245040101,245040102,245040102,245040104,245040105,0|265,0|100,0|0,0|110,1429,219,53,133,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|张角,2,,,,
