id,hint,
0,s==17|Thao tác thất bại,
51012,s==79|Hiện tại đã đăng ký， không được phép rút khỏi đội cũng không thể bị đá khỏi đội,
51013,s==36|Số người đăng ký đội chưa đủ 3 người,
51014,s==40|Thời gian hiện tại không phải kỳ thi đấu,
51015,s==19|Đã đăng ký trước đó,
51016,s==26|Số lượng đội hình sai lệch,
51017,s==30|Đội ngũ của ngươi chưa đăng ký,
51018,s==23|Không có lượt thử thách,
51019,s==51|Túi tướng đã đầy， tướng mới gia nhập sẽ gửi qua thư,
51020,s==28|Số chữ trong tên đội quá dài,
51021,s==30|Người chơi không thuộc đội ngũ,
51022,s==37|Quần hùng tranh bá đã được điểm thích,
51023,s==60|Chú ý! Ngươi đã bị mời ra khỏi đội trong Hợp Tòng Liên Hoành,
51024,s==59|Chú ý! Thành viên đội trong Hợp Tòng Liên Hoành đã thay đổi,
53001,s==53|Tướng sở hữu bảo vật chuyên dụng không thuộc phe đúng,
53002,s==47|Sao tướng sở hữu bảo vật chuyên dụng không đúng,
53003,s==47|Vật phẩm thăng cấp bảo vật chuyên dụng không đủ,
53004,s==46|Cấp bậc thăng cấp bảo vật chuyên dụng không đủ,
53005,s==46|Lỗ đục đá quý bảo vật chuyên dụng chưa mở khóa,
53006,s==59|Tiêu hao mở khóa bảo vật chuyên dụng khi tướng đang ra trận,
53007,s==49|Nâng cấp bảo vật chuyên dụng phải thăng cấp trước,
53008,s==46|Vật phẩm nâng cấp bảo vật chuyên dụng không đủ,
53009,s==25|Vật phẩm rèn lại không đủ,
53010,s==38|Nguyên liệu hợp thành rèn lại không đủ,
53011,s==45|Không thể đeo hai viên đá quý cùng thuộc tính,
53012,s==46|Bảo vật chuyên dụng đã đạt cấp tối đa hiện tại,
53014,s==43|Vật phẩm cần thiết để luyện đá quý không đủ,
54001,s==48|Cấp VIP không đủ để mua lượt thử thách thường kỳ,
54002,s==46|Vật phẩm mua lượt thử thách thường kỳ không đủ,
54003,s==53|Mua lượt thử thách thường kỳ vượt quá giới hạn tối đa,
54004,s==39|Nhận thưởng hạng chưa đạt hạng hiện tại,
54005,s==33|Lượt thử thách thường kỳ không đủ,
54006,s==35|Kỳ nghỉ thi đấu không thể thử thách,
54007,s==34|Lượt thử thách đỉnh phong không đủ,
54008,s==35|Kỳ nghỉ thi đấu không thể thử thách,
54009,s==55|Xếp hạng đối thủ đã thay đổi vui lòng làm mới danh sách,
54010,s==25|Đối thủ đang bị thử thách,
54011,s==33|Vui lòng hoàn thành bố trận trước,
54012,s==61|Thử thách từ hạng Kim Cương Vĩnh Hằng trở lên trong thường kỳ,
54017,s==37|Tiền cược đỉnh phong đối quyết quá ít,
55001,s==27|Hôm nay đã đạt giới hạn mua,
55002,s==14|Thể lực đã đầy,
55003,s==16|Thể lực không đủ,
55004,s==24|Chưa chiếm lĩnh mỏ quặng,
55005,s==28|Không có phần thưởng để nhận,
55006,s==40|Người chơi khác chưa chiếm lĩnh mỏ quặng,
55007,s==51|Đang trong thời gian hồi chiêu chiến đấu tranh đoạt,
55008,s==62|Thời gian từ 0 đến 6 giờ là kỳ nghỉ chiến， không thể cướp đoạt,
55009,s==27|Lịch sử chiến đấu đã bị xóa,
55010,s==53|Thành phố cửa hàng ngẫu nhiên không thuộc máy chủ này,
55011,s==56|Người chơi chưa đạt cấp mở tính năng công thành đoạt địa,
55012,s==17|Hoạt động chưa mở,
55013,s==24|Thời gian báo thù đã qua,
55014,s==29|Đã chọn tướng hỗ trợ bằng hữu,
56000,s==21|Loạn Thất Man chưa mở,
56001,s==37|Lượt thử thách Loạn Thất Man không đủ,
56002,s==31|Lượt mua Loạn Thất Man không đủ,
56003,s==43|Tất cả mỏ quặng đã bị người chơi chiếm lĩnh,
56004,s==45|Mục tiêu báo thù hiện không sở hữu mạch quặng,
56005,s==26|Hoạt động mỏ quặng chưa mở,
57001,s==40|Mục này của Mộ Kim Hiệu Úy không có buff,
57002,s==43|KNB không đủ để làm mới buff Mộ Kim Hiệu Úy,
57003,s==48|Số lượng buff chọn cho Mộ Kim Hiệu Úy không đúng,
57004,s==32|Mục thử thách Mộ Kim Hiệu Úy sai,
57005,s==50|Số lần vượt ải nhận thưởng Mộ Kim Hiệu Úy không đủ,
57006,s==42|Mục này của Mộ Kim Hiệu Úy không có thưởng,
57007,s==46|Phần thưởng mục này của Mộ Kim Hiệu Úy đã nhận,
57008,s==35|Chưa vượt ải tiền đề Mộ Kim Hiệu Úy,
57009,s==48|Chưa mở khóa Hộ Phù Thủy Kính của Mộ Kim Hiệu Úy,
57010,s==68|Số tầng vượt ải nhận thưởng Hộ Phù Thủy Kính Mộ Kim Hiệu Úy không đủ,
57011,s==73|Phần thưởng Hộ Phù Thủy Kính Mộ Kim Hiệu Úy không có thưởng tầng hiện tại,
57012,s==60|Đã nhận thưởng Hộ Phù Thủy Kính tầng hiện tại Mộ Kim Hiệu Úy,
57013,s==45|Mục thử thách hiện tại Mộ Kim Hiệu Úy đã vượt,
57014,s==19|Không còn lượt quét,
57015,s==37|Không thể quét mục thử thách hiện tại,
58001,s==24|Số lượng chọn không đúng,
58002,s==45|Mỏ quặng này đã bị người chơi khác chiếm lĩnh,
58003,s==63|Xin hãy thu nhận lợi tức tích lũy của mạch quặng hiện tại trước,
58004,s==23|Số tầng vượt ải chưa đủ,
58005,s==36|Chưa vượt ải thử luyện tầng hiện tại,
58006,s==42|Tướng trong đội hình không đáp ứng yêu cầu,
58100,s==60|Anh hùng hữu trạng thái đặc thù， xin đến mục tương ứng xử lý,
58101,s==20|Công kích thành công,
58102,s==17|Hoạt động chưa mở,
58103,s==26|Lỗi khi hợp thành vật phẩm,
58104,s==36|Danh sách bằng hữu đối phương đã đầy,
58105,s==32|Số lần tố cáo chưa được phục hồi,
58106,s==28|Đã tố cáo người chơi này rồi,
58107,s==25|Người chơi đã bị cấm ngôn,
58108,s==43|Tạm thời không hỗ trợ tố cáo xuyên quốc gia,
58109,s==36|Trong đội hình đã có tướng trùng lặp,
58110,s==59|Chủ công phát ngôn cấp bậc bất túc， còn xin tiếp tục nỗ lực,
58111,s==53|Chủ công VIP cấp bậc bất túc， còn xin tiếp tục nỗ lực,
58112,s==64|Chủ công phát ngôn hồi chiêu chưa đến， còn xin nghỉ ngơi một lúc,
58113,s==37|Kênh này tạm thời không thể phát ngôn,
58120,s==48|Bình luận tối thiểu 5 chữ Hán， tối đa 40 chữ Hán,
58121,s==43|Bình luận tướng không được chứa từ nhạy cảm,
58122,s==35|Chủ công đã từng đăng bình luận rồi,
58123,s==53|Chủ công đã từng bày tỏ thái độ với bình luận này rồi,
59001,s==23|Số lần ghép đội chưa đủ,
59002,s==31|Tạm thời chưa tìm được đồng đội,
59003,s==25|Hoạt động này đã kết thúc,
61007,s==43|Thành trì nhân số đã đầy， bất khả điều động,
61012,s==31|Thần binh trang phục đã mở khóa,
61001,s==37|Vé thám hiểm Đào Viên Du Mục không đủ,
61002,s==38|Mục tiêu thử thách Đào Viên Du Mục sai,
61003,s==40|Số ải nhận thưởng chưa đủ để lĩnh thưởng,
61004,s==35|Đã nhận thưởng tầng Đào Viên Du Mục,
61005,s==45|Chưa mở khóa Hộ Phù Thủy Cảnh Đào Viên Du Mục,
62005,s==45|Số ải nhận thưởng thêm chưa đủ để lĩnh thưởng,
61006,s==40|Đã nhận thưởng thêm tầng Đào Viên Du Mục,
61008,s==45|Hoạt động Thần Binh đã chọn phần thưởng ưng ý,
61009,s==58|Hoạt động Thần Binh đã đạt giới hạn chọn phần thưởng ưng ý,
61010,s==46|Hoạt động Thần Binh xin chọn phần thưởng ưng ý,
61011,s==25|Xin vượt ải tiền đề trước,
61013,s==38|Chiêu thức trùng lặp không thể học lại,
61014,s==34|Số lượng vật phẩm tích lũy chưa đủ,
61015,s==38|Thuộc tính Thiên Mệnh này đã kích hoạt,
61016,s==39|Xin đến thử thách Thiên Mệnh để đột phá,
61017,s==36|Cường hóa Thiên Mệnh đã đạt giới hạn,
61018,s==41|Chưa đạt cấp mở khóa trang phục Thần Binh,
61019,s==40|Đội danh tối thiểu nhị tự、 tối đa lục tự,
61020,s==29|Người chơi này đã ở trong đội,
61021,s==64|Cần Tam Quốc Chí đạt giai đoạn Thiên Mệnh 1 mới có thể thử thách,
61022,s==51|Người chơi này không thuộc đội thử thách Thiên Mệnh,
61023,s==24|Ngươi không có quyền hạn,
61024,s==40|Đội thử thách Thiên Mệnh này đã đủ người,
61025,s==42|Đội thử thách Thiên Mệnh này không tồn tại,
61026,s==42|Ngươi đã gia nhập đội thử thách Thiên Mệnh,
61027,s==55|Người chơi này không còn trong đội thử thách Thiên Mệnh,
61028,s==42|Vị tướng đã xuất trận， xin chọn tướng khác,
61029,s==25|Không thể chọn vị trí này,
61030,s==45|Phi vị tướng bản thân sở hữu， bất khả hạ trận,
61031,s==37|Vị trí này vô tướng， bất khả thao tác,
61032,s==42|Phải ra trận hai tướng mới có thể chuẩn bị,
61033,s==28|Người chơi này không thể mời,
61034,s==53|Bất mãn thiên mệnh giai cấp yêu cầu， bất khả nhập đội,
61035,s==34|Lực chiến không đủ yêu cầu vào đội,
61036,s==39|Xin hủy chuẩn bị trước rồi mới hạ tướng,
61037,s==66|Vẫn còn thành viên chưa chuẩn bị xong， bất khả tiến hành thử thách,
61038,s==28|Người chơi này không thể mời,
61039,s==59|Người chơi này không thể thử thách giai đoạn Thiên Mệnh này,
61040,s==55|Chú ý! Ngươi đã bị mời ra khỏi đội thử thách Thiên Mệnh,
61041,s==53|Chú ý! Đội thử thách Thiên Mệnh của ngươi đã giải tán,
61042,s==25|Xin kích hoạt theo thứ tự,
61043,s==65|Hoạt động Thần Binh - số lượng giải thưởng ít hơn số lần đoạt bảo,
61044,s==41|Hoạt động Thần Binh - số lần đoạt bảo sai,
61045,s==51|Thanh Mai Chử Tửu - phần thưởng kỳ duyên trống rỗng,
61046,s==48|Thanh Mai Chử Tửu - chưa nhận được rương báu này,
61047,s==43|Gửi nội dung trùng lặp trong thời gian ngắn,
61048,s==43|Trong đội có thành viên không thể thử thách,
61049,s==47|Hôm nay đã đạt giới hạn tối đa số lần quét sạch,
61050,s==49|Không thể quét sạch thử thách Thiên Mệnh hiện tại,
61051,s==45|Hôm nay đã đạt giới hạn tối đa số lần vượt ải,
61053,s==29|Đội này đang trong trận chiến,
61054,s==50|Đội thử thách Thiên Mệnh của ngươi đã giải tán rồi,
61055,s==74|Thành công vượt ải， đội Thiên Mệnh thử thách của ngươi đã tự động giải tán,
61056,s==20|Đã thuê vị tướng này,
61057,s==27|Hữu hảo này chưa phái tướng,
61058,s==31|Mỗi ải chỉ được thuê 3 vị tướng,
61059,s==37|Hữu hảo này đã thay đổi tướng phái đi,
61060,s==20|Đã phái vị tướng này,
61061,s==11|KNB bất túc,
61062,s==28|Xin chọn ngọc cùng phẩm chất,
61063,s==36|Chỉ có thể chuyển đổi ngọc khác loại,
61064,s==35|Không có tướng tương ứng để sử dụng,
61065,s==17|Chưa có trận hình,
61066,s==84|Đã tham gia vòng tranh bá Trung Nguyên， giai đoạn dự đoán không thể thay đổi bố trận,
61067,s==60|Hoạt động Thần Quỷ Giáng Lâm tạm thời chưa tìm được đồng đội,
61068,s==32|Nhiệm vụ thư tín chưa hoàn thành,
61069,s==56|Hoạt động Phong Ma mua đạo cụ thử thách phụ bản không đủ,
61070,s==31|Hoạt động Phong Ma chưa khai mở,
61071,s==40|ID phụ bản thử thách Phong Ma không đúng,
61072,s==42|Số lần thử thách phụ bản Phong Ma không đủ,
61073,s==40|Đạo cụ làm mới phụ bản Phong Ma không đủ,
61074,s==54|Đã nhận rương kho báu cấp này trong hoạt động Phong Ma,
61075,s==45|Cấp bạo boss trong hoạt động Phong Ma chưa đủ,
61076,s==76|Thời đoạn hiện tại trong hoạt động Phong Ma không thể đặt tướng vào bể tướng,
61077,s==57|Hiện không trong thời gian mở boss của hoạt động Phong Ma,
61078,s==77|Thời đoạn hiện tại trong hoạt động Phong Ma không thể rút tướng khỏi bể tướng,
61079,s==86|Thời đoạn hiện tại trong hoạt động Phong Ma không thể lấy tướng ngẫu nhiên từ bể tướng,
61080,s==45|Thử thách boss Phong Ma xin hãy bố trận trước,
61081,s==39|Số lần thử thách boss Phong Ma không đủ,
61082,s==59|Điểm phong ma thử thách boss không đủ để chọn buff hiện tại,
61083,s==71|Số lần làm mới giải thưởng hôm nay trong hoạt động Phong Ma đã dùng hết,
61084,s==48|Đã nhận phần thưởng này trong hoạt động Phong Ma,
61085,s==45|Hoạt động Phong Ma tích lũy hoạt động chưa đủ,
61086,s==43|Giải thưởng trong hoạt động Phong Ma đã cạn,
61087,s==45|Hoạt động Phong Ma không còn lượt quay thưởng,
61088,s==71|Vòng này trong hoạt động Phong Ma không thể nhận Mật Tàng Thiên Tự Lệnh,
61089,s==75|Số lần tích lũy quay thưởng sự kiện Phong Ma chưa đủ， không thể nhận thưởng,
61090,s==45|Hoạt động Phong Ma xin chọn phần thưởng ưng ý,
61091,s==25|Trang bị phù chú thất bại,
61092,s==31|Trang bị chưa kích hoạt phù chú,
61093,s==36|Trang bị phù chú đã đạt cấp cao nhất,
61094,s==74|Trang bị này đã được phù chú， chỉ khi thiết lập lại mới có thể phù chú lại,
61095,s==40|Trang bị này không thể kích hoạt phù chú,
61096,s==39|Trang bị này không thể phù chú loại này,
61097,s==59|Đã nhận phần thưởng giai đoạn buff trong hoạt động Phong Ma,
61098,s==67|Chưa đủ giai đoạn buff để nhận phần thưởng trong hoạt động Phong Ma,
61099,s==13|Đã cầu nguyện,
61100,s==53|Phụ bản này trong hoạt động Phong Ma đã thử thách qua,
61101,s==46|Số mỹ nhân trên kế đồng tâm mỹ nhân không đúng,
61102,s==67|Có mỹ nhân trên kế đồng tâm mỹ nhân đang ở kế đồng tâm mỹ nhân khác,
61103,s==54|Có mỹ nhân trên kế đồng tâm mỹ nhân chưa đủ cấp hẹn hò,
61104,s==55|Có mỹ nhân trên kế đồng tâm mỹ nhân chưa đủ cấp kỹ năng,
61105,s==28|Chiến mã đã đạt cấp cao nhất,
61106,s==37|Không thể di chuyển đến thành trì này,
61107,s==32|Tướng quân không ở đại bản doanh,
61108,s==18|Điều động thất bại,
61109,s==40|Số lần điều động hôm nay đã đạt giới hạn,
61110,s==43|Số lượng trấn thủ thành trì đã đạt giới hạn,
61111,s==45|Không thể công kích thành trì đang giao chiến,
61112,s==31|Thời gian hồi điều động chưa đủ,
61113,s==18|Công kích thất bại,
61114,s==29|Thiên Ma Lai Xâm chưa khai mở,
61115,s==17|NPC không tồn tại,
61116,s==20|Thành trì bị bao vây,
61117,s==40|Đã nhận toàn bộ phần thưởng dự báo tướng,
61118,s==41|Dự báo tướng còn nhiệm vụ chưa hoàn thành,
61119,s==95|Phần thưởng xếp hạng hỗn nhập đang trong quá trình phân định， không thể chọn tướng để thám hiểm,
61120,s==28|Xin mở khóa kỹ năng chiến mã,
61121,s==48|Cùng loại cùng phẩm chất kỹ năng chỉ được có một,
61123,s==45|Số lần phát hành thưởng riêng đã đạt giới hạn,
61124,s==28|Số lần phát hành đã dùng hết,
61125,s==21|Thưởng này đã quá hạn,
61126,s==28|Số lần chiến đấu đã dùng hết,
61127,s==32|Chiến đấu thưởng không nhất quán,
61128,s==46|Chưa chiếm thành ngẫu nhiên trong thương thành,
61129,s==23|Lệnh vào thành không đủ,
61130,s==23|Lệnh di chuyển không đủ,
61131,s==102|Thành trì này cách xa thành trì chủ công quá xa， xin hãy phái binh đến vùng lân cận thành trì trước đã,
61132,s==60|Thời gian quay thưởng hoạt động Chân Long Chuyển Bánh đã qua,
61133,s==56|KNB quay thưởng hoạt động Chân Long Chuyển Bánh không đủ,
61134,s==59|Đạo cụ quay thưởng hoạt động Chân Long Chuyển Bánh không đủ,
61135,s==63|Số lần quay thưởng KNB hoạt động Chân Long Chuyển Bánh không đủ,
61136,s==50|Xin hãy chiếm lĩnh các mỏ khoáng có cấp thấp trước,
61137,s==31|Vòng rút thăm này chưa hoàn tất,
61138,s==37|Mỗi ngày chỉ có thể tạo một quân đoàn,
61139,s==15|Xin chờ một lát,
61140,s==50|Trong Long Hổ Doanh đã có tướng cùng loại trú đóng,
61141,s==42|Quân Hậu Đỡ không thể tiến hành thăng tinh,
61142,s==43|Xin hãy rút quân khỏi Trung Kiên Quân trước,
61143,s==39|Xin hãy rút quân khỏi Hậu Đỡ Quân trước,
61144,s==31|Chủ Lực Quân không thể rút quân,
61145,s==41|Xin hãy rút quân khỏi Long Hổ Doanh trước,
61146,s==49|Tướng Chủ Lực Quân không thể dùng làm nguyên liệu,
61147,s==38|Cấp tướng hiện tại cao hơn cấp chia sẻ,
61148,s==38|Sao tướng hiện tại cao hơn sao chia sẻ,
61149,s==17|Rút quân thất bại,
61150,s==50|Trung Kiên Quân và Hậu Đỡ Quân không thể thăng cấp,
61151,s==58|Tướng trú đóng trong Long Hổ Doanh không thể thiết lập lại,
61152,s==41|Long Hổ Doanh - Không đủ tốn phí rút quân,
61153,s==56|Tướng Trung Kiên Quân và Hậu Đỡ Quân không thể thăng bậc,
61154,s==35|Không đủ KNB để chuyển đổi Phụ Kiện,
61155,s==36|Không đủ Mảnh Phụ Kiện để chuyển đổi,
9038,s==62|Số lần phát động chiêu mộ quân đoàn trong ngày đã đạt giới hạn,
7001,s==35|Hiện chưa sở hữu bong bóng chat này,
7002,s==30|Bong bóng chat đã hết hiệu lực,
52,s==27|Số lần miễn phí đã dùng hết,
61156,s==83|Cần người chơi đạt cấp 30 và đứng trong top 50 lực chiến mới có thể bình luận tướng,
61157,s==21|Cấp cửa hàng không đủ,
61158,s==25|Thưởng treo không tồn tại,
61159,s==25|Số lần thử thách không đủ,
61160,s==26|Thưởng treo đã bị truy bắt,
61161,s==65|Chỉ có Đoàn Trưởng và Phó Đoàn Trưởng mới có thể phát thưởng treo,
61162,s==67|Thành viên quân đoàn không đủ số lần thử thách tướng địch quân đoàn,
61163,s==37|Thời gian hồi thử thách chưa kết thúc,
61164,s==39|Số lần mua thêm hôm nay đã đạt giới hạn,
61165,s==56|Thời hạn truy nã đã qua， phần thưởng này đã mất hiệu lực,
61166,s==73|Thành trì này không thuộc thế lực (đồng minh) của ta， không thể di chuyển,
61167,s==51|Không thể di chuyển đến doanh trại của thế lực khác,
61168,s==50|Thành trì này đang bị bao vây， không thể điều động,
61169,s==85|Thành trì này không có đường liên thông đến đại bản doanh của ta， không thể di chuyển,
61170,s==52|Không thể công kích thành trì của chính thế lực mình,
61171,s==30|Không thể công kích doanh trại,
61172,s==39|Không thể công kích thành trì đồng minh,
61173,s==56|Cần đến thành trì lân cận mới có thể tiến hành công kích,
61174,s==60|Sau cấp 100 mới có thể xem thông tin người chơi khác khu vực,
61175,s==29|Túi Thần Thú không đủ ô trống,
61176,s==49|Cấp độ nuôi dưỡng chiến mã hiện tại đã đạt tối đa,
61177,s==28|Không đủ vật phẩm nuôi dưỡng,
61178,s==35|Vật phẩm nuôi dưỡng đã đạt giới hạn,
61179,s==54|Không thể cướp mỏ khoáng của thành viên quân đoàn mình,
61180,s==40|Số lượng kết bạn hôm nay đã đạt giới hạn,
9039,s==57|Số lần sửa thông báo quân đoàn trong ngày đã đạt giới hạn,
61181,s==83|Đối phương hôm nay đã đạt giới hạn thêm bạn bè， một số bạn bè thêm không thành công,
61182,s==48|Không đủ đóng góp quân đoàn để mở khóa phát ngôn,
61183,s==28|Tiên Môn Ảo Cảnh đã kết thúc,
61184,s==31|Không đủ Khóa Tử Ngọc cần thiết,
61185,s==22|Không đủ KNB cần thiết,
61189,s==53|Hiện tại không còn lượt điểm kim， xin chờ đợi làm mới,
61190,s==42|Không đủ KNB cho một lần điểm vàng tự động,
61191,s==66|Đã tham gia bố trận， xin chủ công trước rút vị tướng này khỏi trận,
61192,s==45|Thần Tướng Lục - Đã đạt giới hạn cấp hiện tại,
61193,s==33|Không đủ Châu Tầm Phong cần thiết,
61194,s==84|Quân đoàn mỗi ngày đang cập nhật Ảo Cảnh Tiên Môn， chủ công xin chờ chút nữa rồi đến,
61195,s==22|Cấp quân đoàn không đủ,
61196,s==70|Quân đoàn Ảo Cảnh Tiên Môn chưa khai mở， chủ công xin ngày mai lại đến,
61197,s==12|Vị trí ô sai,
61198,s==16|Ô không hiển thị,
61199,s==18|Loại sự kiện ô sai,
61200,s==23|Sự kiện ô đã hoàn thành,
61201,s==104|Thân ái chủ công， hôm nay Ảo Cảnh Tiên Môn của quân đoàn đã kết thúc rồi， xin ngày mai lại đến thử thách,
61202,s==55|Khởi tạo Ảo Cảnh Tiên Môn quân đoàn hàng ngày gặp sự cố,
61203,s==31|Không tìm thấy chương tương ứng,
61204,s==23|Mục này chưa thể bỏ qua,
61205,s==22|Lộ trình kích hoạt sai,
61206,s==18|Thưởng lãi dĩ lĩnh,
61207,s==29|Phần thưởng chưa được mở khóa,
61208,s==41|Chưa vượt ải Thám Bảo hàng ngày quân đoàn,
61209,s==48|Thám Bảo hàng ngày quân đoàn hôm nay đã kết thúc,
61210,s==17|Tướng đều tử trận,
61211,s==18|Thưởng lãi dĩ lĩnh,
61212,s==29|Phần thưởng chưa được mở khóa,
61213,s==30|Xin thêm vật phẩm vào Túi Phúc,
61214,s==42|Mời tái lựa vật phẩm rồi thêm vào Phúc Đạo,
61215,s==24|Lần mua còn lại không đủ,
61216,s==25|Công tích đã tiêu hao hết,
61217,s==27|Võ tướng cần thiết không đủ,
61218,s==21|Dữ liệu quân địch sai,
61219,s==49|Anh hùng thức tỉnh trang phục không thể phân giải,
61220,s==37|Trang phục thường không thể thức tỉnh,
61221,s==32|Tự động nhận nhiệm vụ thành công,
61223,s==31|Xẻng tìm bảo cần thiết không đủ,
61224,s==57|Phần thưởng này không phải phần thưởng giai đoạn hiện tại,
61225,s==22|Hàng hóa không tồn tại,
61227,s==46|Mỏ khai thác đang thanh toán， xin chờ một chút,
76000,s==28|ID dự đoán đại hội bỉ võ sai,
76001,s==44|Thời gian thích đã qua， không thể thích được,
76002,s==30|KNB cần để điểm thích không đủ,
76003,s==36|Đồng tiền cần để điểm thích không đủ,
76004,s==56|Bao lì xì này đã bị lấy rồi， chúa công đừng tham lam quá,
76005,s==57|Từ 18 giờ đến 20 giờ 20 phút không thể thay đổi trận hình,
76006,s==24|Nhận hồng bao thành công,
76007,s==63|Bao lì xì này đã hết hạn rồi， chúa công lần sau đến sớm hơn nha,
76008,s==75|Bao lì xì này đã hết hạn， thật buồn cười， chúa công lần sau đến sớm hơn nha,
76009,s==56|Hôm nay đã điểm danh rồi， chúa công xin ngày mai lại đến,
76010,s==23|Đã hoàn thành điểm danh,
76011,s==35|Kỹ năng chiến mã không thể khóa hết,
9040,s==37|Ảnh đại đội này tạm thời chưa mở khóa,
9041,s==31|Ảnh đại đội này đã hết hiệu lực,
76013,s==20|Thách đấu chính mình,
76014,s==41|Xin hãy thiết lập phần thưởng ưng ý trước,
76015,s==35|Lần chia sẻ hôm nay đã đạt giới hạn,
9042,s==50|Thời gian chuyển đổi ảnh đại đội chưa đủ hồi chiêu,
76012,s==52|Lời mời bỉ võ do đế vương phát ra lần này đã quá hạn,
76016,s==66|Tướng bạn thuê hằng ngày， chỉ có thể tham chiến PVP 2 lần thôi nha,
76017,s==50|Càn Khôn Thám Bảo - Hoạt động thám bảo đã kết thúc,
76018,s==40|Càn Khôn Thám Bảo - Vé thám bảo không đủ,
76019,s==41|Càn Khôn Thám Bảo - KNB thám bảo không đủ,
76020,s==61|Chúa công， hôm nay đã đổi quân đoàn rồi， xin ngày mai lại đến,
76021,s==20|Lần đốt lửa không đủ,
76022,s==58|Hoạt động liên server sắp khai mở， xin chờ một lát rồi đến,
76023,s==34|Đã vượt ải không thể thách đấu lại,
76024,s==26|Xin vượt ải trước ải trước,
76025,s==41|Cấp độ cần thiết để thách đấu ải không đủ,
76026,s==31|Không đáp ứng yêu cầu thách đấu,
76027,s==31|Lần tặng hoa hoạt động không đủ,
76028,s==19|Vị trí võ tướng sai,
76029,s==12|Lần không đủ,
76030,s==18|Thưởng lãi dĩ lĩnh,
76031,s==29|Phần thưởng chưa được mở khóa,
76032,s==36|Không thể chia sẻ báo chiến liên tục,
76033,s==40|Đã sở hữu linh hồn chiến binh giống nhau,
76034,s==35|Đạo cụ tinh luyện trang bị không đủ,
76035,s==40|KNB đặt lại tinh luyện trang bị không đủ,
76036,s==47|Vật phẩm đổi không nằm trong thời gian quy định,
76037,s==21|Đổi võ tướng thất bại,
76038,s==27|Không thể giao đấu liên tục,
76039,s==26|Không thể làm mới liên tục,
76040,s==38|Võ tướng chưa mở tính năng đột phá cấp,
76041,s==37|Đã đạt giới hạn cấp cao nhất hiện tại,
76042,s==57|Võ tướng Huyền Viên Cung không thể thực hiện thao tác này,
76043,s==12|Sửa tỉnh sai,
76044,s==21|Tỉnh và thành phố sai,
76045,s==29|Không trong phạm vi thời gian,
76046,s==16|Mũi tên không đủ,
76047,s==69|Võ tướng truyền thừa Huyền Viên Cung không thể thực hiện thao tác này,
76049,s==19|Cấp bửu ấn không đủ,
76050,s==16|Hệ thống chưa mở,
76051,s==38|Giai đoạn hiện tại không thể chiến đấu,
76053,s==21|Máu công trình đã đầy,
76054,s==29|Công trình không thể sửa chữa,
76055,s==45|Công trình sửa chữa không liền kề ô mình đứng,
76056,s==23|Đang hồi chiêu sửa chữa,
76057,s==24|Công trình đã bị phá hủy,
76058,s==39|Chỉ có thể công kích công trình liền kề,
76059,s==24|Đang hồi chiêu công kích,
76060,s==38|Chỉ có thể công kích người chơi cùng ô,
76061,s==41|Người chơi này và mình cùng phe lực lượng,
76062,s==43|Trạng thái được bảo vệ， không thể công kích,
76063,s==37|Nhiệm vụ của ngươi là bảo vệ Long Trụ,
76064,s==21|Xin hãy bố trận trước,
76065,s==55|Chỉ có trưởng đại đội mới có thể thiết lập điểm tập kết,
76066,s==49|Số lượng điểm tập kết thiết lập vượt quá giới hạn,
76067,s==109|Rút lui khỏi quân đoàn thất bại trong thời gian sự kiện Song Thành Chi Chiến không thể rút lui khỏi quân đoàn,
76068,s==26|Lượt thử thách đã dùng hết,
76069,s==15|Bố trận sai lầm,
76070,s==23|Lượt mua đã sử dụng hết,
76071,s==52|Quân đoàn của người chơi không tham gia lối chơi này,
76072,s==24|Công trình không tồn tại,
54018,s==16|Cấp VIP không đủ,
54019,s==22|Không đủ KNB cần thiết,
54020,s==30|Lượt thử thách đã đạt giới hạn,
76076,s==25|Không đủ Tùng Hoành Khoán,
76077,s==23|Trò chơi đang tiến hành,
76078,s==17|Hoạt động chưa mở,
76079,s==23|Xin chờ sự kiện bắt đầu,
76080,s==19|Sự kiện đã kết thúc,
76081,s==34|Lối chơi Long Môn Đấu Trận chưa mở,
76082,s==36|Kỳ Long Môn Đấu Trận này đã kết thúc,
76083,s==64|Tầng này đã qua， sau khi thiết lập lại tầng có thể thử thách lại,
76084,s==40|Vượt ải tầng này sẽ mở khóa tầng kế tiếp,
76085,s==32|Ít nhất cần có một tướng ra trận,
76086,s==25|Chưa chọn tướng trợ chiến,
76087,s==73|Điểm tăng cường không đủ， tiêu diệt quân địch có thể nhận điểm tăng cường,
76088,s==50|Phù văn này không thể trang bị vào vị trí hiện tại,
76089,s==25|Phù văn đã đạt cấp tối đa,
76090,s==48|Phù văn này không thể dùng để tiêu hao cường hóa,
76091,s==27|Vị trí này không có phù văn,
76092,s==30|Tài nguyên thăng tinh không đủ,
76093,s==32|Phù văn này không thể thăng tinh,
76094,s==40|Số lượng phù văn tiêu hao thăng tinh sai,
76095,s==42|Chất lượng phù văn tiêu hao thăng tinh sai,
76096,s==32|Phù văn này không thể thăng phẩm,
76097,s==30|Tài nguyên thăng phẩm không đủ,
76098,s==35|Phù văn này không cho phép đổi chác,
76099,s==33|Định nghĩa phù văn không tìm thấy,
