heroId,priority,exStar,isShow,rewards-type-1,rewards-id-1,rewards-value-1,desc,isHideOntology,
23404,988,,1,1,9,40,s==282|诸葛恪，字元逊，琅琊阳都人。三国时期吴国名将、权臣，乃大将军诸葛瑾长子。\n聪明伶俐，才思敏捷，起家骑都尉。辅佐太子孙登，任左辅都尉，作为东宫幕僚领袖，历任丹阳太守、威北将军，平定山越之乱。赤乌八年，丞相陆逊病逝后，迁大将军，领荆州事。\n神凤元年，孙权病危时，诸葛恪被选为托孤大臣之首，支持孙亮即位后，加封太傅，掌握军政大权。执政初期，革新政治，抗击曹魏，取得东兴大捷，名闻海内，天下震动，进封丞相，封为阳都侯。产生轻敌之心，大举出兵伐魏，惨遭新城之败。回朝之后，独断专权。\n建兴二年，为皇帝孙亮联合托孤大臣孙峻所害，时年五十一岁。孙休即帝位后，得以平反昭雪。,,
23403,987,,1,1,9,40,s==209|程普，字德谋，生卒年不详，右北平土垠人。东汉末年江东名将，历仕孙坚、孙策、孙权。程普曾跟随孙坚讨伐黄巾起义军，继而参加讨伐董卓的战斗，斩华雄、破吕布。孙坚死后，又助孙策平定江东。孙策曾作战不利，程普将孙策救出重围。在孙策死后，他与张昭等人共同辅佐孙权，并讨伐江东境内的山贼，功勋卓著。赤壁之战与周瑜分任左右都督打败曹操，之后大破曹仁于南郡。程普在东吴诸将中年岁最长，被人们尊称为“程公”，在“江表之虎臣”中位列第一位。,,
23402,986,,1,1,9,40,s==218|顾雍，字元叹,吴郡吴县人,汉末至三国时期吴国重臣。\n顾雍少时受学于蔡邕，弱冠即任合肥县长，历任娄、曲阿、上虞县长，所在之处皆有治绩。任会稽郡丞，代行太守事，讨平寇贼，安定郡县。数年后，入孙权幕府为左司马。后迁大理、奉常，又领尚书令，封阳遂乡侯。黄武四年，改任太常。同年升任丞相、平尚书事，进封醴陵侯。他为相十九年，多有匡弼辅正之词。\n赤乌六年，顾雍去世，年七十六。孙权素服临吊，赐谥“肃”。《唐会要》将顾雍等八人评为“魏晋八君子”。,,
23401,985,,1,1,9,40,s==230|徐盛，字文向，琅邪莒县人，三国时期孙吴名将。\n早年徐盛抗击黄祖，因功升为中郎将。在濡须浴血奋战。刘备伐吴时，徐盛跟随陆逊攻下蜀军多处屯营；曹休伐吴时，徐盛在形势不利的情况下以少抗多，成功防御。因前后战功，徐盛先后升任建武将军、安东将军，任庐江太守。后曹丕大举攻吴，吴国依徐盛的建议在建业外围筑上围墙，曹丕中疑城之计而退走。黄武年间，徐盛病逝。\n徐盛曾获得君主“大壮”，三国时期仅有张辽、徐盛二人获此殊荣。他被陈寿盛赞为“江表之虎臣”。其官爵由儿子徐楷继承。,,
23301,984,,1,1,9,40,s==386|凌统，字公绩，吴郡馀杭人，三国时期吴国名将,凌操之子,少有盛名，为别部司马，行破贼校尉。\n建安十三年，孙权再次攻打江夏，凌统部队为先锋，斩敌将张硕，破其水军，吴军最终得以斩黄祖，大胜而还。被孙权任为承烈都尉。之后，随周瑜在乌林大败曹操，攻打曹仁所在的江陵，使曹仁退走。升迁为校尉。建安二十年，随军攻破皖，升为荡寇中郎将，领沛相。又随吕蒙取长沙、零陵、桂阳三郡，任右部督。从益阳回来后，跟随孙权攻打合肥。孙权未能攻下合肥而撤军。撤军时，前部军队已经出发，魏将张辽等突然出现在津北，包围孙权。凌统率亲近士兵三百冲入敌围，护卫孙权突围而出。凌统回身再战，左右士兵全部战死，凌统也身受重伤，依然亲自斩杀数十敌兵。直到孙权彻底安全后才退还,拜为偏将军。\n凌统在军旅中亲贤礼士，轻财重义，有国士之风。建安二十二年，受命去接纳山中之人，一路上很受敬仰和欢迎，得精兵万余人,事毕病卒。,,
23201,983,,1,1,9,40,s==163|孙登，字子高。吴郡富春人。三国时期孙吴政治人物，吴大帝孙权长子，会稽王孙亮、景帝孙休异母兄。\n黄龙元年，孙权称帝，立孙登为皇太子。他多次劝谏孙权，对时政多有匡弼。镇守武昌时，处理政务谨慎得体。嘉禾元年，还居建业。\n赤乌四年，孙登去世，年仅三十三岁，谥号宣太子。临终时上疏举荐贤才。孙权深感悲恸，此后只要谈到孙登就流泪不止。,,
23101,982,,1,1,9,40,s==41|吴国常见的兵卒，手持精钢铁剑，飒爽的长辫，战场上穿梭的倩影，可不要因此而小瞧她们。,,
24518,999,6|10,1,1,9,50,s==140|刘邦，沛县丰邑阳里人。秦末政治家、战略家。虽出身农家，却有贵人之相。参与推翻秦暴政之起义，废除秦朝苛政，约法三章，受封汉王。后与西楚霸王项羽抗衡，最终迫使项羽兵败自刎，赢得楚汉之争，最终建立汉王朝登上帝位，乃一代至上明君。现以神主身份再度临现，为对抗复活的魔尊项羽，展开殊死之战。,,
24516,998,6|10,1,1,9,50,s==227|张飞，字翼德，涿郡人，三国时期蜀汉名将。\n原为屠户出身，与刘备、关羽结为异姓兄弟后一同剿黄巾，伐董卓，辅佐刘备建立了蜀汉势力，以匡扶汉室为任。\n张飞勇武过人，号称“万人敌”。曾在长坂一战中仅率二十骑为刘备守桥断后，凭一声怒喝吓退十万曹军，自此威震天下。\n后因其暴而无恩的个性遭到属下忌恨，最终死在部将的暗算之下。\n张飞一生忠义，虽性情暴烈，但与佛有缘。死后灵魂得到了神格的升华，升格成护法使者怒目金刚。\n化怒火为肃敌之矛，扫荡世间一切邪恶之物。,,
24517,997,6|10,1,1,9,50,s==269|马超，字孟起，扶风茂陵人。曾率领十万西凉铁骑与曹魏势力血战潼关。力战虎侯许褚，逼得曹操割须弃袍而逃，因而让马超一战成名。后败于离间之计，只能投靠刘备。\n马超傲才于世，本不应屈于人下，却为刘备的仁德而折服，甘心为其效命，立下显赫战功，更是拜为五虎上将之一！\n然而即便追随仁君，也难平息这乱世的战火。正当马超陷入迷惘之时，窗外的雷声却仿佛向他发出了呼唤！世间不仁，就用双手成就新世吧！天雷落下，光芒散去，只见两柄雷光闪烁的长戟留在了原地，正是上天回应马超的愿望，赐予他力量！\n马超拾起了双戟，他已下定决心，要用这天赐的神威，正世间之道！,,
24505,996,6|10,1,1,9,50,s==325|关羽，字云长，小字长生，河东郡解县人，汉末三国时期名将。\n早年犯事，流落到涿郡，和刘备、张飞情同兄弟。参与镇压黄巾起义，跟随刘备颠沛流离。雄壮威猛，号称“万人敌”、雅号“美髯公”。徐州战败后，暂时投靠曹操，亲自斩杀颜良，受封汉寿亭侯。离开曹操，回到刘备身边。赤壁之战后，参与攻取荆州地区。\n刘备入川后，奉命镇守荆州，加号前将军。建安二十四年，水陆并进，围攻襄阳和樊城。水淹七军，全歼于禁援军，威震华夏，使得曹操一度产生迁都想法。\n面对孙权部下吕蒙、陆逊袭击后方，曹操部将徐晃正面夹击的局面，进退失据，兵败被杀。后主刘禅即位，追谥壮缪。\n面对炼狱鬼神·吕布的复苏，关羽进入星辰境内通过试炼获得四象之祝，最终脱胎换骨，获得神灵之力，击败鬼神吕布。,,
24510,995,6|10,1,1,9,50,s==120|蔡琰，本字昭姬，陈留人，蔡邕之女，东汉时期女性文学家。\n博学多才，擅长文学、音乐、书法。初嫁于卫仲道，丈夫死后回家。东汉末中原大乱诸侯割据，原本归降汉朝的南匈奴趁机叛乱，蔡文姬被匈奴左贤王所掳，生有两个孩子，曹操统一北方后，花费重金赎回。,,
24508,994,6|10,1,1,9,50,s==203|诸葛亮，字孔明，号卧龙，琅琊人。早年随叔父诸葛玄到荆州，诸葛玄死后，诸葛亮就在隆中隐居，后刘备三顾茅庐请出诸葛亮，联合东吴孙权于赤壁之战决战曹操。\n诸葛亮与周瑜、庞统、徐庶、司马微等人私交甚好，关于庞统，甚至有“卧龙凤雏得一可得天下”之称。诸葛亮通晓天罡八卦之术，亦能禳星御鬼，与周瑜相爱相杀，视对方为挚友，又不得不应付对方的争强好胜。曾发明木牛流马、孔明灯等，并改造连弩，叫做诸葛连弩，可一弩十矢俱发。,,
24506,993,6|10,1,1,9,50,s==323|陆逊，本名陆议，字伯言，一说吴郡吴县人，一说吴郡吴县华亭人。三国时期吴国政治家、军事家。\n建安八年入孙权幕府，历任海昌屯田都尉、定威校尉、帐下右部督。因受孙权赏识得以发挥卓越的军事才能，地位渐至隆崇。建安二十四年，陆逊参与袭取荆州。蜀章武二年，孙权以陆逊为大都督，在夷陵之战中火烧连营击败刘备。吴黄武七年，陆逊取得石亭之战的胜利。黄龙元年，孙权称帝后，以陆逊为上大将军、辅佐太子孙登并掌管陪都武昌事宜。赤乌七年拜为丞相、荆州牧、右都护、总领三公事务，领武昌事。\n孙和、孙霸二宫之争时卷入孙权父子相争中，次年去世，终年六十三岁，追谥“昭”。陆逊跟随孙权四十余年，统领吴国军政二十余年。其为人深谋远虑，忠诚耿直。一生出将入相，被赞为”社稷之臣“。,,
24504,992,6|10,1,1,9,50,s==179|张角，钜鹿人。东汉末年农民起义军“黄巾军”的领袖，太平道的创始人。\n他因得到道士于吉等人所传《太平清领书》，遂以宗教救世为己任，利用其中的某些宗教观念和社会政治思想，组织群众，约于灵帝建宁初传道。中平元年，张角以“苍天已死，黄天当立，岁在甲子，天下大吉”为口号，自称“天公将军”，率领群众发动起义，史称“黄巾起义”。不久张角病死，起义军也很快被汉朝所镇压。,,
24513,991,6|10,1,1,9,50,s==93|夏侯涓，夏侯霸之从妹，诞生时正值乱世，习得一身武艺的她决定亲自参与战斗，以守护自己所爱之人为使命，同时肩负着蜀汉的未来命运，夏侯涓不同与其他骁勇善战的武将，她十分冷静，不受感情起伏影响。,,
24503,990,6|10,1,1,9,50,s==241|姜维，字伯约，天水郡冀县人。三国时期蜀汉名将，天水功曹姜冏之子。\n姜维年少丧父，侍奉母亲，崇拜儒家大师郑玄。诸葛亮北伐中原时，姜维受到猜忌，不得已投降蜀汉，得到蜀相诸葛亮重用。在诸葛亮去世后，姜维开始崭露头角。延熙十七年，拜大将军，独掌军权，继续北伐事业，大战曹魏名将邓艾、陈泰、郭淮等，互有胜负。为躲避黄皓的迫害，前往沓中屯田避祸。\n景耀七年，魏国伐蜀，姜维摆脱邓艾等人，退守剑阁，阻挡钟会进军。邓艾阴平偷袭成都，后主刘禅投降。姜维志存光复，假意投降，勾结钟会反叛，事败被杀。,,
24502,989,6|10,1,1,9,50,s==211|袁绍，字本初，汝南汝阳人。东汉末年军阀，汉末群雄之一。袁绍出身汉末名门“汝南袁氏”，自高祖父起，四代有五人位居三公。\n袁绍早年任中军校尉、司隶校尉，曾指挥诛杀宦官。初平元年，与董卓对立，被推举为关东联军首领。在汉末群雄割据的过程中，袁绍先占据冀州，又先后夺青、并二州，于建安四年的易京之战中击败了割据幽州的军阀公孙瓒，统一河北，势力达到顶点。\n但在建安五年的官渡之战中大败于曹操。建安七年，袁绍在平定冀州叛乱之后病逝。,,
24501,986,6|10,1,1,9,50,s==103|田丰，字元皓，钜鹿人，东汉末年袁绍部下谋臣，官至冀州别驾。\n其为人刚直，曾多次向袁绍进言而不被采纳，曹操部下谋臣荀彧曾评价他“刚而犯上”。后因谏阻袁绍征伐曹操而被袁绍下令监禁。官渡之战后，田丰被袁绍杀害。,,
24404,987,,1,1,9,40,s==55|张劭，字元伯，汝南郡人，东汉时期名士。《后汉书-独行列传》中他与范式两人的事迹，因此留下了“鸡黍之交”的美名。,,
24403,988,,1,1,9,40,s==74|张宝，钜鹿人，东汉末年黄巾起义首领之一，张角的弟弟，张梁的哥哥。\n中平元年随兄张角起义，号称“地公将军”。后来张宝在曲阳被皇甫嵩、郭典击败，被杀。,,
24402,985,6,1,1,9,40,s==294|卢植，字子干，涿郡涿县人，东汉末年经学家、将领。\n卢植性格刚毅，有高尚的品德。师从太尉陈球、大儒马融等，为郑玄、管宁、华歆的同门师兄。曾先后担任九江、庐江太守，平定蛮族叛乱。后与马日磾、蔡邕等一起在东观校勘儒学经典书籍，并参与续写《汉记》。黄巾起义时为北中郎将，率军与张角交战，后被诬陷下狱。皇甫嵩平定黄巾后，力救卢植，于是复任为尚书。又因上谏激怒董卓被免官，隐居上谷军都山，后被袁绍请为军师。\n初平三年，卢植去世。著有《尚书章句》、《三礼解诂》等，今皆失佚。唐代时配享孔子，北宋时被追封为良乡伯。白马将军公孙瓒以及后来的蜀汉昭烈帝刘备皆为卢植门下弟子。范阳卢氏后来也成为著名的家族。,,
24401,984,,1,1,9,40,s==271|沮授，广平人，东汉末年袁绍的监军。沮授“少有大志，多权略”。曾为冀州别驾，举茂才，并当过两次县令。后来又当韩馥别驾，被韩馥表为骑都尉。曾对韩馥提出良策，但不被采纳。\n在袁绍入主冀州后，沮授监统内外、威震三军，帮助袁绍夺取青州、并州、幽州而统一河北。沮授曾对袁绍提出奉迎天子，反对诸子分立，提出三年疲曹的战略，不但没有被袁绍采纳，反而被削弱兵权。在官渡之战中，沮授提出缓进战术，不被采纳。\n在乌巢被烧前夕，沮授提出外表护粮，又不被采纳。在袁绍大败后，沮授被俘获，拒绝投降。后来，沮授欲回河北，事败被杀。曹操曾叹息：“孤早相得，天下不足虑。”,,
24301,983,,1,1,9,40,s==106|张梁，巨鹿人，东汉末年黄巾起义首领之一，张角的三弟，号称“人公将军”。\n遭到朝廷所派左中郎将皇甫嵩进攻时，他率军在广宗进行反击。后因警戒疏忽，遭皇甫嵩率军夜袭，其率领的义军仓猝应战，义军被击溃，张梁也一同战死。,,
25518,999,6|10,1,1,9,50,s==120|项羽，泗水郡下相县人。秦末政治家，军事家。曾参与并领导起义军成功推翻秦朝的暴政统治。以杀伐果决，勇武无双而闻名于世，史称西楚霸王。却最终在楚汉之争中落败，自刎乌江。死后的他带着悔恨从冥府归来，以魔尊的身份统领魔族，誓要夺回本该属于他的一切。,,
25516,997,6|10,1,1,9,50,s==206|司马懿，字仲达，温县孝敬里人。原曹魏权臣，军士谋略家。\n早年一度佯病拒绝曹操授予的官职。但曹操任丞相后，强行将其辟为文学掾。\n起初司马懿处处隐忍，但最终还是在军政的名利场中滋生出了野心。\n他通过残忍果决的手段立功升迁，又助曹丕赢得储位之争。他做这一切，皆为了在最后从曹魏的手中夺取天下。最终凭借高平陵之乱成功谋反，奠定了西晋王朝的基础。\n因其恶念太盛而被邪心反噬，灵魂于魔渊中重生，成为了魔族的诡诳策士。,,
25515,996,6|10,1,1,9,50,s==368|赵云，字子龙，常山真定人。身长八尺，姿颜雄伟，三国时期蜀汉名将。\n汉末军阀混战，赵云受本郡推举，率领义从加入公孙瓒。期间结识了汉室皇亲刘备，但不久之后，赵云因为兄长去世而离开。赵云离开公孙瓒大约七年后，在邺城与刘备相见，从此追随刘备。赵云追随刘备后，先后参与过博望坡之战、长坂坡之战，于益州之战时独自率军平定蜀中大郡后从成都南面与刘备、诸葛亮等合围成都。后独自指挥过汉水之战、箕谷之战，都取得了不错的战果。\n除了四处征战，赵云还先后以偏将军任桂阳太守，以留营司马留守公安，以翊军将军督江州，曾于平定益州时引霍去病故事劝谏刘备将田宅归还百姓，又于关羽、张飞被害之后劝谏刘备不要伐吴，被后世赞为有大臣局量的名将。\n在偶然的机遇中，赵云的长枪因沾染魔血而进化为魔枪，赵云心中凶残嗜血的一面也被激发出来，成为了附身黑龙，手持魔枪的魔赵云。,,
25514,995,6|10,1,1,9,50,s==240|华佗，字元化，沛国谯县人，东汉末年著名的医学家。华佗与董奉、张仲景并称为建安三神医。\n少时曾在外游学，行医足迹遍及今安徽、河南、山东、江苏等地，钻研医术而不求取仕途。他医术全面，尤其擅长外科，精于手术。同时，他也精通内、妇、儿、针灸各科。晚年因遭曹操怀疑，下狱被拷问致死。\n华佗被后人称为外科圣手，外科鼻祖。后人多用神医华佗来称呼他，又以华佗再世，元化重生来称誉有杰出医术的医师。\n但晚年遭遇不测的华佗，在地狱经历过某种非同寻常的境遇后，抱着与前世截然不同的理想重回人间……,,
25504,994,6|10,1,1,9,50,s==310|吕布，字奉先，五原郡九原县人。东汉末年名将，汉末群雄之一。\n原为丁原部将，被唆使杀害丁原归附董卓，与董卓誓为父子，后又被司徒王允唆使诛杀董卓。旋即被董卓旧部李傕等击败，依附袁绍，又被袁绍猜忌，依附张杨。兴平元年，吕布趁曹操攻打陶谦时与陈宫等联络而进入兖州，占据濮阳，与曹操血战两年，曾使曹操数战不利，但最终被曹操击败转而去依附徐州刘备。又趁刘备与袁术作战时袭取了徐州，与刘备时而和好，时而相互攻伐。期间，以辕门射戟化解刘备与纪灵的争斗。\n建安三年，吕布先后击败刘备与夏侯惇后，曹操亲自出马征讨吕布，水淹下邳。吕布被部下叛变，于十二月癸酉城破被俘，被处死。吕布以勇武闻名，号称“飞将”，时有“人中吕布，马中赤兔”之说。,,
25510,993,6|10,1,1,9,50,s==321|魏武帝曹操，字孟德，小名阿瞒，沛国谯县人。古代杰出的政治家、军事家、文学家、书法家。\n东汉末年权臣、太尉曹嵩的儿子，曹魏政权的奠基人。东汉末年，天下大乱。曹操以汉献帝刘协名义征讨四方，对内消灭二袁、吕布、刘表、马超、韩遂等割据势力，对外降服南匈奴、乌桓、鲜卑等，统一北方地区，扩大屯田、兴修水利、奖励农桑、重视手工业、安置流民、实行“租调制”，促进中原地区经济生产和社会稳定。\n建安十八年，获封魏公，建立魏国，定都邺城。建安二十一年，册封魏王，位在诸王之上。建安二十五年，去世，谥号为武。其子曹丕称帝，追赠武皇帝，庙号太祖。曹操喜欢用诗歌、散文抒发政治抱负，反映民生疾苦，是魏晋文学的代表人物。擅长书法，被唐朝张怀瓘《书断》评为“妙品”。,,
25507,992,6|10,1,1,9,50,s==47|貂蝉，古代四大美女之一。她为了报答义父王允的养育之恩而甘愿献身完成连环计的故事在民间广为流传。,,
25509,991,6|10,1,1,9,50,s==176|张春华，河内郡平皋县人。三国时期历史人物，曹魏粟邑县令张汪之女，晋宣帝司马懿正妻，晋景帝司马师和晋文帝司马昭母亲。\n少有德行，智识过人。嫁给同郡的司马懿，生下晋景帝司马师、晋文帝司马昭、平原王司马干和南阳公主。晚年受司马懿冷落嫌弃。\n正始八年，张春华去世，时年五十九岁，葬于洛阳县高原陵，追赠广平县君。泰始元年，孙子晋武帝司马炎登基，追谥宣穆皇后。,,
25513,990,6|10,1,1,9,50,s==443|董卓，字仲颖，陇西郡临洮县人。东汉末年献帝时军阀、权臣，官至太师，封郿侯。于桓帝末年先后担任并州刺史，河东太守，利用汉末战乱和朝廷势弱占据京城，废少帝立汉献帝并挟持号令，东汉政权从此名存实亡。\n董卓成长于凉州，好结交羌人。汉桓帝末年，董卓被征召为羽林郎，后又为中郎将张奂部下作军司马，讨伐汉阳羌人，董卓作战粗猛有谋，力建战功。又先后参与镇压黄巾起义、凉州之乱等战役。中平六年，受大将军何进、司隶校尉袁绍所召，率军进京讨伐十常侍。不久，京中动乱，董卓在北芒立下了救驾大功，回京后便掌权。又招揽吕布杀掉丁原，很快就吞并了附近两大军阀兵力。随后董卓废少帝，立刘协即位，且不久就弑害了少帝及何太后，专断朝政。据有武库甲兵，国家珍宝，威震天下。\n献帝初平元年，袁绍联合关东各地刺史、太守，爆发董卓讨伐战。初平二年，董卓被孙坚击败，退守长安。董卓在朝野内外都广布亲信，僭用近似天子的服饰及车驾，呼召三台。司徒王允设反间计，挑拨董卓大将吕布杀死董卓，结果成功。\n初平三年，董卓为其亲信吕布所杀。,,
25506,989,6|10,1,1,9,50,s==92|祝融，南蛮首领孟获之妻，相传为火神祝融氏的后裔，武艺高强。\n诸葛亮取下三江城后，祝融替丈夫出阵，先伤张嶷，后擒马忠，后受赵云、魏延挑衅出阵。中伏被擒。\n最后与丈夫孟获一起归顺蜀汉。,,
25503,985,6|10,1,1,9,50,s==87|华雄，东汉末年董卓部下的武将，为董卓帐下都督。\n公元191年，关东军阀联合讨伐董卓，董卓派大将胡轸统率华雄等进攻时任长沙太守的孙坚，结果为孙坚大败，华雄在此战中被孙坚斩杀。,,
25501,987,6,1,1,9,50,s==211|陈宫，字公台，东汉末年吕布帐下首席谋士，东郡东武阳人。性情刚直，足智多谋，年少时与海内知名之士相互结交。\n192年，兖州刺史刘岱在讨伐青州黄巾时战死，陈宫等人主张曹操接任兖州牧因而被曹操视为心腹。但此后陈宫因曹操杀害边让等汉末名士而与曹操反目，并游说张邈背叛曹操迎吕布入兖州，辅助吕布攻打曹操并先后取得兖州与徐州。下邳城中，吕布不听陈宫两面互补之计，以致失败。吕布战败后，随吕布等一同被曹操所擒，拒绝曹操招降，决意赴死。,,
25404,987,,1,1,9,40,s==149|潘璋，字文珪，东郡发干人。三国时期吴国将领。潘璋年轻时家贫，跟随孙权后得到其赏识，加上其作战勇猛，不断升迁，其一生为孙权东征西讨，在合肥之战、追擒关羽、夷陵之战、江陵保卫战中多次立下战功。\n但其为人奢侈贪财。经常设立军市，又劫杀将士以获得财物，但孙权念其有功未予深究。被陈寿盛赞为“江表之虎臣”。,,
25403,989,,1,1,9,40,s==142|汉丞相诸葛亮到南中亲征，百战百捷。闻知有一个名叫孟获的人，向来被本地的夷人和汉人所敬仰，于是发兵攻打孟获并在盘东擒获了他。\n诸葛亮采纳了参军马谡的建议，赦免了孟获来换取蜀汉南方的民心。后来南中平定，孟获随诸葛亮回到成都，担任御史中丞。此后直到诸葛亮死前，蜀汉南方都没有人敢再次叛乱。,,
25402,985,,1,1,9,40,s==166|张济，武威郡祖厉县人，东汉末年割据军阀之一。\n张济原为董卓部将，董卓被诛杀后，张济与李傕一同率军攻破长安，任中郎将。不久，升任镇东将军，封平阳侯，出屯弘农。献帝东迁时，张济升任骠骑将军，率军护卫献帝，后来因与董承等人有矛盾，便与李傕、郭汜一同追赶献帝。\n建安元年，张济因军队缺粮而进攻穰城，中流矢而死。死后，部队由侄儿张绣接管。,,
25401,984,6|10,1,1,9,40,s==29|刘三刀，放出豪言三刀必斩吕布那厮于马下，后被吕布一合所斩。,,
25301,983,,1,1,9,40,s==148|郭汜，本名郭多，凉州张掖人，东汉末年地方军阀。出身马贼，投靠董卓部下。\n董卓被杀后，凉州军众将归无所依。采用谋臣贾诩计策，联兵攻向长安，击败温侯吕布，杀死司徒王允，占领长安。挟持汉献帝，拜为扬烈将军。初平三年，拜后将军，封为美阳侯。护送汉献帝东归洛阳，拜车骑将军。建安二年，郭汜被部将伍习杀死。,,
25517,998,6|10,1,1,9,40,s==91|关银屏，河东郡解县人，蜀国名将关羽之女。冰雪聪明，惹人怜爱。\n自幼跟随诸葛亮之妻黄月英学习仙术，梦想有一天能随父亲一同征战，便可免却分离之苦。却因父亲战死沙场而陷入绝望，坠入魔道。,,
26501,989,6|10,1,1,9,50,s==175|左慈,字元放，庐江郡人。道号乌角先生，东汉末年著名方士，少居天柱山，研习炼丹之术。明五经，兼通星纬，学道术，明六甲，可役使鬼神，坐致行厨。\n左慈通过观星,判断汉朝气数已尽,感叹道：“乱世之中，官高易亡，财多则死。为权财丧命，实在不值！”。自此，左慈神行千里于天柱山苦心研于道术，修行途中偶得奇书《九丹金液经》从此学会了变化万千之术，超脱于人间轮回。,,
24519,1000,6|10,1,1,9,50,s==179|张角，钜鹿人。东汉末年农民起义军“黄巾军”的领袖，太平道的创始人。\n他因得到道士于吉等人所传《太平清领书》，遂以宗教救世为己任，利用其中的某些宗教观念和社会政治思想，组织群众，约于灵帝建宁初传道。中平元年，张角以“苍天已死，黄天当立，岁在甲子，天下大吉”为口号，自称“天公将军”，率领群众发动起义，史称“黄巾起义”。不久张角病死，起义军也很快被汉朝所镇压。,,
25519,1000,6|10,1,1,9,50,s==310|吕布，字奉先，五原郡九原县人。东汉末年名将，汉末群雄之一。\n原为丁原部将，被唆使杀害丁原归附董卓，与董卓誓为父子，后又被司徒王允唆使诛杀董卓。旋即被董卓旧部李傕等击败，依附袁绍，又被袁绍猜忌，依附张杨。兴平元年，吕布趁曹操攻打陶谦时与陈宫等联络而进入兖州，占据濮阳，与曹操血战两年，曾使曹操数战不利，但最终被曹操击败转而去依附徐州刘备。又趁刘备与袁术作战时袭取了徐州，与刘备时而和好，时而相互攻伐。期间，以辕门射戟化解刘备与纪灵的争斗。\n建安三年，吕布先后击败刘备与夏侯惇后，曹操亲自出马征讨吕布，水淹下邳。吕布被部下叛变，于十二月癸酉城破被俘，被处死。吕布以勇武闻名，号称“飞将”，时有“人中吕布，马中赤兔”之说。,,
26502,990,6|10,1,1,9,50,s==461|赵云，字子龙，常山真定人。身长八尺，姿颜雄伟，三国时期蜀汉名将。\n汉末军阀混战，赵云受本郡推举，率领义从加入公孙瓒。期间结识了汉室皇亲刘备，但不久之后，赵云因为兄长去世而离开。赵云离开公孙瓒大约七年后，在邺城与刘备相见，从此追随刘备。赵云追随刘备后，先后参与过博望坡之战、长坂坡之战，于益州之战时独自率军平定蜀中大郡后从成都南面与刘备、诸葛亮等合围成都。后独自指挥过汉水之战、箕谷之战，都取得了不错的战果。\n除了四处征战，赵云还先后以偏将军任桂阳太守，以留营司马留守公安，以翊军将军督江州，曾于平定益州时引霍去病故事劝谏刘备将田宅归还百姓，又于关羽、张飞被害之后劝谏刘备不要伐吴，被后世赞为有大臣局量的名将。\n祁山之役·英勇去世之际，赵云的灵魂被神秘的力量吸引...\n一巨大的房间中，四周堆满了未知的科技设备和奇特的机械装置。房间中央闪烁着耀眼的红光，一台令人赞叹的高密度暗红装甲，手握长枪，背负双翼；装甲中的男人逐渐恢复意识，也意识到他已经不再是过去的自己，其改名为魂·赵云，以纪念前身，并开始一段新的冒险之旅。,,
26503,991,6|10,1,1,9,50,s==137|小乔，本姓桥。东汉末年时期的美女，庐江皖人。桥公的次女，汉末名将周瑜的夫人。\n周瑜风度翩翩的才子形象，与堪称国色的小桥可称天作之合，由此成为后世文艺作品的对象。唐代著名诗人杜牧激发想象，一句“东风不与周郎便，铜雀春深锁二乔“将小桥与赤壁之战联系起来。而令“二桥”闻名于世。,,
26504,992,6|10,1,1,9,50,s==362|张辽字文远，雁门马邑人。汉末三国时期曹魏名将，聂壹的后人。\n起初，担任雁门郡吏。又先后跟随丁原、何进、董卓、吕布，恪尽职守，历尽坎坷。吕布败亡后，张辽归属曹操。此后，立下众多显赫的功勋。攻袁氏而转战河北。在白狼山之战率领先锋大破乌桓并斩杀乌桓单于蹋顿。驱逐辽东大将柳毅。以静制动平定军中谋反。进军江淮击灭陈兰、梅成。此后，长期镇守合肥。\n建安二十年，合肥之战，张辽率领八百将士冲击东吴十万大军，一直冲杀到孙权的主帅旗下，令东吴军队披靡溃败、闻风丧胆。又率领追兵，大破孙权、甘宁、凌统等人，差点活捉孙权。经此一役，张辽威震江东。“张辽止啼”成为流传千古的典故。\n黄初元年，张辽进封晋阳侯。染病之后，依旧令孙权非常忌惮。黄初三年，张辽抱病击破吴将吕范。同年，病逝于江都，谥曰刚侯。张辽为历代所推崇，成为古今六十四名将之一。,,
26505,992,6|10,1,1,9,50,s==307|周瑜，字公瑾，庐江舒人。东汉末年名将，出身庐江周氏，洛阳令周异之子，堂祖父周景、堂叔周忠，都官至太尉。长壮有姿貌、精音律，江东有“曲有误，周郎顾”之语。\n周瑜少与孙策交好，21岁起随孙策奔赴战场平定江东，后孙策遇刺身亡，孙权继任，周瑜将兵赴丧，以中护军的身份与长史张昭共掌众事。建安十三年，周瑜率军与刘备联合，于赤壁之战中大败曹操，由此奠定了“三分天下”的基础。又率军大破曹仁，拜偏将军领南郡太守。\n建安十五年病逝于巴丘，年仅36岁。正史上周瑜“性度恢廓”“实奇才也”，孙权称赞周瑜有“王佐之资”，范成大誉之为“世间豪杰英雄士、江左风流美丈夫”。宋徽宗时追尊其为平虏伯。位列唐武庙六十四将、宋武庙七十二将之一。,,
