id,type,stageNum,hotStage,nextStageID,passAwards-type-1,passAwards-id-1,passAwards-value-1,passAwards-type-2,passAwards-id-2,passAwards-value-2,passAwards-type-3,passAwards-id-3,passAwards-value-3,passAwards-type-4,passAwards-id-4,passAwards-value-4,passAwards-type-5,passAwards-id-5,passAwards-value-5,battleId,battleScene,buffLab,buffNum,battleId2,
1717,1,717,,1718,1,8,181500,1,10,72600,2,1012,6,,,,,,,70717,200001,,,,
1718,1,718,,1719,1,8,181500,1,10,72600,2,1012,6,,,,,,,70718,200001,,,,
1719,1,719,,1720,1,8,182000,1,10,72800,2,1012,6,,,,,,,70719,200001,,,,
1720,1,720,,1721,1,8,182000,1,10,72800,2,1012,6,,,,,,,70720,200001,,,,
1721,1,721,,1722,1,8,182500,1,10,73000,2,1012,6,,,,,,,70721,200001,,,,
1722,1,722,,1723,1,8,182500,1,10,73000,2,1012,6,,,,,,,70722,200001,,,,
1723,1,723,,1724,1,8,183000,1,10,73200,2,1012,6,,,,,,,70723,200001,,,,
1724,1,724,,1725,1,8,183000,1,10,73200,2,1012,6,,,,,,,70724,200001,,,,
1725,1,725,,1726,1,8,183500,1,10,73400,2,1012,6,,,,,,,70725,200001,,,,
1726,1,726,,1727,1,8,183500,1,10,73400,2,1012,6,,,,,,,70726,200001,,,,
1727,1,727,,1728,1,8,184000,1,10,73600,2,1012,6,,,,,,,70727,200001,,,,
1728,1,728,,1729,1,8,184000,1,10,73600,2,1012,6,,,,,,,70728,200001,,,,
1729,1,729,,1730,1,8,184500,1,10,73800,2,1012,6,,,,,,,70729,200001,,,,
1730,1,730,,1731,1,8,184500,1,10,73800,2,1012,6,,,,,,,70730,200001,,,,
1731,1,731,,1732,1,8,185000,1,10,74000,2,1012,6,,,,,,,70731,200001,,,,
1732,1,732,,1733,1,8,185000,1,10,74000,2,1012,6,,,,,,,70732,200001,,,,
1733,1,733,,1734,1,8,185500,1,10,74200,2,1012,6,,,,,,,70733,200001,,,,
1734,1,734,,1735,1,8,185500,1,10,74200,2,1012,6,,,,,,,70734,200001,,,,
1735,1,735,,1736,1,8,186000,1,10,74400,2,1012,6,,,,,,,70735,200001,,,,
1736,1,736,,1737,1,8,186000,1,10,74400,2,1012,6,,,,,,,70736,200001,,,,
1737,1,737,,1738,1,8,186500,1,10,74600,2,1012,6,,,,,,,70737,200001,,,,
1738,1,738,,1739,1,8,186500,1,10,74600,2,1012,6,,,,,,,70738,200001,,,,
1739,1,739,,1740,1,8,187000,1,10,74800,2,1012,6,,,,,,,70739,200001,,,,
1740,1,740,,1741,1,8,187000,1,10,74800,2,1012,6,,,,,,,70740,200001,,,,
1741,1,741,,1742,1,8,187500,1,10,75000,2,1012,6,,,,,,,70741,200001,,,,
1742,1,742,,1743,1,8,187500,1,10,75000,2,1012,6,,,,,,,70742,200001,,,,
1743,1,743,,1744,1,8,188000,1,10,75200,2,1012,6,,,,,,,70743,200001,,,,
1744,1,744,,1745,1,8,188000,1,10,75200,2,1012,6,,,,,,,70744,200001,,,,
1745,1,745,,1746,1,8,188500,1,10,75400,2,1012,6,,,,,,,70745,200001,,,,
1746,1,746,,1747,1,8,188500,1,10,75400,2,1012,6,,,,,,,70746,200001,,,,
1747,1,747,,1748,1,8,189000,1,10,75600,2,1012,6,,,,,,,70747,200001,,,,
1748,1,748,,1749,1,8,189000,1,10,75600,2,1012,6,,,,,,,70748,200001,,,,
1749,1,749,,1750,1,8,189500,1,10,75800,2,1012,6,,,,,,,70749,200001,,,,
1750,1,750,,1751,1,8,189500,1,10,75800,2,1012,6,,,,,,,70750,200001,,,,
1751,1,751,,1752,1,8,190000,1,10,76000,2,1012,6,,,,,,,70751,200001,,,,
1752,1,752,,1753,1,8,190000,1,10,76000,2,1012,6,,,,,,,70752,200001,,,,
1753,1,753,,1754,1,8,190500,1,10,76200,2,1012,6,,,,,,,70753,200001,,,,
1754,1,754,,1755,1,8,190500,1,10,76200,2,1012,6,,,,,,,70754,200001,,,,
1755,1,755,,1756,1,8,191000,1,10,76400,2,1012,6,,,,,,,70755,200001,,,,
1756,1,756,,1757,1,8,191000,1,10,76400,2,1012,6,,,,,,,70756,200001,,,,
1757,1,757,,1758,1,8,191500,1,10,76600,2,1012,6,,,,,,,70757,200001,,,,
1758,1,758,,1759,1,8,191500,1,10,76600,2,1012,6,,,,,,,70758,200001,,,,
1759,1,759,,1760,1,8,192000,1,10,76800,2,1012,6,,,,,,,70759,200001,,,,
1760,1,760,,1761,1,8,192000,1,10,76800,2,1012,6,,,,,,,70760,200001,,,,
1761,1,761,,1762,1,8,192500,1,10,77000,2,1012,6,,,,,,,70761,200001,,,,
1762,1,762,,1763,1,8,192500,1,10,77000,2,1012,6,,,,,,,70762,200001,,,,
1763,1,763,,1764,1,8,193000,1,10,77200,2,1012,6,,,,,,,70763,200001,,,,
1764,1,764,,1765,1,8,193000,1,10,77200,2,1012,6,,,,,,,70764,200001,,,,
1765,1,765,,1766,1,8,193500,1,10,77400,2,1012,6,,,,,,,70765,200001,,,,
1766,1,766,,1767,1,8,193500,1,10,77400,2,1012,6,,,,,,,70766,200001,,,,
1767,1,767,,1768,1,8,194000,1,10,77600,2,1012,6,,,,,,,70767,200001,,,,
1768,1,768,,1769,1,8,194000,1,10,77600,2,1012,6,,,,,,,70768,200001,,,,
1769,1,769,,1770,1,8,194500,1,10,77800,2,1012,6,,,,,,,70769,200001,,,,
1770,1,770,,1771,1,8,194500,1,10,77800,2,1012,6,,,,,,,70770,200001,,,,
1771,1,771,,1772,1,8,195000,1,10,78000,2,1012,6,,,,,,,70771,200001,,,,
1772,1,772,,1773,1,8,195000,1,10,78000,2,1012,6,,,,,,,70772,200001,,,,
1773,1,773,,1774,1,8,195500,1,10,78200,2,1012,6,,,,,,,70773,200001,,,,
1774,1,774,,1775,1,8,195500,1,10,78200,2,1012,6,,,,,,,70774,200001,,,,
1775,1,775,,1776,1,8,196000,1,10,78400,2,1012,6,,,,,,,70775,200001,,,,
1776,1,776,,1777,1,8,196000,1,10,78400,2,1012,6,,,,,,,70776,200001,,,,
1777,1,777,,1778,1,8,196500,1,10,78600,2,1012,6,,,,,,,70777,200001,,,,
1778,1,778,,1779,1,8,196500,1,10,78600,2,1012,6,,,,,,,70778,200001,,,,
1779,1,779,,1780,1,8,197000,1,10,78800,2,1012,6,,,,,,,70779,200001,,,,
1780,1,780,,1781,1,8,197000,1,10,78800,2,1012,6,,,,,,,70780,200001,,,,
1781,1,781,,1782,1,8,197500,1,10,79000,2,1012,6,,,,,,,70781,200001,,,,
1782,1,782,,1783,1,8,197500,1,10,79000,2,1012,6,,,,,,,70782,200001,,,,
1783,1,783,,1784,1,8,198000,1,10,79200,2,1012,6,,,,,,,70783,200001,,,,
1784,1,784,,1785,1,8,198000,1,10,79200,2,1012,6,,,,,,,70784,200001,,,,
1785,1,785,,1786,1,8,198500,1,10,79400,2,1012,6,,,,,,,70785,200001,,,,
1786,1,786,,1787,1,8,198500,1,10,79400,2,1012,6,,,,,,,70786,200001,,,,
1787,1,787,,1788,1,8,199000,1,10,79600,2,1012,6,,,,,,,70787,200001,,,,
1788,1,788,,1789,1,8,199000,1,10,79600,2,1012,6,,,,,,,70788,200001,,,,
1789,1,789,,1790,1,8,199500,1,10,79800,2,1012,6,,,,,,,70789,200001,,,,
1790,1,790,,1791,1,8,199500,1,10,79800,2,1012,6,,,,,,,70790,200001,,,,
1791,1,791,,1792,1,8,200000,1,10,80000,2,1012,6,,,,,,,70791,200001,,,,
1792,1,792,,1793,1,8,200000,1,10,80000,2,1012,6,,,,,,,70792,200001,,,,
1793,1,793,,1794,1,8,200500,1,10,80200,2,1012,6,,,,,,,70793,200001,,,,
1794,1,794,,1795,1,8,200500,1,10,80200,2,1012,6,,,,,,,70794,200001,,,,
1795,1,795,,1796,1,8,201000,1,10,80400,2,1012,6,,,,,,,70795,200001,,,,
1796,1,796,,1797,1,8,201000,1,10,80400,2,1012,6,,,,,,,70796,200001,,,,
1797,1,797,,1798,1,8,201500,1,10,80600,2,1012,6,,,,,,,70797,200001,,,,
1798,1,798,,1799,1,8,201500,1,10,80600,2,1012,6,,,,,,,70798,200001,,,,
1799,1,799,,1800,1,8,202000,1,10,80800,2,1012,6,,,,,,,70799,200001,,,,
1800,1,800,,1801,1,8,202000,1,10,80800,2,1012,6,,,,,,,70800,200001,,,,
1801,1,801,,1802,1,8,202000,1,10,80800,2,1012,6,,,,,,,70801,200001,,,,
1802,1,802,,1803,1,8,202000,1,10,80800,2,1012,6,,,,,,,70802,200001,,,,
1803,1,803,,1804,1,8,202000,1,10,80800,2,1012,6,,,,,,,70803,200001,,,,
1804,1,804,,1805,1,8,202000,1,10,80800,2,1012,6,,,,,,,70804,200001,,,,
1805,1,805,,1806,1,8,202000,1,10,80800,2,1012,6,,,,,,,70805,200001,,,,
1806,1,806,,1807,1,8,202000,1,10,80800,2,1012,6,,,,,,,70806,200001,,,,
1807,1,807,,1808,1,8,202000,1,10,80800,2,1012,6,,,,,,,70807,200001,,,,
1808,1,808,,1809,1,8,202000,1,10,80800,2,1012,6,,,,,,,70808,200001,,,,
1809,1,809,,1810,1,8,202000,1,10,80800,2,1012,6,,,,,,,70809,200001,,,,
1810,1,810,,1811,1,8,202000,1,10,80800,2,1012,6,,,,,,,70810,200001,,,,
1811,1,811,,1812,1,8,202000,1,10,80800,2,1012,6,,,,,,,70811,200001,,,,
1812,1,812,,1813,1,8,202000,1,10,80800,2,1012,6,,,,,,,70812,200001,,,,
1813,1,813,,1814,1,8,202000,1,10,80800,2,1012,6,,,,,,,70813,200001,,,,
1814,1,814,,1815,1,8,202000,1,10,80800,2,1012,6,,,,,,,70814,200001,,,,
1815,1,815,,1816,1,8,202000,1,10,80800,2,1012,6,,,,,,,70815,200001,,,,
1816,1,816,,1817,1,8,202000,1,10,80800,2,1012,6,,,,,,,70816,200001,,,,
1817,1,817,,1818,1,8,202000,1,10,80800,2,1012,6,,,,,,,70817,200001,,,,
1818,1,818,,1819,1,8,202000,1,10,80800,2,1012,6,,,,,,,70818,200001,,,,
1819,1,819,,1820,1,8,202000,1,10,80800,2,1012,6,,,,,,,70819,200001,,,,
1820,1,820,,1821,1,8,202000,1,10,80800,2,1012,6,,,,,,,70820,200001,,,,
1821,1,821,,1822,1,8,202000,1,10,80800,2,1012,6,,,,,,,70821,200001,,,,
1822,1,822,,1823,1,8,202000,1,10,80800,2,1012,6,,,,,,,70822,200001,,,,
1823,1,823,,1824,1,8,202000,1,10,80800,2,1012,6,,,,,,,70823,200001,,,,
1824,1,824,,1825,1,8,202000,1,10,80800,2,1012,6,,,,,,,70824,200001,,,,
1825,1,825,,1826,1,8,202000,1,10,80800,2,1012,6,,,,,,,70825,200001,,,,
1826,1,826,,1827,1,8,202000,1,10,80800,2,1012,6,,,,,,,70826,200001,,,,
1827,1,827,,1828,1,8,202000,1,10,80800,2,1012,6,,,,,,,70827,200001,,,,
1828,1,828,,1829,1,8,202000,1,10,80800,2,1012,6,,,,,,,70828,200001,,,,
1829,1,829,,1830,1,8,202000,1,10,80800,2,1012,6,,,,,,,70829,200001,,,,
1830,1,830,,1831,1,8,202000,1,10,80800,2,1012,6,,,,,,,70830,200001,,,,
1831,1,831,,1832,1,8,202000,1,10,80800,2,1012,6,,,,,,,70831,200001,,,,
1832,1,832,,1833,1,8,202000,1,10,80800,2,1012,6,,,,,,,70832,200001,,,,
1833,1,833,,1834,1,8,202000,1,10,80800,2,1012,6,,,,,,,70833,200001,,,,
1834,1,834,,1835,1,8,202000,1,10,80800,2,1012,6,,,,,,,70834,200001,,,,
1835,1,835,,1836,1,8,202000,1,10,80800,2,1012,6,,,,,,,70835,200001,,,,
1836,1,836,,1837,1,8,202000,1,10,80800,2,1012,6,,,,,,,70836,200001,,,,
1837,1,837,,1838,1,8,202000,1,10,80800,2,1012,6,,,,,,,70837,200001,,,,
1838,1,838,,1839,1,8,202000,1,10,80800,2,1012,6,,,,,,,70838,200001,,,,
1839,1,839,,1840,1,8,202000,1,10,80800,2,1012,6,,,,,,,70839,200001,,,,
1840,1,840,,1841,1,8,202000,1,10,80800,2,1012,6,,,,,,,70840,200001,,,,
1841,1,841,,1842,1,8,202000,1,10,80800,2,1012,6,,,,,,,70841,200001,,,,
1842,1,842,,1843,1,8,202000,1,10,80800,2,1012,6,,,,,,,70842,200001,,,,
1843,1,843,,1844,1,8,202000,1,10,80800,2,1012,6,,,,,,,70843,200001,,,,
1844,1,844,,1845,1,8,202000,1,10,80800,2,1012,6,,,,,,,70844,200001,,,,
1845,1,845,,1846,1,8,202000,1,10,80800,2,1012,6,,,,,,,70845,200001,,,,
1846,1,846,,1847,1,8,202000,1,10,80800,2,1012,6,,,,,,,70846,200001,,,,
1847,1,847,,1848,1,8,202000,1,10,80800,2,1012,6,,,,,,,70847,200001,,,,
1848,1,848,,1849,1,8,202000,1,10,80800,2,1012,6,,,,,,,70848,200001,,,,
1849,1,849,,1850,1,8,202000,1,10,80800,2,1012,6,,,,,,,70849,200001,,,,
1850,1,850,,1851,1,8,202000,1,10,80800,2,1012,6,,,,,,,70850,200001,,,,
1851,1,851,,1852,1,8,202000,1,10,80800,2,1012,6,,,,,,,70851,200001,,,,
1852,1,852,,1853,1,8,202000,1,10,80800,2,1012,6,,,,,,,70852,200001,,,,
1853,1,853,,1854,1,8,202000,1,10,80800,2,1012,6,,,,,,,70853,200001,,,,
1854,1,854,,1855,1,8,202000,1,10,80800,2,1012,6,,,,,,,70854,200001,,,,
1855,1,855,,1856,1,8,202000,1,10,80800,2,1012,6,,,,,,,70855,200001,,,,
1856,1,856,,1857,1,8,202000,1,10,80800,2,1012,6,,,,,,,70856,200001,,,,
1857,1,857,,1858,1,8,202000,1,10,80800,2,1012,6,,,,,,,70857,200001,,,,
1858,1,858,,1859,1,8,202000,1,10,80800,2,1012,6,,,,,,,70858,200001,,,,
1859,1,859,,1860,1,8,202000,1,10,80800,2,1012,6,,,,,,,70859,200001,,,,
1860,1,860,,1861,1,8,202000,1,10,80800,2,1012,6,,,,,,,70860,200001,,,,
1861,1,861,,1862,1,8,202000,1,10,80800,2,1012,6,,,,,,,70861,200001,,,,
1862,1,862,,1863,1,8,202000,1,10,80800,2,1012,6,,,,,,,70862,200001,,,,
1863,1,863,,1864,1,8,202000,1,10,80800,2,1012,6,,,,,,,70863,200001,,,,
1864,1,864,,1865,1,8,202000,1,10,80800,2,1012,6,,,,,,,70864,200001,,,,
1865,1,865,,1866,1,8,202000,1,10,80800,2,1012,6,,,,,,,70865,200001,,,,
1866,1,866,,1867,1,8,202000,1,10,80800,2,1012,6,,,,,,,70866,200001,,,,
1867,1,867,,1868,1,8,202000,1,10,80800,2,1012,6,,,,,,,70867,200001,,,,
1868,1,868,,1869,1,8,202000,1,10,80800,2,1012,6,,,,,,,70868,200001,,,,
1869,1,869,,1870,1,8,202000,1,10,80800,2,1012,6,,,,,,,70869,200001,,,,
1870,1,870,,1871,1,8,202000,1,10,80800,2,1012,6,,,,,,,70870,200001,,,,
1871,1,871,,1872,1,8,202000,1,10,80800,2,1012,6,,,,,,,70871,200001,,,,
1872,1,872,,1873,1,8,202000,1,10,80800,2,1012,6,,,,,,,70872,200001,,,,
1873,1,873,,1874,1,8,202000,1,10,80800,2,1012,6,,,,,,,70873,200001,,,,
1874,1,874,,1875,1,8,202000,1,10,80800,2,1012,6,,,,,,,70874,200001,,,,
1875,1,875,,1876,1,8,202000,1,10,80800,2,1012,6,,,,,,,70875,200001,,,,
1876,1,876,,1877,1,8,202000,1,10,80800,2,1012,6,,,,,,,70876,200001,,,,
1877,1,877,,1878,1,8,202000,1,10,80800,2,1012,6,,,,,,,70877,200001,,,,
1878,1,878,,1879,1,8,202000,1,10,80800,2,1012,6,,,,,,,70878,200001,,,,
1879,1,879,,1880,1,8,202000,1,10,80800,2,1012,6,,,,,,,70879,200001,,,,
1880,1,880,,1881,1,8,202000,1,10,80800,2,1012,6,,,,,,,70880,200001,,,,
1881,1,881,,1882,1,8,202000,1,10,80800,2,1012,6,,,,,,,70881,200001,,,,
1882,1,882,,1883,1,8,202000,1,10,80800,2,1012,6,,,,,,,70882,200001,,,,
1883,1,883,,1884,1,8,202000,1,10,80800,2,1012,6,,,,,,,70883,200001,,,,
1884,1,884,,1885,1,8,202000,1,10,80800,2,1012,6,,,,,,,70884,200001,,,,
1885,1,885,,1886,1,8,202000,1,10,80800,2,1012,6,,,,,,,70885,200001,,,,
1886,1,886,,1887,1,8,202000,1,10,80800,2,1012,6,,,,,,,70886,200001,,,,
1887,1,887,,1888,1,8,202000,1,10,80800,2,1012,6,,,,,,,70887,200001,,,,
1888,1,888,,1889,1,8,202000,1,10,80800,2,1012,6,,,,,,,70888,200001,,,,
1889,1,889,,1890,1,8,202000,1,10,80800,2,1012,6,,,,,,,70889,200001,,,,
1890,1,890,,1891,1,8,202000,1,10,80800,2,1012,6,,,,,,,70890,200001,,,,
1891,1,891,,1892,1,8,202000,1,10,80800,2,1012,6,,,,,,,70891,200001,,,,
1892,1,892,,1893,1,8,202000,1,10,80800,2,1012,6,,,,,,,70892,200001,,,,
1893,1,893,,1894,1,8,202000,1,10,80800,2,1012,6,,,,,,,70893,200001,,,,
1894,1,894,,1895,1,8,202000,1,10,80800,2,1012,6,,,,,,,70894,200001,,,,
1895,1,895,,1896,1,8,202000,1,10,80800,2,1012,6,,,,,,,70895,200001,,,,
1896,1,896,,1897,1,8,202000,1,10,80800,2,1012,6,,,,,,,70896,200001,,,,
1897,1,897,,1898,1,8,202000,1,10,80800,2,1012,6,,,,,,,70897,200001,,,,
1898,1,898,,1899,1,8,202000,1,10,80800,2,1012,6,,,,,,,70898,200001,,,,
1899,1,899,,1900,1,8,202000,1,10,80800,2,1012,6,,,,,,,70899,200001,,,,
1900,1,900,,1901,1,8,202000,1,10,80800,2,1012,6,,,,,,,70900,200001,,,,
1901,1,901,,1902,1,8,202000,1,10,80800,2,1012,6,,,,,,,70901,200001,,,,
1902,1,902,,1903,1,8,202000,1,10,80800,2,1012,6,,,,,,,70902,200001,,,,
1903,1,903,,1904,1,8,202000,1,10,80800,2,1012,6,,,,,,,70903,200001,,,,
1904,1,904,,1905,1,8,202000,1,10,80800,2,1012,6,,,,,,,70904,200001,,,,
1905,1,905,,1906,1,8,202000,1,10,80800,2,1012,6,,,,,,,70905,200001,,,,
1906,1,906,,1907,1,8,202000,1,10,80800,2,1012,6,,,,,,,70906,200001,,,,
1907,1,907,,1908,1,8,202000,1,10,80800,2,1012,6,,,,,,,70907,200001,,,,
1908,1,908,,1909,1,8,202000,1,10,80800,2,1012,6,,,,,,,70908,200001,,,,
1909,1,909,,1910,1,8,202000,1,10,80800,2,1012,6,,,,,,,70909,200001,,,,
1910,1,910,,1911,1,8,202000,1,10,80800,2,1012,6,,,,,,,70910,200001,,,,
1911,1,911,,1912,1,8,202000,1,10,80800,2,1012,6,,,,,,,70911,200001,,,,
1912,1,912,,1913,1,8,202000,1,10,80800,2,1012,6,,,,,,,70912,200001,,,,
1913,1,913,,1914,1,8,202000,1,10,80800,2,1012,6,,,,,,,70913,200001,,,,
1914,1,914,,1915,1,8,202000,1,10,80800,2,1012,6,,,,,,,70914,200001,,,,
1915,1,915,,1916,1,8,202000,1,10,80800,2,1012,6,,,,,,,70915,200001,,,,
1916,1,916,,1917,1,8,202000,1,10,80800,2,1012,6,,,,,,,70916,200001,,,,
1917,1,917,,1918,1,8,202000,1,10,80800,2,1012,6,,,,,,,70917,200001,,,,
1918,1,918,,1919,1,8,202000,1,10,80800,2,1012,6,,,,,,,70918,200001,,,,
1919,1,919,,1920,1,8,202000,1,10,80800,2,1012,6,,,,,,,70919,200001,,,,
1920,1,920,,1921,1,8,202000,1,10,80800,2,1012,6,,,,,,,70920,200001,,,,
1921,1,921,,1922,1,8,202000,1,10,80800,2,1012,6,,,,,,,70921,200001,,,,
1922,1,922,,1923,1,8,202000,1,10,80800,2,1012,6,,,,,,,70922,200001,,,,
1923,1,923,,1924,1,8,202000,1,10,80800,2,1012,6,,,,,,,70923,200001,,,,
1924,1,924,,1925,1,8,202000,1,10,80800,2,1012,6,,,,,,,70924,200001,,,,
1925,1,925,,1926,1,8,202000,1,10,80800,2,1012,6,,,,,,,70925,200001,,,,
1926,1,926,,1927,1,8,202000,1,10,80800,2,1012,6,,,,,,,70926,200001,,,,
1927,1,927,,1928,1,8,202000,1,10,80800,2,1012,6,,,,,,,70927,200001,,,,
1928,1,928,,1929,1,8,202000,1,10,80800,2,1012,6,,,,,,,70928,200001,,,,
1929,1,929,,1930,1,8,202000,1,10,80800,2,1012,6,,,,,,,70929,200001,,,,
1930,1,930,,1931,1,8,202000,1,10,80800,2,1012,6,,,,,,,70930,200001,,,,
1931,1,931,,1932,1,8,202000,1,10,80800,2,1012,6,,,,,,,70931,200001,,,,
1932,1,932,,1933,1,8,202000,1,10,80800,2,1012,6,,,,,,,70932,200001,,,,
1933,1,933,,1934,1,8,202000,1,10,80800,2,1012,6,,,,,,,70933,200001,,,,
1934,1,934,,1935,1,8,202000,1,10,80800,2,1012,6,,,,,,,70934,200001,,,,
1935,1,935,,1936,1,8,202000,1,10,80800,2,1012,6,,,,,,,70935,200001,,,,
1936,1,936,,1937,1,8,202000,1,10,80800,2,1012,6,,,,,,,70936,200001,,,,
1937,1,937,,1938,1,8,202000,1,10,80800,2,1012,6,,,,,,,70937,200001,,,,
1938,1,938,,1939,1,8,202000,1,10,80800,2,1012,6,,,,,,,70938,200001,,,,
1939,1,939,,1940,1,8,202000,1,10,80800,2,1012,6,,,,,,,70939,200001,,,,
1940,1,940,,1941,1,8,202000,1,10,80800,2,1012,6,,,,,,,70940,200001,,,,
1941,1,941,,1942,1,8,202000,1,10,80800,2,1012,6,,,,,,,70941,200001,,,,
1942,1,942,,1943,1,8,202000,1,10,80800,2,1012,6,,,,,,,70942,200001,,,,
1943,1,943,,1944,1,8,202000,1,10,80800,2,1012,6,,,,,,,70943,200001,,,,
1944,1,944,,1945,1,8,202000,1,10,80800,2,1012,6,,,,,,,70944,200001,,,,
1945,1,945,,1946,1,8,202000,1,10,80800,2,1012,6,,,,,,,70945,200001,,,,
1946,1,946,,1947,1,8,202000,1,10,80800,2,1012,6,,,,,,,70946,200001,,,,
1947,1,947,,1948,1,8,202000,1,10,80800,2,1012,6,,,,,,,70947,200001,,,,
1948,1,948,,1949,1,8,202000,1,10,80800,2,1012,6,,,,,,,70948,200001,,,,
1949,1,949,,1950,1,8,202000,1,10,80800,2,1012,6,,,,,,,70949,200001,,,,
1950,1,950,,1951,1,8,202000,1,10,80800,2,1012,6,,,,,,,70950,200001,,,,
1951,1,951,,1952,1,8,202000,1,10,80800,2,1012,6,,,,,,,70951,200001,,,,
1952,1,952,,1953,1,8,202000,1,10,80800,2,1012,6,,,,,,,70952,200001,,,,
1953,1,953,,1954,1,8,202000,1,10,80800,2,1012,6,,,,,,,70953,200001,,,,
1954,1,954,,1955,1,8,202000,1,10,80800,2,1012,6,,,,,,,70954,200001,,,,
1955,1,955,,1956,1,8,202000,1,10,80800,2,1012,6,,,,,,,70955,200001,,,,
1956,1,956,,1957,1,8,202000,1,10,80800,2,1012,6,,,,,,,70956,200001,,,,
1957,1,957,,1958,1,8,202000,1,10,80800,2,1012,6,,,,,,,70957,200001,,,,
1958,1,958,,1959,1,8,202000,1,10,80800,2,1012,6,,,,,,,70958,200001,,,,
1959,1,959,,1960,1,8,202000,1,10,80800,2,1012,6,,,,,,,70959,200001,,,,
1960,1,960,,1961,1,8,202000,1,10,80800,2,1012,6,,,,,,,70960,200001,,,,
1961,1,961,,1962,1,8,202000,1,10,80800,2,1012,6,,,,,,,70961,200001,,,,
1962,1,962,,1963,1,8,202000,1,10,80800,2,1012,6,,,,,,,70962,200001,,,,
1963,1,963,,1964,1,8,202000,1,10,80800,2,1012,6,,,,,,,70963,200001,,,,
1964,1,964,,1965,1,8,202000,1,10,80800,2,1012,6,,,,,,,70964,200001,,,,
1965,1,965,,1966,1,8,202000,1,10,80800,2,1012,6,,,,,,,70965,200001,,,,
1966,1,966,,1967,1,8,202000,1,10,80800,2,1012,6,,,,,,,70966,200001,,,,
1967,1,967,,1968,1,8,202000,1,10,80800,2,1012,6,,,,,,,70967,200001,,,,
1968,1,968,,1969,1,8,202000,1,10,80800,2,1012,6,,,,,,,70968,200001,,,,
1969,1,969,,1970,1,8,202000,1,10,80800,2,1012,6,,,,,,,70969,200001,,,,
1970,1,970,,1971,1,8,202000,1,10,80800,2,1012,6,,,,,,,70970,200001,,,,
1971,1,971,,1972,1,8,202000,1,10,80800,2,1012,6,,,,,,,70971,200001,,,,
1972,1,972,,1973,1,8,202000,1,10,80800,2,1012,6,,,,,,,70972,200001,,,,
1973,1,973,,1974,1,8,202000,1,10,80800,2,1012,6,,,,,,,70973,200001,,,,
1974,1,974,,1975,1,8,202000,1,10,80800,2,1012,6,,,,,,,70974,200001,,,,
1975,1,975,,1976,1,8,202000,1,10,80800,2,1012,6,,,,,,,70975,200001,,,,
1976,1,976,,1977,1,8,202000,1,10,80800,2,1012,6,,,,,,,70976,200001,,,,
1977,1,977,,1978,1,8,202000,1,10,80800,2,1012,6,,,,,,,70977,200001,,,,
1978,1,978,,1979,1,8,202000,1,10,80800,2,1012,6,,,,,,,70978,200001,,,,
1979,1,979,,1980,1,8,202000,1,10,80800,2,1012,6,,,,,,,70979,200001,,,,
1980,1,980,,1981,1,8,202000,1,10,80800,2,1012,6,,,,,,,70980,200001,,,,
1981,1,981,,1982,1,8,202000,1,10,80800,2,1012,6,,,,,,,70981,200001,,,,
1982,1,982,,1983,1,8,202000,1,10,80800,2,1012,6,,,,,,,70982,200001,,,,
1983,1,983,,1984,1,8,202000,1,10,80800,2,1012,6,,,,,,,70983,200001,,,,
1984,1,984,,1985,1,8,202000,1,10,80800,2,1012,6,,,,,,,70984,200001,,,,
1985,1,985,,1986,1,8,202000,1,10,80800,2,1012,6,,,,,,,70985,200001,,,,
1986,1,986,,1987,1,8,202000,1,10,80800,2,1012,6,,,,,,,70986,200001,,,,
1987,1,987,,1988,1,8,202000,1,10,80800,2,1012,6,,,,,,,70987,200001,,,,
1988,1,988,,1989,1,8,202000,1,10,80800,2,1012,6,,,,,,,70988,200001,,,,
1989,1,989,,1990,1,8,202000,1,10,80800,2,1012,6,,,,,,,70989,200001,,,,
1990,1,990,,1991,1,8,202000,1,10,80800,2,1012,6,,,,,,,70990,200001,,,,
1991,1,991,,1992,1,8,202000,1,10,80800,2,1012,6,,,,,,,70991,200001,,,,
1992,1,992,,1993,1,8,202000,1,10,80800,2,1012,6,,,,,,,70992,200001,,,,
1993,1,993,,1994,1,8,202000,1,10,80800,2,1012,6,,,,,,,70993,200001,,,,
1994,1,994,,1995,1,8,202000,1,10,80800,2,1012,6,,,,,,,70994,200001,,,,
1995,1,995,,1996,1,8,202000,1,10,80800,2,1012,6,,,,,,,70995,200001,,,,
1996,1,996,,1997,1,8,202000,1,10,80800,2,1012,6,,,,,,,70996,200001,,,,
1997,1,997,,1998,1,8,202000,1,10,80800,2,1012,6,,,,,,,70997,200001,,,,
1998,1,998,,1999,1,8,202000,1,10,80800,2,1012,6,,,,,,,70998,200001,,,,
1999,1,999,,2000,1,8,202000,1,10,80800,2,1012,6,,,,,,,70999,200001,,,,
2000,1,1000,,2001,1,8,202000,1,10,80800,2,1012,6,,,,,,,71000,200001,,,,
2001,1,1001,,2002,1,8,202000,1,10,80800,2,1012,8,,,,,,,71001,200001,,,,
2002,1,1002,,2003,1,8,202000,1,10,80800,2,1012,8,,,,,,,71002,200001,,,,
2003,1,1003,,2004,1,8,202000,1,10,80800,2,1012,8,,,,,,,71003,200001,,,,
