id,type,stageNum,nextStageID,passAwards-type-1,passAwards-id-1,passAwards-value-1,passAwards-type-2,passAwards-id-2,passAwards-value-2,passAwards-type-3,passAwards-id-3,passAwards-value-3,passAwards-type-4,passAwards-id-4,passAwards-value-4,passAwards-type-5,passAwards-id-5,passAwards-value-5,battleId,battleScene,searchAwards-type-1,searchAwards-id-1,searchAwards-value-1,searchAwards-type-2,searchAwards-id-2,searchAwards-value-2,robSuccessAwards-type-1,robSuccessAwards-id-1,robSuccessAwards-value-1,robSuccessAwards-type-2,robSuccessAwards-id-2,robSuccessAwards-value-2,robFailAwards-type-1,robFailAwards-id-1,robFailAwards-value-1,robFailAwards-type-2,robFailAwards-id-2,robFailAwards-value-2,
1498,1,498,1499,1,8,29850,2,1115,48,,,,,,,,,,100498,250000,2,1115,85,2,14101,5,2,1115,17,1,8,170000,2,1115,9,1,8,85000,
1499,1,499,1500,1,8,29900,2,1115,48,,,,,,,,,,100499,250000,2,1115,85,2,14101,5,2,1115,17,1,8,170000,2,1115,9,1,8,85000,
1500,1,500,1501,1,8,29950,2,1115,48,,,,,,,,,,100500,250000,2,1115,85,2,14101,5,2,1115,17,1,8,170000,2,1115,9,1,8,85000,
1501,1,501,1502,1,8,30000,2,1115,50,,,,,,,,,,100501,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1502,1,502,1503,1,8,30050,2,1115,50,,,,,,,,,,100502,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1503,1,503,1504,1,8,30100,2,1115,50,,,,,,,,,,100503,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1504,1,504,1505,1,8,30150,2,1115,50,,,,,,,,,,100504,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1505,1,505,1506,1,8,30200,2,1115,50,,,,,,,,,,100505,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1506,1,506,1507,1,8,30250,2,1115,50,,,,,,,,,,100506,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1507,1,507,1508,1,8,30300,2,1115,50,,,,,,,,,,100507,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1508,1,508,1509,1,8,30350,2,1115,50,,,,,,,,,,100508,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1509,1,509,1510,1,8,30400,2,1115,50,,,,,,,,,,100509,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1510,1,510,1511,1,8,30450,2,1115,50,,,,,,,,,,100510,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1511,1,511,1512,1,8,30500,2,1115,50,,,,,,,,,,100511,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1512,1,512,1513,1,8,30550,2,1115,50,,,,,,,,,,100512,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1513,1,513,1514,1,8,30600,2,1115,50,,,,,,,,,,100513,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1514,1,514,1515,1,8,30650,2,1115,50,,,,,,,,,,100514,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1515,1,515,1516,1,8,30700,2,1115,50,,,,,,,,,,100515,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1516,1,516,1517,1,8,30750,2,1115,50,,,,,,,,,,100516,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1517,1,517,1518,1,8,30800,2,1115,50,,,,,,,,,,100517,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1518,1,518,1519,1,8,30850,2,1115,50,,,,,,,,,,100518,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1519,1,519,1520,1,8,30900,2,1115,50,,,,,,,,,,100519,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1520,1,520,1521,1,8,30950,2,1115,50,,,,,,,,,,100520,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1521,1,521,1522,1,8,31000,2,1115,50,,,,,,,,,,100521,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1522,1,522,1523,1,8,31050,2,1115,50,,,,,,,,,,100522,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1523,1,523,1524,1,8,31100,2,1115,50,,,,,,,,,,100523,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1524,1,524,1525,1,8,31150,2,1115,50,,,,,,,,,,100524,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1525,1,525,1526,1,8,31200,2,1115,50,,,,,,,,,,100525,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1526,1,526,1527,1,8,31250,2,1115,50,,,,,,,,,,100526,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1527,1,527,1528,1,8,31300,2,1115,50,,,,,,,,,,100527,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1528,1,528,1529,1,8,31350,2,1115,50,,,,,,,,,,100528,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1529,1,529,1530,1,8,31400,2,1115,50,,,,,,,,,,100529,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1530,1,530,1531,1,8,31450,2,1115,50,,,,,,,,,,100530,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1531,1,531,1532,1,8,31500,2,1115,50,,,,,,,,,,100531,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1532,1,532,1533,1,8,31550,2,1115,50,,,,,,,,,,100532,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1533,1,533,1534,1,8,31600,2,1115,50,,,,,,,,,,100533,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1534,1,534,1535,1,8,31650,2,1115,50,,,,,,,,,,100534,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1535,1,535,1536,1,8,31700,2,1115,50,,,,,,,,,,100535,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1536,1,536,1537,1,8,31750,2,1115,50,,,,,,,,,,100536,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1537,1,537,1538,1,8,31800,2,1115,50,,,,,,,,,,100537,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1538,1,538,1539,1,8,31850,2,1115,50,,,,,,,,,,100538,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1539,1,539,1540,1,8,31900,2,1115,50,,,,,,,,,,100539,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1540,1,540,1541,1,8,31950,2,1115,50,,,,,,,,,,100540,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1541,1,541,1542,1,8,32000,2,1115,50,,,,,,,,,,100541,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1542,1,542,1543,1,8,32050,2,1115,50,,,,,,,,,,100542,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1543,1,543,1544,1,8,32100,2,1115,50,,,,,,,,,,100543,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1544,1,544,1545,1,8,32150,2,1115,50,,,,,,,,,,100544,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1545,1,545,1546,1,8,32200,2,1115,50,,,,,,,,,,100545,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1546,1,546,1547,1,8,32250,2,1115,50,,,,,,,,,,100546,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1547,1,547,1548,1,8,32300,2,1115,50,,,,,,,,,,100547,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1548,1,548,1549,1,8,32350,2,1115,50,,,,,,,,,,100548,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1549,1,549,1550,1,8,32400,2,1115,50,,,,,,,,,,100549,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1550,1,550,1551,1,8,32450,2,1115,50,,,,,,,,,,100550,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1551,1,551,1552,1,8,32500,2,1115,50,,,,,,,,,,100551,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1552,1,552,1553,1,8,32550,2,1115,50,,,,,,,,,,100552,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1553,1,553,1554,1,8,32600,2,1115,50,,,,,,,,,,100553,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1554,1,554,1555,1,8,32650,2,1115,50,,,,,,,,,,100554,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1555,1,555,1556,1,8,32700,2,1115,50,,,,,,,,,,100555,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1556,1,556,1557,1,8,32750,2,1115,50,,,,,,,,,,100556,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1557,1,557,1558,1,8,32800,2,1115,50,,,,,,,,,,100557,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1558,1,558,1559,1,8,32850,2,1115,50,,,,,,,,,,100558,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1559,1,559,1560,1,8,32900,2,1115,50,,,,,,,,,,100559,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1560,1,560,1561,1,8,32950,2,1115,50,,,,,,,,,,100560,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1561,1,561,1562,1,8,33000,2,1115,50,,,,,,,,,,100561,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1562,1,562,1563,1,8,33050,2,1115,50,,,,,,,,,,100562,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1563,1,563,1564,1,8,33100,2,1115,50,,,,,,,,,,100563,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1564,1,564,1565,1,8,33150,2,1115,50,,,,,,,,,,100564,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1565,1,565,1566,1,8,33200,2,1115,50,,,,,,,,,,100565,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1566,1,566,1567,1,8,33250,2,1115,50,,,,,,,,,,100566,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1567,1,567,1568,1,8,33300,2,1115,50,,,,,,,,,,100567,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1568,1,568,1569,1,8,33350,2,1115,50,,,,,,,,,,100568,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1569,1,569,1570,1,8,33400,2,1115,50,,,,,,,,,,100569,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1570,1,570,1571,1,8,33450,2,1115,50,,,,,,,,,,100570,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1571,1,571,1572,1,8,33500,2,1115,50,,,,,,,,,,100571,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1572,1,572,1573,1,8,33550,2,1115,50,,,,,,,,,,100572,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1573,1,573,1574,1,8,33600,2,1115,50,,,,,,,,,,100573,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1574,1,574,1575,1,8,33650,2,1115,50,,,,,,,,,,100574,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1575,1,575,1576,1,8,33700,2,1115,50,,,,,,,,,,100575,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1576,1,576,1577,1,8,33750,2,1115,50,,,,,,,,,,100576,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1577,1,577,1578,1,8,33800,2,1115,50,,,,,,,,,,100577,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1578,1,578,1579,1,8,33850,2,1115,50,,,,,,,,,,100578,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1579,1,579,1580,1,8,33900,2,1115,50,,,,,,,,,,100579,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1580,1,580,1581,1,8,33950,2,1115,50,,,,,,,,,,100580,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1581,1,581,1582,1,8,34000,2,1115,50,,,,,,,,,,100581,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1582,1,582,1583,1,8,34050,2,1115,50,,,,,,,,,,100582,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1583,1,583,1584,1,8,34100,2,1115,50,,,,,,,,,,100583,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1584,1,584,1585,1,8,34150,2,1115,50,,,,,,,,,,100584,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1585,1,585,1586,1,8,34200,2,1115,50,,,,,,,,,,100585,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1586,1,586,1587,1,8,34250,2,1115,50,,,,,,,,,,100586,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1587,1,587,1588,1,8,34300,2,1115,50,,,,,,,,,,100587,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1588,1,588,1589,1,8,34350,2,1115,50,,,,,,,,,,100588,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1589,1,589,1590,1,8,34400,2,1115,50,,,,,,,,,,100589,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1590,1,590,1591,1,8,34450,2,1115,50,,,,,,,,,,100590,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1591,1,591,1592,1,8,34500,2,1115,50,,,,,,,,,,100591,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1592,1,592,1593,1,8,34550,2,1115,50,,,,,,,,,,100592,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1593,1,593,1594,1,8,34600,2,1115,50,,,,,,,,,,100593,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1594,1,594,1595,1,8,34650,2,1115,50,,,,,,,,,,100594,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1595,1,595,1596,1,8,34700,2,1115,50,,,,,,,,,,100595,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1596,1,596,1597,1,8,34750,2,1115,50,,,,,,,,,,100596,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1597,1,597,1598,1,8,34800,2,1115,50,,,,,,,,,,100597,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1598,1,598,1599,1,8,34850,2,1115,50,,,,,,,,,,100598,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1599,1,599,1600,1,8,34900,2,1115,50,,,,,,,,,,100599,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1600,1,600,1601,1,8,34950,2,1115,50,,,,,,,,,,100600,250000,2,1115,95,2,14101,5,2,1115,19,1,8,190000,2,1115,10,1,8,95000,
1601,1,601,1602,1,8,35000,2,1115,52,,,,,,,,,,100601,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1602,1,602,1603,1,8,35050,2,1115,52,,,,,,,,,,100602,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1603,1,603,1604,1,8,35100,2,1115,52,,,,,,,,,,100603,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1604,1,604,1605,1,8,35150,2,1115,52,,,,,,,,,,100604,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1605,1,605,1606,1,8,35200,2,1115,52,,,,,,,,,,100605,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1606,1,606,1607,1,8,35250,2,1115,52,,,,,,,,,,100606,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1607,1,607,1608,1,8,35300,2,1115,52,,,,,,,,,,100607,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1608,1,608,1609,1,8,35350,2,1115,52,,,,,,,,,,100608,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1609,1,609,1610,1,8,35400,2,1115,52,,,,,,,,,,100609,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1610,1,610,1611,1,8,35450,2,1115,52,,,,,,,,,,100610,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1611,1,611,1612,1,8,35500,2,1115,52,,,,,,,,,,100611,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1612,1,612,1613,1,8,35550,2,1115,52,,,,,,,,,,100612,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1613,1,613,1614,1,8,35600,2,1115,52,,,,,,,,,,100613,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1614,1,614,1615,1,8,35650,2,1115,52,,,,,,,,,,100614,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1615,1,615,1616,1,8,35700,2,1115,52,,,,,,,,,,100615,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1616,1,616,1617,1,8,35750,2,1115,52,,,,,,,,,,100616,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1617,1,617,1618,1,8,35800,2,1115,52,,,,,,,,,,100617,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1618,1,618,1619,1,8,35850,2,1115,52,,,,,,,,,,100618,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1619,1,619,1620,1,8,35900,2,1115,52,,,,,,,,,,100619,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1620,1,620,1621,1,8,35950,2,1115,52,,,,,,,,,,100620,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1621,1,621,1622,1,8,36000,2,1115,52,,,,,,,,,,100621,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1622,1,622,1623,1,8,36050,2,1115,52,,,,,,,,,,100622,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1623,1,623,1624,1,8,36100,2,1115,52,,,,,,,,,,100623,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1624,1,624,1625,1,8,36150,2,1115,52,,,,,,,,,,100624,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1625,1,625,1626,1,8,36200,2,1115,52,,,,,,,,,,100625,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1626,1,626,1627,1,8,36250,2,1115,52,,,,,,,,,,100626,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1627,1,627,1628,1,8,36300,2,1115,52,,,,,,,,,,100627,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1628,1,628,1629,1,8,36350,2,1115,52,,,,,,,,,,100628,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1629,1,629,1630,1,8,36400,2,1115,52,,,,,,,,,,100629,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1630,1,630,1631,1,8,36450,2,1115,52,,,,,,,,,,100630,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1631,1,631,1632,1,8,36500,2,1115,52,,,,,,,,,,100631,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1632,1,632,1633,1,8,36550,2,1115,52,,,,,,,,,,100632,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1633,1,633,1634,1,8,36600,2,1115,52,,,,,,,,,,100633,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1634,1,634,1635,1,8,36650,2,1115,52,,,,,,,,,,100634,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1635,1,635,1636,1,8,36700,2,1115,52,,,,,,,,,,100635,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1636,1,636,1637,1,8,36750,2,1115,52,,,,,,,,,,100636,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1637,1,637,1638,1,8,36800,2,1115,52,,,,,,,,,,100637,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1638,1,638,1639,1,8,36850,2,1115,52,,,,,,,,,,100638,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1639,1,639,1640,1,8,36900,2,1115,52,,,,,,,,,,100639,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1640,1,640,1641,1,8,36950,2,1115,52,,,,,,,,,,100640,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1641,1,641,1642,1,8,37000,2,1115,52,,,,,,,,,,100641,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1642,1,642,1643,1,8,37050,2,1115,52,,,,,,,,,,100642,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1643,1,643,1644,1,8,37100,2,1115,52,,,,,,,,,,100643,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1644,1,644,1645,1,8,37150,2,1115,52,,,,,,,,,,100644,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1645,1,645,1646,1,8,37200,2,1115,52,,,,,,,,,,100645,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1646,1,646,1647,1,8,37250,2,1115,52,,,,,,,,,,100646,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1647,1,647,1648,1,8,37300,2,1115,52,,,,,,,,,,100647,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1648,1,648,1649,1,8,37350,2,1115,52,,,,,,,,,,100648,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1649,1,649,1650,1,8,37400,2,1115,52,,,,,,,,,,100649,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1650,1,650,1651,1,8,37450,2,1115,52,,,,,,,,,,100650,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1651,1,651,1652,1,8,37500,2,1115,52,,,,,,,,,,100651,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1652,1,652,1653,1,8,37550,2,1115,52,,,,,,,,,,100652,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1653,1,653,1654,1,8,37600,2,1115,52,,,,,,,,,,100653,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1654,1,654,1655,1,8,37650,2,1115,52,,,,,,,,,,100654,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1655,1,655,1656,1,8,37700,2,1115,52,,,,,,,,,,100655,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1656,1,656,1657,1,8,37750,2,1115,52,,,,,,,,,,100656,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1657,1,657,1658,1,8,37800,2,1115,52,,,,,,,,,,100657,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1658,1,658,1659,1,8,37850,2,1115,52,,,,,,,,,,100658,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1659,1,659,1660,1,8,37900,2,1115,52,,,,,,,,,,100659,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1660,1,660,1661,1,8,37950,2,1115,52,,,,,,,,,,100660,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1661,1,661,1662,1,8,38000,2,1115,52,,,,,,,,,,100661,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1662,1,662,1663,1,8,38050,2,1115,52,,,,,,,,,,100662,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
1663,1,663,1664,1,8,38100,2,1115,52,,,,,,,,,,100663,250000,2,1115,110,2,14101,5,2,1115,22,1,8,220000,2,1115,11,1,8,110000,
