chapterId,freeClick,lowClick,highClick,vipFree%1,vipFree%2,vipFree%3,vipFree%4,vipFree%5,vipFree%6,vipFree%7,vipFree%8,vipFree%9,vipFree%10,vipFree%11,vipFree%12,vipFree%13,vipFree%14,vipFree%15,vipFree%16,vipFree%17,vipFree%18,vipFree%19,vipFree%20,vipLow%1,vipLow%2,vipLow%3,vipLow%4,vipLow%5,vipLow%6,vipLow%7,vipLow%8,vipLow%9,vipLow%10,vipLow%11,vipLow%12,vipLow%13,vipLow%14,vipLow%15,vipLow%16,vipLow%17,vipLow%18,vipLow%19,vipLow%20,vipHigh%1,vipHigh%2,vipHigh%3,vipHigh%4,vipHigh%5,vipHigh%6,vipHigh%7,vipHigh%8,vipHigh%9,vipHigh%10,vipHigh%11,vipHigh%12,vipHigh%13,vipHigh%14,vipHigh%15,vipHigh%16,vipHigh%17,vipHigh%18,vipHigh%19,vipHigh%20,
291,70000,140000,350000,84000,91000,98000,112000,126000,140000,154000,168000,182000,196000,210000,224000,238000,252000,266000,280000,294000,308000,322000,336000,168000,182000,196000,224000,252000,280000,308000,336000,364000,392000,420000,448000,476000,504000,532000,560000,588000,616000,644000,672000,420000,455000,490000,560000,630000,700000,770000,840000,910000,980000,1050000,1120000,1190000,1260000,1330000,1400000,1470000,1540000,1610000,1680000,
292,70200,140400,351000,84240,91260,98280,112320,126360,140400,154440,168480,182520,196560,210600,224640,238680,252720,266760,280800,294840,308880,322920,336960,168480,182520,196560,224640,252720,280800,308880,336960,365040,393120,421200,449280,477360,505440,533520,561600,589680,617760,645840,673920,421200,456300,491400,561600,631800,702000,772200,842400,912600,982800,1053000,1123200,1193400,1263600,1333800,1404000,1474200,1544400,1614600,1684800,
293,70400,140800,352000,84480,91520,98560,112640,126720,140800,154880,168960,183040,197120,211200,225280,239360,253440,267520,281600,295680,309760,323840,337920,168960,183040,197120,225280,253440,281600,309760,337920,366080,394240,422400,450560,478720,506880,535040,563200,591360,619520,647680,675840,422400,457600,492800,563200,633600,704000,774400,844800,915200,985600,1056000,1126400,1196800,1267200,1337600,1408000,1478400,1548800,1619200,1689600,
294,70600,141200,353000,84720,91780,98840,112960,127080,141200,155320,169440,183560,197680,211800,225920,240040,254160,268280,282400,296520,310640,324760,338880,169440,183560,197680,225920,254160,282400,310640,338880,367120,395360,423600,451840,480080,508320,536560,564800,593040,621280,649520,677760,423600,458900,494200,564800,635400,706000,776600,847200,917800,988400,1059000,1129600,1200200,1270800,1341400,1412000,1482600,1553200,1623800,1694400,
295,70800,141600,354000,84960,92040,99120,113280,127440,141600,155760,169920,184080,198240,212400,226560,240720,254880,269040,283200,297360,311520,325680,339840,169920,184080,198240,226560,254880,283200,311520,339840,368160,396480,424800,453120,481440,509760,538080,566400,594720,623040,651360,679680,424800,460200,495600,566400,637200,708000,778800,849600,920400,991200,1062000,1132800,1203600,1274400,1345200,1416000,1486800,1557600,1628400,1699200,
296,71000,142000,355000,85200,92300,99400,113600,127800,142000,156200,170400,184600,198800,213000,227200,241400,255600,269800,284000,298200,312400,326600,340800,170400,184600,198800,227200,255600,284000,312400,340800,369200,397600,426000,454400,482800,511200,539600,568000,596400,624800,653200,681600,426000,461500,497000,568000,639000,710000,781000,852000,923000,994000,1065000,1136000,1207000,1278000,1349000,1420000,1491000,1562000,1633000,1704000,
297,71200,142400,356000,85440,92560,99680,113920,128160,142400,156640,170880,185120,199360,213600,227840,242080,256320,270560,284800,299040,313280,327520,341760,170880,185120,199360,227840,256320,284800,313280,341760,370240,398720,427200,455680,484160,512640,541120,569600,598080,626560,655040,683520,427200,462800,498400,569600,640800,712000,783200,854400,925600,996800,1068000,1139200,1210400,1281600,1352800,1424000,1495200,1566400,1637600,1708800,
298,71400,142800,357000,85680,92820,99960,114240,128520,142800,157080,171360,185640,199920,214200,228480,242760,257040,271320,285600,299880,314160,328440,342720,171360,185640,199920,228480,257040,285600,314160,342720,371280,399840,428400,456960,485520,514080,542640,571200,599760,628320,656880,685440,428400,464100,499800,571200,642600,714000,785400,856800,928200,999600,1071000,1142400,1213800,1285200,1356600,1428000,1499400,1570800,1642200,1713600,
299,71600,143200,358000,85920,93080,100240,114560,128880,143200,157520,171840,186160,200480,214800,229120,243440,257760,272080,286400,300720,315040,329360,343680,171840,186160,200480,229120,257760,286400,315040,343680,372320,400960,429600,458240,486880,515520,544160,572800,601440,630080,658720,687360,429600,465400,501200,572800,644400,716000,787600,859200,930800,1002400,1074000,1145600,1217200,1288800,1360400,1432000,1503600,1575200,1646800,1718400,
300,71800,143600,359000,86160,93340,100520,114880,129240,143600,157960,172320,186680,201040,215400,229760,244120,258480,272840,287200,301560,315920,330280,344640,172320,186680,201040,229760,258480,287200,315920,344640,373360,402080,430800,459520,488240,516960,545680,574400,603120,631840,660560,689280,430800,466700,502600,574400,646200,718000,789800,861600,933400,1005200,1077000,1148800,1220600,1292400,1364200,1436000,1507800,1579600,1651400,1723200,
301,72000,144000,360000,86400,93600,100800,115200,129600,144000,158400,172800,187200,201600,216000,230400,244800,259200,273600,288000,302400,316800,331200,345600,172800,187200,201600,230400,259200,288000,316800,345600,374400,403200,432000,460800,489600,518400,547200,576000,604800,633600,662400,691200,432000,468000,504000,576000,648000,720000,792000,864000,936000,1008000,1080000,1152000,1224000,1296000,1368000,1440000,1512000,1584000,1656000,1728000,
302,72200,144400,361000,86640,93860,101080,115520,129960,144400,158840,173280,187720,202160,216600,231040,245480,259920,274360,288800,303240,317680,332120,346560,173280,187720,202160,231040,259920,288800,317680,346560,375440,404320,433200,462080,490960,519840,548720,577600,606480,635360,664240,693120,433200,469300,505400,577600,649800,722000,794200,866400,938600,1010800,1083000,1155200,1227400,1299600,1371800,1444000,1516200,1588400,1660600,1732800,
303,72400,144800,362000,86880,94120,101360,115840,130320,144800,159280,173760,188240,202720,217200,231680,246160,260640,275120,289600,304080,318560,333040,347520,173760,188240,202720,231680,260640,289600,318560,347520,376480,405440,434400,463360,492320,521280,550240,579200,608160,637120,666080,695040,434400,470600,506800,579200,651600,724000,796400,868800,941200,1013600,1086000,1158400,1230800,1303200,1375600,1448000,1520400,1592800,1665200,1737600,
304,72600,145200,363000,87120,94380,101640,116160,130680,145200,159720,174240,188760,203280,217800,232320,246840,261360,275880,290400,304920,319440,333960,348480,174240,188760,203280,232320,261360,290400,319440,348480,377520,406560,435600,464640,493680,522720,551760,580800,609840,638880,667920,696960,435600,471900,508200,580800,653400,726000,798600,871200,943800,1016400,1089000,1161600,1234200,1306800,1379400,1452000,1524600,1597200,1669800,1742400,
305,72800,145600,364000,87360,94640,101920,116480,131040,145600,160160,174720,189280,203840,218400,232960,247520,262080,276640,291200,305760,320320,334880,349440,174720,189280,203840,232960,262080,291200,320320,349440,378560,407680,436800,465920,495040,524160,553280,582400,611520,640640,669760,698880,436800,473200,509600,582400,655200,728000,800800,873600,946400,1019200,1092000,1164800,1237600,1310400,1383200,1456000,1528800,1601600,1674400,1747200,
306,73000,146000,365000,87600,94900,102200,116800,131400,146000,160600,175200,189800,204400,219000,233600,248200,262800,277400,292000,306600,321200,335800,350400,175200,189800,204400,233600,262800,292000,321200,350400,379600,408800,438000,467200,496400,525600,554800,584000,613200,642400,671600,700800,438000,474500,511000,584000,657000,730000,803000,876000,949000,1022000,1095000,1168000,1241000,1314000,1387000,1460000,1533000,1606000,1679000,1752000,
307,73200,146400,366000,87840,95160,102480,117120,131760,146400,161040,175680,190320,204960,219600,234240,248880,263520,278160,292800,307440,322080,336720,351360,175680,190320,204960,234240,263520,292800,322080,351360,380640,409920,439200,468480,497760,527040,556320,585600,614880,644160,673440,702720,439200,475800,512400,585600,658800,732000,805200,878400,951600,1024800,1098000,1171200,1244400,1317600,1390800,1464000,1537200,1610400,1683600,1756800,
308,73400,146800,367000,88080,95420,102760,117440,132120,146800,161480,176160,190840,205520,220200,234880,249560,264240,278920,293600,308280,322960,337640,352320,176160,190840,205520,234880,264240,293600,322960,352320,381680,411040,440400,469760,499120,528480,557840,587200,616560,645920,675280,704640,440400,477100,513800,587200,660600,734000,807400,880800,954200,1027600,1101000,1174400,1247800,1321200,1394600,1468000,1541400,1614800,1688200,1761600,
309,73600,147200,368000,88320,95680,103040,117760,132480,147200,161920,176640,191360,206080,220800,235520,250240,264960,279680,294400,309120,323840,338560,353280,176640,191360,206080,235520,264960,294400,323840,353280,382720,412160,441600,471040,500480,529920,559360,588800,618240,647680,677120,706560,441600,478400,515200,588800,662400,736000,809600,883200,956800,1030400,1104000,1177600,1251200,1324800,1398400,1472000,1545600,1619200,1692800,1766400,
310,73800,147600,369000,88560,95940,103320,118080,132840,147600,162360,177120,191880,206640,221400,236160,250920,265680,280440,295200,309960,324720,339480,354240,177120,191880,206640,236160,265680,295200,324720,354240,383760,413280,442800,472320,501840,531360,560880,590400,619920,649440,678960,708480,442800,479700,516600,590400,664200,738000,811800,885600,959400,1033200,1107000,1180800,1254600,1328400,1402200,1476000,1549800,1623600,1697400,1771200,
311,74000,148000,370000,88800,96200,103600,118400,133200,148000,162800,177600,192400,207200,222000,236800,251600,266400,281200,296000,310800,325600,340400,355200,177600,192400,207200,236800,266400,296000,325600,355200,384800,414400,444000,473600,503200,532800,562400,592000,621600,651200,680800,710400,444000,481000,518000,592000,666000,740000,814000,888000,962000,1036000,1110000,1184000,1258000,1332000,1406000,1480000,1554000,1628000,1702000,1776000,
312,74200,148400,371000,89040,96460,103880,118720,133560,148400,163240,178080,192920,207760,222600,237440,252280,267120,281960,296800,311640,326480,341320,356160,178080,192920,207760,237440,267120,296800,326480,356160,385840,415520,445200,474880,504560,534240,563920,593600,623280,652960,682640,712320,445200,482300,519400,593600,667800,742000,816200,890400,964600,1038800,1113000,1187200,1261400,1335600,1409800,1484000,1558200,1632400,1706600,1780800,
313,74400,148800,372000,89280,96720,104160,119040,133920,148800,163680,178560,193440,208320,223200,238080,252960,267840,282720,297600,312480,327360,342240,357120,178560,193440,208320,238080,267840,297600,327360,357120,386880,416640,446400,476160,505920,535680,565440,595200,624960,654720,684480,714240,446400,483600,520800,595200,669600,744000,818400,892800,967200,1041600,1116000,1190400,1264800,1339200,1413600,1488000,1562400,1636800,1711200,1785600,
314,74600,149200,373000,89520,96980,104440,119360,134280,149200,164120,179040,193960,208880,223800,238720,253640,268560,283480,298400,313320,328240,343160,358080,179040,193960,208880,238720,268560,298400,328240,358080,387920,417760,447600,477440,507280,537120,566960,596800,626640,656480,686320,716160,447600,484900,522200,596800,671400,746000,820600,895200,969800,1044400,1119000,1193600,1268200,1342800,1417400,1492000,1566600,1641200,1715800,1790400,
315,74800,149600,374000,89760,97240,104720,119680,134640,149600,164560,179520,194480,209440,224400,239360,254320,269280,284240,299200,314160,329120,344080,359040,179520,194480,209440,239360,269280,299200,329120,359040,388960,418880,448800,478720,508640,538560,568480,598400,628320,658240,688160,718080,448800,486200,523600,598400,673200,748000,822800,897600,972400,1047200,1122000,1196800,1271600,1346400,1421200,1496000,1570800,1645600,1720400,1795200,
316,75000,150000,375000,90000,97500,105000,120000,135000,150000,165000,180000,195000,210000,225000,240000,255000,270000,285000,300000,315000,330000,345000,360000,180000,195000,210000,240000,270000,300000,330000,360000,390000,420000,450000,480000,510000,540000,570000,600000,630000,660000,690000,720000,450000,487500,525000,600000,675000,750000,825000,900000,975000,1050000,1125000,1200000,1275000,1350000,1425000,1500000,1575000,1650000,1725000,1800000,
317,75200,150400,376000,90240,97760,105280,120320,135360,150400,165440,180480,195520,210560,225600,240640,255680,270720,285760,300800,315840,330880,345920,360960,180480,195520,210560,240640,270720,300800,330880,360960,391040,421120,451200,481280,511360,541440,571520,601600,631680,661760,691840,721920,451200,488800,526400,601600,676800,752000,827200,902400,977600,1052800,1128000,1203200,1278400,1353600,1428800,1504000,1579200,1654400,1729600,1804800,
318,75400,150800,377000,90480,98020,105560,120640,135720,150800,165880,180960,196040,211120,226200,241280,256360,271440,286520,301600,316680,331760,346840,361920,180960,196040,211120,241280,271440,301600,331760,361920,392080,422240,452400,482560,512720,542880,573040,603200,633360,663520,693680,723840,452400,490100,527800,603200,678600,754000,829400,904800,980200,1055600,1131000,1206400,1281800,1357200,1432600,1508000,1583400,1658800,1734200,1809600,
319,75600,151200,378000,90720,98280,105840,120960,136080,151200,166320,181440,196560,211680,226800,241920,257040,272160,287280,302400,317520,332640,347760,362880,181440,196560,211680,241920,272160,302400,332640,362880,393120,423360,453600,483840,514080,544320,574560,604800,635040,665280,695520,725760,453600,491400,529200,604800,680400,756000,831600,907200,982800,1058400,1134000,1209600,1285200,1360800,1436400,1512000,1587600,1663200,1738800,1814400,
320,75800,151600,379000,90960,98540,106120,121280,136440,151600,166760,181920,197080,212240,227400,242560,257720,272880,288040,303200,318360,333520,348680,363840,181920,197080,212240,242560,272880,303200,333520,363840,394160,424480,454800,485120,515440,545760,576080,606400,636720,667040,697360,727680,454800,492700,530600,606400,682200,758000,833800,909600,985400,1061200,1137000,1212800,1288600,1364400,1440200,1516000,1591800,1667600,1743400,1819200,
321,76000,152000,380000,91200,98800,106400,121600,136800,152000,167200,182400,197600,212800,228000,243200,258400,273600,288800,304000,319200,334400,349600,364800,182400,197600,212800,243200,273600,304000,334400,364800,395200,425600,456000,486400,516800,547200,577600,608000,638400,668800,699200,729600,456000,494000,532000,608000,684000,760000,836000,912000,988000,1064000,1140000,1216000,1292000,1368000,1444000,1520000,1596000,1672000,1748000,1824000,
322,76200,152400,381000,91440,99060,106680,121920,137160,152400,167640,182880,198120,213360,228600,243840,259080,274320,289560,304800,320040,335280,350520,365760,182880,198120,213360,243840,274320,304800,335280,365760,396240,426720,457200,487680,518160,548640,579120,609600,640080,670560,701040,731520,457200,495300,533400,609600,685800,762000,838200,914400,990600,1066800,1143000,1219200,1295400,1371600,1447800,1524000,1600200,1676400,1752600,1828800,
323,76400,152800,382000,91680,99320,106960,122240,137520,152800,168080,183360,198640,213920,229200,244480,259760,275040,290320,305600,320880,336160,351440,366720,183360,198640,213920,244480,275040,305600,336160,366720,397280,427840,458400,488960,519520,550080,580640,611200,641760,672320,702880,733440,458400,496600,534800,611200,687600,764000,840400,916800,993200,1069600,1146000,1222400,1298800,1375200,1451600,1528000,1604400,1680800,1757200,1833600,
324,76600,153200,383000,91920,99580,107240,122560,137880,153200,168520,183840,199160,214480,229800,245120,260440,275760,291080,306400,321720,337040,352360,367680,183840,199160,214480,245120,275760,306400,337040,367680,398320,428960,459600,490240,520880,551520,582160,612800,643440,674080,704720,735360,459600,497900,536200,612800,689400,766000,842600,919200,995800,1072400,1149000,1225600,1302200,1378800,1455400,1532000,1608600,1685200,1761800,1838400,
325,76800,153600,384000,92160,99840,107520,122880,138240,153600,168960,184320,199680,215040,230400,245760,261120,276480,291840,307200,322560,337920,353280,368640,184320,199680,215040,245760,276480,307200,337920,368640,399360,430080,460800,491520,522240,552960,583680,614400,645120,675840,706560,737280,460800,499200,537600,614400,691200,768000,844800,921600,998400,1075200,1152000,1228800,1305600,1382400,1459200,1536000,1612800,1689600,1766400,1843200,
326,77000,154000,385000,92400,100100,107800,123200,138600,154000,169400,184800,200200,215600,231000,246400,261800,277200,292600,308000,323400,338800,354200,369600,184800,200200,215600,246400,277200,308000,338800,369600,400400,431200,462000,492800,523600,554400,585200,616000,646800,677600,708400,739200,462000,500500,539000,616000,693000,770000,847000,924000,1001000,1078000,1155000,1232000,1309000,1386000,1463000,1540000,1617000,1694000,1771000,1848000,
327,77200,154400,386000,92640,100360,108080,123520,138960,154400,169840,185280,200720,216160,231600,247040,262480,277920,293360,308800,324240,339680,355120,370560,185280,200720,216160,247040,277920,308800,339680,370560,401440,432320,463200,494080,524960,555840,586720,617600,648480,679360,710240,741120,463200,501800,540400,617600,694800,772000,849200,926400,1003600,1080800,1158000,1235200,1312400,1389600,1466800,1544000,1621200,1698400,1775600,1852800,
328,77400,154800,387000,92880,100620,108360,123840,139320,154800,170280,185760,201240,216720,232200,247680,263160,278640,294120,309600,325080,340560,356040,371520,185760,201240,216720,247680,278640,309600,340560,371520,402480,433440,464400,495360,526320,557280,588240,619200,650160,681120,712080,743040,464400,503100,541800,619200,696600,774000,851400,928800,1006200,1083600,1161000,1238400,1315800,1393200,1470600,1548000,1625400,1702800,1780200,1857600,
329,77600,155200,388000,93120,100880,108640,124160,139680,155200,170720,186240,201760,217280,232800,248320,263840,279360,294880,310400,325920,341440,356960,372480,186240,201760,217280,248320,279360,310400,341440,372480,403520,434560,465600,496640,527680,558720,589760,620800,651840,682880,713920,744960,465600,504400,543200,620800,698400,776000,853600,931200,1008800,1086400,1164000,1241600,1319200,1396800,1474400,1552000,1629600,1707200,1784800,1862400,
330,77800,155600,389000,93360,101140,108920,124480,140040,155600,171160,186720,202280,217840,233400,248960,264520,280080,295640,311200,326760,342320,357880,373440,186720,202280,217840,248960,280080,311200,342320,373440,404560,435680,466800,497920,529040,560160,591280,622400,653520,684640,715760,746880,466800,505700,544600,622400,700200,778000,855800,933600,1011400,1089200,1167000,1244800,1322600,1400400,1478200,1556000,1633800,1711600,1789400,1867200,
331,78000,156000,390000,93600,101400,109200,124800,140400,156000,171600,187200,202800,218400,234000,249600,265200,280800,296400,312000,327600,343200,358800,374400,187200,202800,218400,249600,280800,312000,343200,374400,405600,436800,468000,499200,530400,561600,592800,624000,655200,686400,717600,748800,468000,507000,546000,624000,702000,780000,858000,936000,1014000,1092000,1170000,1248000,1326000,1404000,1482000,1560000,1638000,1716000,1794000,1872000,
332,78200,156400,391000,93840,101660,109480,125120,140760,156400,172040,187680,203320,218960,234600,250240,265880,281520,297160,312800,328440,344080,359720,375360,187680,203320,218960,250240,281520,312800,344080,375360,406640,437920,469200,500480,531760,563040,594320,625600,656880,688160,719440,750720,469200,508300,547400,625600,703800,782000,860200,938400,1016600,1094800,1173000,1251200,1329400,1407600,1485800,1564000,1642200,1720400,1798600,1876800,
333,78400,156800,392000,94080,101920,109760,125440,141120,156800,172480,188160,203840,219520,235200,250880,266560,282240,297920,313600,329280,344960,360640,376320,188160,203840,219520,250880,282240,313600,344960,376320,407680,439040,470400,501760,533120,564480,595840,627200,658560,689920,721280,752640,470400,509600,548800,627200,705600,784000,862400,940800,1019200,1097600,1176000,1254400,1332800,1411200,1489600,1568000,1646400,1724800,1803200,1881600,
334,78600,157200,393000,94320,102180,110040,125760,141480,157200,172920,188640,204360,220080,235800,251520,267240,282960,298680,314400,330120,345840,361560,377280,188640,204360,220080,251520,282960,314400,345840,377280,408720,440160,471600,503040,534480,565920,597360,628800,660240,691680,723120,754560,471600,510900,550200,628800,707400,786000,864600,943200,1021800,1100400,1179000,1257600,1336200,1414800,1493400,1572000,1650600,1729200,1807800,1886400,
335,78800,157600,394000,94560,102440,110320,126080,141840,157600,173360,189120,204880,220640,236400,252160,267920,283680,299440,315200,330960,346720,362480,378240,189120,204880,220640,252160,283680,315200,346720,378240,409760,441280,472800,504320,535840,567360,598880,630400,661920,693440,724960,756480,472800,512200,551600,630400,709200,788000,866800,945600,1024400,1103200,1182000,1260800,1339600,1418400,1497200,1576000,1654800,1733600,1812400,1891200,
336,79000,158000,395000,94800,102700,110600,126400,142200,158000,173800,189600,205400,221200,237000,252800,268600,284400,300200,316000,331800,347600,363400,379200,189600,205400,221200,252800,284400,316000,347600,379200,410800,442400,474000,505600,537200,568800,600400,632000,663600,695200,726800,758400,474000,513500,553000,632000,711000,790000,869000,948000,1027000,1106000,1185000,1264000,1343000,1422000,1501000,1580000,1659000,1738000,1817000,1896000,
337,79200,158400,396000,95040,102960,110880,126720,142560,158400,174240,190080,205920,221760,237600,253440,269280,285120,300960,316800,332640,348480,364320,380160,190080,205920,221760,253440,285120,316800,348480,380160,411840,443520,475200,506880,538560,570240,601920,633600,665280,696960,728640,760320,475200,514800,554400,633600,712800,792000,871200,950400,1029600,1108800,1188000,1267200,1346400,1425600,1504800,1584000,1663200,1742400,1821600,1900800,
338,79400,158800,397000,95280,103220,111160,127040,142920,158800,174680,190560,206440,222320,238200,254080,269960,285840,301720,317600,333480,349360,365240,381120,190560,206440,222320,254080,285840,317600,349360,381120,412880,444640,476400,508160,539920,571680,603440,635200,666960,698720,730480,762240,476400,516100,555800,635200,714600,794000,873400,952800,1032200,1111600,1191000,1270400,1349800,1429200,1508600,1588000,1667400,1746800,1826200,1905600,
339,79600,159200,398000,95520,103480,111440,127360,143280,159200,175120,191040,206960,222880,238800,254720,270640,286560,302480,318400,334320,350240,366160,382080,191040,206960,222880,254720,286560,318400,350240,382080,413920,445760,477600,509440,541280,573120,604960,636800,668640,700480,732320,764160,477600,517400,557200,636800,716400,796000,875600,955200,1034800,1114400,1194000,1273600,1353200,1432800,1512400,1592000,1671600,1751200,1830800,1910400,
340,79800,159600,399000,95760,103740,111720,127680,143640,159600,175560,191520,207480,223440,239400,255360,271320,287280,303240,319200,335160,351120,367080,383040,191520,207480,223440,255360,287280,319200,351120,383040,414960,446880,478800,510720,542640,574560,606480,638400,670320,702240,734160,766080,478800,518700,558600,638400,718200,798000,877800,957600,1037400,1117200,1197000,1276800,1356600,1436400,1516200,1596000,1675800,1755600,1835400,1915200,
341,80000,160000,400000,96000,104000,112000,128000,144000,160000,176000,192000,208000,224000,240000,256000,272000,288000,304000,320000,336000,352000,368000,384000,192000,208000,224000,256000,288000,320000,352000,384000,416000,448000,480000,512000,544000,576000,608000,640000,672000,704000,736000,768000,480000,520000,560000,640000,720000,800000,880000,960000,1040000,1120000,1200000,1280000,1360000,1440000,1520000,1600000,1680000,1760000,1840000,1920000,
342,80200,160400,401000,96240,104260,112280,128320,144360,160400,176440,192480,208520,224560,240600,256640,272680,288720,304760,320800,336840,352880,368920,384960,192480,208520,224560,256640,288720,320800,352880,384960,417040,449120,481200,513280,545360,577440,609520,641600,673680,705760,737840,769920,481200,521300,561400,641600,721800,802000,882200,962400,1042600,1122800,1203000,1283200,1363400,1443600,1523800,1604000,1684200,1764400,1844600,1924800,
343,80400,160800,402000,96480,104520,112560,128640,144720,160800,176880,192960,209040,225120,241200,257280,273360,289440,305520,321600,337680,353760,369840,385920,192960,209040,225120,257280,289440,321600,353760,385920,418080,450240,482400,514560,546720,578880,611040,643200,675360,707520,739680,771840,482400,522600,562800,643200,723600,804000,884400,964800,1045200,1125600,1206000,1286400,1366800,1447200,1527600,1608000,1688400,1768800,1849200,1929600,
344,80600,161200,403000,96720,104780,112840,128960,145080,161200,177320,193440,209560,225680,241800,257920,274040,290160,306280,322400,338520,354640,370760,386880,193440,209560,225680,257920,290160,322400,354640,386880,419120,451360,483600,515840,548080,580320,612560,644800,677040,709280,741520,773760,483600,523900,564200,644800,725400,806000,886600,967200,1047800,1128400,1209000,1289600,1370200,1450800,1531400,1612000,1692600,1773200,1853800,1934400,
345,80800,161600,404000,96960,105040,113120,129280,145440,161600,177760,193920,210080,226240,242400,258560,274720,290880,307040,323200,339360,355520,371680,387840,193920,210080,226240,258560,290880,323200,355520,387840,420160,452480,484800,517120,549440,581760,614080,646400,678720,711040,743360,775680,484800,525200,565600,646400,727200,808000,888800,969600,1050400,1131200,1212000,1292800,1373600,1454400,1535200,1616000,1696800,1777600,1858400,1939200,
346,81000,162000,405000,97200,105300,113400,129600,145800,162000,178200,194400,210600,226800,243000,259200,275400,291600,307800,324000,340200,356400,372600,388800,194400,210600,226800,259200,291600,324000,356400,388800,421200,453600,486000,518400,550800,583200,615600,648000,680400,712800,745200,777600,486000,526500,567000,648000,729000,810000,891000,972000,1053000,1134000,1215000,1296000,1377000,1458000,1539000,1620000,1701000,1782000,1863000,1944000,
347,81200,162400,406000,97440,105560,113680,129920,146160,162400,178640,194880,211120,227360,243600,259840,276080,292320,308560,324800,341040,357280,373520,389760,194880,211120,227360,259840,292320,324800,357280,389760,422240,454720,487200,519680,552160,584640,617120,649600,682080,714560,747040,779520,487200,527800,568400,649600,730800,812000,893200,974400,1055600,1136800,1218000,1299200,1380400,1461600,1542800,1624000,1705200,1786400,1867600,1948800,
348,81400,162800,407000,97680,105820,113960,130240,146520,162800,179080,195360,211640,227920,244200,260480,276760,293040,309320,325600,341880,358160,374440,390720,195360,211640,227920,260480,293040,325600,358160,390720,423280,455840,488400,520960,553520,586080,618640,651200,683760,716320,748880,781440,488400,529100,569800,651200,732600,814000,895400,976800,1058200,1139600,1221000,1302400,1383800,1465200,1546600,1628000,1709400,1790800,1872200,1953600,
349,81600,163200,408000,97920,106080,114240,130560,146880,163200,179520,195840,212160,228480,244800,261120,277440,293760,310080,326400,342720,359040,375360,391680,195840,212160,228480,261120,293760,326400,359040,391680,424320,456960,489600,522240,554880,587520,620160,652800,685440,718080,750720,783360,489600,530400,571200,652800,734400,816000,897600,979200,1060800,1142400,1224000,1305600,1387200,1468800,1550400,1632000,1713600,1795200,1876800,1958400,
350,81800,163600,409000,98160,106340,114520,130880,147240,163600,179960,196320,212680,229040,245400,261760,278120,294480,310840,327200,343560,359920,376280,392640,196320,212680,229040,261760,294480,327200,359920,392640,425360,458080,490800,523520,556240,588960,621680,654400,687120,719840,752560,785280,490800,531700,572600,654400,736200,818000,899800,981600,1063400,1145200,1227000,1308800,1390600,1472400,1554200,1636000,1717800,1799600,1881400,1963200,
351,82000,164000,410000,98400,106600,114800,131200,147600,164000,180400,196800,213200,229600,246000,262400,278800,295200,311600,328000,344400,360800,377200,393600,196800,213200,229600,262400,295200,328000,360800,393600,426400,459200,492000,524800,557600,590400,623200,656000,688800,721600,754400,787200,492000,533000,574000,656000,738000,820000,902000,984000,1066000,1148000,1230000,1312000,1394000,1476000,1558000,1640000,1722000,1804000,1886000,1968000,
352,82200,164400,411000,98640,106860,115080,131520,147960,164400,180840,197280,213720,230160,246600,263040,279480,295920,312360,328800,345240,361680,378120,394560,197280,213720,230160,263040,295920,328800,361680,394560,427440,460320,493200,526080,558960,591840,624720,657600,690480,723360,756240,789120,493200,534300,575400,657600,739800,822000,904200,986400,1068600,1150800,1233000,1315200,1397400,1479600,1561800,1644000,1726200,1808400,1890600,1972800,
353,82400,164800,412000,98880,107120,115360,131840,148320,164800,181280,197760,214240,230720,247200,263680,280160,296640,313120,329600,346080,362560,379040,395520,197760,214240,230720,263680,296640,329600,362560,395520,428480,461440,494400,527360,560320,593280,626240,659200,692160,725120,758080,791040,494400,535600,576800,659200,741600,824000,906400,988800,1071200,1153600,1236000,1318400,1400800,1483200,1565600,1648000,1730400,1812800,1895200,1977600,
354,82600,165200,413000,99120,107380,115640,132160,148680,165200,181720,198240,214760,231280,247800,264320,280840,297360,313880,330400,346920,363440,379960,396480,198240,214760,231280,264320,297360,330400,363440,396480,429520,462560,495600,528640,561680,594720,627760,660800,693840,726880,759920,792960,495600,536900,578200,660800,743400,826000,908600,991200,1073800,1156400,1239000,1321600,1404200,1486800,1569400,1652000,1734600,1817200,1899800,1982400,
355,82800,165600,414000,99360,107640,115920,132480,149040,165600,182160,198720,215280,231840,248400,264960,281520,298080,314640,331200,347760,364320,380880,397440,198720,215280,231840,264960,298080,331200,364320,397440,430560,463680,496800,529920,563040,596160,629280,662400,695520,728640,761760,794880,496800,538200,579600,662400,745200,828000,910800,993600,1076400,1159200,1242000,1324800,1407600,1490400,1573200,1656000,1738800,1821600,1904400,1987200,
356,83000,166000,415000,99600,107900,116200,132800,149400,166000,182600,199200,215800,232400,249000,265600,282200,298800,315400,332000,348600,365200,381800,398400,199200,215800,232400,265600,298800,332000,365200,398400,431600,464800,498000,531200,564400,597600,630800,664000,697200,730400,763600,796800,498000,539500,581000,664000,747000,830000,913000,996000,1079000,1162000,1245000,1328000,1411000,1494000,1577000,1660000,1743000,1826000,1909000,1992000,
