id,icon,path,Uisound,tips,name,isShow,desc,appearLevel,openLevel,worldLevel,lvLimitEx,heroStarLevel,heroLvRequest,chapterId,needVipLv,openUI,subSheetUIId,areanShow,isShield,afterMergeVersionsOpen,openDay,activityId,
2030,551,,,s==4|PVP6,s==4|合纵连横,,s==57|解锁合纵连横，运筹帷幄，决胜千里。\n与其他君主进行组队进行3V3战斗，争夺排名获取大量积分与资源，兑换珍稀道具。,95,95,,,,,,,s==13|HzlhMainLayer,,,,,,,
2040,552,,,s==4|PVP7,s==5|巅峰对决赛,,s==55|解锁巅峰对决，段位升阶，问鼎巅峰。\n通过不断挑战跨服玩家，升级段位，最终在赛季结算中获得珍稀称号等海量奖励。,105,105,,,,,,,s==13|dfdjMainLayer,,,,,,,
2041,552,,,s==4|PVP7,s==9|巅峰对决赛（巅峰）,,s==55|解锁巅峰对决，段位升阶，问鼎巅峰。\n通过不断挑战跨服玩家，升级段位，最终在赛季结算中获得珍稀称号等海量奖励。,105,105,,,,,,,,,,,,,,
2042,552,,,s==4|PVP7,s==9|巅峰对决赛（决赛）,,s==55|解锁巅峰对决，段位升阶，问鼎巅峰。\n通过不断挑战跨服玩家，升级段位，最终在赛季结算中获得珍稀称号等海量奖励。,105,105,,,,,,,s==8|dfdjTab3,,,,,,,
2043,,,,,s==8|巅峰对决赛-点赞,,s==10|可对赛季传奇进行点赞,105,105,,,,,,,,,,,,,,
2050,553,,,s==7|养成模块-武将,s==2|副将,,s==51|解锁副将槽位，主副搭配，强强联合。\n为武将解锁副将槽位，装备副将后可提供属性百分比增幅以及被动技能。,126,126,,,10,,,,,,,,,,,
2060,554,,,s==7|养成模块-武将,s==2|配饰,,s==45|解锁武将配饰，珠联璧合，乍露锋芒。\n装备配饰套装，为武将解锁套装技能，逆天能力焕发新生！,,,99,104,,,,,,,,,,,,
2070,555,,,s==7|养成模块-武将,s==2|阵法,,s==53|解锁星辰阵法，天罡北斗，阵法之力。\n在阵法中镶嵌星石，可激活阵法能力，根据武将职业不同极大提高技能效果。,125,125,,,10,,,,s==18|RuneStoneMainLayer,,,,,,,
2080,556,,,s==7|养成模块-武将,s==2|战魂,,s==54|解锁战魂装备，兵法有道，风林火山。\n通关远征获得珍稀战魂，穿戴后可根据回合数为武将附加持续递增的额外属性。,0,,,,11,,,,s==13|ChuZhengLayer,,,,,,,
2089,3300002,,,s==7|养成模块-战魂,s==2|战魂,,s==54|解锁战魂装备，兵法有道，风林火山。\n通关远征获得珍稀战魂，穿戴后可根据回合数为武将附加持续递增的额外属性。,71,71,,,9,,,,s==13|ChuZhengLayer,,,,,,,
2090,557,,,s==4|将军远征,s==4|将军远征,,s==57|解锁远征系统，远征奇遇，秘境通关。\n远征玩法中，将参与一系列历史战役，体验各种趣味机制，通关后更可获得强力战魂！,61,71,,,,,220,,s==13|ChuZhengLayer,,,,,,,
2091,558,,,s==4|征战模块,s==4|奇遇系统,,s==51|解锁奇遇系统，仙人抚顶，赐我长生。\n消耗功绩派遣武将进行奇遇任务，完成任务可获得各种珍稀道具及资源。,12,12,,,,,,,s==24|ChuZhengAdventurePopView,,,,,,,
2092,559,,,s==4|征战模块,s==4|快速扫荡,,,1,1,,,,,,,s==20|ChuZhengQuickPopView,,,,,,,
2093,560,,,s==7|征战模块-入口,s==2|出征,,,1,1,,,,,,,s==13|ChuZhengLayer,,,,,,,
2100,561,,,s==7|养成模块-武将,s==2|宝石,,,82,82,,,6,,,,s==19|StrengthenMainLayer,6,,,,,,
2110,562,,,s==4|415关,s==4|符石解锁,,,0,,,,,,,,,,,,,,,
2111,561,,,s==4|群雄崛起,s==4|群雄崛起,,,50,50,,,,,,,s==14|HeroesRiseView,,,,,,,
2120,561,,,s==3|将魂志,s==3|将魂志,,s==54|解锁将魂志，集齐武将，属性增强。\n通过在将魂志中激活各种武将称号，可为全体武将附加额外属性，极大提高战力。,160,,160,165,,,,,s==19|DivineGeneralsLayer,,,,,,,
2130,3300002,,,s==3|试炼塔,s==3|试炼塔,,,,,,,,,,,s==9|TowerView,2,,,,,,
2131,3300002,,,s==7|试炼塔挑战擂主,s==7|试炼塔挑战擂主,,,100,100,,,,,,,,,,,,,,
2200,3300002,,,s==7|超值基金-入口,s==4|超值基金,,,15,15,,,,,,,s==11|RebateLayer,,,,,,,
2201,4000108,,,s==6|月基金128,s==6|月基金128,,,15,15,,,,,,,s==11|RebateLayer,,,,,,,
2202,4000514,,,s==6|月基金328,s==6|月基金328,,,15,15,,,,,,,s==11|RebateLayer,,,,,,,
2203,4000109,,,s==6|月基金648,s==6|月基金648,,,15,15,,,,,,,s==11|RebateLayer,,,,,,,
2300,3300002,,,s==3|铜雀台,s==3|铜雀台,,s==57|解锁美人系统，佳人助阵，全体增幅。\n通过漕运获得幽会道具，提高美人等级可在战斗中提供增益状态并提高全体武将属性。,40,40,,,,,,,s==12|TQTMainLayer,,,,,,,
2400,561,,,s==8|超值礼包-入口 ,s==4|超值礼包,,,15,15,,,,,,,s==13|OverflowLayer,,,,,,,
2401,3300002,,,s==4|武将养成,s==4|武将养成,,,15,15,,,,,,,s==13|OverflowLayer,0,,,,,,
2402,3300002,,,s==4|铜钱满满,s==4|铜钱满满,,,15,15,,,,,,,s==13|OverflowLayer,1,,,,,,
2403,3300002,,,s==4|神兵养成,s==4|神兵养成,,,15,15,,,,,,,s==13|OverflowLayer,2,,,,,,
2404,3300002,,,s==4|宝物养成,s==4|宝物养成,,,15,15,,,,,,,s==13|OverflowLayer,3,,,,,,
2405,3300002,,,s==4|征伐天下,s==4|征伐天下,,,999,999,,,,,,,,,,,,,,
2410,3300002,,,s==10|七蛮之乱（摸金校尉）,s==4|七蛮之乱,,,999,999,,,,,,,,,,,,,,
2420,3300002,,,s==10|群雄逐鹿（九州擂台）,s==4|群雄逐鹿,,,999,999,,,,,,,,,,,,,,
2430,3300002,,,s==4|九州纷争,s==4|九州纷争,,,999,999,,,,,,,,,,,,,,
2431,3300002,,,s==4|武神试炼,s==4|武神试炼,,,999,999,,,,,,,,,,,,,,
2440,3300002,,,s==4|开服活动,s==4|开服限购,,,15,15,,,,,,,,,,,,,,
2450,3400022,,,s==4|开服活动,s==4|卧龙出世,,,20,20,,,,,,,s==13|WolongGetView,,,,,,,
2501,3300002,,,s==2|神兽,s==5|神兽-入口,,,999,999,,,,,,,s==16|shenshouzhuLayer,,,,,,,
2502,3300002,,,s==2|神兽,s==5|神兽-背包,,,999,999,,,,,,,s==11|BagPetLayer,1,,,,,,
2503,3300002,,,s==2|神兽,s==5|神兽-图鉴,,,999,999,,,,,,,s==11|BagPetLayer,2,,,,,,
2504,3300002,,,s==2|神兽,s==5|神兽-孵化,,,999,999,,,,,,,s==11|BagPetLayer,3,,,,,,
2505,3300002,,,s==2|神兽,s==5|神兽-继承,,,999,999,,,,,,,s==11|BagPetLayer,4,,,,,,
2506,3300002,,,s==2|神兽,s==5|神兽-培养,,,999,999,,,,,,,s==12|PetMainLayer,1,,,,,,
2507,3300002,,,s==2|神兽,s==5|神兽-突破,,,999,999,,,,,,,s==12|PetMainLayer,2,,,,,,
2508,3300002,,,s==2|神兽,s==5|神兽-领悟,,,999,999,,,,,,,s==12|PetMainLayer,3,,,,,,
2509,3300002,,,s==2|神兽,s==5|神兽-飞升,,,999,999,,,,,,,s==12|PetMainLayer,4,,,,,,
2510,3300002,,,s==2|神兽,s==5|神兽-融合,,,999,999,,,,,,,s==12|PetMainLayer,5,,,,,,
2630,110100,,,s==2|充值,s==4|特惠首充,,,9,9,,,,,,,s==20|overflowRechargeView,,,,,,,
2700,3300002,,,s==3|聚义厅,s==3|聚义厅,,s==52|解锁聚义厅，等级共享，无需养成。\n在聚义厅中可对武将等级、装备、战法进行免费共享，自由换将、搭配随心。,200,200,,,,,,,,,,,,,,
2800,3300002,,,s==7|战报新武将风采,s==7|战报新武将风采,,,1,1,,,,,,,s==14|WarReportLayer,,,,,,,
2810,3300002,,,s==6|战报本周热点,s==6|战报本周热点,,,1,1,,,,,,,,,,,,,,
2820,3300002,,,s==6|战报个人记录,s==6|战报个人记录,,,1,1,,,,,,,s==20|warReporliketPopView,,,,,,,
2830,3300002,,,s==6|战报个人收藏,s==6|战报个人收藏,,,1,1,,,,,,,,,,,,,,
2840,3300002,,,s==2|美人,s==4|铜雀游园,,,40,40,,,,,,,s==18|TheAssassinsLayer ,0,,,,,,
2841,4000008,,,s==4|铜雀游园,s==3|玉龙台,,,40,40,,,,,,,s==18|TheAssassinsLayer ,2,,,,,,
2842,4000009,,,s==4|铜雀游园,s==4|玲珑绘棋,,,40,40,,,,,,,s==18|TheAssassinsLayer ,3,,,,,,
2844,4000010,,,s==4|铜雀游园,s==3|金凤台,,,40,40,,,,,,,s==18|TheAssassinsLayer ,0,,,,,,
2845,4000011,,,s==4|铜雀游园,s==3|铜雀台,,,40,40,,,,,,,s==18|TheAssassinsLayer ,1,,,,,,
2846,4000012,,,s==4|铜雀游园,s==4|每日任务,,,40,40,,,,,,,s==18|TheAssassinsLayer ,4,,,,,,
2850,,,,s==4|宴请八方,s==4|喜迎新春,,,15,15,,,,,,,s==24|FestivitiesScheduleLayer,,,,,,,
2851,,,,s==4|宴请八方,s==4|新年来信,,,10,10,,,,,,,,,,,,,,
2852,960047,,,s==4|宴请八方,s==4|酒兴掷骰,,,10,10,,,,,,,,,,,,,,
2853,960048,,,s==4|宴请八方,s==4|云垂海立,,,10,10,,,,,,,,,,,,,,
2854,960049,,,s==4|宴请八方,s==4|宴席礼盒,,,10,10,,,,,,,,,,,,,,
2855,960050,,,s==4|宴请八方,s==4|九酝春酒,,,10,10,,,,,,,,,,,,,,
2860,3300002,,,s==5|全民竞技赛,s==5|全民竞技赛,,,15,15,,,,,,,,,,,,,,
2870,3300002,,,s==4|功能手册,s==4|功能手册,,,7,1,,,,,,,s==13|HandBookLayer,,,,,,,
2880,3300002,,,s==7|出征-摸金校尉,s==4|摸金校尉,,,,,,,,100,,,s==10|mjxw_Layer,,,,,,,
2890,3300002,,,s==7|阵法-星石探索,s==4|星石探索,,,125,125,,,,,,,s==16|RSExplorePopView,,,,,,,
2900,3300002,,,s==7|北伐中原-祭坛,s==4|麒麟祭坛,,,,,99,104,,,,,s==12|WNAltarLayer,,,,,,,
3000,,,,s==4|开服活动,s==5|幸运十连抽,,,10,10,,,,,,,s==15|LuckDrawPopView,,,,,,,
3001,3300002,,,s==4|开服冲榜,s==4|开服冲榜,,,15,15,,,,,,,s==16|activitiRankView,,,,,,,
3002,,,,s==2|战马,s==2|战马,,s==24|解锁战马系统，收集传奇战马，为武将打造专属坐骑。,120,120,,,10,,,,,,,,,50,,
3004,3300002,,,s==6|主题武将活动,s==6|主题武将活动,,,15,15,,,,,,,s==14|ActHuaTuoLayer,,,,,,,
3005,3300002,,,s==4|游牧桃园,s==4|游牧桃园,,,120,120,,,,,,,s==10|plxj_Layer,,,,,50,,
3006,,,,s==4|战斗预览,s==4|战斗预览,,,15,15,,,,,,,,,,,,,,
3007,970010,,,s==6|主题武将活动,s==4|大帝挑战,,,15,15,,,,,,,s==14|ActHuaTuoLayer,1,,,,,,
3008,970004,,,s==6|主题武将活动,s==4|大帝降临,,,15,15,,,,,,,s==14|ActHuaTuoLayer,2,,,,,,
3009,970006,,,s==6|主题武将活动,s==4|大帝秘录,,,15,15,,,,,,,s==14|ActHuaTuoLayer,3,,,,,,
3010,970008,,,s==6|主题武将活动,s==4|大帝商城,,,15,15,,,,,,,s==14|ActHuaTuoLayer,4,,,,,,
3011,970002,,,s==6|主题武将活动,s==4|大帝传说,,,15,15,,,,,,,s==14|ActHuaTuoLayer,5,,,,,,
3012,,,,s==9|游牧草原-秘境探索,s==9|游牧草原-秘境探索,,,120,120,,,,,,,,,,,,50,,
3013,,,,s==9|游牧草原-乱入劫掠,s==9|游牧草原-乱入劫掠,,,120,120,,,,,,,,,,,,50,,
3020,,,,s==4|妙宠新萌,s==4|妙宠新萌,,,15,15,,,,,,,s==13|chuntianLayer,,,,,,3006,
3021,960069,,,s==4|雪猫戏扑,s==4|雪猫戏扑,,,15,15,,,,,,,s==13|chuntianLayer,1,,,,,3006,
3022,960070,,,s==4|与喵入夏,s==4|与喵入夏,,,15,15,,,,,,,s==13|chuntianLayer,2,,,,,3006,
3023,960071,,,s==4|骄阳似火,s==4|戏宠游园,,,15,15,,,,,,,s==13|chuntianLayer,3,,,,,3006,
3024,960072,,,s==4|立夏锦愿,s==4|立夏锦愿,,,15,15,,,,,,,s==13|chuntianLayer,5,,,,,3006,
3025,960073,,,s==4|夏祭商行,s==4|萌宠商行,,,15,15,,,,,,,s==13|chuntianLayer,4,,,,,3006,
3026,,,,s==4|鬼神降临,s==4|鬼神降临,,,15,15,,,,,,,s==12|ActLvBuLayer,1,,,,,,
3027,4000122,,,s==6|预留皮肤活动,s==6|预留皮肤活动,,,15,15,,,,,,,s==13|chuntianLayer,5,,,,,,
3028,,,,s==4|神兵活动,s==4|神兵活动,,,15,15,,,,,,,s==16|ActShenBingLayer,0,,,,,,
3029,960038,,,s==3|神兵谱,s==3|神兵谱,,,15,15,,,,,,,s==16|ActShenBingLayer,1,,,,,,
3030,960039,,,s==4|神兵探宝,s==4|神兵探宝,,,15,15,,,,,,,s==16|ActShenBingLayer,2,,,,,,
3031,960040,,,s==4|兵无常势,s==4|兵无常势,,,15,15,,,,,,,s==16|ActShenBingLayer,3,,,,,,
3032,960041,,,s==4|五魂之阵,s==4|五魂之阵,,,15,15,,,,,,,s==16|ActShenBingLayer,5,,,,,,
3033,960042,,,s==4|囤积居奇,s==4|囤积居奇,,,15,15,,,,,,,s==16|ActShenBingLayer,4,,,,,,
3034,3400072,,,s==4|鬼神降临,s==4|鬼神试炼,,,15,15,,,,,,,s==12|ActLvBuLayer,1,,,,,,
3035,3400073,,,s==4|鬼神降临,s==4|无双魔将,,,15,15,,,,,,,s==12|ActLvBuLayer,2,,,,,,
3036,3400074,,,s==4|鬼神降临,s==4|鬼神祝福,,,15,15,,,,,,,s==12|ActLvBuLayer,3,,,,,,
3037,3400075,,,s==4|鬼神降临,s==4|每日任务,,,15,15,,,,,,,s==12|ActLvBuLayer,4,,,,,,
3038,,,,s==4|青梅煮酒,s==4|青梅煮酒,,,15,15,,,,,,,s==12|ActQmzjLayer,0,,,,,,
3039,3400057,,,s==4|自选商店,s==4|自选商店,,,15,15,,,,,,,s==12|ActQmzjLayer,0,,,,,,
3040,3400058,,,s==4|神州云游,s==4|神州云游,,,15,15,,,,,,,s==12|ActQmzjLayer,1,,,,,,
3041,3000518,,,s==4|游历礼包,s==4|游历礼包,,,15,15,,,,,,,s==12|ActQmzjLayer,2,,,,,,
3042,3400060,,,s==4|青梅煮酒,s==4|青梅煮酒,,,15,15,,,,,,,s==12|ActQmzjLayer,3,,,,,,
3043,3400061,,,s==4|饮酒逐景,s==4|饮酒逐景,,,15,15,,,,,,,s==12|ActQmzjLayer,4,,,,,,
3044,3400062,,,s==4|超值周卡,s==4|超值周卡,,,15,15,,,,,,,s==12|ActQmzjLayer,5,,,,,,
3050,,,,s==4|攻城掠地,s==3|大转盘,,,100,100,,,,,,,s==21|countryturntableLayer,,,,,,,
3060,,,,s==6|三国志-天命,s==3|三国志,,,105,,,,,,322,,s==16|SanGuoZhiPopView,1,,,,,,
3070,,,,s==8|三国志-天命挑战,s==4|天命挑战,,s==55|解锁三国志传承，提高全体武将属性。\n在完成天命挑战后，可通过消耗资源来提高天命等级，为全体武将增加高额属性。,105,,,,,,322,,s==13|LmjxMainLayer,,,,,,,
3081,3400076,,,s==4|鬼神降临,s==4|鬼神传说,,,15,15,,,,,,,s==12|ActLvBuLayer,5,,,,,,
3082,,,,s==4|封魔活动,s==4|封魔昭世,,,,,,,,,,,s==14|ActFengMoLayer,0,,,,,,
3083,3400094,,,s==4|伏魔委托,s==4|伏魔委托,,,,,,,,,,,s==14|ActFengMoLayer,1,,,,,,
3084,3400095,,,s==4|妖王降临,s==4|妖王降临,,,,,,,,,,,s==14|ActFengMoLayer,2,,,,,,
3085,3400096,,,s==4|封魔秘宝,s==4|封魔秘宝,,,,,,,,,,,s==14|ActFengMoLayer,3,,,,,,
3086,3400097,,,s==4|天命赐福,s==4|天命赐符,,,,,,,,,,,s==14|ActFengMoLayer,5,,,,,,
3087,3400098,,,s==4|封魔商城,s==4|封魔商城,,,,,,,,,,,s==14|ActFengMoLayer,4,,,,,,
3088,,,,s==4|绝版商城,s==4|绝版商城,,,15,15,,,,,,,s==17|ActjuebanGiftNode,0,,,,,,
3090,,,,s==4|粽香情浓,s==4|粽香情浓,,,15,15,,,,,,,s==14|ActduanwuLayer,0,,,,,,
3091,3400089,,,s==4|箬叶清香,s==4|箬叶清香,,,15,15,,,,,,,s==14|ActduanwuLayer,0,,,,,,
3092,3400090,,,s==4|粽香四溢,s==4|粽香四溢,,,15,15,,,,,,,s==14|ActduanwuLayer,1,,,,,,
3093,3400091,,,s==4|端阳祈福,s==4|端阳祈福,,,15,15,,,,,,,s==14|ActduanwuLayer,2,,,,,,
3094,3400092,,,s==4|端阳礼包,s==4|端阳礼包,,,15,15,,,,,,,s==14|ActduanwuLayer,3,,,,,,
3095,3400062,,,s==4|超值周卡,s==4|超值周卡,,,15,15,,,,,,,s==14|ActduanwuLayer,4,,,,,,
3100,3400106,,,s==4|武将预告,s==4|武将预告,,,15,15,,,,,,,s==20|HeroIntroducePopView,,,,,,,
3101,,,,s==2|马厩,s==2|马厩,,,120,120,,,,,,,s==18|WarHorseAltarLayer,,,,,50,,
3102,,,,s==6|六星装备升星,s==6|六星装备升星,,,110,110,,,,,,,s==12|EquipSixStar,,,,,,,
3103,3400106,,,s==4|悬赏系统,s==4|悬赏系统,,,350,350,,,,,,,s==14|offRe_mainView,,,,,,,
9999,3950001,,,s==4|更新预告,s==4|更新预告,,,15,15,,,,,,,s==17|SysPreviewPopView,,,,,,,
3104,,,,s==4|射箭入口,s==4|铜雀竞射,,,15,15,,,,,,,s==15|ActarcheryLayer,,,,,,,
3105,3400113,,,s==4|射箭系统,s==4|箭无虚发,,,,,,,,,,,s==15|ActarcheryLayer,,,,,,,
3106,3400114,,,s==4|射箭许愿,s==4|箭羽遂愿,,,,,,,,,,,s==15|ActarcheryLayer,,,,,,,
3107,3400115,,,s==4|射箭任务,s==4|跃马弯弓,,,,,,,,,,,s==15|ActarcheryLayer,,,,,,,
3108,3400116,,,s==4|射箭礼包,s==4|弓神祝福,,,,,,,,,,,s==15|ActarcheryLayer,,,,,,,
3109,3400106,,,s==4|美人余香,s==4|美人余香,,,15,15,,,,,,,s==22|ActAReturnGiftBagLayer,,,,,,,
3110,3400106,,,s==4|真龙宝窟,s==4|真龙宝窟,,,15,15,,,,,,,s==19|DragonTreasureLayer,,,,,,,
3111,,,,s==4|矿脉提示,s==4|矿脉提示,,,82,82,,,,,,,,,,,,,,
3112,,,,s==6|七夕活动入口,s==4|花露梦宵,,,15,15,,,,,,,,,,,,,3024,
3113,3400099,,,s==4|缘结七夕,s==4|缘结七夕,,,15,15,,,,,,,,,,,,,3024,
3114,3400100,,,s==4|鹤与寄情,s==4|鹤与寄情,,,15,15,,,,,,,,,,,,,3024,
3115,3400101,,,s==4|妙笔丹青,s==4|妙笔丹青,,,15,15,,,,,,,,,,,,,3024,
3116,3400102,,,s==4|花灯祈福,s==4|花灯祈福,,,15,15,,,,,,,,,,,,,3024,
3117,3400103,,,s==4|七夕普识,s==4|七夕普识,,,15,15,,,,,,,,,,,,,3024,
3118,3400104,,,s==4|鹊桥相会,s==4|鹊桥相会,,,15,15,,,,,,,,,,,,,3024,
3119,572,,,s==4|主城功能,s==3|龙虎营,,s==16|解锁龙虎营，传承武将等级与星级。,110,110,,,,,,,s==12|LhyMainLayer,,,,,,,
3120,970010,,,s==5|魔华佗活动,s==4|魔仙挑战,,,15,15,,,,,,,s==14|ActHuaTuoLayer,1,,,,,,
3121,970004,,,s==5|魔华佗活动,s==4|魔仙降临,,,15,15,,,,,,,s==14|ActHuaTuoLayer,2,,,,,,
3122,970006,,,s==5|魔华佗活动,s==4|魔仙秘录,,,15,15,,,,,,,s==14|ActHuaTuoLayer,3,,,,,,
3123,970008,,,s==5|魔华佗活动,s==4|魔仙商城,,,15,15,,,,,,,s==14|ActHuaTuoLayer,4,,,,,,
3124,970002,,,s==5|魔华佗活动,s==4|魔仙传说,,,15,15,,,,,,,s==14|ActHuaTuoLayer,5,,,,,,
3125,970010,,,s==5|神关羽活动,s==4|武圣挑战,,,15,15,,,,,,,s==14|ActHuaTuoLayer,1,,,,,,
3126,970004,,,s==5|神关羽活动,s==4|武圣降临,,,15,15,,,,,,,s==14|ActHuaTuoLayer,2,,,,,,
3127,970006,,,s==5|神关羽活动,s==4|武圣秘录,,,15,15,,,,,,,s==14|ActHuaTuoLayer,3,,,,,,
3128,970008,,,s==5|神关羽活动,s==4|武圣商城,,,15,15,,,,,,,s==14|ActHuaTuoLayer,4,,,,,,
3129,970002,,,s==5|神关羽活动,s==4|武圣传说,,,15,15,,,,,,,s==14|ActHuaTuoLayer,5,,,,,,
3150,,,,s==6|中秋活动入口,s==4|月挽婵娟,,,,,,,,,,,s==14|ActZQMainLayer,,,,,,3025,
3151,,,,s==5|团圆宴会 ,s==5|团圆宴会 ,,,,,,,,,,,s==14|ActZQMainLayer,6,,,,,3025,
3152,,,,s==4|华裳走月,s==4|华裳走月,,,,,,,,,,,s==14|ActZQMainLayer,2,,,,,3025,
3153,,,,s==4|燃灯祈福,s==4|燃灯祈福,,,,,,,,,,,s==14|ActZQMainLayer,3,,,,,3025,
3154,,,,s==4|中秋商城,s==4|月宫商栈,,,,,,,,,,,s==14|ActZQMainLayer,1,,,,,3025,
3155,,,,s==4|中秋周卡,s==4|中秋周卡,,,,,,,,,,,,,,,,,3025,
3156,,,,s==4|中秋签到,s==4|桂子飘香,,,,,,,,,,,s==14|ActZQMainLayer,5,,,,,3025,
3157,,,,s==4|中秋累充,s==4|秋赏华荣,,,,,,,,,,,s==14|ActZQMainLayer,4,,,,,3025,
3170,6270018,,,s==4|国庆活动,s==4|华章庆典,,,15,15,,,,,,,s==14|ActGQMainLayer,,,,,,3027,
3171,6270002,,,s==4|颂国华章,s==4|颂国华章,,,,,,,,,,,s==14|ActGQMainLayer,,,,,,3027,
3172,6270003,,,s==4|兴国安邦,s==4|兴国安邦,,,,,,,,,,,s==14|ActGQMainLayer,,,,,,3027,
3173,6270004,,,s==4|祭天承运,s==4|祭天承运,,,,,,,,,,,s==14|ActGQMainLayer,,,,,,3027,
3174,,,,s==4|活动直购,s==4|庆典集市,,,,,,,,,,,s==11|guoQingShop,2,,,,,3027,
3175,,,,s==4|活动签到,s==4|山河绘卷,,,,,,,,,,,s==14|ActGQMainLayer,1,,,,,3027,
3176,,,,s==4|活动累充,s==4|华诞献礼,,,,,,,,,,,s==19|guoQingRechargeView,2,,,,,3027,
3177,,,,s==4|活动抽奖,s==4|锦绣寻珍,,,,,,,,,,,s==14|ActGQMainLayer,4,,,,,3027,
3178,,,,s==4|活动游戏,s==4|盛世巡游,,,,,,,,,,,s==14|ActGQMainLayer,5,,,,,3027,
3179,,,,s==4|活动兑换,s==4|庆典集市,,,,,,,,,,,s==11|guoQingShop,1,,,,,3027,
3181,,,,s==4|活动连充,s==4|华诞献礼,,,,,,,,,,,s==19|guoQingRechargeView,1,,,,,3027,
3180,6230000,,,s==4|中原逐鹿,s==4|问鼎中原,,,10,10,,,,,,,s==9|wdzyLayer,,,,,,,
3190,6290113,,,s==4|比武大会,s==4|比武大会,,,45,45,,,,,,,s==13|ActWuLinLayer,,,,,,,
3191,6290113,,,s==7|比武大会选拔赛,s==7|比武大会选拔赛,,,45,45,,,,,,,s==14|ActWLBossLayer,,,,,,,
3192,6290113,,,s==11|比武大会王侯战区积分赛,s==11|比武大会王侯战区积分赛,,,45,45,,,,,,,s==13|ActWuLinLayer,,,,,,,
3193,6290113,,,s==11|比武大会王侯战区淘汰赛,s==11|比武大会王侯战区淘汰赛,,,45,45,,,,,,,s==13|ActWuLinLayer,,,,,,,
3194,6290113,,,s==11|比武大会群雄战区积分赛,s==11|比武大会群雄战区积分赛,,,45,45,,,,,,,s==13|ActWuLinLayer,,,,,,,
3195,6290113,,,s==11|比武大会群雄战区淘汰赛,s==11|比武大会群雄战区淘汰赛,,,45,45,,,,,,,s==13|ActWuLinLayer,,,,,,,
3196,6290113,,,s==4|比武大会,s==5|跨服积分赛,,,45,45,,,,,,,s==15|wuLin_MainLayer,,,,,,,
31961,6290113,,,s==4|比武大会,s==9|跨服积分赛竞猜界面,,,45,45,,,,,,,s==15|wuLin_MainLayer,1,,,,,,
31962,6290113,,,s==4|比武大会,s==10|跨服积分赛排行榜界面,,,45,45,,,,,,,s==15|wuLin_MainLayer,2,,,,,,
3197,6290113,,,s==4|比武大会,s==5|跨服淘汰赛,,,45,45,,,,,,,s==16|taoTai_MainLayer,,,,,,,
31971,6290113,,,s==4|比武大会,s==9|跨服淘汰赛竞猜界面,,,45,45,,,,,,,s==16|taoTai_MainLayer,1,,,,,,
31972,6290113,,,s==4|比武大会,s==10|跨服淘汰赛排行榜界面,,,45,45,,,,,,,s==16|taoTai_MainLayer,4,,,,,,
3198,6290113,,,s==4|比武大会,s==7|休赛期对阵演武,,,45,45,,,,,,,s==15|ActWLSleepLayer,1,,,,,,
31981,6290113,,,s==4|比武大会,s==7|休赛期巅峰膜拜,,,45,45,,,,,,,s==15|ActWLSleepLayer,3,,,,,,
31982,6290113,,,s==4|比武大会,s==7|休赛期历史回放,,,45,45,,,,,,,s==15|ActWLSleepLayer,4,,,,,,
31983,6290113,,,s==4|比武大会,s==7|休赛期战区排行,,,45,45,,,,,,,s==15|ActWLSleepLayer,2,,,,,,
3199,6290113,,,s==4|比武大会,s==5|世界积分赛,,,45,45,,,,,,,s==15|wuLin_MainLayer,,,,,,,
3189,6290113,,,s==4|比武大会,s==5|世界淘汰赛,,,45,45,,,,,,,s==16|taoTai_MainLayer,,,,,,,
3188,6290113,,,s==4|比武大会,s==3|结算期,,,45,45,,,,,,,s==15|ActWLSleepLayer,,,,,,,
3200,,,,s==4|神兵再临,s==4|神兵再临,,,45,45,,,,,,,s==18|actshenbinghdLayer,,,,,,,
3210,,,,s==4|元宝计划,s==4|元宝计划,,,45,45,,,,,,,s==21|actyuanbaozhoukaLayer,,,,,,,
3220,,,,s==4|灯笼红包,s==4|灯笼红包,,,45,45,,,,,,,,,,,,,,
3230,3400121,,,s==4|微信豪礼,s==4|微信豪礼,,,,,,,,,,,s==20|ActWxGoodGiftPopView,,,,,,,
3240,,,,s==4|赛马活动,s==4|赛马活动,,,15,15,,,,,,,,,,,,,,
3250,3400121,,,s==4|珍奇探宝,s==4|珍奇探宝,,,42,42,,,,,,,s==19|BeautyTreasureLayer,,,,,,,
3251,3400121,,,s==4|普通探宝,s==4|普通探宝,,,42,42,,,,,,,,,,,,,,
3252,3400121,,,s==4|珍奇探宝,s==4|探宝商城,,,42,42,,,,,,,,,,,,,,
3253,3400121,,,s==4|珍奇探宝,s==4|探宝直售,,,42,42,,,,,,,s==29|BeautyTreasuregiftShopPopView,,,,,,,
3254,3400121,,,s==7|珍奇探宝第二期,s==7|珍奇探宝第二期,,,42,42,,,,,,,s==25|BeautyTreasureRotateLayer,,,,,,,
3255,3400121,,,s==7|普通探宝第二期,s==7|普通探宝第二期,,,42,42,,,,,,,,,,,,,,
3256,3400121,,,s==7|珍奇探宝第二期,s==7|珍奇探宝第二期,,,42,42,,,,,,,,,,,,,,
3257,3400121,,,s==7|珍奇探宝第二期,s==7|珍奇探宝第二期,,,42,42,,,,,,,s==35|BeautyTreasuregiftShopPopRotateView,,,,,,,
