id,name,monsterGroupId,boutCount,rewards-type-1,rewards-id-1,rewards-value-1,rewards-type-2,rewards-id-2,rewards-value-2,rewards-type-3,rewards-id-3,rewards-value-3,
1,s==11|Tầng 1 trận,40001,11,,,,,,,,,,
429,s==13|Tầng 429 trận,40429,11,,,,,,,,,,
430,s==13|Tầng 430 trận,40430,11,1,10,1110051,,,,,,,
431,s==13|Tầng 431 trận,40431,11,,,,,,,,,,
432,s==13|Tầng 432 trận,40432,11,,,,,,,,,,
433,s==13|Tầng 433 trận,40433,11,,,,,,,,,,
434,s==13|Tầng 434 trận,40434,11,,,,,,,,,,
435,s==13|Tầng 435 trận,40435,11,2,1003,1,,,,,,,
436,s==13|Tầng 436 trận,40436,11,,,,,,,,,,
437,s==13|Tầng 437 trận,40437,11,,,,,,,,,,
438,s==13|Tầng 438 trận,40438,11,,,,,,,,,,
439,s==13|Tầng 439 trận,40439,11,,,,,,,,,,
440,s==13|Tầng 440 trận,40440,11,1,10,1056283,,,,,,,
441,s==13|Tầng 441 trận,40441,11,,,,,,,,,,
442,s==13|Tầng 442 trận,40442,11,,,,,,,,,,
443,s==13|Tầng 443 trận,40443,11,,,,,,,,,,
444,s==13|Tầng 444 trận,40444,11,,,,,,,,,,
445,s==13|Tầng 445 trận,40445,11,1,10,1126702,,,,,,,
446,s==13|Tầng 446 trận,40446,11,,,,,,,,,,
447,s==13|Tầng 447 trận,40447,11,,,,,,,,,,
448,s==13|Tầng 448 trận,40448,11,,,,,,,,,,
449,s==13|Tầng 449 trận,40449,11,,,,,,,,,,
450,s==13|Tầng 450 trận,40450,11,2,1003,1,,,,,,,
451,s==13|Tầng 451 trận,40451,11,,,,,,,,,,
452,s==13|Tầng 452 trận,40452,11,,,,,,,,,,
453,s==13|Tầng 453 trận,40453,11,,,,,,,,,,
454,s==13|Tầng 454 trận,40454,11,,,,,,,,,,
455,s==13|Tầng 455 trận,40455,11,1,10,1072128,,,,,,,
456,s==13|Tầng 456 trận,40456,11,,,,,,,,,,
457,s==13|Tầng 457 trận,40457,11,,,,,,,,,,
458,s==13|Tầng 458 trận,40458,11,,,,,,,,,,
459,s==13|Tầng 459 trận,40459,11,,,,,,,,,,
460,s==13|Tầng 460 trận,40460,11,1,10,1143603,,,,,,,
461,s==13|Tầng 461 trận,40461,11,,,,,,,,,,
462,s==13|Tầng 462 trận,40462,11,,,,,,,,,,
463,s==13|Tầng 463 trận,40463,11,,,,,,,,,,
464,s==13|Tầng 464 trận,40464,11,,,,,,,,,,
465,s==13|Tầng 465 trận,40465,11,2,1003,1,,,,,,,
466,s==13|Tầng 466 trận,40466,11,,,,,,,,,,
467,s==13|Tầng 467 trận,40467,11,,,,,,,,,,
468,s==13|Tầng 468 trận,40468,11,,,,,,,,,,
469,s==13|Tầng 469 trận,40469,11,,,,,,,,,,
470,s==13|Tầng 470 trận,40470,11,1,10,1088210,,,,,,,
471,s==13|Tầng 471 trận,40471,11,,,,,,,,,,
472,s==13|Tầng 472 trận,40472,11,,,,,,,,,,
473,s==13|Tầng 473 trận,40473,11,,,,,,,,,,
474,s==13|Tầng 474 trận,40474,11,,,,,,,,,,
475,s==13|Tầng 475 trận,40475,11,1,10,1160757,,,,,,,
476,s==13|Tầng 476 trận,40476,11,,,,,,,,,,
477,s==13|Tầng 477 trận,40477,11,,,,,,,,,,
478,s==13|Tầng 478 trận,40478,11,,,,,,,,,,
479,s==13|Tầng 479 trận,40479,11,,,,,,,,,,
480,s==13|Tầng 480 trận,40480,11,2,1003,1,,,,,,,
481,s==13|Tầng 481 trận,40481,11,,,,,,,,,,
482,s==13|Tầng 482 trận,40482,11,,,,,,,,,,
483,s==13|Tầng 483 trận,40483,11,,,,,,,,,,
484,s==13|Tầng 484 trận,40484,11,,,,,,,,,,
485,s==13|Tầng 485 trận,40485,11,1,10,1104533,,,,,,,
486,s==13|Tầng 486 trận,40486,11,,,,,,,,,,
487,s==13|Tầng 487 trận,40487,11,,,,,,,,,,
488,s==13|Tầng 488 trận,40488,11,,,,,,,,,,
489,s==13|Tầng 489 trận,40489,11,,,,,,,,,,
490,s==13|Tầng 490 trận,40490,11,1,10,1178168,,,,,,,
491,s==13|Tầng 491 trận,40491,11,,,,,,,,,,
492,s==13|Tầng 492 trận,40492,11,,,,,,,,,,
493,s==13|Tầng 493 trận,40493,11,,,,,,,,,,
494,s==13|Tầng 494 trận,40494,11,,,,,,,,,,
495,s==13|Tầng 495 trận,40495,11,2,1003,1,,,,,,,
496,s==13|Tầng 496 trận,40496,11,,,,,,,,,,
497,s==13|Tầng 497 trận,40497,11,,,,,,,,,,
498,s==13|Tầng 498 trận,40498,11,,,,,,,,,,
499,s==13|Tầng 499 trận,40499,11,,,,,,,,,,
500,s==13|Tầng 500 trận,40500,11,1,10,1121101,,,,,,,
501,s==13|Tầng 501 trận,40501,11,,,,,,,,,,
502,s==13|Tầng 502 trận,40502,11,,,,,,,,,,
503,s==13|Tầng 503 trận,40503,11,,,,,,,,,,
504,s==13|Tầng 504 trận,40504,11,,,,,,,,,,
505,s==13|Tầng 505 trận,40505,11,1,10,1195841,,,,,,,
506,s==13|Tầng 506 trận,40506,11,,,,,,,,,,
507,s==13|Tầng 507 trận,40507,11,,,,,,,,,,
508,s==13|Tầng 508 trận,40508,11,,,,,,,,,,
509,s==13|Tầng 509 trận,40509,11,,,,,,,,,,
510,s==13|Tầng 510 trận,40510,11,2,1003,1,,,,,,,
511,s==13|Tầng 511 trận,40511,11,,,,,,,,,,
512,s==13|Tầng 512 trận,40512,11,,,,,,,,,,
513,s==13|Tầng 513 trận,40513,11,,,,,,,,,,
514,s==13|Tầng 514 trận,40514,11,,,,,,,,,,
515,s==13|Tầng 515 trận,40515,11,1,10,1137917,,,,,,,
516,s==13|Tầng 516 trận,40516,11,,,,,,,,,,
517,s==13|Tầng 517 trận,40517,11,,,,,,,,,,
518,s==13|Tầng 518 trận,40518,11,,,,,,,,,,
519,s==13|Tầng 519 trận,40519,11,,,,,,,,,,
520,s==13|Tầng 520 trận,40520,11,1,10,1213778,,,,,,,
521,s==13|Tầng 521 trận,40521,11,,,,,,,,,,
522,s==13|Tầng 522 trận,40522,11,,,,,,,,,,
523,s==13|Tầng 523 trận,40523,11,,,,,,,,,,
524,s==13|Tầng 524 trận,40524,11,,,,,,,,,,
525,s==13|Tầng 525 trận,40525,11,2,1003,1,,,,,,,
526,s==13|Tầng 526 trận,40526,11,,,,,,,,,,
527,s==13|Tầng 527 trận,40527,11,,,,,,,,,,
528,s==13|Tầng 528 trận,40528,11,,,,,,,,,,
529,s==13|Tầng 529 trận,40529,11,,,,,,,,,,
530,s==13|Tầng 530 trận,40530,11,1,10,1154986,,,,,,,
531,s==13|Tầng 531 trận,40531,11,,,,,,,,,,
532,s==13|Tầng 532 trận,40532,11,,,,,,,,,,
533,s==13|Tầng 533 trận,40533,11,,,,,,,,,,
534,s==13|Tầng 534 trận,40534,11,,,,,,,,,,
535,s==13|Tầng 535 trận,40535,11,1,10,1231985,,,,,,,
536,s==13|Tầng 536 trận,40536,11,,,,,,,,,,
537,s==13|Tầng 537 trận,40537,11,,,,,,,,,,
538,s==13|Tầng 538 trận,40538,11,,,,,,,,,,
539,s==13|Tầng 539 trận,40539,11,,,,,,,,,,
540,s==13|Tầng 540 trận,40540,11,2,1003,1,,,,,,,
541,s==13|Tầng 541 trận,40541,11,,,,,,,,,,
542,s==13|Tầng 542 trận,40542,11,,,,,,,,,,
543,s==13|Tầng 543 trận,40543,11,,,,,,,,,,
544,s==13|Tầng 544 trận,40544,11,,,,,,,,,,
545,s==13|Tầng 545 trận,40545,11,1,10,1172311,,,,,,,
546,s==13|Tầng 546 trận,40546,11,,,,,,,,,,
547,s==13|Tầng 547 trận,40547,11,,,,,,,,,,
548,s==13|Tầng 548 trận,40548,11,,,,,,,,,,
549,s==13|Tầng 549 trận,40549,11,,,,,,,,,,
550,s==13|Tầng 550 trận,40550,11,1,10,1250465,,,,,,,
551,s==13|Tầng 551 trận,40551,11,,,,,,,,,,
552,s==13|Tầng 552 trận,40552,11,,,,,,,,,,
553,s==13|Tầng 553 trận,40553,11,,,,,,,,,,
554,s==13|Tầng 554 trận,40554,11,,,,,,,,,,
555,s==13|Tầng 555 trận,40555,11,2,1003,1,,,,,,,
556,s==13|Tầng 556 trận,40556,11,,,,,,,,,,
557,s==13|Tầng 557 trận,40557,11,,,,,,,,,,
558,s==13|Tầng 558 trận,40558,11,,,,,,,,,,
559,s==13|Tầng 559 trận,40559,11,,,,,,,,,,
560,s==13|Tầng 560 trận,40560,11,1,10,1189895,,,,,,,
561,s==13|Tầng 561 trận,40561,11,,,,,,,,,,
562,s==13|Tầng 562 trận,40562,11,,,,,,,,,,
563,s==13|Tầng 563 trận,40563,11,,,,,,,,,,
564,s==13|Tầng 564 trận,40564,11,,,,,,,,,,
565,s==13|Tầng 565 trận,40565,11,1,10,1269222,,,,,,,
566,s==13|Tầng 566 trận,40566,11,,,,,,,,,,
567,s==13|Tầng 567 trận,40567,11,,,,,,,,,,
568,s==13|Tầng 568 trận,40568,11,,,,,,,,,,
569,s==13|Tầng 569 trận,40569,11,,,,,,,,,,
570,s==13|Tầng 570 trận,40570,11,2,1003,1,,,,,,,
571,s==13|Tầng 571 trận,40571,11,,,,,,,,,,
572,s==13|Tầng 572 trận,40572,11,,,,,,,,,,
573,s==13|Tầng 573 trận,40573,11,,,,,,,,,,
574,s==13|Tầng 574 trận,40574,11,,,,,,,,,,
575,s==13|Tầng 575 trận,40575,11,1,10,1207744,,,,,,,
576,s==13|Tầng 576 trận,40576,11,,,,,,,,,,
577,s==13|Tầng 577 trận,40577,11,,,,,,,,,,
578,s==13|Tầng 578 trận,40578,11,,,,,,,,,,
579,s==13|Tầng 579 trận,40579,11,,,,,,,,,,
580,s==13|Tầng 580 trận,40580,11,1,10,1288260,,,,,,,
581,s==13|Tầng 581 trận,40581,11,,,,,,,,,,
582,s==13|Tầng 582 trận,40582,11,,,,,,,,,,
583,s==13|Tầng 583 trận,40583,11,,,,,,,,,,
584,s==13|Tầng 584 trận,40584,11,,,,,,,,,,
585,s==13|Tầng 585 trận,40585,11,2,1003,1,,,,,,,
586,s==13|Tầng 586 trận,40586,11,,,,,,,,,,
587,s==13|Tầng 587 trận,40587,11,,,,,,,,,,
588,s==13|Tầng 588 trận,40588,11,,,,,,,,,,
589,s==13|Tầng 589 trận,40589,11,,,,,,,,,,
590,s==13|Tầng 590 trận,40590,11,1,10,1225860,,,,,,,
591,s==13|Tầng 591 trận,40591,11,,,,,,,,,,
592,s==13|Tầng 592 trận,40592,11,,,,,,,,,,
593,s==13|Tầng 593 trận,40593,11,,,,,,,,,,
594,s==13|Tầng 594 trận,40594,11,,,,,,,,,,
595,s==13|Tầng 595 trận,40595,11,1,10,1307584,,,,,,,
596,s==13|Tầng 596 trận,40596,11,,,,,,,,,,
597,s==13|Tầng 597 trận,40597,11,,,,,,,,,,
598,s==13|Tầng 598 trận,40598,11,,,,,,,,,,
599,s==13|Tầng 599 trận,40599,11,,,,,,,,,,
600,s==13|Tầng 600 trận,40600,11,2,1003,1,,,,,,,
601,s==13|Tầng 601 trận,40601,11,,,,,,,,,,
602,s==13|Tầng 602 trận,40602,11,,,,,,,,,,
603,s==13|Tầng 603 trận,40603,11,,,,,,,,,,
604,s==13|Tầng 604 trận,40604,11,,,,,,,,,,
605,s==13|Tầng 605 trận,40605,11,1,10,1244248,,,,,,,
606,s==13|Tầng 606 trận,40606,11,,,,,,,,,,
607,s==13|Tầng 607 trận,40607,11,,,,,,,,,,
608,s==13|Tầng 608 trận,40608,11,,,,,,,,,,
609,s==13|Tầng 609 trận,40609,11,,,,,,,,,,
610,s==13|Tầng 610 trận,40610,11,1,10,1327198,,,,,,,
611,s==13|Tầng 611 trận,40611,11,,,,,,,,,,
612,s==13|Tầng 612 trận,40612,11,,,,,,,,,,
613,s==13|Tầng 613 trận,40613,11,,,,,,,,,,
614,s==13|Tầng 614 trận,40614,11,,,,,,,,,,
615,s==13|Tầng 615 trận,40615,11,2,1003,1,,,,,,,
616,s==13|Tầng 616 trận,40616,11,,,,,,,,,,
617,s==13|Tầng 617 trận,40617,11,,,,,,,,,,
618,s==13|Tầng 618 trận,40618,11,,,,,,,,,,
619,s==13|Tầng 619 trận,40619,11,,,,,,,,,,
620,s==13|Tầng 620 trận,40620,11,1,10,1262911,,,,,,,
621,s==13|Tầng 621 trận,40621,11,,,,,,,,,,
622,s==13|Tầng 622 trận,40622,11,,,,,,,,,,
623,s==13|Tầng 623 trận,40623,11,,,,,,,,,,
624,s==13|Tầng 624 trận,40624,11,,,,,,,,,,
625,s==13|Tầng 625 trận,40625,11,1,10,1347106,,,,,,,
626,s==13|Tầng 626 trận,40626,11,,,,,,,,,,
627,s==13|Tầng 627 trận,40627,11,,,,,,,,,,
628,s==13|Tầng 628 trận,40628,11,,,,,,,,,,
629,s==13|Tầng 629 trận,40629,11,,,,,,,,,,
630,s==13|Tầng 630 trận,40630,11,2,1003,1,,,,,,,
631,s==13|Tầng 631 trận,40631,11,,,,,,,,,,
632,s==13|Tầng 632 trận,40632,11,,,,,,,,,,
633,s==13|Tầng 633 trận,40633,11,,,,,,,,,,
634,s==13|Tầng 634 trận,40634,11,,,,,,,,,,
635,s==13|Tầng 635 trận,40635,11,1,10,1281855,,,,,,,
636,s==13|Tầng 636 trận,40636,11,,,,,,,,,,
637,s==13|Tầng 637 trận,40637,11,,,,,,,,,,
638,s==13|Tầng 638 trận,40638,11,,,,,,,,,,
639,s==13|Tầng 639 trận,40639,11,,,,,,,,,,
640,s==13|Tầng 640 trận,40640,11,1,10,1367312,,,,,,,
641,s==13|Tầng 641 trận,40641,11,,,,,,,,,,
642,s==13|Tầng 642 trận,40642,11,,,,,,,,,,
643,s==13|Tầng 643 trận,40643,11,,,,,,,,,,
644,s==13|Tầng 644 trận,40644,11,,,,,,,,,,
645,s==13|Tầng 645 trận,40645,11,2,1003,1,,,,,,,
646,s==13|Tầng 646 trận,40646,11,,,,,,,,,,
647,s==13|Tầng 647 trận,40647,11,,,,,,,,,,
648,s==13|Tầng 648 trận,40648,11,,,,,,,,,,
649,s==13|Tầng 649 trận,40649,11,,,,,,,,,,
650,s==13|Tầng 650 trận,40650,11,1,10,1301083,,,,,,,
651,s==13|Tầng 651 trận,40651,11,,,,,,,,,,
652,s==13|Tầng 652 trận,40652,11,,,,,,,,,,
653,s==13|Tầng 653 trận,40653,11,,,,,,,,,,
654,s==13|Tầng 654 trận,40654,11,,,,,,,,,,
655,s==13|Tầng 655 trận,40655,11,1,10,1387822,,,,,,,
656,s==13|Tầng 656 trận,40656,11,,,,,,,,,,
657,s==13|Tầng 657 trận,40657,11,,,,,,,,,,
658,s==13|Tầng 658 trận,40658,11,,,,,,,,,,
659,s==13|Tầng 659 trận,40659,11,,,,,,,,,,
660,s==13|Tầng 660 trận,40660,11,2,1003,1,,,,,,,
661,s==13|Tầng 661 trận,40661,11,,,,,,,,,,
662,s==13|Tầng 662 trận,40662,11,,,,,,,,,,
663,s==13|Tầng 663 trận,40663,11,,,,,,,,,,
664,s==13|Tầng 664 trận,40664,11,,,,,,,,,,
665,s==13|Tầng 665 trận,40665,11,1,10,1320599,,,,,,,
666,s==13|Tầng 666 trận,40666,11,,,,,,,,,,
667,s==13|Tầng 667 trận,40667,11,,,,,,,,,,
668,s==13|Tầng 668 trận,40668,11,,,,,,,,,,
669,s==13|Tầng 669 trận,40669,11,,,,,,,,,,
670,s==13|Tầng 670 trận,40670,11,1,10,1408639,,,,,,,
671,s==13|Tầng 671 trận,40671,11,,,,,,,,,,
672,s==13|Tầng 672 trận,40672,11,,,,,,,,,,
673,s==13|Tầng 673 trận,40673,11,,,,,,,,,,
674,s==13|Tầng 674 trận,40674,11,,,,,,,,,,
675,s==13|Tầng 675 trận,40675,11,2,1003,1,,,,,,,
676,s==13|Tầng 676 trận,40676,11,,,,,,,,,,
677,s==13|Tầng 677 trận,40677,11,,,,,,,,,,
678,s==13|Tầng 678 trận,40678,11,,,,,,,,,,
679,s==13|Tầng 679 trận,40679,11,,,,,,,,,,
680,s==13|Tầng 680 trận,40680,11,1,10,1340408,,,,,,,
681,s==13|Tầng 681 trận,40681,11,,,,,,,,,,
682,s==13|Tầng 682 trận,40682,11,,,,,,,,,,
683,s==13|Tầng 683 trận,40683,11,,,,,,,,,,
684,s==13|Tầng 684 trận,40684,11,,,,,,,,,,
685,s==13|Tầng 685 trận,40685,11,1,10,1429769,,,,,,,
686,s==13|Tầng 686 trận,40686,11,,,,,,,,,,
687,s==13|Tầng 687 trận,40687,11,,,,,,,,,,
688,s==13|Tầng 688 trận,40688,11,,,,,,,,,,
689,s==13|Tầng 689 trận,40689,11,,,,,,,,,,
690,s==13|Tầng 690 trận,40690,11,2,1003,1,,,,,,,
691,s==13|Tầng 691 trận,40691,11,,,,,,,,,,
692,s==13|Tầng 692 trận,40692,11,,,,,,,,,,
693,s==13|Tầng 693 trận,40693,11,,,,,,,,,,
694,s==13|Tầng 694 trận,40694,11,,,,,,,,,,
695,s==13|Tầng 695 trận,40695,11,1,10,1360514,,,,,,,
696,s==13|Tầng 696 trận,40696,11,,,,,,,,,,
697,s==13|Tầng 697 trận,40697,11,,,,,,,,,,
698,s==13|Tầng 698 trận,40698,11,,,,,,,,,,
699,s==13|Tầng 699 trận,40699,11,,,,,,,,,,
700,s==13|Tầng 700 trận,40700,11,1,10,1444000,,,,,,,
701,s==13|Tầng 701 trận,40701,11,,,,,,,,,,
702,s==13|Tầng 702 trận,40702,11,,,,,,,,,,
703,s==13|Tầng 703 trận,40703,11,,,,,,,,,,
704,s==13|Tầng 704 trận,40704,11,,,,,,,,,,
705,s==13|Tầng 705 trận,40705,11,2,1003,1,,,,,,,
706,s==13|Tầng 706 trận,40706,11,,,,,,,,,,
707,s==13|Tầng 707 trận,40707,11,,,,,,,,,,
708,s==13|Tầng 708 trận,40708,11,,,,,,,,,,
709,s==13|Tầng 709 trận,40709,11,,,,,,,,,,
710,s==13|Tầng 710 trận,40710,11,1,10,1380922,,,,,,,
711,s==13|Tầng 711 trận,40711,11,,,,,,,,,,
712,s==13|Tầng 712 trận,40712,11,,,,,,,,,,
713,s==13|Tầng 713 trận,40713,11,,,,,,,,,,
714,s==13|Tầng 714 trận,40714,11,,,,,,,,,,
715,s==13|Tầng 715 trận,40715,11,1,10,1444000,,,,,,,
716,s==13|Tầng 716 trận,40716,11,,,,,,,,,,
717,s==13|Tầng 717 trận,40717,11,,,,,,,,,,
718,s==13|Tầng 718 trận,40718,11,,,,,,,,,,
719,s==13|Tầng 719 trận,40719,11,,,,,,,,,,
720,s==13|Tầng 720 trận,40720,11,2,1003,1,,,,,,,
721,s==13|Tầng 721 trận,40721,11,,,,,,,,,,
722,s==13|Tầng 722 trận,40722,11,,,,,,,,,,
723,s==13|Tầng 723 trận,40723,11,,,,,,,,,,
724,s==13|Tầng 724 trận,40724,11,,,,,,,,,,
725,s==13|Tầng 725 trận,40725,11,1,10,1401636,,,,,,,
726,s==13|Tầng 726 trận,40726,11,,,,,,,,,,
727,s==13|Tầng 727 trận,40727,11,,,,,,,,,,
728,s==13|Tầng 728 trận,40728,11,,,,,,,,,,
729,s==13|Tầng 729 trận,40729,11,,,,,,,,,,
730,s==13|Tầng 730 trận,40730,11,1,10,1444000,,,,,,,
731,s==13|Tầng 731 trận,40731,11,,,,,,,,,,
732,s==13|Tầng 732 trận,40732,11,,,,,,,,,,
733,s==13|Tầng 733 trận,40733,11,,,,,,,,,,
734,s==13|Tầng 734 trận,40734,11,,,,,,,,,,
735,s==13|Tầng 735 trận,40735,11,2,1003,1,,,,,,,
736,s==13|Tầng 736 trận,40736,11,,,,,,,,,,
737,s==13|Tầng 737 trận,40737,11,,,,,,,,,,
738,s==13|Tầng 738 trận,40738,11,,,,,,,,,,
739,s==13|Tầng 739 trận,40739,11,,,,,,,,,,
740,s==13|Tầng 740 trận,40740,11,1,10,1422660,,,,,,,
741,s==13|Tầng 741 trận,40741,11,,,,,,,,,,
742,s==13|Tầng 742 trận,40742,11,,,,,,,,,,
743,s==13|Tầng 743 trận,40743,11,,,,,,,,,,
744,s==13|Tầng 744 trận,40744,11,,,,,,,,,,
745,s==13|Tầng 745 trận,40745,11,1,10,1444000,,,,,,,
746,s==13|Tầng 746 trận,40746,11,,,,,,,,,,
747,s==13|Tầng 747 trận,40747,11,,,,,,,,,,
748,s==13|Tầng 748 trận,40748,11,,,,,,,,,,
749,s==13|Tầng 749 trận,40749,11,,,,,,,,,,
750,s==13|Tầng 750 trận,40750,11,2,1003,1,,,,,,,
751,s==13|Tầng 751 trận,40751,11,,,,,,,,,,
752,s==13|Tầng 752 trận,40752,11,,,,,,,,,,
753,s==13|Tầng 753 trận,40753,11,,,,,,,,,,
754,s==13|Tầng 754 trận,40754,11,,,,,,,,,,
755,s==13|Tầng 755 trận,40755,11,1,10,1444000,,,,,,,
756,s==13|Tầng 756 trận,40756,11,,,,,,,,,,
757,s==13|Tầng 757 trận,40757,11,,,,,,,,,,
758,s==13|Tầng 758 trận,40758,11,,,,,,,,,,
759,s==13|Tầng 759 trận,40759,11,,,,,,,,,,
760,s==13|Tầng 760 trận,40760,11,1,10,1444000,,,,,,,
761,s==13|Tầng 761 trận,40761,11,,,,,,,,,,
762,s==13|Tầng 762 trận,40762,11,,,,,,,,,,
763,s==13|Tầng 763 trận,40763,11,,,,,,,,,,
764,s==13|Tầng 764 trận,40764,11,,,,,,,,,,
765,s==13|Tầng 765 trận,40765,11,2,1003,1,,,,,,,
766,s==13|Tầng 766 trận,40766,11,,,,,,,,,,
767,s==13|Tầng 767 trận,40767,11,,,,,,,,,,
768,s==13|Tầng 768 trận,40768,11,,,,,,,,,,
769,s==13|Tầng 769 trận,40769,11,,,,,,,,,,
770,s==13|Tầng 770 trận,40770,11,1,10,1444000,,,,,,,
771,s==13|Tầng 771 trận,40771,11,,,,,,,,,,
772,s==13|Tầng 772 trận,40772,11,,,,,,,,,,
773,s==13|Tầng 773 trận,40773,11,,,,,,,,,,
774,s==13|Tầng 774 trận,40774,11,,,,,,,,,,
775,s==13|Tầng 775 trận,40775,11,1,10,1444000,,,,,,,
776,s==13|Tầng 776 trận,40776,11,,,,,,,,,,
777,s==13|Tầng 777 trận,40777,11,,,,,,,,,,
778,s==13|Tầng 778 trận,40778,11,,,,,,,,,,
779,s==13|Tầng 779 trận,40779,11,,,,,,,,,,
780,s==13|Tầng 780 trận,40780,11,2,1003,1,,,,,,,
781,s==13|Tầng 781 trận,40781,11,,,,,,,,,,
782,s==13|Tầng 782 trận,40782,11,,,,,,,,,,
783,s==13|Tầng 783 trận,40783,11,,,,,,,,,,
784,s==13|Tầng 784 trận,40784,11,,,,,,,,,,
785,s==13|Tầng 785 trận,40785,11,1,10,1444000,,,,,,,
786,s==13|Tầng 786 trận,40786,11,,,,,,,,,,
787,s==13|Tầng 787 trận,40787,11,,,,,,,,,,
788,s==13|Tầng 788 trận,40788,11,,,,,,,,,,
789,s==13|Tầng 789 trận,40789,11,,,,,,,,,,
790,s==13|Tầng 790 trận,40790,11,1,10,1444000,,,,,,,
791,s==13|Tầng 791 trận,40791,11,,,,,,,,,,
792,s==13|Tầng 792 trận,40792,11,,,,,,,,,,
793,s==13|Tầng 793 trận,40793,11,,,,,,,,,,
794,s==13|Tầng 794 trận,40794,11,,,,,,,,,,
795,s==13|Tầng 795 trận,40795,11,2,1003,1,,,,,,,
796,s==13|Tầng 796 trận,40796,11,,,,,,,,,,
797,s==13|Tầng 797 trận,40797,11,,,,,,,,,,
798,s==13|Tầng 798 trận,40798,11,,,,,,,,,,
799,s==13|Tầng 799 trận,40799,11,,,,,,,,,,
800,s==13|Tầng 800 trận,40800,11,1,10,1444000,,,,,,,
801,s==13|Tầng 801 trận,40801,11,,,,,,,,,,
802,s==13|Tầng 802 trận,40802,11,,,,,,,,,,
803,s==13|Tầng 803 trận,40803,11,,,,,,,,,,
804,s==13|Tầng 804 trận,40804,11,,,,,,,,,,
805,s==13|Tầng 805 trận,40805,11,1,10,1444000,,,,,,,
806,s==13|Tầng 806 trận,40806,11,,,,,,,,,,
807,s==13|Tầng 807 trận,40807,11,,,,,,,,,,
808,s==13|Tầng 808 trận,40808,11,,,,,,,,,,
809,s==13|Tầng 809 trận,40809,11,,,,,,,,,,
810,s==13|Tầng 810 trận,40810,11,2,1003,1,,,,,,,
811,s==13|Tầng 811 trận,40811,11,,,,,,,,,,
812,s==13|Tầng 812 trận,40812,11,,,,,,,,,,
813,s==13|Tầng 813 trận,40813,11,,,,,,,,,,
814,s==13|Tầng 814 trận,40814,11,,,,,,,,,,
815,s==13|Tầng 815 trận,40815,11,1,10,1444000,,,,,,,
816,s==13|Tầng 816 trận,40816,11,,,,,,,,,,
817,s==13|Tầng 817 trận,40817,11,,,,,,,,,,
818,s==13|Tầng 818 trận,40818,11,,,,,,,,,,
819,s==13|Tầng 819 trận,40819,11,,,,,,,,,,
820,s==13|Tầng 820 trận,40820,11,1,10,1444000,,,,,,,
821,s==13|Tầng 821 trận,40821,11,,,,,,,,,,
822,s==13|Tầng 822 trận,40822,11,,,,,,,,,,
823,s==13|Tầng 823 trận,40823,11,,,,,,,,,,
824,s==13|Tầng 824 trận,40824,11,,,,,,,,,,
825,s==13|Tầng 825 trận,40825,11,2,1003,1,,,,,,,
826,s==13|Tầng 826 trận,40826,11,,,,,,,,,,
827,s==13|Tầng 827 trận,40827,11,,,,,,,,,,
828,s==13|Tầng 828 trận,40828,11,,,,,,,,,,
829,s==13|Tầng 829 trận,40829,11,,,,,,,,,,
830,s==13|Tầng 830 trận,40830,11,1,10,1444000,,,,,,,
831,s==13|Tầng 831 trận,40831,11,,,,,,,,,,
832,s==13|Tầng 832 trận,40832,11,,,,,,,,,,
833,s==13|Tầng 833 trận,40833,11,,,,,,,,,,
834,s==13|Tầng 834 trận,40834,11,,,,,,,,,,
835,s==13|Tầng 835 trận,40835,11,1,10,1444000,,,,,,,
836,s==13|Tầng 836 trận,40836,11,,,,,,,,,,
837,s==13|Tầng 837 trận,40837,11,,,,,,,,,,
838,s==13|Tầng 838 trận,40838,11,,,,,,,,,,
839,s==13|Tầng 839 trận,40839,11,,,,,,,,,,
840,s==13|Tầng 840 trận,40840,11,2,1003,1,,,,,,,
841,s==13|Tầng 841 trận,40841,11,,,,,,,,,,
842,s==13|Tầng 842 trận,40842,11,,,,,,,,,,
843,s==13|Tầng 843 trận,40843,11,,,,,,,,,,
844,s==13|Tầng 844 trận,40844,11,,,,,,,,,,
845,s==13|Tầng 845 trận,40845,11,1,10,1444000,,,,,,,
846,s==13|Tầng 846 trận,40846,11,,,,,,,,,,
847,s==13|Tầng 847 trận,40847,11,,,,,,,,,,
848,s==13|Tầng 848 trận,40848,11,,,,,,,,,,
849,s==13|Tầng 849 trận,40849,11,,,,,,,,,,
850,s==13|Tầng 850 trận,40850,11,1,10,1444000,,,,,,,
851,s==13|Tầng 851 trận,40851,11,,,,,,,,,,
852,s==13|Tầng 852 trận,40852,11,,,,,,,,,,
853,s==13|Tầng 853 trận,40853,11,,,,,,,,,,
854,s==13|Tầng 854 trận,40854,11,,,,,,,,,,
855,s==13|Tầng 855 trận,40855,11,2,1003,1,,,,,,,
856,s==13|Tầng 856 trận,40856,11,,,,,,,,,,
857,s==13|Tầng 857 trận,40857,11,,,,,,,,,,
858,s==13|Tầng 858 trận,40858,11,,,,,,,,,,
859,s==13|Tầng 859 trận,40859,11,,,,,,,,,,
860,s==13|Tầng 860 trận,40860,11,1,10,1444000,,,,,,,
861,s==13|Tầng 861 trận,40861,11,,,,,,,,,,
862,s==13|Tầng 862 trận,40862,11,,,,,,,,,,
