id,type,grade,lv,nextId,properties-type-1,properties-way-1,properties-value-1,properties-type-2,properties-way-2,properties-value-2,topProperties-type-1,topProperties-way-1,topProperties-value-1,topProperties-type-2,topProperties-way-2,topProperties-value-2,materials-type-1,materials-id-1,materials-value-1,materials-type-2,materials-id-2,materials-value-2,
290,3,6,1,291,2,0,14600,1,0,146000,14,1,300,5,1,300,2,7020,15,,,,
291,3,6,2,292,2,0,14800,1,0,148000,14,1,300,5,1,300,2,7020,15,,,,
292,3,6,3,293,2,0,15000,1,0,150000,14,1,300,5,1,300,2,7020,15,,,,
293,3,6,4,294,2,0,15200,1,0,152000,14,1,300,5,1,300,2,7020,15,,,,
294,3,6,5,295,2,0,15400,1,0,154000,14,1,300,5,1,300,2,7020,15,,,,
295,3,6,6,296,2,0,15600,1,0,156000,14,1,300,5,1,300,2,7020,15,,,,
296,3,6,7,297,2,0,15800,1,0,158000,14,1,300,5,1,300,2,7020,15,,,,
297,3,6,8,298,2,0,16000,1,0,160000,14,1,300,5,1,300,2,7020,15,,,,
298,3,6,9,299,2,0,16200,1,0,162000,14,1,300,5,1,300,2,7020,15,,,,
299,3,6,10,300,2,0,16400,1,0,164000,14,1,300,5,1,300,2,7020,30,2,7021,60,
300,3,7,0,301,2,0,16800,1,0,168000,14,1,350,5,1,350,2,7020,20,,,,
301,3,7,1,302,2,0,17000,1,0,170000,14,1,350,5,1,350,2,7020,20,,,,
302,3,7,2,303,2,0,17200,1,0,172000,14,1,350,5,1,350,2,7020,20,,,,
303,3,7,3,304,2,0,17400,1,0,174000,14,1,350,5,1,350,2,7020,20,,,,
304,3,7,4,305,2,0,17600,1,0,176000,14,1,350,5,1,350,2,7020,20,,,,
305,3,7,5,306,2,0,17800,1,0,178000,14,1,350,5,1,350,2,7020,20,,,,
306,3,7,6,307,2,0,18000,1,0,180000,14,1,350,5,1,350,2,7020,20,,,,
307,3,7,7,308,2,0,18200,1,0,182000,14,1,350,5,1,350,2,7020,20,,,,
308,3,7,8,309,2,0,18400,1,0,184000,14,1,350,5,1,350,2,7020,20,,,,
309,3,7,9,310,2,0,18600,1,0,186000,14,1,350,5,1,350,2,7020,20,,,,
310,3,7,10,311,2,0,18800,1,0,188000,14,1,350,5,1,350,2,7020,40,2,7021,80,
311,3,8,0,312,2,0,19200,1,0,192000,14,1,400,5,1,400,2,7020,25,,,,
312,3,8,1,313,2,0,19400,1,0,194000,14,1,400,5,1,400,2,7020,25,,,,
313,3,8,2,314,2,0,19600,1,0,196000,14,1,400,5,1,400,2,7020,25,,,,
314,3,8,3,315,2,0,19800,1,0,198000,14,1,400,5,1,400,2,7020,25,,,,
315,3,8,4,316,2,0,20000,1,0,200000,14,1,400,5,1,400,2,7020,25,,,,
316,3,8,5,317,2,0,20200,1,0,202000,14,1,400,5,1,400,2,7020,25,,,,
317,3,8,6,318,2,0,20400,1,0,204000,14,1,400,5,1,400,2,7020,25,,,,
318,3,8,7,319,2,0,20600,1,0,206000,14,1,400,5,1,400,2,7020,25,,,,
319,3,8,8,320,2,0,20800,1,0,208000,14,1,400,5,1,400,2,7020,25,,,,
320,3,8,9,321,2,0,21000,1,0,210000,14,1,400,5,1,400,2,7020,25,,,,
321,3,8,10,322,2,0,21200,1,0,212000,14,1,400,5,1,400,2,7020,50,2,7021,100,
322,3,9,0,323,2,0,21600,1,0,216000,14,1,450,5,1,450,2,7020,30,,,,
323,3,9,1,324,2,0,21800,1,0,218000,14,1,450,5,1,450,2,7020,30,,,,
324,3,9,2,325,2,0,22000,1,0,220000,14,1,450,5,1,450,2,7020,30,,,,
325,3,9,3,326,2,0,22200,1,0,222000,14,1,450,5,1,450,2,7020,30,,,,
326,3,9,4,327,2,0,22400,1,0,224000,14,1,450,5,1,450,2,7020,30,,,,
327,3,9,5,328,2,0,22600,1,0,226000,14,1,450,5,1,450,2,7020,30,,,,
328,3,9,6,329,2,0,22800,1,0,228000,14,1,450,5,1,450,2,7020,30,,,,
329,3,9,7,330,2,0,23000,1,0,230000,14,1,450,5,1,450,2,7020,30,,,,
330,3,9,8,331,2,0,23200,1,0,232000,14,1,450,5,1,450,2,7020,30,,,,
331,3,9,9,332,2,0,23400,1,0,234000,14,1,450,5,1,450,2,7020,30,,,,
332,3,9,10,333,2,0,23600,1,0,236000,14,1,450,5,1,450,2,7020,60,2,7021,120,
333,3,10,0,,2,0,24000,1,0,240000,14,1,500,5,1,500,,,,,,,
334,4,0,0,335,2,0,0,1,0,0,15,1,0,10,1,0,2,7020,2,,,,
335,4,0,1,336,2,0,200,1,0,2000,15,1,0,10,1,0,2,7020,2,,,,
336,4,0,2,337,2,0,400,1,0,4000,15,1,0,10,1,0,2,7020,2,,,,
337,4,0,3,338,2,0,600,1,0,6000,15,1,0,10,1,0,2,7020,2,,,,
338,4,0,4,339,2,0,800,1,0,8000,15,1,0,10,1,0,2,7020,2,,,,
339,4,0,5,340,2,0,1000,1,0,10000,15,1,0,10,1,0,2,7020,2,,,,
340,4,0,6,341,2,0,1200,1,0,12000,15,1,0,10,1,0,2,7020,2,,,,
341,4,0,7,342,2,0,1400,1,0,14000,15,1,0,10,1,0,2,7020,2,,,,
342,4,0,8,343,2,0,1600,1,0,16000,15,1,0,10,1,0,2,7020,2,,,,
343,4,0,9,344,2,0,1800,1,0,18000,15,1,0,10,1,0,2,7020,2,,,,
344,4,0,10,345,2,0,2000,1,0,20000,15,1,0,10,1,0,2,7020,4,2,7021,8,
345,4,1,0,346,2,0,2400,1,0,24000,15,1,50,10,1,50,2,7020,3,,,,
346,4,1,1,347,2,0,2600,1,0,26000,15,1,50,10,1,50,2,7020,3,,,,
347,4,1,2,348,2,0,2800,1,0,28000,15,1,50,10,1,50,2,7020,3,,,,
348,4,1,3,349,2,0,3000,1,0,30000,15,1,50,10,1,50,2,7020,3,,,,
349,4,1,4,350,2,0,3200,1,0,32000,15,1,50,10,1,50,2,7020,3,,,,
350,4,1,5,351,2,0,3400,1,0,34000,15,1,50,10,1,50,2,7020,3,,,,
351,4,1,6,352,2,0,3600,1,0,36000,15,1,50,10,1,50,2,7020,3,,,,
352,4,1,7,353,2,0,3800,1,0,38000,15,1,50,10,1,50,2,7020,3,,,,
353,4,1,8,354,2,0,4000,1,0,40000,15,1,50,10,1,50,2,7020,3,,,,
354,4,1,9,355,2,0,4200,1,0,42000,15,1,50,10,1,50,2,7020,3,,,,
355,4,1,10,356,2,0,4400,1,0,44000,15,1,50,10,1,50,2,7020,6,2,7021,12,
356,4,2,0,357,2,0,4800,1,0,48000,15,1,100,10,1,100,2,7020,4,,,,
357,4,2,1,358,2,0,5000,1,0,50000,15,1,100,10,1,100,2,7020,4,,,,
358,4,2,2,359,2,0,5200,1,0,52000,15,1,100,10,1,100,2,7020,4,,,,
359,4,2,3,360,2,0,5400,1,0,54000,15,1,100,10,1,100,2,7020,4,,,,
360,4,2,4,361,2,0,5600,1,0,56000,15,1,100,10,1,100,2,7020,4,,,,
361,4,2,5,362,2,0,5800,1,0,58000,15,1,100,10,1,100,2,7020,4,,,,
362,4,2,6,363,2,0,6000,1,0,60000,15,1,100,10,1,100,2,7020,4,,,,
363,4,2,7,364,2,0,6200,1,0,62000,15,1,100,10,1,100,2,7020,4,,,,
364,4,2,8,365,2,0,6400,1,0,64000,15,1,100,10,1,100,2,7020,4,,,,
365,4,2,9,366,2,0,6600,1,0,66000,15,1,100,10,1,100,2,7020,4,,,,
366,4,2,10,367,2,0,6800,1,0,68000,15,1,100,10,1,100,2,7020,8,2,7021,16,
367,4,3,0,368,2,0,7200,1,0,72000,15,1,150,10,1,150,2,7020,6,,,,
368,4,3,1,369,2,0,7400,1,0,74000,15,1,150,10,1,150,2,7020,6,,,,
369,4,3,2,370,2,0,7600,1,0,76000,15,1,150,10,1,150,2,7020,6,,,,
370,4,3,3,371,2,0,7800,1,0,78000,15,1,150,10,1,150,2,7020,6,,,,
371,4,3,4,372,2,0,8000,1,0,80000,15,1,150,10,1,150,2,7020,6,,,,
372,4,3,5,373,2,0,8200,1,0,82000,15,1,150,10,1,150,2,7020,6,,,,
373,4,3,6,374,2,0,8400,1,0,84000,15,1,150,10,1,150,2,7020,6,,,,
374,4,3,7,375,2,0,8600,1,0,86000,15,1,150,10,1,150,2,7020,6,,,,
375,4,3,8,376,2,0,8800,1,0,88000,15,1,150,10,1,150,2,7020,6,,,,
376,4,3,9,377,2,0,9000,1,0,90000,15,1,150,10,1,150,2,7020,6,,,,
377,4,3,10,378,2,0,9200,1,0,92000,15,1,150,10,1,150,2,7020,12,2,7021,24,
378,4,4,0,379,2,0,9600,1,0,96000,15,1,200,10,1,200,2,7020,8,,,,
379,4,4,1,380,2,0,9800,1,0,98000,15,1,200,10,1,200,2,7020,8,,,,
380,4,4,2,381,2,0,10000,1,0,100000,15,1,200,10,1,200,2,7020,8,,,,
381,4,4,3,382,2,0,10200,1,0,102000,15,1,200,10,1,200,2,7020,8,,,,
382,4,4,4,383,2,0,10400,1,0,104000,15,1,200,10,1,200,2,7020,8,,,,
383,4,4,5,384,2,0,10600,1,0,106000,15,1,200,10,1,200,2,7020,8,,,,
384,4,4,6,385,2,0,10800,1,0,108000,15,1,200,10,1,200,2,7020,8,,,,
385,4,4,7,386,2,0,11000,1,0,110000,15,1,200,10,1,200,2,7020,8,,,,
386,4,4,8,387,2,0,11200,1,0,112000,15,1,200,10,1,200,2,7020,8,,,,
387,4,4,9,388,2,0,11400,1,0,114000,15,1,200,10,1,200,2,7020,8,,,,
388,4,4,10,389,2,0,11600,1,0,116000,15,1,200,10,1,200,2,7020,18,2,7021,36,
389,4,5,0,390,2,0,12000,1,0,120000,15,1,250,10,1,250,2,7020,10,,,,
390,4,5,1,391,2,0,12200,1,0,122000,15,1,250,10,1,250,2,7020,10,,,,
391,4,5,2,392,2,0,12400,1,0,124000,15,1,250,10,1,250,2,7020,10,,,,
392,4,5,3,393,2,0,12600,1,0,126000,15,1,250,10,1,250,2,7020,10,,,,
393,4,5,4,394,2,0,12800,1,0,128000,15,1,250,10,1,250,2,7020,10,,,,
394,4,5,5,395,2,0,13000,1,0,130000,15,1,250,10,1,250,2,7020,10,,,,
395,4,5,6,396,2,0,13200,1,0,132000,15,1,250,10,1,250,2,7020,10,,,,
396,4,5,7,397,2,0,13400,1,0,134000,15,1,250,10,1,250,2,7020,10,,,,
397,4,5,8,398,2,0,13600,1,0,136000,15,1,250,10,1,250,2,7020,10,,,,
398,4,5,9,399,2,0,13800,1,0,138000,15,1,250,10,1,250,2,7020,10,,,,
399,4,5,10,400,2,0,14000,1,0,140000,15,1,250,10,1,250,2,7020,24,2,7021,48,
400,4,6,0,401,2,0,14400,1,0,144000,15,1,300,10,1,300,2,7020,15,,,,
401,4,6,1,402,2,0,14600,1,0,146000,15,1,300,10,1,300,2,7020,15,,,,
402,4,6,2,403,2,0,14800,1,0,148000,15,1,300,10,1,300,2,7020,15,,,,
403,4,6,3,404,2,0,15000,1,0,150000,15,1,300,10,1,300,2,7020,15,,,,
404,4,6,4,405,2,0,15200,1,0,152000,15,1,300,10,1,300,2,7020,15,,,,
405,4,6,5,406,2,0,15400,1,0,154000,15,1,300,10,1,300,2,7020,15,,,,
406,4,6,6,407,2,0,15600,1,0,156000,15,1,300,10,1,300,2,7020,15,,,,
407,4,6,7,408,2,0,15800,1,0,158000,15,1,300,10,1,300,2,7020,15,,,,
408,4,6,8,409,2,0,16000,1,0,160000,15,1,300,10,1,300,2,7020,15,,,,
409,4,6,9,410,2,0,16200,1,0,162000,15,1,300,10,1,300,2,7020,15,,,,
410,4,6,10,411,2,0,16400,1,0,164000,15,1,300,10,1,300,2,7020,30,2,7021,60,
411,4,7,0,412,2,0,16800,1,0,168000,15,1,350,10,1,350,2,7020,20,,,,
412,4,7,1,413,2,0,17000,1,0,170000,15,1,350,10,1,350,2,7020,20,,,,
413,4,7,2,414,2,0,17200,1,0,172000,15,1,350,10,1,350,2,7020,20,,,,
414,4,7,3,415,2,0,17400,1,0,174000,15,1,350,10,1,350,2,7020,20,,,,
415,4,7,4,416,2,0,17600,1,0,176000,15,1,350,10,1,350,2,7020,20,,,,
416,4,7,5,417,2,0,17800,1,0,178000,15,1,350,10,1,350,2,7020,20,,,,
417,4,7,6,418,2,0,18000,1,0,180000,15,1,350,10,1,350,2,7020,20,,,,
418,4,7,7,419,2,0,18200,1,0,182000,15,1,350,10,1,350,2,7020,20,,,,
419,4,7,8,420,2,0,18400,1,0,184000,15,1,350,10,1,350,2,7020,20,,,,
420,4,7,9,421,2,0,18600,1,0,186000,15,1,350,10,1,350,2,7020,20,,,,
421,4,7,10,422,2,0,18800,1,0,188000,15,1,350,10,1,350,2,7020,40,2,7021,80,
422,4,8,0,423,2,0,19200,1,0,192000,15,1,400,10,1,400,2,7020,25,,,,
423,4,8,1,424,2,0,19400,1,0,194000,15,1,400,10,1,400,2,7020,25,,,,
424,4,8,2,425,2,0,19600,1,0,196000,15,1,400,10,1,400,2,7020,25,,,,
425,4,8,3,426,2,0,19800,1,0,198000,15,1,400,10,1,400,2,7020,25,,,,
426,4,8,4,427,2,0,20000,1,0,200000,15,1,400,10,1,400,2,7020,25,,,,
427,4,8,5,428,2,0,20200,1,0,202000,15,1,400,10,1,400,2,7020,25,,,,
428,4,8,6,429,2,0,20400,1,0,204000,15,1,400,10,1,400,2,7020,25,,,,
429,4,8,7,430,2,0,20600,1,0,206000,15,1,400,10,1,400,2,7020,25,,,,
430,4,8,8,431,2,0,20800,1,0,208000,15,1,400,10,1,400,2,7020,25,,,,
431,4,8,9,432,2,0,21000,1,0,210000,15,1,400,10,1,400,2,7020,25,,,,
432,4,8,10,433,2,0,21200,1,0,212000,15,1,400,10,1,400,2,7020,50,2,7021,100,
433,4,9,0,434,2,0,21600,1,0,216000,15,1,450,10,1,450,2,7020,30,,,,
434,4,9,1,435,2,0,21800,1,0,218000,15,1,450,10,1,450,2,7020,30,,,,
435,4,9,2,436,2,0,22000,1,0,220000,15,1,450,10,1,450,2,7020,30,,,,
436,4,9,3,437,2,0,22200,1,0,222000,15,1,450,10,1,450,2,7020,30,,,,
437,4,9,4,438,2,0,22400,1,0,224000,15,1,450,10,1,450,2,7020,30,,,,
438,4,9,5,439,2,0,22600,1,0,226000,15,1,450,10,1,450,2,7020,30,,,,
439,4,9,6,440,2,0,22800,1,0,228000,15,1,450,10,1,450,2,7020,30,,,,
440,4,9,7,441,2,0,23000,1,0,230000,15,1,450,10,1,450,2,7020,30,,,,
441,4,9,8,442,2,0,23200,1,0,232000,15,1,450,10,1,450,2,7020,30,,,,
442,4,9,9,443,2,0,23400,1,0,234000,15,1,450,10,1,450,2,7020,30,,,,
443,4,9,10,444,2,0,23600,1,0,236000,15,1,450,10,1,450,2,7020,60,2,7021,120,
444,4,10,0,,2,0,24000,1,0,240000,15,1,500,10,1,500,,,,,,,
