id,taskName,taskDesc,icon,activityId,toSystemFunId,lowLevel,maxLevel,targetType,targetId,targetNum,mustTask,sysfuncationID,time,labelType,rewards-type-1,rewards-id-1,rewards-value-1,rewards-type-2,rewards-id-2,rewards-value-2,rewards-type-3,rewards-id-3,rewards-value-3,rewards-type-4,rewards-id-4,rewards-value-4,
7910,s==4|级级攀升,s==9|玩家等级达到20级,,1131,1650,1,41,201,0,20,0,0,5,18,1,8,40000,2,3008,3,,,,,,,
7940,s==4|级级攀升,s==9|玩家等级达到30级,,1131,1650,1,41,201,0,30,0,0,5,18,1,8,60000,2,3008,3,,,,,,,
7970,s==4|级级攀升,s==9|玩家等级达到40级,,1131,1650,1,41,201,0,40,0,0,5,18,1,8,80000,2,3008,3,,,,,,,
8000,s==4|级级攀升,s==9|玩家等级达到45级,,1131,1650,1,41,201,0,45,0,0,5,18,1,8,100000,2,3008,3,,,,,,,
8030,s==4|级级攀升,s==9|玩家等级达到55级,,1131,1650,1,41,201,0,55,0,0,5,18,1,8,120000,2,3008,5,,,,,,,
8060,s==4|日常征战,s==10|参与日常副本8次以上,,1131,1240,41,999,111,0,8,0,0,5,14,1,8,20000,2,3005,5,,,,,,,
8090,s==4|日常征战,s==11|参与日常副本16次以上,,1131,1240,41,999,111,0,16,0,0,5,14,1,8,40000,2,3005,5,,,,,,,
8120,s==4|日常征战,s==11|参与日常副本24次以上,,1131,1240,41,999,111,0,24,0,0,5,14,1,8,60000,2,3005,5,,,,,,,
8150,s==4|日常征战,s==11|参与日常副本32次以上,,1131,1240,41,999,111,0,32,0,0,5,14,1,8,80000,2,3005,5,,,,,,,
8180,s==4|日常征战,s==11|参与日常副本40次以上,,1131,1240,41,999,111,0,40,0,0,5,14,1,8,100000,2,3005,5,,,,,,,
8210,s==4|日常征战,s==11|参与日常副本48次以上,,1131,1240,41,999,111,0,48,0,0,5,14,1,8,120000,2,3005,5,,,,,,,
8240,s==4|福利礼包,s==7|全民福利礼包 ,,1131,0,1,40,520,4250,1,0,0,5,4,,,,,,,,,,,,,
8270,s==4|福利礼包,s==8|vip4半价礼包,,1131,0,1,40,520,4260,1,0,0,5,4,,,,,,,,,,,,,
8300,s==4|福利礼包,s==6|全民半价礼包,,1131,0,1,40,520,4270,1,0,0,5,4,,,,,,,,,,,,,
8330,s==4|福利礼包,s==7|全民福利礼包 ,,1131,0,41,999,520,4280,1,0,0,5,4,,,,,,,,,,,,,
8360,s==4|福利礼包,s==8|vip4半价礼包,,1131,0,41,999,520,4290,1,0,0,5,4,,,,,,,,,,,,,
8390,s==4|福利礼包,s==6|全民半价礼包,,1131,0,41,999,520,4300,1,0,0,5,4,,,,,,,,,,,,,
8415,s==4|福利领取,s==4|登录1次,,1131,0,1,999,101,0,1,0,0,6,1,1,9,350,2,1007,5,,,,,,,
8420,s==4|福利领取,s==11|开服累充30000元宝,,1131,1930,1,60,525,0,3000,0,0,6,1,1,9,7000,2,1052,500,,,,,,,
8450,s==4|福利领取,s==11|累计充值30000元宝,,1131,1930,61,999,510,0,3000,0,0,6,1,1,9,5000,2,1475,1,,,,,,,
8510,s==4|神将试炼,s==9|血战长坂通关10关,,1131,1250,1,40,530,0,10,0,0,6,16,1,8,20000,2,1007,2,,,,,,,
8540,s==4|神将试炼,s==9|血战长坂通关20关,,1131,1250,1,40,530,0,20,0,0,6,16,1,8,40000,2,1007,2,,,,,,,
8570,s==4|神将试炼,s==9|血战长坂通关30关,,1131,1250,1,40,530,0,30,0,0,6,16,1,8,60000,2,1007,2,,,,,,,
8600,s==4|神将试炼,s==9|血战长坂通关40关,,1131,1250,1,40,530,0,40,0,0,6,16,1,8,80000,2,1007,3,,,,,,,
8630,s==4|神将试炼,s==9|血战长坂通关50关,,1131,1250,1,40,530,0,50,0,0,6,16,1,8,100000,2,1007,3,,,,,,,
8660,s==4|神将试炼,s==10|血战长坂派出武将1次,,1131,1250,1,40,531,0,1,0,0,6,16,1,8,120000,2,1007,3,,,,,,,
8690,s==3|聚贤阁,s==7|参与1次聚贤阁,,1131,1140,41,999,211,0,1,0,0,6,10,1,8,20000,1,9,60,,,,,,,
8720,s==3|聚贤阁,s==7|参与2次聚贤阁,,1131,1140,41,999,211,0,2,0,0,6,10,1,8,40000,1,9,60,,,,,,,
8750,s==3|聚贤阁,s==7|参与3次聚贤阁,,1131,1140,41,999,211,0,3,0,0,6,10,1,8,60000,1,9,60,,,,,,,
8780,s==3|聚贤阁,s==7|参与4次聚贤阁,,1131,1140,41,999,211,0,4,0,0,6,10,1,8,80000,1,9,60,,,,,,,
8810,s==3|聚贤阁,s==7|参与5次聚贤阁,,1131,1140,41,999,211,0,5,0,0,6,10,1,8,100000,1,9,60,,,,,,,
8840,s==3|聚贤阁,s==7|参与6次聚贤阁,,1131,1140,41,999,211,0,6,0,0,6,10,1,8,120000,1,9,60,,,,,,,
8870,s==4|幸运达人,s==5|夺宝10次,,1131,1090,1,40,513,0,10,0,0,6,9,1,8,20000,2,1007,1,,,,,,,
8900,s==4|幸运达人,s==5|夺宝20次,,1131,1090,1,40,513,0,20,0,0,6,9,1,8,40000,2,1002,3,,,,,,,
8930,s==4|幸运达人,s==5|夺宝30次,,1131,1090,1,40,513,0,30,0,0,6,9,1,8,60000,2,1007,2,,,,,,,
8960,s==4|幸运达人,s==5|夺宝40次,,1131,1090,1,40,513,0,40,0,0,6,9,1,8,80000,2,1002,3,,,,,,,
8990,s==4|幸运达人,s==5|夺宝60次,,1131,1090,1,40,513,0,60,0,0,6,9,1,8,100000,2,1003,1,,,,,,,
9020,s==4|幸运达人,s==5|夺宝80次,,1131,1090,1,40,513,0,80,0,0,6,9,1,8,120000,2,1003,2,,,,,,,
9050,s==4|幸运达人,s==5|夺宝10次,,1131,1090,41,999,513,0,10,0,0,6,9,1,8,20000,1,9,60,,,,,,,
9080,s==4|幸运达人,s==5|夺宝20次,,1131,1090,41,999,513,0,20,0,0,6,9,1,8,40000,1,9,60,,,,,,,
9110,s==4|幸运达人,s==5|夺宝30次,,1131,1090,41,999,513,0,30,0,0,6,9,1,8,60000,1,9,60,,,,,,,
9140,s==4|幸运达人,s==5|夺宝40次,,1131,1090,41,999,513,0,40,0,0,6,9,1,8,80000,1,9,60,,,,,,,
9170,s==4|幸运达人,s==5|夺宝60次,,1131,1090,41,999,513,0,60,0,0,6,9,1,8,100000,1,9,60,,,,,,,
9200,s==4|幸运达人,s==5|夺宝80次,,1131,1090,41,999,513,0,80,0,0,6,9,1,8,120000,1,9,120,,,,,,,
9230,s==5|福利礼包 ,s==7|全民福利礼包 ,,1131,0,1,60,520,4310,1,0,0,6,4,,,,,,,,,,,,,
9260,s==5|福利礼包 ,s==8|vip5半价礼包,,1131,0,1,999,520,4320,1,0,0,6,4,,,,,,,,,,,,,
9290,s==5|福利礼包 ,s==6|全民半价礼包,,1131,0,1,999,520,4330,1,0,0,6,4,,,,,,,,,,,,,
9320,s==5|福利礼包 ,s==7|全民福利礼包 ,,1131,0,61,999,520,4340,1,0,0,6,4,,,,,,,,,,,,,
9340,s==4|福利领取,s==4|登录1次,,1131,0,1,999,101,0,1,0,0,7,1,1,9,400,2,24401,30,,,,,,,
9350,s==4|福利领取,s==11|开服累充50000元宝,,1131,1930,1,60,525,0,5000,0,0,7,1,1,9,15000,2,24506,50,,,,,,,
9380,s==4|福利领取,s==11|累计充值50000元宝,,1131,1930,61,999,510,0,5000,0,0,7,1,1,9,15000,2,1476,1,,,,,,,
9440,s==4|千里单骑,s==9|千里单骑通关第2关,,1131,1260,1,40,206,0,2,0,0,7,15,1,8,20000,2,1052,10,,,,,,,
9470,s==4|千里单骑,s==9|千里单骑通关第4关,,1131,1260,1,40,206,0,4,0,0,7,15,1,8,40000,2,1052,10,,,,,,,
9500,s==4|千里单骑,s==9|千里单骑通关第6关,,1131,1260,1,40,206,0,6,0,0,7,15,1,8,60000,2,1052,15,,,,,,,
9530,s==4|千里单骑,s==9|千里单骑通关第9关,,1131,1260,1,40,206,0,9,0,0,7,15,1,8,80000,2,1052,15,,,,,,,
9560,s==4|千里单骑,s==10|千里单骑通关第12关,,1131,1260,1,40,206,0,12,0,0,7,15,1,8,100000,2,1052,20,,,,,,,
9590,s==4|千里单骑,s==10|千里单骑通关第15关,,1131,1260,1,40,206,0,15,0,0,7,15,1,8,120000,2,1052,20,,,,,,,
9620,s==4|千里单骑,s==9|千里单骑通关第2关,,1131,1260,41,999,206,0,2,0,0,7,15,1,8,20000,1,9,60,,,,,,,
9650,s==4|千里单骑,s==9|千里单骑通关第4关,,1131,1260,41,999,206,0,4,0,0,7,15,1,8,40000,1,9,60,,,,,,,
9680,s==4|千里单骑,s==9|千里单骑通关第6关,,1131,1260,41,999,206,0,6,0,0,7,15,1,8,60000,1,9,60,,,,,,,
9710,s==4|千里单骑,s==9|千里单骑通关第9关,,1131,1260,41,999,206,0,9,0,0,7,15,1,8,80000,1,9,60,,,,,,,
9740,s==4|千里单骑,s==10|千里单骑通关第12关,,1131,1260,41,999,206,0,12,0,0,7,15,1,8,100000,1,9,60,,,,,,,
9770,s==4|千里单骑,s==10|千里单骑通关第15关,,1131,1260,41,999,206,0,15,0,0,7,15,1,8,120000,1,9,60,,,,,,,
9800,s==4|武将荣耀,s==13|拥有5个等级30以上的武将,,1131,1530,1,40,204,30,5,0,0,7,19,1,8,20000,2,3008,3,,,,,,,
9830,s==4|武将荣耀,s==14|拥有1个等级100以上的武将,,1131,1530,1,40,204,30,1,0,0,7,19,1,8,40000,2,3008,3,,,,,,,
9860,s==4|武将荣耀,s==14|拥有1个等级120以上的武将,,1131,1530,1,40,204,120,1,0,0,7,19,1,8,60000,2,1052,10,,,,,,,
9890,s==4|武将荣耀,s==8|拥有5个五星武将,,1131,1630,1,40,203,5,5,0,0,7,19,1,8,80000,2,3008,4,,,,,,,
9920,s==4|武将荣耀,s==9|拥有1个6星武将 ,,1131,1630,1,40,203,6,1,0,0,7,19,1,8,100000,2,1052,20,,,,,,,
9950,s==4|武将荣耀,s==9|拥有2个6星武将 ,,1131,1630,1,40,203,6,2,0,0,7,19,1,8,120000,2,1052,20,,,,,,,
9980,s==4|血战长坂,s==8|参与1次血战长坂,,1131,1250,41,999,109,0,1,0,0,7,16,1,8,20000,2,3008,3,,,,,,,
10010,s==4|血战长坂,s==8|参与2次血战长坂,,1131,1250,41,999,109,0,2,0,0,7,16,1,8,40000,2,3008,3,,,,,,,
10040,s==4|血战长坂,s==8|参与3次血战长坂,,1131,1250,41,999,109,0,3,0,0,7,16,1,8,60000,2,3008,3,,,,,,,
10070,s==4|血战长坂,s==8|参与4次血战长坂,,1131,1250,41,999,109,0,4,0,0,7,16,1,8,80000,2,3008,3,,,,,,,
10100,s==4|血战长坂,s==8|参与5次血战长坂,,1131,1250,41,999,109,0,5,0,0,7,16,1,8,100000,2,3008,3,,,,,,,
10130,s==4|血战长坂,s==8|参与6次血战长坂,,1131,1250,41,999,109,0,6,0,0,7,16,1,8,120000,2,3008,5,,,,,,,
10160,s==4|福利礼包,s==7|全民福利礼包 ,,1131,,1,40,520,4350,1,0,0,7,4,,,,,,,,,,,,,
10190,s==4|福利礼包,s==8|vip5半价礼包,,1131,,1,40,520,4360,1,0,0,7,4,,,,,,,,,,,,,
10220,s==4|福利礼包,s==6|全民半价礼包,,1131,,1,40,520,4370,1,0,0,7,4,,,,,,,,,,,,,
10250,s==4|福利礼包,s==7|全民福利礼包 ,,1131,,41,999,520,4380,1,0,0,7,4,,,,,,,,,,,,,
10280,s==4|福利礼包,s==8|vip6半价礼包,,1131,,41,999,520,4390,1,0,0,7,4,,,,,,,,,,,,,
10310,s==4|福利礼包,s==6|全民半价礼包,,1131,,41,999,520,4400,1,0,0,7,4,,,,,,,,,,,,,
15000,,s==6|登录游戏1次,,1110,,1,999,101,0,1,1,0,,,,,,,,,,,,,,,
15020,,s==6|挑战5次校场,,1110,1110,1,999,104,0,5,0,0,,,,,,,,,,,,,,,
15040,,s==12|接1次紫色及以上奇遇任务,,1110,2091,1,999,212,4,1,0,0,,,,,,,,,,,,,,,
15060,,s==8|进行1次军团捐献,,1110,1460,1,999,108,0,1,0,0,,,,,,,,,,,,,,,
15080,,s==8|参与1次血战长坂,,1110,1250,1,999,109,0,1,0,0,,,,,,,,,,,,,,,
15100,,s==8|进行5次神兵升级,,1110,1890,1,999,512,0,5,0,0,,,,,,,,,,,,,,,
15120,,s==8|参与3次日常副本,,1110,1240,1,999,111,0,3,0,0,,,,,,,,,,,,,,,
15140,,s==6|参与点金3次,,1110,1012,1,50,509,0,3,0,0,,,,,,,,,,,,,,,
15141,,s==6|参与点金5次,,1110,1012,51,999,509,0,3,0,0,,,,,,,,,,,,,,,
15160,,s==6|快速作战4次,,1110,2092,1,999,105,0,4,0,0,,,,,,,,,,,,,,,
15180,,s==6|高级寻访1次,,1110,1640,1,70,403,3,1,0,0,,,,,,,,,,,,,,,
15181,,s==6|高级寻访3次,,1110,1640,30,999,403,3,3,0,0,,,,,,,,,,,,,,,
15200,,s==8|参与普通寻访3次,,1110,1640,1,999,403,1,3,0,0,,,,,,,,,,,,,,,
15240,,s==8|挑战4次日常副本,,1110,1240,1,999,111,0,4,0,0,,,,,,,,,,,,,,,
15260,,s==8|参与千里单骑3次,,1110,1260,30,999,112,0,3,0,0,,,,,,,,,,,,,,,
15280,,s==8|天梯排位挑战4次,,1110,2000,55,999,514,0,4,0,2000,,,,,,,,,,,,,,,
15300,,s==8|荆州之战挑战5次,,1110,1970,65,999,515,0,5,0,0,,,,,,,,,,,,,,,
15320,,s==8|合成一个5星英雄,,1110,1630,1,999,519,5,1,0,0,,,,,,,,,,,,,,,
15340,,s==10|神秘商店购买3件商品,,1110,1810,1,999,402,2,3,0,0,,,,,,,,,,,,,,,
15360,,s==6|合成1件装备,,1110,1100,1,51,516,0,1,0,0,,,,,,,,,,,,,,,
15380,,s==8|合成1个蓝色将印,,1110,1104,1,999,210,2,1,0,0,,,,,,,,,,,,,,,
15420,,s==7|与美人幽会1次,,1110,2300,40,999,518,0,1,0,0,,,,,,,,,,,,,,,
15440,,s==5|夺宝10次,,1110,1090,20,999,513,0,10,0,0,,,,,,,,,,,,,,,
15460,,s==8|挑战军团敌将3次,,1110,1470,18,999,107,0,3,0,0,,,,,,,,,,,,,,,
15480,,s==8|获得1个5星武将,,1110,1640,1,999,203,5,1,0,0,,,,,,,,,,,,,,,
15500,,s==8|合成1件橙色装备,,1100,1100,50,999,604,5,1,0,0,,,,,,,,,,,,,,,
15560,,s==10|血战长坂支援好友1次,,1100,1250,1,999,531,0,1,0,0,,,,,,,,,,,,,,,
15580,,s==12|天梯排位挑战次数购买3次,,1110,2000,55,999,603,0,3,0,2000,,,,,,,,,,,,,,,
15600,,s==7|参与武神殿1次,,1110,1270,30,999,215,0,1,0,0,,,,,,,,,,,,,,,
15620,,s==10|挑战通天塔任意层3次,,1110,1130,1,999,106,0,3,0,0,,,,,,,,,,,,,,,
15621,,s==8|血战长坂通关5关,,1110,1250,1,999,530,0,5,0,0,,,,,,,,,,,,,,,
20000,,s==6|登录游戏1次,,1130,,1,999,101,0,1,1,0,,,,,,,,,,,,,,,
20020,,s==6|挑战5次校场,,1130,1110,1,999,104,0,5,0,0,,,,,,,,,,,,,,,
20040,,s==12|接1次紫色及以上奇遇任务,,1130,2091,1,999,212,4,1,0,0,,,,,,,,,,,,,,,
20060,,s==8|进行1次军团捐献,,1130,1460,1,999,108,0,1,0,0,,,,,,,,,,,,,,,
20080,,s==8|参与1次血战长坂,,1130,1250,1,999,109,0,1,0,0,,,,,,,,,,,,,,,
20100,,s==8|进行5次神兵升级,,1130,1890,1,999,512,0,5,0,0,,,,,,,,,,,,,,,
20120,,s==8|参与3次日常副本,,1130,1240,1,999,111,0,3,0,0,,,,,,,,,,,,,,,
20140,,s==6|参与点金3次,,1130,1012,1,50,509,0,3,0,0,,,,,,,,,,,,,,,
20160,,s==6|参与点金5次,,1130,1012,51,999,509,0,3,0,0,,,,,,,,,,,,,,,
20180,,s==6|快速作战4次,,1130,2092,1,999,105,0,4,0,0,,,,,,,,,,,,,,,
20200,,s==6|高级寻访1次,,1130,1640,1,70,403,3,1,0,0,,,,,,,,,,,,,,,
20220,,s==6|高级寻访3次,,1130,1640,30,999,403,3,3,0,0,,,,,,,,,,,,,,,
20240,,s==8|参与普通寻访3次,,1130,1640,1,999,403,1,3,0,0,,,,,,,,,,,,,,,
20280,,s==8|挑战4次日常副本,,1130,1240,1,999,111,0,4,0,0,,,,,,,,,,,,,,,
20300,,s==8|参与千里单骑3次,,1130,1260,30,999,112,0,3,0,0,,,,,,,,,,,,,,,
20320,,s==8|天梯排位挑战4次,,1130,2000,55,999,514,0,4,0,2000,,,,,,,,,,,,,,,
20340,,s==8|荆州之战挑战5次,,1130,1970,65,999,515,0,5,0,0,,,,,,,,,,,,,,,
20360,,s==8|合成一个5星英雄,,1130,1630,1,999,519,5,1,0,0,,,,,,,,,,,,,,,
20380,,s==10|神秘商店购买3件商品,,1130,1810,1,999,402,2,3,0,0,,,,,,,,,,,,,,,
20400,,s==6|合成1件装备,,1130,1100,1,51,516,0,1,0,0,,,,,,,,,,,,,,,
20420,,s==8|合成1个蓝色将印,,1130,1104,1,999,210,2,1,0,0,,,,,,,,,,,,,,,
20440,,s==7|与美人幽会1次,,1130,2300,40,999,518,0,1,0,0,,,,,,,,,,,,,,,
20460,,s==5|夺宝10次,,1130,1090,20,999,513,0,10,0,0,,,,,,,,,,,,,,,
20480,,s==8|挑战军团敌将3次,,1130,1470,18,999,107,0,3,0,0,,,,,,,,,,,,,,,
20500,,s==8|获得1个5星武将,,1130,1640,1,999,203,5,1,0,0,,,,,,,,,,,,,,,
20520,,s==8|合成1件橙色装备,,1130,1100,50,999,604,5,1,0,0,,,,,,,,,,,,,,,
20580,,s==10|血战长坂支援好友1次,,1130,1250,1,999,531,0,1,0,0,,,,,,,,,,,,,,,
20600,,s==12|天梯排位挑战次数购买3次,,1130,2000,55,999,603,0,3,0,2000,,,,,,,,,,,,,,,
20620,,s==7|参与武神殿1次,,1130,1270,30,999,215,0,1,0,0,,,,,,,,,,,,,,,
20640,,s==10|挑战通天塔任意层3次,,1130,1130,1,999,106,0,3,0,0,,,,,,,,,,,,,,,
20660,,s==8|血战长坂通关5关,,1130,1250,1,999,530,0,5,0,0,,,,,,,,,,,,,,,
25000,,s==2|通关,,1700,1650,,,401,0,75,,,,,2,3008,50,,,,,,,,,,
25010,,s==4|次日登录,,1700,1820,,,526,8117,1,,,,,2,8117,1,,,,,,,,,,
25020,,s==6|激活王者月卡,,1700,1315,,,527,0,1,,,,,2,23507,50,,,,,,,,,,
25500,,s==8|全民竞技挑战5次,,3000,,,,,,,,,,,,,,,,,,,,,,,
25510,,s==9|全民竞技挑战10次,,3000,,,,,,,,,,,,,,,,,,,,,,,
25520,,s==8|全民竞技胜利2场,,3000,,,,,,,,,,,,,,,,,,,,,,,
25530,,s==8|全民竞技胜利5场,,3000,,,,,,,,,,,,,,,,,,,,,,,
25600,,s==6|每天登陆1次,,2500,,,,101,0,1,,,1,,2,1156,50,1,8,50000,1,10,20000,,,,
25601,,s==14|接取1次紫色及以上的奇遇任务,,2500,2091,,,212,4,1,,,1,,2,1156,50,1,8,50000,1,10,20000,,,,
25602,,s==14|接取3次紫色及以上的奇遇任务,,2500,2091,,,212,4,3,,,1,,2,1156,50,1,8,50000,1,10,20000,,,,
25603,,s==14|接取5次紫色及以上的奇遇任务,,2500,2091,,,212,4,5,,,1,,2,1156,50,1,8,50000,1,10,20000,,,,
25604,,s==14|接取7次紫色及以上的奇遇任务,,2500,2091,,,212,4,7,,,1,,2,1156,50,1,8,50000,1,10,20000,,,,
25605,,s==6|累计点金5次,,2500,1012,,,509,0,5,,,1,,2,1156,50,1,8,50000,1,10,20000,,,,
25606,,s==7|累计点金10次,,2500,1012,,,509,0,10,,,1,,2,1156,50,1,8,50000,1,10,20000,,,,
25607,,s==7|累计点金20次,,2500,1012,,,509,0,20,,,1,,2,1156,50,1,8,50000,1,10,20000,,,,
25608,,s==7|累计点金30次,,2500,1012,,,509,0,30,,,1,,2,1156,50,1,8,50000,1,10,20000,,,,
25609,,s==8|当天充值任意金额,,2500,1930,,,510,0,1,,,1,,2,1156,50,1,8,50000,1,10,20000,,,,
25610,,s==6|每天登陆1次,,2500,,,,101,0,1,,,2,,2,1156,50,1,8,50000,1,10,20000,,,,
25611,,s==8|参与快速作战1次,,2500,2092,,,105,0,1,,,2,,2,1156,50,1,8,50000,1,10,20000,,,,
25612,,s==8|参与快速作战3次,,2500,2092,,,105,0,3,,,2,,2,1156,50,1,8,50000,1,10,20000,,,,
25613,,s==8|参与快速作战5次,,2500,2092,,,105,0,5,,,2,,2,1156,50,1,8,50000,1,10,20000,,,,
25614,,s==7|与美人幽会5次,,2500,2300,,,518,0,5,,,2,,2,1156,50,1,8,50000,1,10,20000,,,,
25615,,s==8|与美人幽会10次,,2500,2300,,,518,0,10,,,2,,2,1156,50,1,8,50000,1,10,20000,,,,
25616,,s==9|挑战校场比武3次 ,,2500,1110,,,104,0,3,,,2,,2,1156,50,1,8,50000,1,10,20000,,,,
25617,,s==9|挑战校场比武6次 ,,2500,1110,,,104,0,6,,,2,,2,1156,50,1,8,50000,1,10,20000,,,,
25618,,s==8|挑战校场比武9次,,2500,1110,,,104,0,9,,,2,,2,1156,50,1,8,50000,1,10,20000,,,,
25619,,s==8|当天充值任意金额,,2500,1930,,,510,0,1,,,2,,2,1156,50,1,8,50000,1,10,20000,,,,
25620,,s==6|每天登陆1次,,2500,,,,101,0,1,,,3,,2,1156,50,1,8,50000,1,10,20000,,,,
25621,,s==10|参与普通寻访10次 ,,2500,1640,,,403,1,10,,,3,,2,1156,50,1,8,50000,1,10,20000,,,,
25622,,s==9|参与普通寻访20次,,2500,1640,,,403,1,20,,,3,,2,1156,50,1,8,50000,1,10,20000,,,,
25623,,s==10|参与高级寻访10次 ,,2500,1640,,,403,3,10,,,3,,2,1156,50,1,8,50000,1,10,20000,,,,
25624,,s==9|参与高级寻访15次,,2500,1640,,,403,3,15,,,3,,2,1156,50,1,8,50000,1,10,20000,,,,
25625,,s==9|参与高级寻访20次,,2500,1640,,,403,3,20,,,3,,2,1156,50,1,8,50000,1,10,20000,,,,
25626,,s==7|参与聚贤阁1次,,2500,1140,,,211,0,1,,,3,,2,1156,50,1,8,50000,1,10,20000,,,,
25627,,s==7|参与聚贤阁2次,,2500,1140,,,211,0,2,,,3,,2,1156,50,1,8,50000,1,10,20000,,,,
25628,,s==7|参与聚贤阁3次,,2500,1140,,,211,0,3,,,3,,2,1156,50,1,8,50000,1,10,20000,,,,
25629,,s==8|当天充值任意金额,,2500,1930,,,510,0,1,,,3,,2,1156,50,1,8,50000,1,10,20000,,,,
25630,,s==6|每天登陆1次,,2500,,,,101,0,1,,,4,,2,1156,50,1,8,50000,1,10,20000,,,,
25631,,s==9|夺取1次武神殿神位,,2500,1270,,,345,0,1,,,4,,2,1156,50,1,8,50000,1,10,20000,,,,
25632,,s==8|参与普通夺宝5次,,2500,1090,,,344,1,5,,,4,,2,1156,50,1,8,50000,1,10,20000,,,,
25633,,s==9|参与普通夺宝10次,,2500,1090,,,344,1,10,,,4,,2,1156,50,1,8,50000,1,10,20000,,,,
25634,,s==9|参与普通夺宝15次,,2500,1090,,,344,1,15,,,4,,2,1156,50,1,8,50000,1,10,20000,,,,
25635,,s==8|参与高级夺宝1次,,2500,1090,,,344,2,1,,,4,,2,1156,50,1,8,50000,1,10,20000,,,,
25636,,s==8|参与1次血战长坂,,2500,1250,,,109,0,1,,,4,,2,1156,50,1,8,50000,1,10,20000,,,,
25637,,s==9|参与3次日常副本 ,,2500,1240,,,111,0,3,,,4,,2,1156,50,1,8,50000,1,10,20000,,,,
25638,,s==8|参与5次日常副本,,2500,1240,,,111,0,5,,,4,,2,1156,50,1,8,50000,1,10,20000,,,,
25639,,s==8|当天充值任意金额,,2500,1930,,,510,0,1,,,4,,2,1156,50,1,8,50000,1,10,20000,,,,
25640,,s==6|每天登陆1次,,2500,,,,101,0,1,,,5,,2,1156,50,1,8,50000,1,10,20000,,,,
25641,,s==7|累计点金20次,,2500,1012,,,509,0,20,,,5,,2,1156,50,1,8,50000,1,10,20000,,,,
25642,,s==8|道具商城购买2次,,2500,1660,,,402,1,2,,,5,,2,1156,50,1,8,50000,1,10,20000,,,,
25643,,s==9|挑战校场比武3次 ,,2500,1110,,,104,0,3,,,5,,2,1156,50,1,8,50000,1,10,20000,,,,
25644,,s==8|进行5次神兵升级,,2500,1890,,,512,0,5,,,5,,2,1156,50,1,8,50000,1,10,20000,,,,
25645,,s==8|合成1个五星武将,,2500,1630,,,519,5,1,,,5,,2,1156,50,1,8,50000,1,10,20000,,,,
25646,,s==8|挑战8次日常副本,,2500,1240,,,111,0,8,,,5,,2,1156,50,1,8,50000,1,10,20000,,,,
25647,,s==8|赠送20次友情点,,2500,1020,,,205,0,20,,,5,,2,1156,50,1,8,50000,1,10,20000,,,,
25648,,s==10|参与高级寻访10次 ,,2500,1640,,,403,3,10,,,5,,2,1156,50,1,8,50000,1,10,20000,,,,
25649,,s==8|当天充值任意金额,,2500,1930,,,510,0,1,,,5,,2,1156,50,1,8,50000,1,10,20000,,,,
25650,,s==6|每天登陆1次,,2500,,,,101,0,1,,,6,,2,1156,50,1,8,50000,1,10,20000,,,,
25651,,s==10|神秘商店购买3件商品,,2500,1810,,,402,2,3,,,6,,2,1156,50,1,8,50000,1,10,20000,,,,
25652,,s==11|神秘商店购买6件商品 ,,2500,1810,,,402,2,6,,,6,,2,1156,50,1,8,50000,1,10,20000,,,,
25653,,s==10|神秘商店购买9件商品,,2500,1810,,,402,2,9,,,6,,2,1156,50,1,8,50000,1,10,20000,,,,
25654,,s==9|挑战1次军团敌将 ,,2500,1470,,,107,0,1,,,6,,2,1156,50,1,8,50000,1,10,20000,,,,
25655,,s==9|挑战3次军团敌将 ,,2500,1470,,,107,0,3,,,6,,2,1156,50,1,8,50000,1,10,20000,,,,
25656,,s==8|挑战5次军团敌将,,2500,1470,,,107,0,5,,,6,,2,1156,50,1,8,50000,1,10,20000,,,,
25657,,s==8|参与军团捐献1次,,2500,1460,,,108,0,1,,,6,,2,1156,50,1,8,50000,1,10,20000,,,,
25658,,s==9|夺取1次武神殿神位,,2500,1270,,,345,0,1,,,6,,2,1156,50,1,8,50000,1,10,20000,,,,
25659,,s==8|当天充值任意金额,,2500,1930,,,510,0,1,,,6,,2,1156,50,1,8,50000,1,10,20000,,,,
25660,,s==6|每天登陆1次,,2500,,,,101,0,1,,,7,,2,1156,50,1,8,50000,1,10,20000,,,,
25661,,s==10|通天塔扫荡或通关3层,,2500,1130,,,106,0,3,,,7,,2,1156,50,1,8,50000,1,10,20000,,,,
25662,,s==10|通天塔扫荡或通关6层,,2500,1130,,,106,0,6,,,7,,2,1156,50,1,8,50000,1,10,20000,,,,
25663,,s==8|参与普通夺宝5次,,2500,1090,,,344,1,5,,,7,,2,1156,50,1,8,50000,1,10,20000,,,,
25664,,s==9|参与普通夺宝10次,,2500,1090,,,344,1,10,,,7,,2,1156,50,1,8,50000,1,10,20000,,,,
25665,,s==9|参与普通夺宝15次,,2500,1090,,,344,1,15,,,7,,2,1156,50,1,8,50000,1,10,20000,,,,
25666,,s==8|参与高级夺宝1次,,2500,1090,,,344,2,1,,,7,,2,1156,50,1,8,50000,1,10,20000,,,,
25667,,s==7|参与聚贤阁1次,,2500,1140,,,211,0,1,,,7,,2,1156,50,1,8,50000,1,10,20000,,,,
25668,,s==7|下野20个武将,,2500,1120,,,213,0,20,,,7,,2,1156,50,1,8,50000,1,10,20000,,,,
