id,group,name,resourceType,resourceId,min,max,weight,floors,floorType,
1,1562,s==4|黄金宝箱,1,17,800,800,3000,,,
423,2403,s==4|饯春礼盒,2,1003,1,1,1502,,,
424,2404,s==6|普通战马宝箱,2,14016,1,1,130,,,
425,2404,s==6|普通战马宝箱,2,14012,1,1,130,,,
426,2404,s==6|普通战马宝箱,2,14013,1,1,130,,,
427,2404,s==6|普通战马宝箱,2,14014,1,1,120,,,
428,2404,s==6|普通战马宝箱,2,14015,1,1,120,,,
429,2404,s==6|普通战马宝箱,2,14007,1,1,10,,,
430,2404,s==6|普通战马宝箱,2,14008,1,1,10,,,
431,2404,s==6|普通战马宝箱,2,14009,1,1,10,,,
432,2404,s==6|普通战马宝箱,2,14010,1,1,10,,,
433,2404,s==6|普通战马宝箱,2,14011,1,1,10,,,
434,2404,s==6|普通战马宝箱,2,14005,1,1,10,,,
435,2404,s==6|普通战马宝箱,2,14006,1,1,10,,,
436,2405,s==6|稀有战马宝箱,2,14016,1,1,160,,,
437,2405,s==6|稀有战马宝箱,2,14012,1,1,160,,,
438,2405,s==6|稀有战马宝箱,2,14013,1,1,160,,,
439,2405,s==6|稀有战马宝箱,2,14014,1,1,160,,,
440,2405,s==6|稀有战马宝箱,2,14015,1,1,160,,,
441,2405,s==6|稀有战马宝箱,2,14007,1,1,80,,,
442,2405,s==6|稀有战马宝箱,2,14008,1,1,80,,,
443,2405,s==6|稀有战马宝箱,2,14009,1,1,80,,,
444,2405,s==6|稀有战马宝箱,2,14010,1,1,90,,,
445,2405,s==6|稀有战马宝箱,2,14011,1,1,90,,,
446,2405,s==6|稀有战马宝箱,2,14005,1,1,90,,,
447,2405,s==6|稀有战马宝箱,2,14006,1,1,90,,,
448,2406,s==6|珍奇战马宝箱,2,14007,1,1,160,,,
449,2406,s==6|珍奇战马宝箱,2,14008,1,1,160,,,
450,2406,s==6|珍奇战马宝箱,2,14009,1,1,160,,,
451,2406,s==6|珍奇战马宝箱,2,14010,1,1,160,,,
452,2406,s==6|珍奇战马宝箱,2,14011,1,1,160,,,
453,2406,s==6|珍奇战马宝箱,2,14005,1,1,160,,,
454,2406,s==6|珍奇战马宝箱,2,14006,1,1,160,,,
455,2406,s==6|珍奇战马宝箱,2,14001,1,1,20,55,1,
456,2406,s==6|珍奇战马宝箱,2,14002,1,1,40,4,0,
457,2406,s==6|珍奇战马宝箱,2,14003,1,1,40,,,
458,2406,s==6|珍奇战马宝箱,2,14004,1,1,40,,,
459,2407,s==4|天魔宝箱,2,1004,1,1,20,,,
460,2407,s==4|天魔宝箱,2,1003,5,5,30,,,
461,2407,s==4|天魔宝箱,2,1003,3,3,60,,,
462,2407,s==4|天魔宝箱,2,1140,1,1,20,,,
463,2065,s==4|聚贤福袋,2,1004,1,1,30,,,
464,2065,s==4|聚贤福袋,2,1004,2,2,25,,,
465,2065,s==4|聚贤福袋,2,1004,3,3,20,,,
466,2065,s==4|聚贤福袋,2,1004,4,4,15,,,
467,2065,s==4|聚贤福袋,2,1004,5,5,10,,,
468,2080,s==6|5星碎片福袋,2,3008,88,88,1,,,
469,2080,s==6|5星碎片福袋,2,3008,50,50,19,,,
470,2080,s==6|5星碎片福袋,2,3008,30,30,50,,,
471,2080,s==6|5星碎片福袋,2,3008,20,20,30,,,
472,1562,s==4|黄金宝箱,1,9,1000,1000,1000,,,
473,1562,s==4|黄金宝箱,1,9,800,800,2000,,,
474,1562,s==4|黄金宝箱,1,9,600,600,3000,,,
475,1562,s==4|黄金宝箱,1,9,400,400,4000,,,
476,1563,s==4|白银宝箱,1,9,800,800,1000,,,
477,1563,s==4|白银宝箱,1,9,600,600,2000,,,
478,1563,s==4|白银宝箱,1,9,500,500,3000,,,
479,1563,s==4|白银宝箱,1,9,300,300,4000,,,
480,1564,s==4|青铜宝箱,1,9,500,500,1000,,,
481,1564,s==4|青铜宝箱,1,9,400,400,2000,,,
482,1564,s==4|青铜宝箱,1,9,300,300,3000,,,
483,1564,s==4|青铜宝箱,1,9,200,200,4000,,,
484,3000,s==4|寻访锦囊,2,1003,2,2,5000,,,
485,3000,s==4|寻访锦囊,2,1003,5,5,3000,,,
486,3000,s==4|寻访锦囊,2,1004,1,1,2000,,,
487,2500,s==6|进度值1-2,1,8,80000,80000,2000,,,
488,2500,s==6|进度值1-2,2,3002,10,10,2000,,,
489,2500,s==6|进度值1-2,2,1027,20,20,2000,,,
490,2500,s==6|进度值1-2,2,1007,3,3,2000,,,
491,2500,s==6|进度值1-2,2,1005,2,2,2000,,,
492,2501,s==6|进度值3-4,2,1003,1,1,1000,,,
493,2501,s==6|进度值3-4,2,1006,300,300,2000,,,
494,2501,s==6|进度值3-4,2,3008,5,5,3000,,,
495,2501,s==6|进度值3-4,2,4010,1,1,2000,,,
496,2501,s==6|进度值3-4,2,3002,30,30,2000,,,
498,2502,s==4|进度值5,2,1014,1,1,5200,,,
499,2502,s==4|进度值5,2,1052,20,20,1700,,,
500,2502,s==4|进度值5,2,1029,2,2,1590,,,
501,2502,s==4|进度值5,2,1030,1,1,1500,,,
502,2502,s==4|进度值5,2,1003,2,2,5200,,,
503,2150,s==3|藏宝箱,2,1527,1,1,50,50,1,
504,2150,s==3|藏宝箱,2,1516,1,1,100,20,1,
505,2150,s==3|藏宝箱,2,1027,40,40,1802,,,
506,2150,s==3|藏宝箱,2,3008,50,50,151,,,
507,2150,s==3|藏宝箱,2,3008,30,30,400,,,
508,2150,s==3|藏宝箱,2,3008,10,10,1200,,,
509,2150,s==3|藏宝箱,2,1004,2,2,60,,,
510,2150,s==3|藏宝箱,2,1004,1,1,151,10,1,
511,2150,s==3|藏宝箱,2,1077,100,100,1511,,,
512,2150,s==3|藏宝箱,2,1003,5,5,300,,,
513,2150,s==3|藏宝箱,2,1003,3,3,500,,,
514,2150,s==3|藏宝箱,2,1003,1,1,1502,,,
515,2600,s==4|绿色品质,2,1001,50,50,2000,,,
516,2600,s==4|绿色品质,1,8,500000,500000,2000,,,
517,2600,s==4|绿色品质,1,10,50000,50000,2000,,,
518,2600,s==4|绿色品质,2,1002,1,1,2000,,,
520,2601,s==4|蓝色品质,2,1029,1,1,1000,,,
521,2601,s==4|蓝色品质,2,1001,100,100,2000,,,
522,2601,s==4|蓝色品质,2,1027,30,30,3000,,,
523,2601,s==4|蓝色品质,2,3002,10,10,2000,,,
525,2602,s==4|紫色品质,2,1003,1,1,5200,,,
526,2602,s==4|紫色品质,2,1030,1,1,1700,,,
527,2602,s==4|紫色品质,2,1052,20,20,1590,,,
528,2602,s==4|紫色品质,2,1007,5,5,1500,,,
530,2603,s==4|橙色品质,2,1014,1,1,2000,,,
531,2603,s==4|橙色品质,2,3008,10,10,2000,,,
532,2603,s==4|橙色品质,2,1003,2,2,2000,,,
533,2603,s==4|橙色品质,1,9,333,333,2000,,,
535,2604,s==4|红色品质,2,1004,1,1,1000,,,
536,2604,s==4|红色品质,2,1105,1,1,2000,,,
537,2604,s==4|红色品质,2,1003,5,5,3000,,,
538,2604,s==4|红色品质,1,9,666,666,2000,,,
540,2700,s==6|进度值1-2,1,8,80000,80000,2000,,,
541,2700,s==6|进度值1-2,2,3002,10,10,2000,,,
542,2700,s==6|进度值1-2,2,1077,20,20,2000,,,
543,2700,s==6|进度值1-2,2,1007,3,3,2000,,,
544,2700,s==6|进度值1-2,2,1005,2,2,2000,,,
545,2701,s==6|进度值3-4,2,1003,1,1,1000,,,
546,2701,s==6|进度值3-4,2,1006,300,300,2000,,,
547,2701,s==6|进度值3-4,2,3008,5,5,3000,,,
548,2701,s==6|进度值3-4,2,4010,1,1,2000,,,
549,2701,s==6|进度值3-4,2,3002,30,30,2000,,,
550,2702,s==4|进度值5,2,1121,1,1,10,3,1,
551,2702,s==4|进度值5,2,1014,1,1,5200,,,
552,2702,s==4|进度值5,2,1029,1,1,1700,,,
553,2702,s==4|进度值5,2,1043,1,1,1590,,,
554,2702,s==4|进度值5,2,1036,1,1,1500,,,
555,2710,s==6|幸运铜钱福袋,1,8,1500000,1500000,5000,,,
556,2710,s==6|幸运铜钱福袋,1,8,2000000,2000000,3000,,,
557,2710,s==6|幸运铜钱福袋,1,8,2500000,2500000,2000,,,
558,2711,s==6|幸运经验福袋,1,10,150000,150000,5000,,,
559,2711,s==6|幸运经验福袋,1,10,200000,200000,3000,,,
560,2711,s==6|幸运经验福袋,1,10,250000,250000,2000,,,
570,2720,s==4|绿色品质,2,1001,50,50,2000,,,
571,2720,s==4|绿色品质,2,2209,1,1,2000,,,
572,2720,s==4|绿色品质,2,2210,1,1,2000,,,
573,2720,s==4|绿色品质,2,1002,1,1,2000,,,
574,2721,s==4|蓝色品质,2,1029,1,1,1000,,,
575,2721,s==4|蓝色品质,2,1006,100,100,2000,,,
576,2721,s==4|蓝色品质,2,1027,30,30,3000,,,
577,2721,s==4|蓝色品质,2,3002,10,10,2000,,,
578,2722,s==4|紫色品质,2,1003,1,1,5200,,,
579,2722,s==4|紫色品质,2,1030,1,1,1700,,,
580,2722,s==4|紫色品质,2,1052,20,20,1590,,,
581,2722,s==4|紫色品质,2,1007,5,5,1500,,,
582,2723,s==4|橙色品质,2,1014,1,1,2000,,,
583,2723,s==4|橙色品质,2,3008,10,10,2000,,,
584,2723,s==4|橙色品质,2,1003,2,2,2000,,,
585,2723,s==4|橙色品质,1,9,70,70,2000,,,
586,2724,s==4|红色品质,2,1004,1,1,2100,,,
587,2724,s==4|红色品质,2,1105,1,1,2500,,,
588,2724,s==4|红色品质,2,1003,5,5,2000,,,
589,2724,s==4|红色品质,1,9,140,140,3000,,,
590,2724,s==4|红色品质,2,5136,1,1,15,24,1,
601,2730,s==6|节日惊喜盲盒,1,8,2000000,2000000,1250,,,
602,2730,s==6|节日惊喜盲盒,2,1006,200,200,1250,,,
603,2730,s==6|节日惊喜盲盒,2,3008,10,10,1250,,,
604,2730,s==6|节日惊喜盲盒,2,1003,1,1,1250,,,
605,2730,s==6|节日惊喜盲盒,2,1203,1,1,1250,,,
606,2730,s==6|节日惊喜盲盒,2,3002,20,20,1250,,,
607,2730,s==6|节日惊喜盲盒,1,9,333,333,1250,,,
611,2735,s==6|节日珍稀盲盒,1,8,4000000,4000000,1250,,,
612,2735,s==6|节日珍稀盲盒,2,1006,1000,1000,1250,,,
613,2735,s==6|节日珍稀盲盒,2,3008,30,30,1250,,,
614,2735,s==6|节日珍稀盲盒,2,1003,5,5,1250,,,
615,2735,s==6|节日珍稀盲盒,2,1031,1,1,800,,,
616,2735,s==6|节日珍稀盲盒,2,1004,1,1,800,,,
617,2735,s==6|节日珍稀盲盒,2,1203,5,5,1300,,,
618,2735,s==6|节日珍稀盲盒,1,9,1000,1000,850,,,
619,2750,s==4|天魔宝箱,2,1004,1,1,20,,,
620,2750,s==4|天魔宝箱,2,1003,5,5,30,,,
621,2750,s==4|天魔宝箱,2,1003,3,3,60,,,
622,2750,s==4|天魔宝箱,2,1195,1,1,20,,,
623,2770,s==4|平乱宝箱,2,1202,1,1,3000,,,
624,2770,s==4|平乱宝箱,2,1004,1,1,300,,,
625,2770,s==4|平乱宝箱,2,1014,1,1,500,,,
626,2770,s==4|平乱宝箱,2,1003,1,1,2000,,,
627,2770,s==4|平乱宝箱,2,1007,5,5,2000,,,
628,2770,s==4|平乱宝箱,1,9,200,200,2200,,,
629,2780,s==3|福运箱,2,4050,1,1,25,,,
630,2780,s==3|福运箱,1,9,2000,2000,100,,,
631,2780,s==3|福运箱,2,1004,1,1,875,,,
632,2780,s==3|福运箱,2,1014,1,1,2000,,,
633,2780,s==3|福运箱,2,1003,2,2,2000,,,
634,2780,s==3|福运箱,2,1007,2,2,1500,,,
635,2780,s==3|福运箱,2,1001,100,100,1500,,,
636,2780,s==3|福运箱,2,1006,100,1000,2000,,,
637,2790,s==4|招募宝匣,2,1002,1,1,6500,,,
638,2790,s==4|招募宝匣,2,1003,1,1,3000,,,
639,2790,s==4|招募宝匣,2,1004,1,1,500,,,
640,2800,s==5|地宫宝箱 ,2,1003,1,1,1500,,,
641,2800,s==5|地宫宝箱 ,2,1004,1,1,500,,,
642,2800,s==5|地宫宝箱 ,2,3002,10,10,1500,,,
643,2800,s==5|地宫宝箱 ,2,3008,10,10,500,,,
644,2800,s==5|地宫宝箱 ,2,6877,1,1,500,,,
645,2800,s==5|地宫宝箱 ,2,6878,1,1,500,,,
646,2800,s==5|地宫宝箱 ,2,1006,100,100,1500,,,
647,2800,s==5|地宫宝箱 ,2,1001,100,100,1500,,,
648,2800,s==5|地宫宝箱 ,2,1077,100,100,1500,,,
649,2800,s==5|地宫宝箱 ,1,9,200,200,500,,,
650,2811,s==6|珍奇战马宝箱,2,14002,1,1,40,,,
651,2811,s==6|珍奇战马宝箱,2,14003,1,1,40,,,
652,2811,s==6|珍奇战马宝箱,2,14004,1,1,40,,,
653,2900,s==6|蓝色随机幻武,2,800001,1,1,100,,,
654,2900,s==6|蓝色随机幻武,2,800002,1,1,100,,,
655,2900,s==6|蓝色随机幻武,2,800003,1,1,100,,,
656,2901,s==6|紫色随机幻武,2,800004,1,1,100,,,
657,2901,s==6|紫色随机幻武,2,800005,1,1,100,,,
658,2901,s==6|紫色随机幻武,2,800006,1,1,100,,,
659,2901,s==6|紫色随机幻武,2,800007,1,1,100,,,
660,2901,s==6|紫色随机幻武,2,800008,1,1,100,,,
661,2902,s==6|橙色随机幻武,2,800009,1,1,100,,,
662,2902,s==6|橙色随机幻武,2,800010,1,1,100,,,
663,2902,s==6|橙色随机幻武,2,800011,1,1,100,,,
664,2902,s==6|橙色随机幻武,2,800012,1,1,100,,,
665,2902,s==6|橙色随机幻武,2,800013,1,1,100,,,
666,2903,s==6|红色随机幻武,2,800014,1,1,100,,,
667,2903,s==6|红色随机幻武,2,800015,1,1,100,,,
668,2903,s==6|红色随机幻武,2,800016,1,1,100,,,
669,2903,s==6|红色随机幻武,2,800017,1,1,100,,,
670,2903,s==6|红色随机幻武,2,800018,1,1,100,,,
