id,mainId,type,items-type-1,items-id-1,items-value-1,preposeNum,mustNum,surplusNum,showOdd1,weight,swapId,
586,17,3,2,1078,150,,,,1000,1000,,
587,17,3,2,1043,10,,,,1000,1000,,
588,17,3,2,1003,1,,,,500,500,,
589,17,3,2,1027,20,,,,800,800,,
590,17,3,2,1077,40,,,,660,660,,
591,17,3,2,3008,10,,,,500,500,,
592,17,3,2,3002,30,,,,800,800,,
593,17,3,2,1006,300,,,,800,800,,
594,17,3,2,1001,300,,,,800,800,,
595,17,3,2,2200,3,,,,600,600,,
596,17,3,2,2201,3,,,,600,600,,
597,18,1,2,26504,50,30,55,,500,50,437,
598,18,1,2,24518,50,95,130,,333,100,437,
599,18,1,2,25518,50,95,130,,333,100,437,
600,18,1,2,23511,50,95,130,,333,100,437,
601,18,1,2,22512,50,95,130,,333,100,437,
602,18,1,2,21515,50,95,130,,333,100,437,
603,18,1,2,24516,50,1,40,,500,50,437,
604,18,1,2,24517,50,1,40,,500,50,437,
605,18,1,2,25517,50,1,40,,500,50,437,
606,18,1,2,25516,50,1,40,,500,50,437,
607,18,1,2,22515,50,1,30,,500,50,437,
608,18,1,2,26501,50,30,55,,500,50,437,
609,18,1,2,26502,50,30,55,,500,50,437,
610,18,1,2,21516,50,1,30,,500,50,437,
611,18,2,2,5179,1,160,300,8,50,250,437,
612,18,2,2,2128,1,85,125,8,100,667,437,
613,18,2,2,2088,1,75,125,8,100,400,437,
614,18,2,2,1177,1,220,380,8,38,250,437,
615,18,2,2,14701,3,40,80,8,143,333,437,
616,18,2,2,1960,1,85,125,8,95,500,437,
617,18,3,2,3014,10,,,,300,300,,
618,18,3,2,1009,5,,,,100,100,,
619,18,3,2,1029,10,,,,200,200,,
620,18,3,2,1044,4,,,,100,100,,
621,18,3,2,1037,4,,,,100,100,,
622,18,3,2,1036,5,,,,530,530,,
623,18,3,2,1011,6,,,,500,500,,
624,18,3,2,1078,150,,,,1000,1000,,
625,18,3,2,1043,10,,,,1000,1000,,
626,18,3,2,1003,1,,,,500,500,,
627,18,3,2,1027,20,,,,800,800,,
628,18,3,2,1077,40,,,,660,660,,
629,18,3,2,3008,10,,,,500,500,,
630,18,3,2,3002,30,,,,800,800,,
631,18,3,2,1006,300,,,,800,800,,
632,18,3,2,1001,300,,,,800,800,,
633,18,3,2,2200,3,,,,600,600,,
634,18,3,2,2201,3,,,,600,600,,
635,30,1,2,23511,50,95,130,,333,100,312,
636,30,1,2,21515,50,95,130,,333,100,313,
637,30,1,2,22512,50,95,130,,333,100,312,
638,30,1,2,24504,50,1,40,,500,50,313,
639,30,1,2,25504,50,1,40,,500,50,312,
640,30,1,2,21508,50,1,30,,500,50,313,
641,30,1,2,22504,50,1,30,,500,50,312,
642,30,1,2,23510,50,1,30,,500,50,313,
643,30,2,2,1177,1,230,390,8,37,250,312,
644,30,2,2,2128,1,85,125,8,100,667,313,
645,30,2,2,2088,1,75,125,8,100,400,312,
646,30,3,2,3014,10,,,,300,300,,
647,30,3,2,1030,4,,,,200,200,,
648,30,3,2,1081,4,,,,200,200,,
649,30,3,2,1044,2,,,,200,200,,
650,30,3,2,1082,3,,,,500,500,,
651,30,3,2,1043,5,,,,500,500,,
652,30,3,2,1029,3,,,,1000,1000,,
653,30,3,2,1003,1,,,,500,500,,
654,30,3,2,1027,10,,,,800,800,,
655,30,3,2,1077,20,,,,800,800,,
656,30,3,2,3008,10,,,,500,500,,
657,30,3,2,3002,15,,,,800,800,,
658,30,3,2,1006,150,,,,900,900,,
659,30,3,2,1001,150,,,,900,900,,
660,30,3,2,2200,1,,,,900,900,,
661,30,3,2,2201,1,,,,900,900,,
662,19,1,2,26504,50,30,55,,500,50,437,
663,19,1,2,24518,50,95,130,,333,100,437,
664,19,1,2,25518,50,95,130,,333,100,437,
665,19,1,2,23511,50,95,130,,333,100,437,
666,19,1,2,22512,50,95,130,,333,100,437,
667,19,1,2,21515,50,95,130,,333,100,437,
668,19,1,2,24516,50,1,40,,500,50,437,
669,19,1,2,24517,50,1,40,,500,50,437,
670,19,1,2,25517,50,1,40,,500,50,437,
671,19,1,2,25516,50,1,40,,500,50,437,
672,19,1,2,22515,50,1,30,,500,50,437,
673,19,1,2,26501,50,30,55,,500,50,437,
674,19,1,2,26502,50,30,55,,500,50,437,
675,19,1,2,21516,50,1,30,,500,50,437,
676,19,2,2,5179,1,160,300,8,50,250,437,
677,19,2,2,2128,1,85,125,8,100,667,437,
678,19,2,2,2088,1,75,125,8,100,400,437,
679,19,2,2,1177,1,220,380,8,38,250,437,
680,19,2,2,14701,3,40,80,8,143,333,437,
681,19,2,2,1960,1,85,125,8,95,500,437,
682,19,3,2,3014,10,,,,300,300,,
683,19,3,2,1009,5,,,,100,100,,
684,19,3,2,1029,10,,,,200,200,,
685,19,3,2,1044,4,,,,100,100,,
686,19,3,2,1037,4,,,,100,100,,
687,19,3,2,1036,5,,,,530,530,,
688,19,3,2,1011,6,,,,500,500,,
689,19,3,2,1078,150,,,,1000,1000,,
690,19,3,2,1043,10,,,,1000,1000,,
691,19,3,2,1003,1,,,,500,500,,
692,19,3,2,1027,20,,,,800,800,,
693,19,3,2,1077,40,,,,660,660,,
694,19,3,2,3008,10,,,,500,500,,
695,19,3,2,3002,30,,,,800,800,,
696,19,3,2,1006,300,,,,800,800,,
697,19,3,2,1001,300,,,,800,800,,
698,19,3,2,2200,3,,,,600,600,,
699,19,3,2,2201,3,,,,600,600,,
700,20,1,2,24518,50,95,130,,333,100,554,
701,20,1,2,25518,50,95,130,,333,100,555,
702,20,1,2,23511,50,95,130,,333,100,554,
703,20,1,2,22512,50,95,130,,333,100,555,
704,20,1,2,21515,50,95,130,,333,100,554,
705,20,1,2,24516,50,1,40,,500,50,555,
706,20,1,2,24517,50,1,40,,500,50,554,
707,20,1,2,25517,50,1,40,,500,50,555,
708,20,1,2,25516,50,1,40,,500,50,554,
709,20,1,2,22515,50,1,30,,500,50,555,
710,20,1,2,26501,50,30,55,,500,50,554,
711,20,1,2,26502,50,30,55,,500,50,555,
712,20,1,2,21516,50,1,30,,500,50,554,
713,20,1,2,26503,50,30,55,,500,50,555,
714,20,1,2,26504,50,30,55,,500,50,554,
715,20,1,2,26505,50,30,55,,500,50,554,
716,20,2,2,5179,1,160,300,8,50,250,555,
717,20,2,2,2128,1,85,125,8,100,667,554,
718,20,2,2,2088,1,75,125,8,100,400,555,
719,20,2,2,1177,1,220,380,8,38,250,554,
720,20,2,2,14701,3,40,80,8,143,333,555,
721,20,2,2,1960,1,85,125,8,95,500,554,
722,20,3,2,3014,10,,,,300,300,,
723,20,3,2,1050,4,,,,100,100,,
724,20,3,2,1105,1,,,,200,200,,
725,20,3,2,1018,4,,,,200,200,,
726,20,3,2,1049,3,,,,800,800,,
727,20,3,2,1078,300,,,,800,800,,
728,20,3,2,1037,4,,,,100,100,,
729,20,3,2,1036,5,,,,530,530,,
730,20,3,2,1052,12,,,,800,800,,
731,20,3,2,1003,1,,,,500,500,,
732,20,3,2,1027,20,,,,800,800,,
733,20,3,2,1077,40,,,,660,660,,
734,20,3,2,3008,10,,,,500,500,,
735,20,3,2,3002,30,,,,800,800,,
736,20,3,2,1006,300,,,,800,800,,
737,20,3,2,1001,300,,,,800,800,,
738,20,3,2,2200,3,,,,600,600,,
739,20,3,2,2201,3,,,,600,600,,
