id,allPassAwards-type-1,allPassAwards-id-1,allPassAwards-value-1,allPassAwards-type-2,allPassAwards-id-2,allPassAwards-value-2,allPassAwards-type-3,allPassAwards-id-3,allPassAwards-value-3,allPassAwards-type-4,allPassAwards-id-4,allPassAwards-value-4,allPassAwards-type-5,allPassAwards-id-5,allPassAwards-value-5,
2510,2,1012,20,1,8,2250000,,,,,,,,,,
2515,2,1012,20,1,8,2250000,,,,,,,,,,
2520,2,1012,20,1,8,2250000,,,,,,,,,,
2525,2,1012,20,1,8,2250000,,,,,,,,,,
2530,2,1012,20,1,8,2250000,,,,,,,,,,
2535,2,1012,20,1,8,2250000,,,,,,,,,,
2540,2,1012,20,1,8,2250000,,,,,,,,,,
2545,2,1012,20,1,8,2250000,,,,,,,,,,
2550,2,1012,20,1,8,2250000,,,,,,,,,,
2555,2,1012,20,1,8,2250000,,,,,,,,,,
2560,2,1012,20,1,8,2250000,,,,,,,,,,
2565,2,1012,20,1,8,2250000,,,,,,,,,,
2570,2,1012,20,1,8,2250000,,,,,,,,,,
2575,2,1012,20,1,8,2250000,,,,,,,,,,
2580,2,1012,20,1,8,2250000,,,,,,,,,,
2585,2,1012,20,1,8,2250000,,,,,,,,,,
2590,2,1012,20,1,8,2250000,,,,,,,,,,
2595,2,1012,20,1,8,2250000,,,,,,,,,,
2600,2,1012,20,1,8,2250000,,,,,,,,,,
2605,2,1012,20,1,8,2250000,,,,,,,,,,
2610,2,1012,20,1,8,2250000,,,,,,,,,,
2615,2,1012,20,1,8,2250000,,,,,,,,,,
2620,2,1012,20,1,8,2250000,,,,,,,,,,
2625,2,1012,20,1,8,2250000,,,,,,,,,,
2630,2,1012,20,1,8,2250000,,,,,,,,,,
2635,2,1012,20,1,8,2250000,,,,,,,,,,
2640,2,1012,20,1,8,2250000,,,,,,,,,,
2645,2,1012,20,1,8,2250000,,,,,,,,,,
2650,2,1012,20,1,8,2250000,,,,,,,,,,
2655,2,1012,20,1,8,2250000,,,,,,,,,,
2660,2,1012,20,1,8,2250000,,,,,,,,,,
2665,2,1012,20,1,8,2250000,,,,,,,,,,
2670,2,1012,20,1,8,2250000,,,,,,,,,,
2675,2,1012,20,1,8,2250000,,,,,,,,,,
2680,2,1012,20,1,8,2250000,,,,,,,,,,
2685,2,1012,20,1,8,2250000,,,,,,,,,,
2690,2,1012,20,1,8,2250000,,,,,,,,,,
2695,2,1012,20,1,8,2250000,,,,,,,,,,
2700,2,1012,20,1,8,2250000,,,,,,,,,,
2705,2,1012,20,1,8,2250000,,,,,,,,,,
2710,2,1012,20,1,8,2250000,,,,,,,,,,
2715,2,1012,20,1,8,2250000,,,,,,,,,,
2720,2,1012,20,1,8,2250000,,,,,,,,,,
2725,2,1012,20,1,8,2250000,,,,,,,,,,
2730,2,1012,20,1,8,2250000,,,,,,,,,,
2735,2,1012,20,1,8,2250000,,,,,,,,,,
2740,2,1012,20,1,8,2250000,,,,,,,,,,
2745,2,1012,20,1,8,2250000,,,,,,,,,,
2750,2,1012,20,1,8,2250000,,,,,,,,,,
2755,2,1012,20,1,8,2250000,,,,,,,,,,
2760,2,1012,20,1,8,2250000,,,,,,,,,,
2765,2,1012,20,1,8,2250000,,,,,,,,,,
2770,2,1012,20,1,8,2250000,,,,,,,,,,
2775,2,1012,20,1,8,2250000,,,,,,,,,,
2780,2,1012,20,1,8,2250000,,,,,,,,,,
2785,2,1012,20,1,8,2250000,,,,,,,,,,
2790,2,1012,20,1,8,2250000,,,,,,,,,,
2795,2,1012,20,1,8,2250000,,,,,,,,,,
2800,2,1012,20,1,8,2250000,,,,,,,,,,
2805,2,1012,20,1,8,2250000,,,,,,,,,,
2810,2,1012,20,1,8,2250000,,,,,,,,,,
2815,2,1012,20,1,8,2250000,,,,,,,,,,
2820,2,1012,20,1,8,2250000,,,,,,,,,,
2825,2,1012,20,1,8,2250000,,,,,,,,,,
2830,2,1012,20,1,8,2250000,,,,,,,,,,
2835,2,1012,20,1,8,2250000,,,,,,,,,,
2840,2,1012,20,1,8,2250000,,,,,,,,,,
2845,2,1012,20,1,8,2250000,,,,,,,,,,
2850,2,1012,20,1,8,2250000,,,,,,,,,,
2855,2,1012,20,1,8,2250000,,,,,,,,,,
2860,2,1012,20,1,8,2250000,,,,,,,,,,
2865,2,1012,20,1,8,2250000,,,,,,,,,,
2870,2,1012,20,1,8,2250000,,,,,,,,,,
2875,2,1012,20,1,8,2250000,,,,,,,,,,
2880,2,1012,20,1,8,2250000,,,,,,,,,,
2885,2,1012,20,1,8,2250000,,,,,,,,,,
2890,2,1012,20,1,8,2250000,,,,,,,,,,
2895,2,1012,20,1,8,2250000,,,,,,,,,,
2900,2,1012,20,1,8,2250000,,,,,,,,,,
2905,2,1012,20,1,8,2250000,,,,,,,,,,
2910,2,1012,20,1,8,2250000,,,,,,,,,,
2915,2,1012,20,1,8,2250000,,,,,,,,,,
2920,2,1012,20,1,8,2250000,,,,,,,,,,
2925,2,1012,20,1,8,2250000,,,,,,,,,,
2930,2,1012,20,1,8,2250000,,,,,,,,,,
2935,2,1012,20,1,8,2250000,,,,,,,,,,
2940,2,1012,20,1,8,2250000,,,,,,,,,,
2945,2,1012,20,1,8,2250000,,,,,,,,,,
2950,2,1012,20,1,8,2250000,,,,,,,,,,
2955,2,1012,20,1,8,2250000,,,,,,,,,,
2960,2,1012,20,1,8,2250000,,,,,,,,,,
2965,2,1012,20,1,8,2250000,,,,,,,,,,
2970,2,1012,20,1,8,2250000,,,,,,,,,,
2975,2,1012,20,1,8,2250000,,,,,,,,,,
2980,2,1012,20,1,8,2250000,,,,,,,,,,
2985,2,1012,20,1,8,2250000,,,,,,,,,,
2990,2,1012,20,1,8,2250000,,,,,,,,,,
2995,2,1012,20,1,8,2250000,,,,,,,,,,
3000,2,1012,20,1,8,2250000,,,,,,,,,,
