id,dressType,isShow,itemId,heroId,changedHeroId,name,addPros-type-1,addPros-way-1,addPros-value-1,addPros-type-2,addPros-way-2,addPros-value-2,addPros-type-3,addPros-way-3,addPros-value-3,addPros-type-4,addPros-way-4,addPros-value-4,recovery-type-1,recovery-id-1,recovery-value-1,desc,addHp,addAtk,force-type-1,force-id-1,force-value-1,exSkillId,isclose,feeType,feeId,feeVal,serviceDay,textImg,frontDressId,addAllPros-type-1,addAllPros-way-1,addAllPros-value-1,addAllPros-type-2,addAllPros-way-2,addAllPros-value-2,
13049,2,1,13761,24518,24518001,s==13|Thần·Lưu Bang,1,1,500,2,1,500,3,1,500,4,0,10,2,1083,250,s==474|Thần·Lưu Bang giác tỉnh da， phát động【Ân Luật Thường Hành】thời mỗi tiêu hao 1 tầng【Giới Luật】， liền đối ngẫu nhiên 3 địch phương tướng gây 15% tán xạ tổn thương；【Quân Chủ Thống Dự】có thể thêm cho thống dự tướng tăng bản thân 5% công kích；【Thiên Thế Thuận Nghịch】địch phương tướng nếu mang【Vi Nghị Thiên Đạo】thời tử vong， Lưu Bang sẽ thu hoạch 1 tầng【Giới Luật】， đồng thời sẽ chuyển【Vi Nghị Thiên Đạo】cho ngẫu nhiên 1 tướng（chuyển giao thời thiết lập lại hồi chiêu thời gian）,19585,2125,2,1083,250,245180160,1,,,,,,,,,,,,,
13050,1,,13762,25518,25518001,s==10|Ma·Hạng Vũ,1,1,200,2,1,200,3,1,200,4,0,5,2,1026,100,s==149|Ma Tôn Hổ chuyên thuộc da， vĩnh viễn hữu hiệu， sử dụng hậu khả dĩ cho Ma Tôn Hổ trang bị， tùng giải khóa tương ứng hình tượng và đầu tượng thiết lập。,,,2,1026,30,,1,,,,45,,,,,,,,,
13051,1,,13763,21510,21510002,s==7|Hứa Chử,1,1,200,2,1,200,3,1,200,4,0,5,2,1026,100,s==145|Hứa Chử chuyên thuộc da， vĩnh viễn hữu hiệu， sử dụng hậu khả dĩ cho Hứa Chử trang bị， tùng giải khóa tương ứng hình tượng và đầu tượng thiết lập。,,,2,1026,30,,1,,,,,,,,,,,,,
13052,1,,13764,25504,25504005,s==8|Ma·Lữ Bố,1,1,200,2,1,200,3,1,200,4,0,5,2,1026,100,s==147|Ma·Lữ Bố chuyên thuộc da， vĩnh viễn hữu hiệu， sử dụng hậu khả dĩ cho Ma·Lữ Bố trang bị， tùng giải khóa tương ứng hình tượng và đầu tượng thiết lập。,,,2,1026,30,,1,,,,,,,,,,,,,
13053,1,,13765,25515,25515005,s==12|Ma·Triệu Vân,1,1,200,2,1,200,3,1,200,4,0,5,2,1026,100,s==155|Ma·Triệu Vân chuyên thuộc da， vĩnh viễn hữu hiệu， sử dụng hậu khả dĩ cho Ma·Triệu Vân trang bị， tùng giải khóa tương ứng hình tượng và đầu tượng thiết lập。,,,2,1026,30,,1,,,,,,,,,,,,,
13054,1,,13766,24505,24505005,s==12|Thần·Quan Vũ,1,1,200,2,1,200,3,1,200,4,0,5,2,1026,100,s==155|Thần·Quan Vũ chuyên thuộc da， vĩnh viễn hữu hiệu， sử dụng hậu khả dĩ cho Thần·Quan Vũ trang bị， tùng giải khóa tương ứng hình tượng và đầu tượng thiết lập。,,,2,1026,30,,1,,,,,,,,,,,,,
13055,1,,13767,24517,24517002,s==12|Thần·Mã Siêu,1,1,200,2,1,200,3,1,200,4,0,5,2,1026,100,s==155|Thần·Mã Siêu chuyên thuộc da， vĩnh viễn hữu hiệu， sử dụng hậu khả dĩ cho Thần·Mã Siêu trang bị， tùng giải khóa tương ứng hình tượng và đầu tượng thiết lập。,,,2,1026,30,,1,,,,60,,,,,,,,,
13056,2,1,13768,25518,25518002,s==10|Ma·Hạng Vũ,1,1,500,2,1,500,3,1,500,4,0,10,2,1083,250,s==308|Ma Tôn Hổ giác tỉnh da， Ma Tôn Hổ thiên ma trạng thái khai trận liền có thể kích hoạt；【Quân Chủ Thống Dự】có thể thêm cho thống dự tướng tăng bản thân 5% công kích； địch ta song phương có bất kỳ tướng đầu tiên tử vong thời， cho địch phương toàn thể gán 1 tầng【Huyết Thù】（viện quân、 tại trường đều có hiệu quả）,19585,2125,2,1083,250,255180260,1,,,,,,,,,,,,,
13057,1,,13769,22504,22504003,s==7|Quan Vũ,1,1,200,2,1,200,3,1,200,4,0,5,2,1026,100,s==145|Quan Vũ chuyên thuộc da， vĩnh viễn hữu hiệu， sử dụng hậu khả dĩ cho Quan Vũ trang bị， tùng giải khóa tương ứng hình tượng và đầu tượng thiết lập。,,,2,1026,30,,1,,,,,,,,,,,,,
13058,2,1,13770,22515,22515001,s==16|Hoàng Nguyệt Anh,1,1,300,2,1,300,3,1,300,4,0,5,2,1083,50,s==538|Hoàng Nguyệt Anh giác tỉnh da，【Thủy Nghị Thối Tán】ta phương khuếch tán tiêu cực trạng thái số lượng đại khái 5 cái thời， cho ta phương toàn thể thêm gán【Thủ Nguyệt Thủ Hộ】， nhỏ hơn 5 cái thời， cho địch phương toàn thể thêm gán 1 quả【Mặc Gia Tr炸弹】；【Thủ Nguyệt Thủ Hộ】phòng ngự tăng 10%、 chịu vật lý tổn thương thời phản đòn 10% tổn thương， duy trì 2 lượt， không thể khuếch tán；【Minh Triều Liên Hoa】tại trừ sinh mệnh cho ta phương thêm hộ thủ hậu， có 50% xác suất tức thời hồi phục bản thân 10% sinh mệnh（bất bị điều trị、 bị liệu gia thành）,4910,515,2,1083,50,225150160,1,,,,,,,,,,,,,
14004,3,0,13771,,30077,s==17|Uyên Long Ma Quân,1,1,200,2,1,200,,,,,,,1,8,100000,s==152|Trân hiếm đế vương da， kích phát tiềm ẩn trong đế vương thể nội thâm vực ma long chi lực， giải khóa hậu khả dĩ vĩnh viễn tăng toàn thể tướng thuộc tính。,,,,,,,1,,,,90,s==10|j_jzczhd14,,,,,,,,
15004,3,0,13772,,30078,s==15|Uyên Long Nữ Đế,1,1,200,2,1,200,,,,,,,1,8,100000,s==152|Trân hiếm đế vương da， kích phát tiềm ẩn trong đế vương thể nội thâm vực ma long chi lực， giải khóa hậu khả dĩ vĩnh viễn tăng toàn thể tướng thuộc tính。,,,,,,,1,,,,90,s==10|j_jzczhd14,,,,,,,,
13059,4,0,13774,24510,24510002,s==16|Thần·Thái Văn Cơ,,,,,,,,,,,,,2,1026,100,s==155|Thần Thái Văn Cơ điển tàng da， vĩnh viễn hữu hiệu， sử dụng hậu khả dĩ cho Thái Văn Cơ trang bị， tùng giải khóa tương ứng hình tượng và đầu tượng thiết lập。,,,,,,,1,,,,,,,1,1,200,2,1,200,
13060,4,0,13775,25509,25509002,s==18|Ma·Trương Xuân Hoa,,,,,,,,,,,,,2,1026,100,s==161|Ma Trương Xuân Hoa điển tàng da， vĩnh viễn hữu hiệu， sử dụng hậu khả dĩ cho Trương Xuân Hoa trang bị， tùng giải khóa tương ứng hình tượng và đầu tượng thiết lập。,,,,,,,1,,,,,,,1,1,200,2,1,200,
13061,4,0,13776,24518,24518002,s==13|Thần·Lưu Bang,,,,,,,,,,,,,2,1026,100,s==152|Thần·Lưu Bang chuyên thuộc da， vĩnh viễn hữu hiệu， sử dụng hậu khả dĩ cho Lưu Bang trang bị， tùng giải khóa tương ứng hình tượng và đầu tượng thiết lập。,,,,,,,1,,,,,,,1,1,200,2,1,200,
13062,2,1,13777,26501,26501001,s==11|Hồn · Tả Từ,1,1,500,2,1,500,3,1,500,4,0,10,2,1083,250,s==293|Hồn·Tả Từ giác tỉnh da，【Âm Dương Phá Diệt】phát động trước， sẽ tự thân có thể khuếch tán tiêu cực trạng thái chuyển sang địch phương công kích cao nhất tướng， đồng thời trộm mục tiêu tất cả có thể khuếch tán tăng益 trạng thái； chiến đấu khai đầu thêm thu hoạch 1 tầng【Âm Phù】và 1 tầng【Dương Phù】,19585,2125,2,1083,250,26501091,1,,,,,,,,,,,,,
13063,1,,13778,25510,25510002,s==11|Ma·Tào Tháo,1,1,200,2,1,200,3,1,200,4,0,5,2,1026,100,s==153|Ma·Tào Tháo chuyên thuộc da， vĩnh viễn hữu hiệu， sử dụng hậu khả dĩ cho Ma·Tào Tháo trang bị， tùng giải khóa tương ứng hình tượng và đầu tượng thiết lập。,,,2,1026,30,,1,,,,60,,,,,,,,,
13064,4,0,13779,21515,21515002,s==16|Ngụy Đế·Tào Tháo,,,,,,,,,,,,,2,1026,100,s==163|Ngụy Đế·Tào Tháo chuyên thuộc da， vĩnh viễn hữu hiệu， sử dụng hậu khả dĩ cho Ngụy Đế·Tào Tháo trang bị， tùng giải khóa tương ứng hình tượng và đầu tượng thiết lập。,,,,,,,1,,,,,,,1,1,200,2,1,200,
13065,4,0,13780,23511,23511002,s==19|Ngô Vương·Tôn Quyền,,,,,,,,,,,,,2,1026,100,s==169|Ngô Vương·Tôn Quyền chuyên thuộc da， vĩnh viễn hữu hiệu， sử dụng hậu khả dĩ cho Ngô Vương·Tôn Quyền trang bị， tùng giải khóa tương ứng hình tượng và đầu tượng thiết lập。,,,,,,,1,,,,,,,1,1,200,2,1,200,
13066,4,0,13781,23503,23503002,s==9|Tiểu Kiều,,,,,,,,,,,,,2,1026,100,s==149|Tiểu Kiều chuyên thuộc da， vĩnh viễn hữu hiệu， sử dụng hậu khả dĩ cho Tiểu Kiều trang bị， tùng giải khóa tương ứng hình tượng và đầu tượng thiết lập。,,,,,,,1,,,,,,,1,1,200,2,1,200,
13067,4,0,13782,23510,23510003,s==6|Chu Du,,,,,,,,,,,,,2,1026,100,s==143|Chu Du chuyên thuộc da， vĩnh viễn hữu hiệu， sử dụng hậu khả dĩ cho Chu Du trang bị， tùng giải khóa tương ứng hình tượng và đầu tượng thiết lập。,,,,,,,1,,,,,,,1,1,200,2,1,200,
13068,4,0,13783,25515,25515002,s==12|Ma·Triệu Vân,,,,,,,,,,,,,2,1026,100,s==155|Ma·Triệu Vân chuyên thuộc da， vĩnh viễn hữu hiệu， sử dụng hậu khả dĩ cho Ma·Triệu Vân trang bị， tùng giải khóa tương ứng hình tượng và đầu tượng thiết lập。,,,,,,,1,,,,,,,1,1,200,2,1,200,
13069,2,1,13784,21516,21516001,s==11|Thái Văn Cơ,1,1,300,2,1,300,3,1,300,4,0,5,2,1083,50,s==288|Ngụy·Thái Văn Cơ giác tỉnh da， kỹ năng：【Lộc Vận Diệu Âm】gán【Sương Lạc】mỗi lượt tối đa kích hoạt lần tăng đến 2 lần，【Sương Lạc】chồng giới hạn tăng đến 3 tầng， duy trì lượt tăng đến 3 lượt；【Hồ Giai Lộc Ảnh】phát động thời， có 50% xác suất tăng mục tiêu 10% vật lý miễn thương， duy trì 2 lượt,4910,515,2,1083,50,215160161,1,,,,,,,,,,,,,
13070,4,1,13785,22512,22512002,s==6|Lưu Bị,,,,,,,,,,,,,2,1026,100,s==143|Lưu Bị chuyên thuộc da， vĩnh viễn hữu hiệu， sử dụng hậu khả dĩ cho Lưu Bị trang bị， tùng giải khóa tương ứng hình tượng và đầu tượng thiết lập。,,,,,,,1,,,,,,,1,1,200,2,1,200,
13071,2,0,13786,26502,26502001,s==15|Hồn · Triệu Vân,1,1,500,2,1,500,3,1,500,4,0,10,2,1083,250,s==287|Hồn·Triệu Vân giác tỉnh da，【Long Tức Kiếm Trảm】phát động hậu， có 50% xác suất thêm cho 1 mục tiêu gán【Lượng Tử Ấn Ký】（mỗi lượt chỉ kích hoạt 1 lần， vật truy không thể kích hoạt）；【Long Tường】có thể thêm tăng Hồn Triệu Vân bỏ qua mục tiêu hộ thủ xác suất， mỗi tầng tăng 2%， tối đa tăng 10%,19585,2125,2,1083,250,26502060,1,,,,,,,,,,,,,
13072,2,1,13787,26503,26503001,s==15|Hồn · Tiểu Kiều,1,1,500,2,1,500,3,1,500,4,0,10,2,1083,250,s==203|Hồn·Tiểu Kiều giác tỉnh da， chiến đấu khai đầu， cho địch phương toàn thể tướng gán 1 tầng【Hoàng Vũ】；【Loan Tường Ngọc Viêm】phát động hậu， mang【Linh Phượng Châu】tướng có thể kháng 1 lần tiêu cực trạng thái,19585,2125,2,1083,250,26503060,1,,,,,,,,,,,,,
13073,2,1,13788,26504,26504001,s==17|Hồn · Trương Liêu,1,1,500,2,1,500,3,1,500,4,0,10,2,1083,250,s==279|Hồn·Trương Liêu thức tỉnh trang phục，【Ngục Long Quân Lâm】Hồn Trương Liêu khi tấn công mục tiêu mang 【Trận Tiền Đối Quyết】 tất nhiên chí mạng，chịu sát thương từ mục tiêu mang 【Trận Tiền Đối Quyết】 giảm thêm 15%；【Đăng Phong Hãm Trận】khởi đầu chiến đấu nhận 5 tầng 【Hắc Viêm Chi Nộ】,19585,2125,2,1083,250,26504060,1,,,,,,,,,,,,,
13074,4,0,13789,23503,23503003,s==13|Ngô·Tiểu Kiều,,,,,,,,,,,,,2,1026,100,s==160|Ngô Tiểu Kiều điển tàng trang phục，vĩnh viễn hiệu lực，sử dụng sau có thể trang bị cho Ngô Tiểu Kiều，và mở khóa hình tượng cùng thiết lập ảnh đại diện tương ứng。,,,,,,,1,,,,,,,1,1,200,2,1,200,
13075,4,0,13790,25507,25507002,s==14|Ma·Điêu Thuyền,,,,,,,,,,,,,2,1026,100,s==160|Ma Điêu Thiến điển tàng trang phục，vĩnh viễn hiệu lực，sử dụng sau có thể trang bị cho Ma Điêu Thiến，và mở khóa hình tượng cùng thiết lập ảnh đại diện tương ứng。,,,,,,,1,,,,,,,1,1,200,2,1,200,
13078,2,1,13793,26501,26501002,s==11|Hồn · Tả Từ,1,1,500,2,1,500,3,1,500,4,0,10,2,1083,250,s==293|Hồn·Tả Từ giác tỉnh da，【Âm Dương Phá Diệt】phát động trước， sẽ tự thân có thể khuếch tán tiêu cực trạng thái chuyển sang địch phương công kích cao nhất tướng， đồng thời trộm mục tiêu tất cả có thể khuếch tán tăng益 trạng thái； chiến đấu khai đầu thêm thu hoạch 1 tầng【Âm Phù】và 1 tầng【Dương Phù】,19585,2125,2,1083,250,26501091,1,,,,,,,,,,,,,
13076,2,1,13791,25518,25518003,s==10|Ma·Hạng Vũ,1,1,500,2,1,500,3,1,500,4,0,10,2,1083,250,s==311|Hồn·Quan Vũ thức tỉnh trang phục，【Âm Dương Phá Diệt】trước khi phát động，chuyển toàn bộ trạng thái tiêu cực có thể giải trừ của bản thân sang tướng địch có công kích cao nhất，đồng thời trộm toàn bộ trạng thái tăng lợi có thể giải trừ của mục tiêu；khởi đầu chiến đấu nhận thêm 1 tầng 【Âm Phù】và 1 tầng 【Dương Phù】,19585,2125,2,1083,250,26501091,1,,,,,,,,,,,,,
13077,2,1,13792,26505,26505001,s==12|Hồn · Chu Du,1,1,500,2,1,500,3,1,500,4,0,10,2,1083,250,s==311|Hồn·Quan Vũ thức tỉnh trang phục，【Âm Dương Phá Diệt】trước khi phát động，chuyển toàn bộ trạng thái tiêu cực có thể giải trừ của bản thân sang tướng địch có công kích cao nhất，đồng thời trộm toàn bộ trạng thái tăng lợi có thể giải trừ của mục tiêu；khởi đầu chiến đấu nhận thêm 1 tầng 【Âm Phù】và 1 tầng 【Dương Phù】,19585,2125,2,1083,250,26505091,1,,,,,,,,,,,,,
13079,2,1,13794,26506,26506001,s==17|Hồn · Điêu Thuyền,1,1,500,2,1,500,3,1,500,4,0,10,2,1083,250,s==311|Hồn·Quan Vũ thức tỉnh trang phục，【Âm Dương Phá Diệt】trước khi phát động，chuyển toàn bộ trạng thái tiêu cực có thể giải trừ của bản thân sang tướng địch có công kích cao nhất，đồng thời trộm toàn bộ trạng thái tăng lợi có thể giải trừ của mục tiêu；khởi đầu chiến đấu nhận thêm 1 tầng 【Âm Phù】và 1 tầng 【Dương Phù】,19585,2125,2,1083,250,26506091,1,,,,,,,,,,,,,
13080,2,1,13795,26503,26503002,s==15|Hồn · Tiểu Kiều,1,1,500,2,1,500,3,1,500,4,0,10,2,1083,250,s==311|Hồn·Quan Vũ thức tỉnh trang phục，【Âm Dương Phá Diệt】trước khi phát động，chuyển toàn bộ trạng thái tiêu cực có thể giải trừ của bản thân sang tướng địch có công kích cao nhất，đồng thời trộm toàn bộ trạng thái tăng lợi có thể giải trừ của mục tiêu；khởi đầu chiến đấu nhận thêm 1 tầng 【Âm Phù】và 1 tầng 【Dương Phù】,19585,2125,2,1083,250,26501091,1,,,,,,,,,,,,,
13081,2,1,13796,26502,26502002,s==15|Hồn · Triệu Vân,1,1,500,2,1,500,3,1,500,4,0,10,2,1083,250,s==311|Hồn·Quan Vũ thức tỉnh trang phục，【Âm Dương Phá Diệt】trước khi phát động，chuyển toàn bộ trạng thái tiêu cực có thể giải trừ của bản thân sang tướng địch có công kích cao nhất，đồng thời trộm toàn bộ trạng thái tăng lợi có thể giải trừ của mục tiêu；khởi đầu chiến đấu nhận thêm 1 tầng 【Âm Phù】và 1 tầng 【Dương Phù】,19585,2125,2,1083,250,26501091,1,,,,,,,,,,,,,
13084,2,1,13799,25510,25510003,s==11|Ma·Tào Tháo,1,1,500,2,1,500,3,1,500,4,0,10,2,1083,250,s==311|Hồn·Quan Vũ thức tỉnh trang phục，【Âm Dương Phá Diệt】trước khi phát động，chuyển toàn bộ trạng thái tiêu cực có thể giải trừ của bản thân sang tướng địch có công kích cao nhất，đồng thời trộm toàn bộ trạng thái tăng lợi có thể giải trừ của mục tiêu；khởi đầu chiến đấu nhận thêm 1 tầng 【Âm Phù】và 1 tầng 【Dương Phù】,19585,2125,2,1083,250,26501091,1,,,,,,,,,,,,,
13085,2,1,13800,25515,25515004,s==12|Ma·Triệu Vân,1,1,500,2,1,500,3,1,500,4,0,10,2,1083,250,s==311|Hồn·Quan Vũ thức tỉnh trang phục，【Âm Dương Phá Diệt】trước khi phát động，chuyển toàn bộ trạng thái tiêu cực có thể giải trừ của bản thân sang tướng địch có công kích cao nhất，đồng thời trộm toàn bộ trạng thái tăng lợi có thể giải trừ của mục tiêu；khởi đầu chiến đấu nhận thêm 1 tầng 【Âm Phù】và 1 tầng 【Dương Phù】,19585,2125,2,1083,250,26501091,1,,,,,,,,,,,,,
13086,2,1,13801,26507,26507001,s==14|Hồn · Đại Kiều,1,1,500,2,1,500,3,1,500,4,0,10,2,1083,250,s==311|Hồn·Quan Vũ thức tỉnh trang phục，【Âm Dương Phá Diệt】trước khi phát động，chuyển toàn bộ trạng thái tiêu cực có thể giải trừ của bản thân sang tướng địch có công kích cao nhất，đồng thời trộm toàn bộ trạng thái tăng lợi có thể giải trừ của mục tiêu；khởi đầu chiến đấu nhận thêm 1 tầng 【Âm Phù】và 1 tầng 【Dương Phù】,19585,2125,2,1083,250,26507091,1,,,,,,,,,,,,,
13087,2,1,13802,26504,26504002,s==17|Hồn · Trương Liêu,1,1,500,2,1,500,3,1,500,4,0,10,2,1083,250,s==311|Hồn·Quan Vũ thức tỉnh trang phục，【Âm Dương Phá Diệt】trước khi phát động，chuyển toàn bộ trạng thái tiêu cực có thể giải trừ của bản thân sang tướng địch có công kích cao nhất，đồng thời trộm toàn bộ trạng thái tăng lợi có thể giải trừ của mục tiêu；khởi đầu chiến đấu nhận thêm 1 tầng 【Âm Phù】và 1 tầng 【Dương Phù】,19585,2125,2,1083,250,26501091,1,,,,,,,,,,,,,
13088,2,1,13803,26508,26508001,s==13|Hồn · Quan Vũ,1,1,500,2,1,500,3,1,500,4,0,10,2,1083,250,s==311|Hồn·Quan Vũ thức tỉnh trang phục，【Âm Dương Phá Diệt】trước khi phát động，chuyển toàn bộ trạng thái tiêu cực có thể giải trừ của bản thân sang tướng địch có công kích cao nhất，đồng thời trộm toàn bộ trạng thái tăng lợi có thể giải trừ của mục tiêu；khởi đầu chiến đấu nhận thêm 1 tầng 【Âm Phù】và 1 tầng 【Dương Phù】,19585,2125,2,1083,250,26508091,1,,,,,,,,,,,,,
13089,1,,13804,26505,26505002,s==12|Hồn · Chu Du,1,1,200,2,1,200,3,1,200,4,0,5,2,1026,100,s==149|Ma Tôn Hổ chuyên thuộc da， vĩnh viễn hữu hiệu， sử dụng hậu khả dĩ cho Ma Tôn Hổ trang bị， tùng giải khóa tương ứng hình tượng và đầu tượng thiết lập。,,,2,1026,30,,1,,,,45,,,,,,,,,
13090,2,1,13805,26509,26509001,s==13|Hồn · Gia Cát,1,1,500,2,1,500,3,1,500,4,0,10,2,1083,250,s==293|Hồn·Tả Từ giác tỉnh da，【Âm Dương Phá Diệt】phát động trước， sẽ tự thân có thể khuếch tán tiêu cực trạng thái chuyển sang địch phương công kích cao nhất tướng， đồng thời trộm mục tiêu tất cả có thể khuếch tán tăng益 trạng thái； chiến đấu khai đầu thêm thu hoạch 1 tầng【Âm Phù】và 1 tầng【Dương Phù】,19585,2125,2,1083,250,26509091,1,,,,,,,,,,,,,
13091,2,1,13806,26506,26506002,s==17|Hồn · Điêu Thuyền,1,1,500,2,1,500,3,1,500,4,0,10,2,1083,250,s==311|Hồn·Quan Vũ thức tỉnh trang phục，【Âm Dương Phá Diệt】trước khi phát động，chuyển toàn bộ trạng thái tiêu cực có thể giải trừ của bản thân sang tướng địch có công kích cao nhất，đồng thời trộm toàn bộ trạng thái tăng lợi có thể giải trừ của mục tiêu；khởi đầu chiến đấu nhận thêm 1 tầng 【Âm Phù】và 1 tầng 【Dương Phù】,19585,2125,2,1083,250,26501091,1,,,,,,,,,,,,,
13092,2,1,13807,26510,26510001,s==16|Hồn · Tôn Thượng,1,1,500,2,1,500,3,1,500,4,0,10,2,1083,250,s==314|Hồn·Tôn Thượng thức tỉnh trang phục，【Âm Dương Phá Diệt】trước khi phát động，chuyển toàn bộ trạng thái tiêu cực có thể giải trừ của bản thân sang tướng địch có công kích cao nhất，đồng thời trộm toàn bộ trạng thái tăng lợi có thể giải trừ của mục tiêu；khởi đầu chiến đấu nhận thêm 1 tầng 【Âm Phù】và 1 tầng 【Dương Phù】,19585,2125,2,1083,250,26510091,1,,,,,,,,,,,,,
13093,2,1,13808,26507,26507002,s==14|Hồn · Đại Kiều,1,1,500,2,1,500,3,1,500,4,0,10,2,1083,250,s==311|Hồn·Quan Vũ thức tỉnh trang phục，【Âm Dương Phá Diệt】trước khi phát động，chuyển toàn bộ trạng thái tiêu cực có thể giải trừ của bản thân sang tướng địch có công kích cao nhất，đồng thời trộm toàn bộ trạng thái tăng lợi có thể giải trừ của mục tiêu；khởi đầu chiến đấu nhận thêm 1 tầng 【Âm Phù】và 1 tầng 【Dương Phù】,19585,2125,2,1083,250,26501091,1,,,,,,,,,,,,,
