id,groupBase,levelDown,levelUP,addPros-type-1,addPros-heroType-1,addPros-way-1,addPros-num-1,addPros-factor-1,addPros-down-1,addPros-up-1,addPros-type-2,addPros-heroType-2,addPros-way-2,addPros-num-2,addPros-factor-2,addPros-down-2,addPros-up-2,addPros-type-3,addPros-heroType-3,addPros-way-3,addPros-num-3,addPros-factor-3,addPros-down-3,addPros-up-3,addPros-type-4,addPros-heroType-4,addPros-way-4,addPros-num-4,addPros-factor-4,addPros-down-4,addPros-up-4,
196,10,121,130,1,0,0,100,82500,75,125,2,0,0,30,24750,75,125,2,4,0,20,16500,75,125,4,4,0,1,2500,75,125,
197,10,131,140,1,0,0,100,87500,75,125,2,0,0,30,26250,75,125,2,4,0,20,17500,75,125,4,4,0,1,2500,75,125,
198,10,141,160,1,0,0,100,92500,75,125,2,0,0,30,27750,75,125,2,4,0,20,18500,75,125,4,4,0,1,2500,75,125,
199,10,161,170,1,0,0,100,97500,75,125,2,0,0,30,29250,75,125,2,4,0,20,19500,75,125,4,4,0,1,2500,75,125,
200,10,171,9999,1,0,0,100,102500,75,125,2,0,0,30,30750,75,125,2,4,0,20,20500,75,125,4,4,0,1,2500,75,125,
201,11,1,5,1,0,0,100,35000,75,125,2,0,0,30,10500,75,125,2,3,0,20,7000,75,125,4,3,0,1,2500,75,125,
202,11,6,10,1,0,0,100,37500,75,125,2,0,0,30,11250,75,125,2,3,0,20,7500,75,125,4,3,0,1,2500,75,125,
203,11,11,15,1,0,0,100,40000,75,125,2,0,0,30,12000,75,125,2,3,0,20,8000,75,125,4,3,0,1,2500,75,125,
204,11,16,20,1,0,0,100,42500,75,125,2,0,0,30,12750,75,125,2,3,0,20,8500,75,125,4,3,0,1,2500,75,125,
205,11,21,25,1,0,0,100,45000,75,125,2,0,0,30,13500,75,125,2,3,0,20,9000,75,125,4,3,0,1,2500,75,125,
206,11,26,30,1,0,0,100,47500,75,125,2,0,0,30,14250,75,125,2,3,0,20,9500,75,125,4,3,0,1,2500,75,125,
207,11,31,35,1,0,0,100,50000,75,125,2,0,0,30,15000,75,125,2,3,0,20,10000,75,125,4,3,0,1,2500,75,125,
208,11,36,40,1,0,0,100,52500,75,125,2,0,0,30,15750,75,125,2,3,0,20,10500,75,125,4,3,0,1,2500,75,125,
209,11,41,60,1,0,0,100,55000,75,125,2,0,0,30,16500,75,125,2,3,0,20,11000,75,125,4,3,0,1,2500,75,125,
210,11,61,70,1,0,0,100,57500,75,125,2,0,0,30,17250,75,125,2,3,0,20,11500,75,125,4,3,0,1,2500,75,125,
211,11,71,80,1,0,0,100,60000,75,125,2,0,0,30,18000,75,125,2,3,0,20,12000,75,125,4,3,0,1,2500,75,125,
212,11,81,90,1,0,0,100,62500,75,125,2,0,0,30,18750,75,125,2,3,0,20,12500,75,125,4,3,0,1,2500,75,125,
213,11,91,100,1,0,0,100,67500,75,125,2,0,0,30,20250,75,125,2,3,0,20,13500,75,125,4,3,0,1,2500,75,125,
214,11,101,110,1,0,0,100,72500,75,125,2,0,0,30,21750,75,125,2,3,0,20,14500,75,125,4,3,0,1,2500,75,125,
215,11,111,120,1,0,0,100,77500,75,125,2,0,0,30,23250,75,125,2,3,0,20,15500,75,125,4,3,0,1,2500,75,125,
216,11,121,130,1,0,0,100,82500,75,125,2,0,0,30,24750,75,125,2,3,0,20,16500,75,125,4,3,0,1,2500,75,125,
217,11,131,140,1,0,0,100,87500,75,125,2,0,0,30,26250,75,125,2,3,0,20,17500,75,125,4,3,0,1,2500,75,125,
218,11,141,160,1,0,0,100,92500,75,125,2,0,0,30,27750,75,125,2,3,0,20,18500,75,125,4,3,0,1,2500,75,125,
219,11,161,170,1,0,0,100,97500,75,125,2,0,0,30,29250,75,125,2,3,0,20,19500,75,125,4,3,0,1,2500,75,125,
220,11,171,9999,1,0,0,100,102500,75,125,2,0,0,30,30750,75,125,2,3,0,20,20500,75,125,4,3,0,1,2500,75,125,
221,12,1,5,1,0,0,100,35000,75,125,2,0,0,30,10500,75,125,2,1,0,20,7000,75,125,4,1,0,1,2500,75,125,
222,12,6,10,1,0,0,100,37500,75,125,2,0,0,30,11250,75,125,2,1,0,20,7500,75,125,4,1,0,1,2500,75,125,
223,12,11,15,1,0,0,100,40000,75,125,2,0,0,30,12000,75,125,2,1,0,20,8000,75,125,4,1,0,1,2500,75,125,
224,12,16,20,1,0,0,100,42500,75,125,2,0,0,30,12750,75,125,2,1,0,20,8500,75,125,4,1,0,1,2500,75,125,
225,12,21,25,1,0,0,100,45000,75,125,2,0,0,30,13500,75,125,2,1,0,20,9000,75,125,4,1,0,1,2500,75,125,
226,12,26,30,1,0,0,100,47500,75,125,2,0,0,30,14250,75,125,2,1,0,20,9500,75,125,4,1,0,1,2500,75,125,
227,12,31,35,1,0,0,100,50000,75,125,2,0,0,30,15000,75,125,2,1,0,20,10000,75,125,4,1,0,1,2500,75,125,
228,12,36,40,1,0,0,100,52500,75,125,2,0,0,30,15750,75,125,2,1,0,20,10500,75,125,4,1,0,1,2500,75,125,
229,12,41,60,1,0,0,100,55000,75,125,2,0,0,30,16500,75,125,2,1,0,20,11000,75,125,4,1,0,1,2500,75,125,
230,12,61,70,1,0,0,100,57500,75,125,2,0,0,30,17250,75,125,2,1,0,20,11500,75,125,4,1,0,1,2500,75,125,
231,12,71,80,1,0,0,100,60000,75,125,2,0,0,30,18000,75,125,2,1,0,20,12000,75,125,4,1,0,1,2500,75,125,
232,12,81,90,1,0,0,100,62500,75,125,2,0,0,30,18750,75,125,2,1,0,20,12500,75,125,4,1,0,1,2500,75,125,
233,12,91,100,1,0,0,100,67500,75,125,2,0,0,30,20250,75,125,2,1,0,20,13500,75,125,4,1,0,1,2500,75,125,
234,12,101,110,1,0,0,100,72500,75,125,2,0,0,30,21750,75,125,2,1,0,20,14500,75,125,4,1,0,1,2500,75,125,
235,12,111,120,1,0,0,100,77500,75,125,2,0,0,30,23250,75,125,2,1,0,20,15500,75,125,4,1,0,1,2500,75,125,
236,12,121,130,1,0,0,100,82500,75,125,2,0,0,30,24750,75,125,2,1,0,20,16500,75,125,4,1,0,1,2500,75,125,
237,12,131,140,1,0,0,100,87500,75,125,2,0,0,30,26250,75,125,2,1,0,20,17500,75,125,4,1,0,1,2500,75,125,
238,12,141,160,1,0,0,100,92500,75,125,2,0,0,30,27750,75,125,2,1,0,20,18500,75,125,4,1,0,1,2500,75,125,
239,12,161,170,1,0,0,100,97500,75,125,2,0,0,30,29250,75,125,2,1,0,20,19500,75,125,4,1,0,1,2500,75,125,
240,12,171,9999,1,0,0,100,102500,75,125,2,0,0,30,30750,75,125,2,1,0,20,20500,75,125,4,1,0,1,2500,75,125,
