id,nation,holeNum,showLv,lev,star,proId,proWay,proValue,nextProType,nextProWay,nextProValue,upLevConsume-type-1,upLevConsume-id-1,upLevConsume-value-1,upLevConsume-type-2,upLevConsume-id-2,upLevConsume-value-2,upLevConsume-type-3,upLevConsume-id-3,upLevConsume-value-3,upStarConsume-type-1,upStarConsume-id-1,upStarConsume-value-1,upStarConsume-type-2,upStarConsume-id-2,upStarConsume-value-2,upStarConsume-type-3,upStarConsume-id-3,upStarConsume-value-3,
4321,4,4,24,21,3,4,0,5,1,0,32000,2,1036,85,2,1037,18,,,,,,,,,,,,,
4322,4,4,25,22,3,1,0,32000,3,0,40,2,1036,85,2,1037,18,,,,,,,,,,,,,
4323,4,4,26,23,3,3,0,40,2,0,3200,2,1036,85,2,1037,18,,,,,,,,,,,,,
4324,4,4,27,24,3,2,0,3200,19,1,100,2,1036,85,2,1037,18,,,,,,,,,,,,,
4325,4,4,28,25,3,19,1,100,18,1,100,2,1036,85,2,1037,18,,,,,,,,,,,,,
4326,4,4,29,26,3,18,1,100,4,0,5,2,1036,85,2,1037,18,,,,,,,,,,,,,
4327,4,4,30,27,3,4,0,5,1,0,32000,2,1036,90,2,1037,20,,,,,,,,,,,,,
4328,4,4,31,28,3,1,0,32000,3,0,40,2,1036,90,2,1037,20,,,,,,,,,,,,,
4329,4,4,32,29,3,3,0,40,2,0,3200,2,1036,90,2,1037,20,,,,,,,,,,,,,
4330,4,4,33,30,3,2,0,3200,19,1,100,2,1036,90,2,1037,20,,,,,,,,,,,,,
4331,4,4,34,31,3,19,1,100,18,1,100,2,1036,90,2,1037,20,,,,,,,,,,,,,
4332,4,4,35,32,3,18,1,100,4,0,5,2,1036,90,2,1037,20,,,,,,,,,,,,,
4333,4,4,36,33,3,4,0,5,1,0,32000,2,1036,95,2,1037,22,,,,,,,,,,,,,
4334,4,4,37,34,3,1,0,32000,3,0,40,2,1036,95,2,1037,22,,,,,,,,,,,,,
4335,4,4,38,35,3,3,0,40,2,0,3200,2,1036,95,2,1037,22,,,,,,,,,,,,,
4336,4,4,39,36,3,2,0,3200,19,1,100,2,1036,95,2,1037,22,,,,,,,,,,,,,
4337,4,4,40,37,3,19,1,100,18,1,100,2,1036,95,2,1037,22,,,,,,,,,,,,,
4338,4,4,41,38,3,18,1,100,4,0,5,2,1036,95,2,1037,22,,,,,,,,,,,,,
4339,4,4,42,39,3,4,0,5,1,0,32000,2,1036,100,2,1037,24,,,,,,,,,,,,,
4340,4,4,43,40,3,1,0,32000,3,0,40,2,1036,100,2,1037,24,,,,,,,,,,,,,
4341,4,4,44,41,3,3,0,40,2,0,3200,2,1036,100,2,1037,24,,,,,,,,,,,,,
4342,4,4,45,42,3,2,0,3200,19,1,100,2,1036,100,2,1037,24,,,,,,,,,,,,,
4343,4,4,46,43,3,19,1,100,18,1,100,2,1036,100,2,1037,24,,,,,,,,,,,,,
4344,4,4,47,44,3,18,1,100,4,0,5,2,1036,100,2,1037,24,,,,,,,,,,,,,
4345,4,4,48,45,3,4,0,5,1,0,32000,2,1036,105,2,1037,26,,,,,,,,,,,,,
4346,4,4,49,46,3,1,0,32000,3,0,40,2,1036,105,2,1037,26,,,,,,,,,,,,,
4347,4,4,50,47,3,3,0,40,2,0,3200,2,1036,105,2,1037,26,,,,,,,,,,,,,
4348,4,4,51,48,3,2,0,3200,19,1,100,2,1036,105,2,1037,26,,,,,,,,,,,,,
4349,4,4,52,49,3,19,1,100,18,1,100,2,1036,105,2,1037,26,,,,,,,,,,,,,
4350,4,4,53,50,3,18,1,100,4,0,5,2,1036,105,2,1037,26,,,,,,,,,,,,,
4351,4,4,54,51,3,4,0,5,1,0,32000,2,1036,110,2,1037,28,,,,,,,,,,,,,
4352,4,4,55,52,3,1,0,32000,3,0,40,2,1036,110,2,1037,28,,,,,,,,,,,,,
4353,4,4,56,53,3,3,0,40,2,0,3200,2,1036,110,2,1037,28,,,,,,,,,,,,,
4354,4,4,57,54,3,2,0,3200,19,1,100,2,1036,110,2,1037,28,,,,,,,,,,,,,
4355,4,4,58,55,3,19,1,100,18,1,100,2,1036,110,2,1037,28,,,,,,,,,,,,,
4356,4,4,59,56,3,18,1,100,4,0,5,2,1036,110,2,1037,28,,,,,,,,,,,,,
4357,4,4,60,57,3,4,0,5,1,0,32000,2,1036,115,2,1037,30,,,,,,,,,,,,,
4358,4,4,61,58,3,1,0,32000,3,0,40,2,1036,115,2,1037,30,,,,,,,,,,,,,
4359,4,4,62,59,3,3,0,40,2,0,3200,2,1036,115,2,1037,30,,,,,,,,,,,,,
4360,4,4,63,60,3,2,0,3200,19,1,100,2,1036,115,2,1037,30,,,,,,,,,,,,,
4361,4,4,64,61,3,19,1,100,18,1,100,2,1036,115,2,1037,30,,,,,,,,,,,,,
4362,4,4,65,62,3,18,1,100,4,0,5,2,1036,115,2,1037,30,,,,,,,,,,,,,
4363,4,4,66,63,3,4,0,5,1,0,32000,2,1036,120,2,1037,32,,,,,,,,,,,,,
4364,4,4,67,64,3,1,0,32000,3,0,40,2,1036,120,2,1037,32,,,,,,,,,,,,,
4365,4,4,68,65,3,3,0,40,2,0,3200,2,1036,120,2,1037,32,,,,,,,,,,,,,
4366,4,4,69,66,3,2,0,3200,19,1,100,2,1036,120,2,1037,32,,,,,,,,,,,,,
4367,4,4,70,67,3,19,1,100,18,1,100,2,1036,120,2,1037,32,,,,,,,,,,,,,
4368,4,4,71,68,3,18,1,100,4,0,5,2,1036,120,2,1037,32,,,,,,,,,,,,,
4369,4,4,72,69,3,4,0,5,1,0,32000,2,1036,125,2,1037,34,,,,,,,,,,,,,
4370,4,4,73,70,3,1,0,32000,3,0,40,2,1036,125,2,1037,34,,,,,,,,,,,,,
4371,4,4,74,71,3,3,0,40,2,0,3200,2,1036,125,2,1037,34,,,,,,,,,,,,,
4372,4,4,75,72,3,2,0,3200,19,1,100,2,1036,125,2,1037,34,,,,,,,,,,,,,
4373,4,4,76,73,3,19,1,100,18,1,100,2,1036,125,2,1037,34,,,,,,,,,,,,,
4374,4,4,77,74,3,18,1,100,4,0,5,2,1036,125,2,1037,34,,,,,,,,,,,,,
4375,4,4,78,75,3,4,0,5,,,,,,,,,,,,,,,,,,,,,,
