id,type,name,
1001,1,s==9|Lạc Dương,
5322,1999,s==7|Lâm Hòa,
5323,1999,s==10|Thương Ngô,
5324,1999,s==7|Hợp Phố,
5325,1999,s==9|Quảng Tín,
5326,1999,s==8|Ích Châu,
5327,1999,s==6|U Châu,
5328,1999,s==7|Kỳ Châu,
5329,1999,s==10|Phạm Dương,
5330,1999,s==10|Thường Sơn,
5331,1999,s==9|Ngụy Quận,
5332,1999,s==10|Thương Hải,
5333,1999,s==8|Liêu Tây,
5334,1999,s==9|Thượng Cổ,
5335,1999,s==7|An Bình,
5336,1999,s==10|Quảng Bình,
5337,1999,s==10|Dương Bình,
5338,1999,s==7|Hà Gian,
5339,1999,s==9|Trung Sơn,
5340,1999,s==8|Đái Quận,
5341,1999,s==10|Trác Huyện,
5342,1999,s==9|Chân Định,
5343,1999,s==9|Dặc Thành,
5344,1999,s==6|Nam Bì,
5345,1999,s==9|Dương Lạc,
5346,1999,s==7|Cư Dung,
5347,1999,s==6|Tín Đô,
5348,1999,s==10|Khúc Lương,
5349,1999,s==9|Lạc Thành,
5350,1999,s==9|Đái Huyện,
5351,1999,s==7|Dự Châu,
5352,1999,s==8|Dận Châu,
5353,1999,s==9|Kinh Châu,
5354,1999,s==7|Kỳ Châu,
5355,1999,s==5|Tư Lệ,
5356,1999,s==9|Ỷng Xuyên,
5357,1999,s==9|Đông Quận,
5358,1999,s==8|Trần Lưu,
5359,1999,s==10|Lương Quốc,
5360,1999,s==7|Nhữ Nam,
5361,1999,s==9|Nam Dương,
5362,1999,s==6|Hà Nội,
5363,1999,s==6|Hà Nam,
5364,1999,s==7|Tư Thủy,
5365,1999,s==7|Hàm Cốc,
5366,1999,s==9|Trần Quận,
5367,1999,s==9|Qua Dương,
5368,1999,s==9|Ngụy Quận,
5369,1999,s==9|Lạc Dương,
5370,1999,s==9|Hứa Xương,
5371,1999,s==9|Hồng Nông,
5372,1999,s==9|Phụ Dương,
5373,1999,s==7|Bạch Mã,
5374,1999,s==5|Ô Sào,
5375,1999,s==7|Quan Độ,
5376,1999,s==9|Tuy Dương,
5377,1999,s==6|Tân Dã,
5378,1999,s==10|Hoài Huyện,
5379,1999,s==8|Dương Vũ,
5380,1999,s==8|Diên Tân,
5381,1999,s==11|Dương Trạch,
5382,1999,s==10|Trần Huyện,
5383,1999,s==8|An Thành,
5384,1999,s==9|Oản Huyện,
5385,1999,s==8|Lý Dương,
5386,1999,s==9|Kinh Châu,
5387,1999,s==8|Ích Châu,
5388,1999,s==10|Dương Châu,
5389,1999,s==11|Tương Dương,
5390,1999,s==9|Tân Thành,
5391,1999,s==8|Nam Quận,
5392,1999,s==11|Thượng Dung,
5393,1999,s==8|Giang Hạ,
5394,1999,s==8|Giang Hạ,
5395,1999,s==7|Nghi Đô,
5396,1999,s==7|Di Lăng,
5397,1999,s==10|Giang Lăng,
5398,1999,s==6|Di Đạo,
5399,1999,s==9|Kinh Châu,
5400,1999,s==9|Trường Sa,
5401,1999,s==7|Vũ Lăng,
5402,1999,s==9|Quế Dương,
5403,1999,s==9|Linh Lăng,
5404,1999,s==10|Hương Đông,
5405,1999,s==10|Hành Dương,
5406,1999,s==9|Lâm Tương,
5407,1999,s==8|Lâm Hoán,
5408,1999,s==10|Trần Huyện,
5409,1999,s==10|Tuyền Lăng,
5410,1999,s==9|Hương Nam,
5411,1999,s==10|Dương Châu,
5412,1999,s==7|Từ Châu,
5413,1999,s==7|Dự Châu,
5414,1999,s==9|Đan Dương,
5415,1999,s==5|Hạ Tê,
5416,1999,s==10|Quảng Lăng,
5417,1999,s==10|Bành Thành,
5418,1999,s==8|Tiểu Bôi,
5419,1999,s==7|TỴ LĂNG,
5420,1999,s==8|Ngô Quận,
5421,1999,s==11|Kiến Nghiệp,
5422,1999,s==7|HOÀI ÂM,
5423,1999,s==9|NGÔ HUYỆN,
5424,1999,s==9|Kinh Châu,
5425,1999,s==10|Dương Châu,
5426,1999,s==8|Giang Hạ,
5427,1999,s==9|Dự Chương,
5428,1999,s==9|Lâm Xuyên,
5429,1999,s==7|LÔ LĂNG,
5430,1999,s==8|Bồ Dương,
5431,1999,s==8|Sài Tang,
5432,1999,s==9|NAM XƯƠNG,
5433,1999,s==9|Nam Thành,
5434,1999,s==9|CAO XƯƠNG,
5435,1999,s==6|U Châu,
5436,1999,s==9|LIÊU ĐÔNG,
5437,1999,s==8|XƯƠNG LÊ,
5438,1999,s==8|Bắc Bình,
5439,1999,s==10|TƯƠNG BÌNH,
5440,1999,s==10|Lương Châu,
5441,1999,s==7|TÂY HẢI,
5442,1999,s==7|CƯ DIÊN,
5443,1999,s==10|Lương Châu,
5444,1999,s==8|Tây Bình,
5445,1999,s==6|TÂY ĐÔ,
5446,1999,s==7|Kỳ Châu,
5447,1999,s==8|Dận Châu,
5448,1999,s==10|Thanh Châu,
5449,1999,s==7|Từ Châu,
5450,1999,s==11|Bình Nguyên,
5451,1999,s==9|Sơn Dương,
5452,1999,s==8|Thái Sơn,
5453,1999,s==9|Đông Bình,
5454,1999,s==10|QUẬN KHIÊU,
5455,1999,s==8|TẾ DƯƠNG,
5456,1999,s==10|Nhâm Thành,
5457,1999,s==6|Tế Nam,
5458,1999,s==6|Lạc An,
5459,1999,s==7|LÂM TÂN,
5460,1999,s==7|Bắc Hải,
5461,1999,s==8|Đông Lai,
5462,1999,s==11|Thành Dương,
5463,1999,s==8|Lang Nha,
5464,1999,s==8|Đông Hải,
5465,1999,s==8|Lạc Lĩnh,
5466,1999,s==8|THANH HÀ,
5467,1999,s==8|Xương Ấp,
5468,1999,s==9|Phụng Cao,
5469,1999,s==7|Vô Diêm,
5470,1999,s==8|Định Đào,
5471,1999,s==8|Cao Viên,
5472,1999,s==8|Bình Thọ,
5473,1999,s==11|Hoàng Huyện,
5474,1999,s==7|Đông Vũ,
5475,1999,s==11|KHAI NGHIỆP,
5476,1999,s==11|KHAI NGHIỆP,
5477,1999,s==9|KHÁNH THỨ,
5478,1999,s==9|TỊNH CHÂU,
5479,1999,s==7|Yên Môn,
5480,1999,s==11|Thái Nguyên,
5481,1999,s==6|Tây Hà,
5482,1999,s==8|Lạc Bình,
5483,1999,s==6|Hà Nam,
5484,1999,s==7|Hà Đông,
5485,1999,s==9|Tấn Dương,
5486,1999,s==8|LY THẠCH,
5487,1999,s==10|TRÁM HUYỆN,
5488,1999,s==10|Bình Dương,
5489,1999,s==5|An Ấp,
5490,1999,s==10|CỬU NGUYÊN,
5491,1999,s==8|Ung Châu,
5492,1999,s==8|Ích Châu,
5493,1999,s==9|TỊNH CHÂU,
5494,1999,s==10|Kinh Triệu,
5495,1999,s==9|Phù Phong,
5496,1999,s==9|Hán Trung,
5497,1999,s==9|Đổng Quan,
5498,1999,s==7|Vũ Quan,
5499,1999,s==10|Dương Bình,
5500,1999,s==11|Thượng Đảng,
5501,1999,s==9|Phùng Dực,
5502,1999,s==9|Bao Trung,
5503,1999,s==7|Bắc Địa,
5504,1999,s==8|Tân Bình,
5505,1999,s==9|Trường An,
5506,1999,s==11|Trần Thương,
5507,1999,s==9|Nam Trạch,
5508,1999,s==7|Hổ Quan,
5509,1999,s==7|Lâm Tấn,
5510,1999,s==7|Hổ Quan,
5511,1999,s==10|Diệu Huyện,
5512,1999,s==7|Đỗ Lăng,
5513,1999,s==7|Hoài Lý,
5514,1999,s==8|Lạc Khẩu,
5515,1999,s==8|Tân Hưng,
5516,1999,s==10|Khất Huyện,
5517,1999,s==8|Ích Châu,
5518,1999,s==9|Thục Quận,
5519,1999,s==8|Tử Thông,
5520,1999,s==9|Quảng Hán,
5521,1999,s==8|Kiếm Các,
5522,1999,s==9|Miên Trúc,
5523,1999,s==6|Ba Tây,
5524,1999,s==7|Vấn Sơn,
5525,1999,s==7|Hán Gia,
5526,1999,s==11|Giang Dương,
5527,1999,s==7|Hợp Phì,
5528,1999,s==8|Thành Đô,
5529,1999,s==9|Phù Thành,
5530,1999,s==9|Lạc Huyện,
5531,1999,s==8|Vũ Dương,
5532,1999,s==10|Lăng Trung,
5533,1999,s==6|U Châu,
5534,1999,s==8|Tỵ huyện,
5535,1999,s==8|Ích Châu,
5536,1999,s==9|Kiến Ninh,
5537,1999,s==6|Chu Đề,
5538,1999,s==7|Vân Nam,
5539,1999,s==10|Vĩnh Xương,
5540,1999,s==7|Hưng Cổ,
5541,1999,s==7|Uyển Ôn,
5542,1999,s==10|Dương Châu,
5543,1999,s==6|Hội Kê,
5544,1999,s==6|Tân Đô,
5545,1999,s==7|Lâm Hải,
5546,1999,s==6|Sơn Âm,
5547,1999,s==8|Thủy Tân,
5548,1999,s==9|Chương An,
5549,1999,s==8|Ích Châu,
5550,1999,s==9|Kinh Châu,
5551,1999,s==7|Ba Đông,
5552,1999,s==8|Phù Lăng,
5553,1999,s==9|Kiến Bình,
5554,1999,s==10|Giang Châu,
5555,1999,s==7|Vĩnh An,
5556,1999,s==9|Ngư Huyện,
5557,1999,s==7|Ba Quận,
5558,2047,s==8|Việt Nam,
5559,2100,s==8|NHẬT BẢN,
