id,level,adventureMax,minDrops-type-1,minDrops-id-1,minDrops-value-1,minDrops-type-2,minDrops-id-2,minDrops-value-2,minDrops-type-3,minDrops-id-3,minDrops-value-3,minDrops-type-4,minDrops-id-4,minDrops-value-4,itemDrop,passAwards-type-1,passAwards-id-1,passAwards-value-1,passAwards-type-2,passAwards-id-2,passAwards-value-2,passAwards-type-3,passAwards-id-3,passAwards-value-3,passAwards-type-4,passAwards-id-4,passAwards-value-4,passAwards-type-5,passAwards-id-5,passAwards-value-5,passAwards-type-6,passAwards-id-6,passAwards-value-6,battle,
175,55,24200,1,2,590,1,10,606,1,8,781,1,11,12,7,1,2,11800,1,10,12120,1,8,11715,1,11,200,2,1001,10,2,1002,1,175,
176,55,24200,1,2,590,1,10,606,1,8,781,1,11,12,7,1,2,11800,1,10,12120,1,8,11715,1,11,200,2,1001,10,2,1002,1,176,
177,55,24200,1,2,600,1,10,616,1,8,791,1,11,12,7,1,2,12000,1,10,12320,1,8,11865,1,11,200,2,1001,10,2,1002,1,177,
178,57,24200,1,2,600,1,10,616,1,8,791,1,11,12,7,1,2,12000,1,10,12320,1,8,11865,1,11,200,2,1001,10,2,1002,1,178,
179,57,24200,1,2,600,1,10,616,1,8,791,1,11,12,7,1,2,12000,1,10,12320,1,8,11865,1,11,200,2,1001,10,2,1002,1,179,
180,57,24200,1,2,610,1,10,626,1,8,801,1,11,12,8,1,2,12200,1,10,12520,1,8,12015,1,11,200,2,1001,10,2,1002,1,180,
181,57,24200,1,2,610,1,10,626,1,8,801,1,11,12,8,1,2,12200,1,10,12520,1,8,12015,1,11,200,2,1001,10,2,1002,1,181,
182,57,24200,1,2,610,1,10,626,1,8,801,1,11,12,8,1,2,12200,1,10,12520,1,8,12015,1,11,200,2,1001,10,2,1002,1,182,
183,57,24200,1,2,620,1,10,636,1,8,811,1,11,12,8,1,2,12400,1,10,12720,1,8,12165,1,11,200,2,1001,10,2,1002,1,183,
184,59,24200,1,2,620,1,10,636,1,8,811,1,11,12,8,1,2,12400,1,10,12720,1,8,12165,1,11,200,2,1001,10,2,1002,1,184,
185,59,24200,1,2,620,1,10,636,1,8,811,1,11,12,8,1,2,12400,1,10,12720,1,8,12165,1,11,200,2,1001,10,2,1002,1,185,
186,59,24200,1,2,630,1,10,646,1,8,821,1,11,12,8,1,2,12600,1,10,12920,1,8,12315,1,11,200,2,1001,10,2,1002,1,186,
187,59,24200,1,2,630,1,10,646,1,8,821,1,11,12,8,1,2,12600,1,10,12920,1,8,12315,1,11,200,2,1001,10,2,1002,1,187,
188,59,24200,1,2,630,1,10,646,1,8,821,1,11,12,8,1,2,12600,1,10,12920,1,8,12315,1,11,200,2,1001,10,2,1002,1,188,
189,59,24200,1,2,640,1,10,656,1,8,831,1,11,12,8,1,2,12800,1,10,13120,1,8,12465,1,11,200,2,1001,10,2,1002,1,189,
190,61,24200,1,2,640,1,10,656,1,8,831,1,11,12,8,1,2,12800,1,10,13120,1,8,12465,1,11,200,2,1001,10,2,1002,1,190,
191,61,24200,1,2,640,1,10,656,1,8,831,1,11,12,8,1,2,12800,1,10,13120,1,8,12465,1,11,200,2,1001,10,2,1002,1,191,
192,61,24200,1,2,650,1,10,666,1,8,841,1,11,12,8,1,2,13000,1,10,13320,1,8,12615,1,11,200,2,1001,10,2,1002,1,192,
193,61,24200,1,2,650,1,10,666,1,8,841,1,11,12,8,1,2,13000,1,10,13320,1,8,12615,1,11,200,2,1001,10,2,1002,1,193,
194,61,24200,1,2,650,1,10,666,1,8,841,1,11,12,8,1,2,13000,1,10,13320,1,8,12615,1,11,200,2,1001,10,2,1002,1,194,
195,61,24200,1,2,660,1,10,676,1,8,851,1,11,12,8,1,2,13200,1,10,13520,1,8,12765,1,11,200,2,1001,10,2,1002,1,195,
196,63,24200,1,2,660,1,10,676,1,8,851,1,11,12,8,1,2,13200,1,10,13520,1,8,12765,1,11,200,2,1001,10,2,1002,1,196,
197,63,24200,1,2,660,1,10,676,1,8,851,1,11,12,8,1,2,13200,1,10,13520,1,8,12765,1,11,200,2,1001,10,2,1002,1,197,
198,63,24200,1,2,670,1,10,686,1,8,861,1,11,12,8,1,2,13400,1,10,13720,1,8,12915,1,11,200,2,1001,10,2,1002,1,198,
199,63,24200,1,2,670,1,10,686,1,8,861,1,11,12,8,1,2,13400,1,10,13720,1,8,12915,1,11,200,2,1001,15,2,1002,1,199,
200,63,24200,1,2,670,1,10,686,1,8,861,1,11,12,8,1,2,13400,1,10,13720,1,8,12915,1,11,200,2,1001,15,2,1002,1,200,
201,63,24200,1,2,680,1,10,696,1,8,871,1,11,13,8,1,2,13600,1,10,13920,1,8,13065,1,11,200,2,1001,15,2,1002,1,201,
202,65,24200,1,2,680,1,10,696,1,8,871,1,11,13,8,1,2,13600,1,10,13920,1,8,13065,1,11,200,2,1001,15,2,1002,1,202,
203,65,24200,1,2,680,1,10,696,1,8,871,1,11,13,8,1,2,13600,1,10,13920,1,8,13065,1,11,200,2,1001,15,2,1002,1,203,
204,65,24200,1,2,690,1,10,706,1,8,881,1,11,13,8,1,2,13800,1,10,14120,1,8,13215,1,11,200,2,1001,15,2,1002,1,204,
205,65,24200,1,2,690,1,10,706,1,8,881,1,11,13,8,1,2,13800,1,10,14120,1,8,13215,1,11,200,2,1001,15,2,1002,1,205,
206,65,24200,1,2,690,1,10,706,1,8,881,1,11,13,8,1,2,13800,1,10,14120,1,8,13215,1,11,200,2,1001,15,2,1002,1,206,
207,65,24200,1,2,700,1,10,716,1,8,891,1,11,13,8,1,2,14000,1,10,14320,1,8,13365,1,11,200,2,1001,15,2,1002,1,207,
208,67,24200,1,2,700,1,10,716,1,8,891,1,11,13,8,1,2,14000,1,10,14320,1,8,13365,1,11,200,2,1001,15,2,1002,1,208,
209,67,24200,1,2,700,1,10,716,1,8,891,1,11,13,8,1,2,14000,1,10,14320,1,8,13365,1,11,200,2,1001,15,2,1002,1,209,
210,67,24200,1,2,710,1,10,726,1,8,901,1,11,13,9,1,2,14200,1,10,14520,1,8,13515,1,11,200,2,1001,15,2,1002,1,210,
211,67,24200,1,2,710,1,10,726,1,8,901,1,11,13,9,1,2,14200,1,10,14520,1,8,13515,1,11,200,2,1001,15,2,1002,1,211,
212,67,24200,1,2,710,1,10,726,1,8,901,1,11,13,9,1,2,14200,1,10,14520,1,8,13515,1,11,200,2,1001,15,2,1002,1,212,
213,67,24200,1,2,720,1,10,736,1,8,911,1,11,13,9,1,2,14400,1,10,14720,1,8,13665,1,11,200,2,1001,15,2,1002,1,213,
214,69,24200,1,2,720,1,10,736,1,8,911,1,11,13,9,1,2,14400,1,10,14720,1,8,13665,1,11,200,2,1001,15,2,1002,1,214,
215,69,24200,1,2,720,1,10,736,1,8,911,1,11,13,9,1,2,14400,1,10,14720,1,8,13665,1,11,200,2,1001,15,2,1002,1,215,
216,69,24200,1,2,730,1,10,746,1,8,921,1,11,13,9,1,2,14600,1,10,14920,1,8,13815,1,11,200,2,1001,15,2,1002,1,216,
217,69,24200,1,2,730,1,10,746,1,8,921,1,11,13,9,1,2,14600,1,10,14920,1,8,13815,1,11,200,2,1001,15,2,1002,1,217,
218,69,24200,1,2,730,1,10,746,1,8,921,1,11,13,9,1,2,14600,1,10,14920,1,8,13815,1,11,200,2,1001,15,2,1002,1,218,
219,69,24200,1,2,740,1,10,756,1,8,931,1,11,13,9,1,2,14800,1,10,15120,1,8,13965,1,11,200,2,1001,15,2,1002,1,219,
220,71,24200,1,2,740,1,10,756,1,8,931,1,11,13,9,1,2,14800,1,10,15120,1,8,13965,1,11,200,2,1001,15,2,1002,1,220,
221,71,24200,1,2,740,1,10,756,1,8,931,1,11,13,9,1,2,14800,1,10,15120,1,8,13965,1,11,200,2,1001,15,2,1002,1,221,
222,71,24200,1,2,750,1,10,766,1,8,941,1,11,13,9,1,2,15000,1,10,15320,1,8,14115,1,11,200,2,1001,15,2,1002,1,222,
223,71,24200,1,2,750,1,10,766,1,8,941,1,11,13,9,1,2,15000,1,10,15320,1,8,14115,1,11,200,2,1001,15,2,1002,1,223,
224,71,24200,1,2,750,1,10,766,1,8,941,1,11,13,9,1,2,15000,1,10,15320,1,8,14115,1,11,200,2,1001,15,2,1002,1,224,
225,71,24200,1,2,760,1,10,776,1,8,951,1,11,13,9,1,2,15200,1,10,15520,1,8,14265,1,11,200,2,1001,15,2,1002,1,225,
226,73,24200,1,2,760,1,10,776,1,8,951,1,11,13,9,1,2,15200,1,10,15520,1,8,14265,1,11,200,2,1001,15,2,1002,1,226,
227,73,24200,1,2,760,1,10,776,1,8,951,1,11,13,9,1,2,15200,1,10,15520,1,8,14265,1,11,200,2,1001,15,2,1002,1,227,
228,73,24200,1,2,770,1,10,786,1,8,961,1,11,13,9,1,2,15400,1,10,15720,1,8,14415,1,11,200,2,1001,15,2,1002,1,228,
229,73,24200,1,2,770,1,10,786,1,8,961,1,11,13,9,1,2,15400,1,10,15720,1,8,14415,1,11,200,2,1001,15,2,1002,1,229,
230,73,24200,1,2,770,1,10,786,1,8,961,1,11,13,9,1,2,15400,1,10,15720,1,8,14415,1,11,200,2,1001,15,2,1002,1,230,
231,73,24200,1,2,780,1,10,796,1,8,971,1,11,13,9,1,2,15600,1,10,15920,1,8,14565,1,11,200,2,1001,15,2,1002,1,231,
232,75,24200,1,2,780,1,10,796,1,8,971,1,11,13,9,1,2,15600,1,10,15920,1,8,14565,1,11,200,2,1001,15,2,1002,1,232,
233,75,24200,1,2,780,1,10,796,1,8,971,1,11,13,9,1,2,15600,1,10,15920,1,8,14565,1,11,200,2,1001,15,2,1002,1,233,
234,75,24200,1,2,790,1,10,806,1,8,981,1,11,13,9,1,2,15800,1,10,16120,1,8,14715,1,11,200,2,1001,15,2,1002,1,234,
235,75,24200,1,2,790,1,10,806,1,8,981,1,11,13,9,1,2,15800,1,10,16120,1,8,14715,1,11,200,2,1001,15,2,1002,1,235,
236,75,24200,1,2,790,1,10,806,1,8,981,1,11,13,9,1,2,15800,1,10,16120,1,8,14715,1,11,200,2,1001,15,2,1002,1,236,
237,75,24200,1,2,800,1,10,816,1,8,991,1,11,13,9,1,2,16000,1,10,16320,1,8,14865,1,11,200,2,1001,15,2,1002,1,237,
238,77,24200,1,2,800,1,10,816,1,8,991,1,11,13,9,1,2,16000,1,10,16320,1,8,14865,1,11,200,2,1001,15,2,1002,1,238,
239,77,24200,1,2,800,1,10,816,1,8,991,1,11,13,9,1,2,16000,1,10,16320,1,8,14865,1,11,200,2,1001,15,2,1002,1,239,
240,77,24200,1,2,810,1,10,826,1,8,1001,1,11,13,10,1,2,16200,1,10,16520,1,8,15015,1,11,200,2,1001,15,2,1002,1,240,
241,77,24200,1,2,810,1,10,826,1,8,1001,1,11,13,10,1,2,16200,1,10,16520,1,8,15015,1,11,200,2,1001,15,2,1002,1,241,
242,77,24200,1,2,810,1,10,826,1,8,1001,1,11,13,10,1,2,16200,1,10,16520,1,8,15015,1,11,200,2,1001,15,2,1002,1,242,
243,77,24200,1,2,820,1,10,836,1,8,1011,1,11,13,10,1,2,16400,1,10,16720,1,8,15165,1,11,200,2,1001,15,2,1002,1,243,
244,79,24200,1,2,820,1,10,836,1,8,1011,1,11,13,10,1,2,16400,1,10,16720,1,8,15165,1,11,200,2,1001,15,2,1002,1,244,
245,79,24200,1,2,820,1,10,836,1,8,1011,1,11,13,10,1,2,16400,1,10,16720,1,8,15165,1,11,200,2,1001,15,2,1002,1,245,
246,79,24200,1,2,830,1,10,846,1,8,1021,1,11,13,10,1,2,16600,1,10,16920,1,8,15315,1,11,200,2,1001,15,2,1002,1,246,
247,79,24200,1,2,830,1,10,846,1,8,1021,1,11,13,10,1,2,16600,1,10,16920,1,8,15315,1,11,200,2,1001,15,2,1002,1,247,
248,79,24200,1,2,830,1,10,846,1,8,1021,1,11,13,10,1,2,16600,1,10,16920,1,8,15315,1,11,200,2,1001,15,2,1002,1,248,
249,79,24200,1,2,840,1,10,856,1,8,1031,1,11,13,10,1,2,16800,1,10,17120,1,8,15465,1,11,200,2,1001,15,2,1002,1,249,
250,81,24200,1,2,840,1,10,856,1,8,1031,1,11,13,10,1,2,16800,1,10,17120,1,8,15465,1,11,200,2,1001,15,2,1002,1,250,
251,81,24200,1,2,840,1,10,856,1,8,1031,1,11,13,10,1,2,16800,1,10,17120,1,8,15465,1,11,200,2,1001,15,2,1002,1,251,
252,81,24200,1,2,850,1,10,866,1,8,1041,1,11,13,10,1,2,17000,1,10,17320,1,8,15615,1,11,200,2,1001,15,2,1002,1,252,
253,81,24200,1,2,850,1,10,866,1,8,1041,1,11,13,10,1,2,17000,1,10,17320,1,8,15615,1,11,200,2,1001,15,2,1002,1,253,
254,81,24200,1,2,850,1,10,866,1,8,1041,1,11,13,10,1,2,17000,1,10,17320,1,8,15615,1,11,200,2,1001,15,2,1002,1,254,
255,81,24200,1,2,860,1,10,876,1,8,1051,1,11,13,10,1,2,17200,1,10,17520,1,8,15765,1,11,200,2,1001,15,2,1002,1,255,
256,83,24200,1,2,860,1,10,876,1,8,1051,1,11,13,10,1,2,17200,1,10,17520,1,8,15765,1,11,200,2,1001,15,2,1002,1,256,
257,83,24200,1,2,860,1,10,876,1,8,1051,1,11,13,10,1,2,17200,1,10,17520,1,8,15765,1,11,200,2,1001,15,2,1002,1,257,
258,83,24200,1,2,870,1,10,886,1,8,1061,1,11,13,10,1,2,17400,1,10,17720,1,8,15915,1,11,200,2,1001,15,2,1002,1,258,
259,83,24200,1,2,870,1,10,886,1,8,1061,1,11,13,10,1,2,17400,1,10,17720,1,8,15915,1,11,200,2,1001,15,2,1002,1,259,
260,83,24200,1,2,870,1,10,886,1,8,1061,1,11,13,10,1,2,17400,1,10,17720,1,8,15915,1,11,200,2,1001,15,2,1002,1,260,
261,83,24200,1,2,880,1,10,896,1,8,1071,1,11,13,10,1,2,17600,1,10,17920,1,8,16065,1,11,200,2,1001,15,2,1002,1,261,
262,85,24200,1,2,880,1,10,896,1,8,1071,1,11,13,10,1,2,17600,1,10,17920,1,8,16065,1,11,200,2,1001,15,2,1002,1,262,
263,85,24200,1,2,880,1,10,896,1,8,1071,1,11,13,10,1,2,17600,1,10,17920,1,8,16065,1,11,200,2,1001,15,2,1002,1,263,
264,85,24200,1,2,890,1,10,906,1,8,1081,1,11,13,10,1,2,17800,1,10,18120,1,8,16215,1,11,200,2,1001,15,2,1002,1,264,
265,85,24200,1,2,890,1,10,906,1,8,1081,1,11,13,10,1,2,17800,1,10,18120,1,8,16215,1,11,200,2,1001,15,2,1002,1,265,
266,85,24200,1,2,890,1,10,906,1,8,1081,1,11,13,10,1,2,17800,1,10,18120,1,8,16215,1,11,200,2,1001,15,2,1002,1,266,
267,85,24200,1,2,900,1,10,916,1,8,1091,1,11,13,10,1,2,18000,1,10,18320,1,8,16365,1,11,200,2,1001,15,2,1002,1,267,
268,87,24200,1,2,900,1,10,916,1,8,1091,1,11,13,10,1,2,18000,1,10,18320,1,8,16365,1,11,200,2,1001,15,2,1002,1,268,
269,87,24200,1,2,900,1,10,916,1,8,1091,1,11,13,10,1,2,18000,1,10,18320,1,8,16365,1,11,200,2,1001,15,2,1002,1,269,
270,87,24200,1,2,910,1,10,926,1,8,1101,1,11,13,11,1,2,18200,1,10,18520,1,8,16515,1,11,200,2,1001,15,2,1002,1,270,
271,87,24200,1,2,910,1,10,926,1,8,1101,1,11,13,11,1,2,18200,1,10,18520,1,8,16515,1,11,200,2,1001,15,2,1002,1,271,
272,87,24200,1,2,910,1,10,926,1,8,1101,1,11,13,11,1,2,18200,1,10,18520,1,8,16515,1,11,200,2,1001,15,2,1002,1,272,
273,87,24200,1,2,920,1,10,936,1,8,1111,1,11,13,11,1,2,18400,1,10,18720,1,8,16665,1,11,200,2,1001,15,2,1002,1,273,
274,89,24200,1,2,920,1,10,936,1,8,1111,1,11,13,11,1,2,18400,1,10,18720,1,8,16665,1,11,200,2,1001,15,2,1002,1,274,
275,89,24200,1,2,920,1,10,936,1,8,1111,1,11,13,11,1,2,18400,1,10,18720,1,8,16665,1,11,200,2,1001,15,2,1002,1,275,
276,89,24200,1,2,930,1,10,946,1,8,1121,1,11,13,11,1,2,18600,1,10,18920,1,8,16815,1,11,200,2,1001,15,2,1002,1,276,
277,89,24200,1,2,930,1,10,946,1,8,1121,1,11,13,11,1,2,18600,1,10,18920,1,8,16815,1,11,200,2,1001,15,2,1002,1,277,
278,89,24200,1,2,930,1,10,946,1,8,1121,1,11,13,11,1,2,18600,1,10,18920,1,8,16815,1,11,200,2,1001,15,2,1002,1,278,
279,89,24200,1,2,940,1,10,956,1,8,1131,1,11,13,11,1,2,18800,1,10,19120,1,8,16965,1,11,200,2,1001,15,2,1002,1,279,
280,91,24200,1,2,940,1,10,956,1,8,1131,1,11,13,11,1,2,18800,1,10,19120,1,8,16965,1,11,200,2,1001,15,2,1002,1,280,
281,91,24200,1,2,940,1,10,956,1,8,1131,1,11,13,11,1,2,18800,1,10,19120,1,8,16965,1,11,200,2,1001,15,2,1002,1,281,
282,91,24200,1,2,950,1,10,966,1,8,1141,1,11,13,11,1,2,19000,1,10,19320,1,8,17115,1,11,200,2,1001,15,2,1002,1,282,
283,91,24200,1,2,950,1,10,966,1,8,1141,1,11,13,11,1,2,19000,1,10,19320,1,8,17115,1,11,200,2,1001,15,2,1002,1,283,
284,91,24200,1,2,950,1,10,966,1,8,1141,1,11,13,11,1,2,19000,1,10,19320,1,8,17115,1,11,200,2,1001,15,2,1002,1,284,
285,91,24200,1,2,960,1,10,976,1,8,1151,1,11,13,11,1,2,19200,1,10,19520,1,8,17265,1,11,200,2,1001,15,2,1002,1,285,
286,93,24200,1,2,960,1,10,976,1,8,1151,1,11,13,11,1,2,19200,1,10,19520,1,8,17265,1,11,200,2,1001,15,2,1002,1,286,
287,93,24200,1,2,960,1,10,976,1,8,1151,1,11,13,11,1,2,19200,1,10,19520,1,8,17265,1,11,200,2,1001,15,2,1002,1,287,
288,93,24200,1,2,970,1,10,986,1,8,1161,1,11,13,11,1,2,19400,1,10,19720,1,8,17415,1,11,200,2,1001,15,2,1002,1,288,
289,93,24200,1,2,970,1,10,986,1,8,1161,1,11,13,11,1,2,19400,1,10,19720,1,8,17415,1,11,200,2,1001,15,2,1002,1,289,
290,93,24200,1,2,970,1,10,986,1,8,1161,1,11,13,12,1,2,19400,1,10,19720,1,8,17415,1,11,200,2,1001,15,2,1002,1,290,
291,93,24200,1,2,980,1,10,996,1,8,1171,1,11,13,12,1,2,19600,1,10,19920,1,8,17565,1,11,200,2,1001,15,2,1002,1,291,
292,95,24200,1,2,980,1,10,996,1,8,1171,1,11,13,12,1,2,19600,1,10,19920,1,8,17565,1,11,200,2,1001,15,2,1002,1,292,
293,95,24200,1,2,980,1,10,996,1,8,1171,1,11,13,12,1,2,19600,1,10,19920,1,8,17565,1,11,200,2,1001,15,2,1002,1,293,
294,95,24200,1,2,990,1,10,1006,1,8,1181,1,11,13,12,1,2,19800,1,10,20120,1,8,17715,1,11,200,2,1001,15,2,1002,1,294,
295,95,24200,1,2,990,1,10,1006,1,8,1181,1,11,13,12,1,2,19800,1,10,20120,1,8,17715,1,11,200,2,1001,15,2,1002,1,295,
296,95,24200,1,2,990,1,10,1006,1,8,1181,1,11,13,12,1,2,19800,1,10,20120,1,8,17715,1,11,200,2,1001,15,2,1002,1,296,
297,95,24200,1,2,1000,1,10,1016,1,8,1191,1,11,13,12,1,2,20000,1,10,20320,1,8,17865,1,11,200,2,1001,15,2,1002,1,297,
298,97,24200,1,2,1000,1,10,1016,1,8,1191,1,11,13,12,1,2,20000,1,10,20320,1,8,17865,1,11,200,2,1001,20,2,1002,1,298,
299,97,24200,1,2,1000,1,10,1016,1,8,1191,1,11,13,12,1,2,20000,1,10,20320,1,8,17865,1,11,200,2,1001,20,2,1002,1,299,
300,97,24200,1,2,1010,1,10,1026,1,8,1201,1,11,13,12,1,2,20200,1,10,20520,1,8,18015,1,11,300,2,1001,20,2,1002,1,300,
301,97,24200,1,2,1010,1,10,1026,1,8,1201,1,11,14,12,1,2,20200,1,10,20520,1,8,18015,1,11,300,2,1001,20,2,1002,1,301,
302,97,24200,1,2,1010,1,10,1026,1,8,1201,1,11,14,12,1,2,20200,1,10,20520,1,8,18015,1,11,300,2,1001,20,2,1002,1,302,
303,97,24200,1,2,1020,1,10,1036,1,8,1211,1,11,14,12,1,2,20400,1,10,20720,1,8,18165,1,11,300,2,1001,20,2,1002,1,303,
304,99,24200,1,2,1020,1,10,1036,1,8,1211,1,11,14,12,1,2,20400,1,10,20720,1,8,18165,1,11,300,2,1001,20,2,1002,1,304,
305,99,24200,1,2,1020,1,10,1036,1,8,1211,1,11,14,12,1,2,20400,1,10,20720,1,8,18165,1,11,300,2,1001,20,2,1002,1,305,
306,99,24200,1,2,1030,1,10,1046,1,8,1221,1,11,14,12,1,2,20600,1,10,20920,1,8,18315,1,11,300,2,1001,20,2,1002,1,306,
307,99,24200,1,2,1030,1,10,1046,1,8,1221,1,11,14,12,1,2,20600,1,10,20920,1,8,18315,1,11,300,2,1001,20,2,1002,1,307,
308,99,24200,1,2,1030,1,10,1046,1,8,1221,1,11,14,12,1,2,20600,1,10,20920,1,8,18315,1,11,300,2,1001,20,2,1002,1,308,
309,99,24200,1,2,1040,1,10,1056,1,8,1231,1,11,14,12,1,2,20800,1,10,21120,1,8,18465,1,11,300,2,1001,20,2,1002,1,309,
310,101,24200,1,2,1040,1,10,1056,1,8,1231,1,11,14,12,1,2,20800,1,10,21120,1,8,18465,1,11,300,2,1001,20,2,1002,1,310,
311,101,24200,1,2,1040,1,10,1056,1,8,1231,1,11,14,12,1,2,20800,1,10,21120,1,8,18465,1,11,300,2,1001,20,2,1002,1,311,
312,101,24200,1,2,1050,1,10,1066,1,8,1241,1,11,14,12,1,2,21000,1,10,21320,1,8,18615,1,11,300,2,1001,20,2,1002,1,312,
313,101,24200,1,2,1050,1,10,1066,1,8,1241,1,11,14,12,1,2,21000,1,10,21320,1,8,18615,1,11,300,2,1001,20,2,1002,1,313,
314,101,24200,1,2,1050,1,10,1066,1,8,1241,1,11,14,12,1,2,21000,1,10,21320,1,8,18615,1,11,300,2,1001,20,2,1002,1,314,
315,101,24200,1,2,1060,1,10,1076,1,8,1251,1,11,14,12,1,2,21200,1,10,21520,1,8,18765,1,11,300,2,1001,20,2,1002,1,315,
316,103,24200,1,2,1060,1,10,1076,1,8,1251,1,11,14,12,1,2,21200,1,10,21520,1,8,18765,1,11,300,2,1001,20,2,1002,1,316,
317,103,24200,1,2,1060,1,10,1076,1,8,1251,1,11,14,12,1,2,21200,1,10,21520,1,8,18765,1,11,300,2,1001,20,2,1002,1,317,
318,103,24200,1,2,1070,1,10,1086,1,8,1261,1,11,14,12,1,2,21400,1,10,21720,1,8,18915,1,11,300,2,1001,20,2,1002,1,318,
319,103,24200,1,2,1070,1,10,1086,1,8,1261,1,11,14,12,1,2,21400,1,10,21720,1,8,18915,1,11,300,2,1001,20,2,1002,1,319,
320,103,24200,1,2,1070,1,10,1086,1,8,1261,1,11,14,12,1,2,21400,1,10,21720,1,8,18915,1,11,300,2,1001,20,2,1002,1,320,
321,103,24200,1,2,1080,1,10,1096,1,8,1271,1,11,14,12,1,2,21600,1,10,21920,1,8,19065,1,11,300,2,1001,20,2,1002,1,321,
322,105,24200,1,2,1080,1,10,1096,1,8,1271,1,11,14,12,1,2,21600,1,10,21920,1,8,19065,1,11,300,2,1001,20,2,1002,1,322,
323,105,24200,1,2,1080,1,10,1096,1,8,1271,1,11,14,12,1,2,21600,1,10,21920,1,8,19065,1,11,300,2,1001,20,2,1002,1,323,
324,105,24200,1,2,1090,1,10,1106,1,8,1281,1,11,14,12,1,2,21800,1,10,22120,1,8,19215,1,11,300,2,1001,20,2,1002,1,324,
325,105,24200,1,2,1090,1,10,1106,1,8,1281,1,11,14,12,1,2,21800,1,10,22120,1,8,19215,1,11,300,2,1001,20,2,1002,1,325,
326,105,24200,1,2,1090,1,10,1106,1,8,1281,1,11,14,12,1,2,21800,1,10,22120,1,8,19215,1,11,300,2,1001,20,2,1002,1,326,
327,105,24200,1,2,1100,1,10,1116,1,8,1291,1,11,14,12,1,2,22000,1,10,22320,1,8,19365,1,11,300,2,1001,20,2,1002,1,327,
328,107,24200,1,2,1100,1,10,1116,1,8,1291,1,11,14,12,1,2,22000,1,10,22320,1,8,19365,1,11,300,2,1001,20,2,1002,1,328,
329,107,24200,1,2,1100,1,10,1116,1,8,1291,1,11,14,12,1,2,22000,1,10,22320,1,8,19365,1,11,300,2,1001,20,2,1002,1,329,
330,107,24200,1,2,1110,1,10,1126,1,8,1301,1,11,14,13,1,2,22200,1,10,22520,1,8,19515,1,11,300,2,1001,20,2,1002,1,330,
331,107,24200,1,2,1110,1,10,1126,1,8,1301,1,11,14,13,1,2,22200,1,10,22520,1,8,19515,1,11,300,2,1001,20,2,1002,1,331,
332,107,24200,1,2,1110,1,10,1126,1,8,1301,1,11,14,13,1,2,22200,1,10,22520,1,8,19515,1,11,300,2,1001,20,2,1002,1,332,
333,107,24200,1,2,1120,1,10,1136,1,8,1311,1,11,14,13,1,2,22400,1,10,22720,1,8,19665,1,11,300,2,1001,20,2,1002,1,333,
334,109,24200,1,2,1120,1,10,1136,1,8,1311,1,11,14,13,1,2,22400,1,10,22720,1,8,19665,1,11,300,2,1001,20,2,1002,1,334,
335,109,24200,1,2,1120,1,10,1136,1,8,1311,1,11,14,13,1,2,22400,1,10,22720,1,8,19665,1,11,300,2,1001,20,2,1002,1,335,
336,109,24200,1,2,1130,1,10,1146,1,8,1321,1,11,14,13,1,2,22600,1,10,22920,1,8,19815,1,11,300,2,1001,20,2,1002,1,336,
337,109,24200,1,2,1130,1,10,1146,1,8,1321,1,11,14,13,1,2,22600,1,10,22920,1,8,19815,1,11,300,2,1001,20,2,1002,1,337,
338,109,24200,1,2,1130,1,10,1146,1,8,1321,1,11,14,13,1,2,22600,1,10,22920,1,8,19815,1,11,300,2,1001,20,2,1002,1,338,
339,109,24200,1,2,1140,1,10,1156,1,8,1331,1,11,14,13,1,2,22800,1,10,23120,1,8,19965,1,11,300,2,1001,20,2,1002,1,339,
340,111,24200,1,2,1140,1,10,1156,1,8,1331,1,11,14,13,1,2,22800,1,10,23120,1,8,19965,1,11,300,2,1001,20,2,1002,1,340,
341,111,24200,1,2,1140,1,10,1156,1,8,1331,1,11,14,13,1,2,22800,1,10,23120,1,8,19965,1,11,300,2,1001,20,2,1002,1,341,
342,111,24200,1,2,1150,1,10,1166,1,8,1341,1,11,14,13,1,2,23000,1,10,23320,1,8,20115,1,11,300,2,1001,20,2,1002,1,342,
343,111,24200,1,2,1150,1,10,1166,1,8,1341,1,11,14,13,1,2,23000,1,10,23320,1,8,20115,1,11,300,2,1001,20,2,1002,1,343,
344,111,24200,1,2,1150,1,10,1166,1,8,1341,1,11,14,13,1,2,23000,1,10,23320,1,8,20115,1,11,300,2,1001,20,2,1002,1,344,
345,111,24200,1,2,1160,1,10,1176,1,8,1351,1,11,14,13,1,2,23200,1,10,23520,1,8,20265,1,11,300,2,1001,20,2,1002,1,345,
346,113,24200,1,2,1160,1,10,1176,1,8,1351,1,11,14,13,1,2,23200,1,10,23520,1,8,20265,1,11,300,2,1001,20,2,1002,1,346,
347,113,24200,1,2,1160,1,10,1176,1,8,1351,1,11,14,13,1,2,23200,1,10,23520,1,8,20265,1,11,300,2,1001,20,2,1002,1,347,
348,113,24200,1,2,1170,1,10,1186,1,8,1361,1,11,14,13,1,2,23400,1,10,23720,1,8,20415,1,11,300,2,1001,20,2,1002,1,348,
349,113,24200,1,2,1170,1,10,1186,1,8,1361,1,11,14,13,1,2,23400,1,10,23720,1,8,20415,1,11,300,2,1001,20,2,1002,1,349,
