id,name,type,playerLv,armyAdviser,heros-lv-1,heros-id-1,heros-star-1,heros-nation-1,heros-type-1,heros-wearId-1,heros-lv-2,heros-id-2,heros-star-2,heros-nation-2,heros-type-2,heros-wearId-2,heros-lv-3,heros-id-3,heros-star-3,heros-nation-3,heros-type-3,heros-wearId-3,heros-lv-4,heros-id-4,heros-star-4,heros-nation-4,heros-type-4,heros-wearId-4,heros-lv-5,heros-id-5,heros-star-5,heros-nation-5,heros-type-5,heros-wearId-5,heros-lv-6,heros-id-6,heros-star-6,heros-nation-6,heros-type-6,heros-wearId-6,score,
10198,,2,41|60,,87,23506,,,,,74,25504,,,,,87,23508,,,,,62,24403,,,,,74,21404,,,,,,,,,,,1370,
10199,,2,41|60,,66,21508,,,,,78,24502,,,,,96,24508,,,,,64,25501,,,,,64,24403,,,,,,,,,,,1375,
10200,,2,41|60,,69,23502,,,,,67,25503,,,,,86,25506,,,,,83,22403,,,,,85,22402,,,,,,,,,,,1380,
10201,,2,41|60,,82,24510,,,,,70,25503,,,,,86,25401,,,,,84,22404,,,,,73,23402,,,,,,,,,,,1385,
10202,,2,41|60,,86,24510,,,,,74,25507,,,,,88,23504,,,,,78,24404,,,,,79,22403,,,,,,,,,,,1390,
10203,,2,41|60,,98,24513,,,,,75,22505,,,,,65,24510,,,,,68,23503,,,,,74,22404,,,,,,,,,,,1395,
10204,,2,41|60,,87,23504,,,,,84,25507,,,,,90,22509,,,,,75,22403,,,,,64,22404,,,,,,,,,,,1400,
10205,,2,41|60,,85,24510,,,,,81,21502,,,,,85,24513,,,,,81,21403,,,,,72,24403,,,,,,,,,,,1405,
10206,,2,41|60,,89,21507,,,,,90,22507,,,,,83,25503,,,,,71,22403,,,,,70,23401,,,,,,,,,,,1410,
10207,,2,41|60,,84,21405,,,,,85,22507,,,,,89,25503,,,,,88,22404,,,,,61,22403,,,,,,,,,,,1415,
10208,,2,41|60,,80,25501,,,,,80,23503,,,,,80,22508,,,,,80,23405,,,,,95,21502,,,,,,,,,,,1420,
10209,,2,41|60,,87,23502,,,,,89,24506,,,,,81,22510,,,,,74,25503,,,,,89,23403,,,,,,,,,,,1425,
10210,,2,41|60,,72,25507,,,,,69,21510,,,,,108,25401,6,,,,85,23504,,,,,72,24404,,,,,,,,,,,1430,
10211,,2,41|60,,84,23503,,,,,116,22504,6,,,,71,25506,,,,,69,21507,,,,,72,24404,,,,,,,,,,,1435,
10212,,2,41|60,,97,21501,,,,,65,21405,,,,,71,23513,,,,,119,25507,6,,,,87,21403,,,,,,,,,,,1440,
10213,,2,41|60,,75,25507,,,,,116,25510,6,,,,94,24501,,,,,74,21505,,,,,61,24401,,,,,,,,,,,1445,
10214,,2,41|60,,85,21507,,,,,67,24502,,,,,82,22510,,,,,118,24513,6,,,,79,25403,,,,,,,,,,,1450,
10215,,2,41|60,,93,24502,,,,,107,22508,6,,,,96,21502,,,,,88,24402,,,,,63,25402,,,,,,,,,,,1455,
10216,,2,41|60,,82,25504,,,,,92,22501,,,,,117,24503,6,,,,71,24402,,,,,90,21402,,,,,,,,,,,1460,
10217,,2,41|60,,98,21508,,,,,74,21505,,,,,105,23504,6,,,,97,22504,,,,,87,23401,,,,,,,,,,,1465,
10218,,2,41|60,,105,24513,6,,,,102,23504,6,,,,74,23502,,,,,89,22511,,,,,67,21403,,,,,,,,,,,1470,
10219,,2,41|60,,69,24510,,,,,72,22502,,,,,118,21507,6,,,,101,21502,6,,,,87,24401,,,,,,,,,,,1475,
10220,,2,41|60,,83,22504,,,,,78,24502,,,,,110,23502,6,,,,112,23513,6,,,,63,23404,,,,,,,,,,,1480,
10221,,2,41|60,,106,24402,6,,,,87,23508,,,,,120,21502,6,,,,76,21501,,,,,75,21403,,,,,,,,,,,1485,
10222,,2,41|60,,100,25504,6,,,,71,21507,,,,,89,25503,,,,,119,23405,6,,,,63,25403,,,,,,,,,,,1490,
10223,,2,41|60,,67,22508,,,,,74,25507,,,,,109,25509,6,,,,110,24503,6,,,,94,23401,,,,,,,,,,,1495,
10224,,2,41|60,,113,23510,6,,,,100,23513,6,,,,100,21501,6,,,,66,22510,,,,,66,21404,,,,,,,,,,,1500,
10225,,2,41|60,,109,21504,6,,,,99,24402,,,,,68,22510,,,,,119,23506,6,,,,85,24404,,,,,,,,,,,1505,
10226,,2,41|60,,102,21405,6,,,,81,22505,,,,,110,22401,6,,,,101,22511,6,,,,96,25404,,,,,,,,,,,1510,
10227,,2,41|60,,99,25506,,,,,116,23506,6,,,,108,23513,6,,,,90,25501,,,,,99,23402,,,,,,,,,,,1515,
10228,,2,41|60,,106,24503,6,,,,109,24504,6,,,,96,23405,,,,,110,25401,6,,,,60,21403,,,,,,,,,,,1520,
10229,,2,41|60,,114,23510,6,,,,110,23513,6,,,,105,24501,6,,,,119,22505,6,,,,96,21507,,,,,,,,,,,1525,
10230,,2,41|60,,101,22401,6,,,,89,24510,,,,,97,21507,,,,,112,25506,6,,,,89,24504,,,,,,,,,,,1530,
10231,,2,41|60,,100,21502,6,,,,106,21504,6,,,,115,21507,6,,,,95,22401,,,,,90,22509,,,,,,,,,,,1535,
10232,,2,41|60,,117,23405,6,,,,90,23513,,,,,117,24402,6,,,,91,21501,,,,,109,21507,6,,,,,,,,,,1540,
10233,,2,41|60,,111,23405,6,,,,106,21502,6,,,,120,22501,6,,,,92,22507,,,,,110,21507,6,,,,,,,,,,1545,
10234,,2,41|60,,118,24513,6,,,,99,25506,,,,,96,24503,,,,,104,21508,6,,,,103,21503,6,,,,,,,,,,1550,
10235,,2,41|60,,101,24504,6,,,,115,22505,6,,,,86,21510,,,,,116,25504,6,,,,108,24510,6,,,,,,,,,,1555,
10236,,2,41|60,,102,22501,6,,,,112,24504,6,,,,114,25503,6,,,,82,24402,,,,,114,24501,6,,,,,,,,,,1560,
10237,,2,41|60,,102,21502,6,,,,101,24503,6,,,,92,24506,,,,,96,24508,,,,,109,21510,6,,,,,,,,,,1565,
10238,,2,41|60,,110,25501,6,,,,114,22505,6,,,,114,25510,6,,,,111,24508,6,,,,107,22508,6,,,,,,,,,,1570,
10239,,2,41|60,,98,21501,,,,,110,25510,6,,,,107,23506,6,,,,95,23502,,,,,117,25506,6,,,,,,,,,,1575,
10240,,2,41|60,,109,23508,6,,,,100,24506,6,,,,118,24510,6,,,,91,25503,,,,,109,24513,6,,,,,,,,,,1580,
10241,,2,41|60,,89,25510,,,,,110,22507,6,,,,98,24402,,,,,91,22501,,,,,113,25401,6,,,,,,,,,,1585,
10242,,2,41|60,,97,21502,,,,,83,25506,,,,,111,23503,6,,,,85,25501,,,,,111,25513,6,,,,,,,,,,1590,
10243,,2,41|60,,118,22509,6,,,,84,23405,,,,,102,21510,6,,,,118,21503,6,,,,86,23508,,,,,,,,,,,1595,
10244,,2,41|60,,94,24506,,,,,118,25510,6,,,,116,23504,6,,,,91,21508,,,,,83,23503,,,,,,,,,,,1600,
10245,,2,41|60,,117,22401,6,,,,118,22508,6,,,,92,24503,,,,,91,24513,,,,,101,21405,6,,,,,,,,,,1605,
10246,,2,41|60,,103,21510,6,,,,114,25506,6,,,,115,24508,6,,,,93,23513,,,,,110,24504,6,,,,,,,,,,1610,
10247,,2,41|60,,116,24506,6,,,,113,22501,6,,,,98,24508,,,,,92,23504,,,,,97,24513,,,,,,,,,,,1615,
10248,,2,41|60,,93,21503,,,,,85,22504,,,,,83,22502,,,,,100,22508,6,,,,81,22505,,,,,,,,,,,1620,
10249,,2,41|60,,82,23502,,,,,84,21405,,,,,110,24510,6,,,,102,21507,6,,,,86,22401,,,,,,,,,,,1625,
10250,,2,41|60,,81,21503,,,,,90,25507,,,,,96,23508,,,,,99,23506,,,,,114,22502,6,,,,,,,,,,1630,
10251,,2,41|60,,109,24506,6,,,,108,22508,6,,,,96,22505,,,,,102,24513,6,,,,108,23405,6,,,,,,,,,,1635,
10252,,2,41|60,,120,22510,6,,,,86,23507,,,,,111,24501,6,,,,109,23504,6,,,,106,22508,6,,,,,,,,,,1640,
10261,,2,10|20,,1,23201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,
10395,s==4|洛阳荀彧,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10396,s==4|长安鲍信,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10397,s==4|建邺邴原,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10398,s==4|徐州蔡瑁,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10399,s==4|成都曹纯,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10400,s==4|许昌曹洪,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10401,s==4|益州曹仁,5,96|120,,150,27301,7,,,,150,27201,7,,,,150,27101,7,,,,150,25507,7,,,,150,25504,7,,,,,,,,,,,
10402,s==4|赤壁曹性,5,96|120,,150,27301,7,,,,150,27201,7,,,,150,27101,7,,,,150,25507,7,,,,150,25504,7,,,,,,,,,,,
10403,s==4|荆州曹休,5,96|120,,150,27301,7,,,,150,27201,7,,,,150,27101,7,,,,150,25507,7,,,,150,25504,7,,,,,,,,,,,
10404,s==4|长沙曹彰,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10405,s==4|凉州陈到,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10406,s==4|幽州陈登,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10407,s==4|襄阳陈宫,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10408,s==4|邺城陈纪,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10409,s==4|汉中陈矫,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10410,s==4|宛城陈琳,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10411,s==4|江阳陈群,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10412,s==4|巴东陈武,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10413,s==4|广汉陈震,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10414,s==4|汶山成廉,5,96|120,,150,27301,7,,,,150,27201,7,,,,150,27101,7,,,,150,25507,7,,,,150,25504,7,,,,,,,,,,,
10415,s==4|阴平成宜,5,96|120,,150,27301,7,,,,150,27201,7,,,,150,27101,7,,,,150,25507,7,,,,150,25504,7,,,,,,,,,,,
10416,s==4|上庸程普,5,96|120,,150,27301,7,,,,150,27201,7,,,,150,27101,7,,,,150,25507,7,,,,150,25504,7,,,,,,,,,,,
10417,s==4|新城程银,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10418,s==4|武都程昱,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10419,s==5|临潼程远志,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10420,s==5|梓潼淳于琼,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10421,s==4|魏兴崔琰,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10422,s==4|永昌邓艾,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10423,s==4|江夏邓茂,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10424,s==4|寿春典韦,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10425,s==4|濮阳许褚,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10426,s==4|柴桑许靖,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10427,s==4|南阳许攸,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10428,s==4|南郡荀谌,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10429,s==4|贵阳荀攸,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10430,s==4|武陵阎象,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10431,s==4|章陵颜良,5,96|120,,150,27301,7,,,,150,27201,7,,,,150,27101,7,,,,150,25507,7,,,,150,25504,7,,,,,,,,,,,
10432,s==4|兖州杨奉,5,96|120,,150,27301,7,,,,150,27201,7,,,,150,27101,7,,,,150,25507,7,,,,150,25504,7,,,,,,,,,,,
10433,s==4|雍州杨阜,5,96|120,,150,27301,7,,,,150,27201,7,,,,150,27101,7,,,,150,25507,7,,,,150,25504,7,,,,,,,,,,,
10434,s==4|青州杨弘,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10435,s==4|冀州杨秋,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10436,s==4|乌桓杨修,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10437,s==4|禹洲杨仪,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10438,s==4|扬州于禁,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10439,s==4|梁州于诠,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10440,s==4|祁山俞涉,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10441,s==4|夷陵虞翻,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10442,s==4|官渡袁尚,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10443,s==4|当阳袁绍,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10444,s==4|下口袁术,5,96|120,,150,27301,7,,,,150,27201,7,,,,150,27101,7,,,,150,25507,7,,,,150,25504,7,,,,,,,,,,,
10445,s==4|下邳袁谭,5,96|120,,150,27301,7,,,,150,27201,7,,,,150,27101,7,,,,150,25507,7,,,,150,25504,7,,,,,,,,,,,
10446,s==4|华容袁熙,5,96|120,,150,27301,7,,,,150,27201,7,,,,150,27101,7,,,,150,25507,7,,,,150,25504,7,,,,,,,,,,,
10447,s==4|樊口袁遗,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10448,s==4|隆中臧霸,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10449,s==4|乌林张苞,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10450,s==4|新野张宝,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10451,s==4|颍川张超,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10452,s==4|小沛张飞,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10453,s==4|乌巢张横,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10454,s==4|泉陵张纮,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10455,s==4|洛阳张济,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10456,s==4|长安张继,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10457,s==4|建邺张角,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10458,s==4|徐州张梁,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10459,s==4|成都张辽,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10460,s==4|许昌张鲁,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10461,s==4|益州张南,5,96|120,,150,27301,7,,,,150,27201,7,,,,150,27101,7,,,,150,25507,7,,,,150,25504,7,,,,,,,,,,,
10462,s==4|赤壁张任,5,96|120,,150,27301,7,,,,150,27201,7,,,,150,27101,7,,,,150,25507,7,,,,150,25504,7,,,,,,,,,,,
10463,s==4|荆州张郃,5,96|120,,150,27301,7,,,,150,27201,7,,,,150,27101,7,,,,150,25507,7,,,,150,25504,7,,,,,,,,,,,
10464,s==4|长沙张绣,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10465,s==4|凉州张勋,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10466,s==4|幽州张燕,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10467,s==4|襄阳张杨,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10468,s==4|邺城张翼,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10469,s==4|汉中张允,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10470,s==4|宛城张昭,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10471,s==4|江阳赵范,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10472,s==4|巴东赵弘,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10473,s==4|广汉赵俨,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10474,s==4|汶山赵云,5,96|120,,150,27301,7,,,,150,27201,7,,,,150,27101,7,,,,150,25507,7,,,,150,25504,7,,,,,,,,,,,
10475,s==4|阴平郑文,5,96|120,,150,27301,7,,,,150,27201,7,,,,150,27101,7,,,,150,25507,7,,,,150,25504,7,,,,,,,,,,,
10476,s==4|上庸钟会,5,96|120,,150,27301,7,,,,150,27201,7,,,,150,27101,7,,,,150,25507,7,,,,150,25504,7,,,,,,,,,,,
10477,s==4|新城周仓,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10478,s==4|武都周鲂,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10479,s==4|临潼周平,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10480,s==4|梓潼周泰,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10481,s==4|魏兴周瑜,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10482,s==4|永昌朱桓,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10483,s==4|江夏朱灵,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
10484,s==4|寿春朱然,5,96|120,,150,22502,7,,,,150,22504,7,,,,150,22510,7,,,,150,22505,7,,,,150,22511,7,,,,,,,,,,,
