id,activityId,activityType,priority,itemType,itemId,itemNum,extraItem,quota,exchangeType,exchangeId,exchangeNum,exchangeType1,exchangeId1,exchangeNum1,RewardPreview,shopType,openTime,endTime,repeatPurchase,
692,5220,82,4,2,1006,150,,20,2,6972,750,,,,0,7,,,,
693,5220,82,3,2,1019,1,,20,2,6972,250,,,,0,7,,,,
694,5220,82,2,1,8,10000,,99,2,6972,50,,,,0,7,,,,
695,5220,82,1,1,10,5000,,99,2,6972,50,,,,0,7,,,,
696,5220,82,10,2,6984,1,,5,2,6985,3000,,,,0,8,,,,
697,5220,82,9,2,3014,50,,1,2,6985,40000,,,,0,8,,,,
698,5220,82,8,2,1004,1,,4,2,6985,7500,,,,0,8,,,,
699,5220,82,7,2,1003,1,,10,2,6985,3000,,,,0,8,,,,
700,5220,82,6,2,3002,30,,10,2,6985,2500,,,,0,8,,,,
701,5220,82,5,2,1027,30,,10,2,6985,1250,,,,0,8,,,,
702,5220,82,4,2,1006,150,,20,2,6985,750,,,,0,8,,,,
703,5220,82,3,2,1019,1,,20,2,6985,250,,,,0,8,,,,
704,5220,82,2,1,8,10000,,99,2,6985,50,,,,0,8,,,,
705,5220,82,1,1,10,5000,,99,2,6985,50,,,,0,8,,,,
706,5220,82,10,2,6998,1,,5,2,6999,3000,,,,0,9,,,,
707,5220,82,9,2,3014,50,,1,2,6999,40000,,,,0,9,,,,
708,5220,82,8,2,1004,1,,4,2,6999,7500,,,,0,9,,,,
709,5220,82,7,2,1003,1,,10,2,6999,3000,,,,0,9,,,,
710,5220,82,6,2,3002,30,,10,2,6999,2500,,,,0,9,,,,
711,5220,82,5,2,1027,30,,10,2,6999,1250,,,,0,9,,,,
712,5220,82,4,2,1006,150,,20,2,6999,750,,,,0,9,,,,
713,5220,82,3,2,1019,1,,20,2,6999,250,,,,0,9,,,,
714,5220,82,2,1,8,10000,,99,2,6999,50,,,,0,9,,,,
715,5220,82,1,1,10,5000,,99,2,6999,50,,,,0,9,,,,
716,5220,82,10,2,6573,1,,5,2,6574,3000,,,,0,10,,,,
717,5220,82,9,2,3014,50,,1,2,6574,40000,,,,0,10,,,,
718,5220,82,8,2,1004,1,,4,2,6574,7500,,,,0,10,,,,
719,5220,82,7,2,1003,1,,10,2,6574,3000,,,,0,10,,,,
720,5220,82,6,2,3002,30,,10,2,6574,2500,,,,0,10,,,,
721,5220,82,5,2,1027,30,,10,2,6574,1250,,,,0,10,,,,
722,5220,82,4,2,1006,150,,20,2,6574,750,,,,0,10,,,,
723,5220,82,3,2,1019,1,,20,2,6574,250,,,,0,10,,,,
724,5220,82,2,1,8,10000,,99,2,6574,50,,,,0,10,,,,
725,5220,82,1,1,10,5000,,99,2,6574,50,,,,0,10,,,,
726,5220,82,10,2,6575,1,,5,2,6576,3000,,,,0,11,,,,
727,5220,82,9,2,3014,50,,1,2,6576,40000,,,,0,11,,,,
728,5220,82,8,2,1004,1,,4,2,6576,7500,,,,0,11,,,,
729,5220,82,7,2,1003,1,,10,2,6576,3000,,,,0,11,,,,
730,5220,82,6,2,3002,30,,10,2,6576,2500,,,,0,11,,,,
731,5220,82,5,2,1027,30,,10,2,6576,1250,,,,0,11,,,,
732,5220,82,4,2,1006,150,,20,2,6576,750,,,,0,11,,,,
733,5220,82,3,2,1019,1,,20,2,6576,250,,,,0,11,,,,
734,5220,82,2,1,8,10000,,99,2,6576,50,,,,0,11,,,,
735,5220,82,1,1,10,5000,,99,2,6576,50,,,,0,11,,,,
736,5220,82,10,2,6554,1,,5,2,6555,3000,,,,0,12,,,,
737,5220,82,9,2,3014,50,,1,2,6555,40000,,,,0,12,,,,
738,5220,82,8,2,1004,1,,4,2,6555,7500,,,,0,12,,,,
739,5220,82,7,2,1003,1,,10,2,6555,3000,,,,0,12,,,,
740,5220,82,6,2,3002,30,,10,2,6555,2500,,,,0,12,,,,
741,5220,82,5,2,1027,30,,10,2,6555,1250,,,,0,12,,,,
742,5220,82,4,2,1006,150,,20,2,6555,750,,,,0,12,,,,
743,5220,82,3,2,1019,1,,20,2,6555,250,,,,0,12,,,,
744,5220,82,2,1,8,10000,,99,2,6555,50,,,,0,12,,,,
745,5220,82,1,1,10,5000,,99,2,6555,50,,,,0,12,,,,
749,5600,91,14,2,1004,1,1,5,2,6990,60,,,,1,,,,,
750,5600,91,13,2,1003,1,1,20,2,6990,10,,,,1,,,,,
751,5600,91,12,2,1534,1,1,2,2,6990,100,,,,1,,,,,
752,5600,91,11,2,1533,1,1,2,2,6990,150,,,,1,,,,,
753,5600,91,10,2,2148,1,1,1,2,6990,100,,,,1,,,,,
754,5600,91,9,2,3014,50,1,1,2,6990,300,,,,0,,,,,
755,5600,91,8,2,3008,50,1,1,2,6990,150,,,,0,,,,,
756,5600,91,7,2,1014,1,2,5,2,6990,100,,,,0,,,,,
757,5600,91,6,2,1001,100,2,25,2,6990,10,,,,0,,,,,
758,5600,91,5,2,1027,35,2,25,2,6990,10,,,,0,,,,,
759,5600,91,4,2,1077,50,2,25,2,6990,10,,,,0,,,,,
760,5600,91,3,2,1007,1,2,25,2,6990,5,,,,0,,,,,
761,5600,91,2,2,1006,50,2,99,2,6990,1,,,,0,,,,,
762,5600,91,1,1,8,50000,2,99,2,6990,1,,,,0,,,,,
763,5800,109,10,2,6580,1,,5,2,6581,3000,,,,0,30,,,,
764,5800,109,9,2,3014,50,,1,2,6581,40000,,,,0,30,,,,
765,5800,109,8,2,1004,1,,4,2,6581,7500,,,,0,30,,,,
766,5800,109,7,2,1003,1,,10,2,6581,3000,,,,0,30,,,,
767,5800,109,6,2,3002,30,,10,2,6581,2500,,,,0,30,,,,
768,5800,109,5,2,1027,30,,10,2,6581,1250,,,,0,30,,,,
769,5800,109,4,2,1006,150,,20,2,6581,750,,,,0,30,,,,
770,5800,109,3,2,1019,1,,20,2,6581,250,,,,0,30,,,,
771,5800,109,2,1,8,10000,,99,2,6581,50,,,,0,30,,,,
772,5800,109,1,1,10,5000,,99,2,6581,50,,,,0,30,,,,
773,5760,108,10,2,1683,1,,5,2,1686,30,,,,0,,1,-1,,
774,5760,108,9,2,1682,1,,80,2,1686,6,,,,0,,1,-1,,
775,3410,79,1,2,1001,500,2,20,2,1278,10,,,,0,,,,,
776,3410,79,2,2,1006,500,2,100,2,1278,10,,,,0,,,,,
777,3410,79,3,1,8,50000,2,100,2,1278,10,,,,0,,,,,
778,3410,79,4,1,10,10000,2,100,2,1278,10,,,,0,,,,,
779,3410,79,5,2,1027,5,2,10,2,1278,15,,,,0,,,,,
780,3410,79,6,2,1003,10,2,1,2,1278,30,,,,0,,,,,
781,3410,79,7,2,1031,1,2,5,2,1278,30,,,,0,,,,,
782,3410,79,8,2,1079,1,2,5,2,1278,30,,,,0,,,,,
783,3410,79,9,2,1004,3,2,1,2,1278,45,,,,0,,,,,
784,3410,79,10,2,2148,1,1,5,2,1278,50,,,,0,,,,,
785,3410,79,11,2,1057,1,1,20,2,1278,50,,,,0,,,,,
786,3410,79,12,2,1286,5,1,20,2,1278,50,,,,0,,,,,
787,3410,79,13,2,71003,5,1,20,2,1278,50,,,,0,,,,,
788,3410,79,14,2,1257,10,1,20,2,1278,50,,,,0,,,,,
789,3410,79,15,2,4030,1,1,5,2,1278,100,,,,0,,,,,
790,3410,79,16,2,6499,1,1,1,2,1278,250,,,,0,,,,,
791,3410,79,17,2,6505,1,1,1,2,1278,500,,,,0,,,,,
800,5220,82,10,2,8145,1,,5,2,8146,3000,,,,0,13,,,,
801,5220,82,9,2,3014,50,,1,2,8146,40000,,,,0,13,,,,
802,5220,82,8,2,1004,1,,4,2,8146,7500,,,,0,13,,,,
803,5220,82,7,2,1003,1,,10,2,8146,3000,,,,0,13,,,,
804,5220,82,6,2,3002,30,,10,2,8146,2500,,,,0,13,,,,
805,5220,82,5,2,1027,30,,10,2,8146,1250,,,,0,13,,,,
806,5220,82,4,2,1006,150,,20,2,8146,750,,,,0,13,,,,
807,5220,82,3,2,1019,1,,20,2,8146,250,,,,0,13,,,,
808,5220,82,2,1,8,10000,,99,2,8146,50,,,,0,13,,,,
809,5220,82,1,1,10,5000,,99,2,8146,50,,,,0,13,,,,
810,5220,82,10,2,8190,1,,5,2,8191,3000,,,,0,14,,,,
811,5220,82,9,2,3014,50,,1,2,8191,40000,,,,0,14,,,,
812,5220,82,8,2,1004,1,,4,2,8191,7500,,,,0,14,,,,
813,5220,82,7,2,1003,1,,10,2,8191,3000,,,,0,14,,,,
814,5220,82,6,2,3002,30,,10,2,8191,2500,,,,0,14,,,,
815,5220,82,5,2,1027,30,,10,2,8191,1250,,,,0,14,,,,
816,5220,82,4,2,1006,150,,20,2,8191,750,,,,0,14,,,,
817,5220,82,3,2,1019,1,,20,2,8191,250,,,,0,14,,,,
818,5220,82,2,1,8,10000,,99,2,8191,50,,,,0,14,,,,
819,5220,82,1,1,10,5000,,99,2,8191,50,,,,0,14,,,,
820,5220,82,10,2,8190,1,,5,2,8191,3000,,,,0,15,,,,
821,5220,82,9,2,3014,50,,1,2,8191,40000,,,,0,15,,,,
822,5220,82,8,2,1004,1,,4,2,8191,7500,,,,0,15,,,,
823,5220,82,7,2,1003,1,,10,2,8191,3000,,,,0,15,,,,
824,5220,82,6,2,3002,30,,10,2,8191,2500,,,,0,15,,,,
825,5220,82,5,2,1027,30,,10,2,8191,1250,,,,0,15,,,,
826,5220,82,4,2,1006,150,,20,2,8191,750,,,,0,15,,,,
827,5220,82,3,2,1019,1,,20,2,8191,250,,,,0,15,,,,
828,5220,82,2,1,8,10000,,99,2,8191,50,,,,0,15,,,,
829,5220,82,1,1,10,5000,,99,2,8191,50,,,,0,15,,,,
830,5770,113,1,2,1001,500,2,20,2,2747,10,,,,0,,1,-1,,
831,5770,113,2,2,1006,500,2,100,2,2747,10,,,,0,,1,-1,,
832,5770,113,3,1,8,50000,2,100,2,2747,10,,,,0,,1,-1,,
833,5770,113,4,1,10,10000,2,100,2,2747,10,,,,0,,60,-1,,
834,5770,113,5,2,1027,5,2,10,2,2747,15,,,,0,,1,-1,,
835,5770,113,6,2,1003,10,2,1,2,2747,30,,,,0,,1,-1,,
836,5770,113,7,2,1031,1,2,5,2,2747,30,,,,0,,1,-1,,
837,5770,113,8,2,1079,1,2,5,2,2747,30,,,,0,,1,-1,,
838,5770,113,9,2,1004,3,2,1,2,2747,45,,,,0,,1,-1,,
839,5770,113,10,2,2148,1,1,5,2,2747,50,,,,0,,1,-1,,
840,5770,113,11,2,1057,1,1,20,2,2747,50,,,,0,,90,-1,,
841,5770,113,12,2,1286,5,1,20,2,2747,50,,,,0,,110,-1,,
842,5770,113,13,2,71003,5,1,20,2,2747,50,,,,0,,120,-1,,
843,5770,113,14,2,1257,10,1,20,2,2747,50,,,,0,,1,-1,,
844,5770,113,15,2,4030,1,1,5,2,2747,100,,,,0,,1,-1,,
845,5770,113,16,2,6499,1,1,1,2,2747,250,,,,0,,1,-1,,
846,5770,113,17,2,6505,1,1,1,2,2747,500,,,,0,,1,-1,,
847,5770,113,18,2,2748,1,1,10,2,2747,10,,,,0,,1,-1,,
848,5770,113,19,2,800213,1,1,1,2,2747,150,,,,0,,95,-1,,
849,3430,83,1,2,1001,500,2,20,2,2750,10,,,,0,,1,-1,,
850,3430,83,2,2,1006,500,2,100,2,2750,10,,,,0,,1,-1,,
851,3430,83,3,1,8,50000,2,100,2,2750,10,,,,0,,1,-1,,
852,3430,83,4,1,10,10000,2,100,2,2750,10,,,,0,,60,-1,,
853,3430,83,5,2,1027,5,2,10,2,2750,15,,,,0,,1,-1,,
854,3430,83,6,2,1003,10,2,1,2,2750,30,,,,0,,1,-1,,
855,3430,83,7,2,1031,1,2,5,2,2750,30,,,,0,,1,-1,,
856,3430,83,8,2,1079,1,2,5,2,2750,30,,,,0,,1,-1,,
857,3430,83,9,2,1004,3,2,1,2,2750,45,,,,0,,1,-1,,
858,3430,83,10,2,8220,1,1,2,2,2750,5,,,,0,,1,-1,,
859,3430,83,11,2,1271,1,1,5,2,2750,5,,,,0,,1,-1,,
860,3430,83,12,2,2148,1,1,5,2,2750,50,,,,0,,1,-1,,
861,3430,83,13,2,1057,1,1,20,2,2750,50,,,,0,,90,-1,,
862,3430,83,14,2,1286,5,1,20,2,2750,50,,,,0,,110,-1,,
863,3430,83,15,2,71003,5,1,20,2,2750,50,,,,0,,120,-1,,
864,3430,83,16,2,1257,10,1,20,2,2750,50,,,,0,,1,-1,,
865,3430,83,17,2,4030,1,1,5,2,2750,100,,,,0,,1,-1,,
866,3430,83,18,2,6499,1,1,1,2,2750,250,,,,0,,1,-1,,
867,3430,83,19,2,6505,1,1,1,2,2750,500,,,,0,,1,-1,,
868,3430,83,20,2,800213,1,1,1,2,2750,150,,,,0,,60,-1,,
880,3027,34,1,2,1001,500,2,20,2,2751,10,,,,0,,1,-1,,
881,3027,34,2,2,1006,500,2,100,2,2751,10,,,,0,,1,-1,,
882,3027,34,3,1,8,50000,2,100,2,2751,10,,,,0,,1,-1,,
883,3027,34,4,1,10,10000,2,100,2,2751,10,,,,0,,1,-1,,
884,3027,34,5,2,1027,5,2,10,2,2751,15,,,,0,,1,-1,,
885,3027,34,6,2,1003,10,2,1,2,2751,30,,,,0,,1,-1,,
886,3027,34,7,2,1031,1,2,5,2,2751,30,,,,0,,1,-1,,
887,3027,34,8,2,1079,1,2,5,2,2751,30,,,,0,,1,-1,,
888,3027,34,9,2,1004,3,2,1,2,2751,45,,,,0,,1,-1,,
889,3027,34,10,2,2148,1,1,5,2,2751,50,,,,0,,1,-1,,
890,3027,34,11,2,1057,1,1,20,2,2751,50,,,,0,,90,-1,,
891,3027,34,12,2,1286,5,1,20,2,2751,50,,,,0,,110,-1,,
892,3027,34,13,2,71003,5,1,20,2,2751,50,,,,0,,120,-1,,
893,3027,34,14,2,1257,10,1,20,2,2751,50,,,,0,,1,-1,,
894,3027,34,15,2,4030,1,1,5,2,2751,100,,,,0,,1,-1,,
895,3027,34,16,2,6499,1,1,1,2,2751,250,,,,0,,1,-1,,
896,3027,34,17,2,6505,1,1,1,2,2751,500,,,,0,,1,-1,,
897,3027,34,18,2,800213,1,1,1,2,2751,400,,,,,,60,-1,,
900,5840,115,1,2,1001,500,2,20,2,2752,10,,,,0,,1,-1,,
901,5840,115,2,2,1006,500,2,100,2,2752,10,,,,0,,1,-1,,
902,5840,115,3,1,8,50000,2,100,2,2752,10,,,,0,,1,-1,,
903,5840,115,4,1,10,10000,2,100,2,2752,10,,,,0,,1,-1,,
904,5840,115,5,2,1027,5,2,10,2,2752,15,,,,0,,1,-1,,
905,5840,115,6,2,1003,10,2,1,2,2752,30,,,,0,,1,-1,,
906,5840,115,7,2,1031,1,2,5,2,2752,30,,,,0,,1,-1,,
907,5840,115,8,2,1079,1,2,5,2,2752,30,,,,0,,1,-1,,
908,5840,115,9,2,1004,3,2,1,2,2752,45,,,,0,,1,-1,,
909,5840,115,10,2,2148,1,1,5,2,2752,50,,,,0,,1,-1,,
910,5840,115,11,2,1057,1,1,20,2,2752,50,,,,0,,90,-1,,
911,5840,115,12,2,1286,5,1,20,2,2752,50,,,,0,,110,-1,,
912,5840,115,13,2,71003,5,1,20,2,2752,50,,,,0,,120,-1,,
913,5840,115,14,2,1257,10,1,20,2,2752,50,,,,0,,1,-1,,
914,5840,115,15,2,4030,1,1,5,2,2752,100,,,,0,,1,-1,,
915,5840,115,16,2,6499,1,1,1,2,2752,250,,,,0,,1,-1,,
916,5840,115,17,2,6505,1,1,1,2,2752,500,,,,0,,1,-1,,
917,5840,115,18,2,2753,1,1,10,2,2752,10,,,,0,,1,-1,,
918,5840,115,19,2,800213,1,1,1,2,2752,400,,,,0,,60,-1,,
919,5610,92,1,2,1001,500,2,20,2,2755,10,,,,0,,1,-1,,
920,5610,92,2,2,1006,500,2,100,2,2755,10,,,,0,,1,-1,,
921,5610,92,3,1,8,50000,2,100,2,2755,10,,,,0,,1,-1,,
922,5610,92,4,1,10,10000,2,100,2,2755,10,,,,0,,1,-1,,
923,5610,92,5,2,1027,5,2,10,2,2755,15,,,,0,,1,-1,,
924,5610,92,6,2,1003,10,2,1,2,2755,30,,,,0,,1,-1,,
925,5610,92,7,2,1031,1,2,5,2,2755,30,,,,0,,1,-1,,
926,5610,92,8,2,1079,1,2,5,2,2755,30,,,,0,,1,-1,,
927,5610,92,9,2,1004,3,2,1,2,2755,45,,,,0,,1,-1,,
928,5610,92,10,2,2148,1,1,5,2,2755,50,,,,0,,1,-1,,
929,5610,92,11,2,1057,1,1,20,2,2755,50,,,,0,,90,-1,,
930,5610,92,12,2,1286,5,1,20,2,2755,50,,,,0,,110,-1,,
931,5610,92,13,2,71003,5,1,20,2,2755,50,,,,0,,120,-1,,
932,5610,92,14,2,1257,10,1,20,2,2755,50,,,,0,,1,-1,,
933,5610,92,15,2,4030,1,1,5,2,2755,100,,,,0,,1,-1,,
934,5610,92,16,2,6499,1,1,1,2,2755,250,,,,0,,1,-1,,
935,5610,92,17,2,6505,1,1,1,2,2755,500,,,,0,,1,-1,,
936,5610,92,18,2,800213,1,1,1,2,2755,400,,,,0,,60,-1,,
937,5610,92,19,2,6669,1,1,1,2,2755,1000,,,,0,,1,-1,,
938,5220,82,10,2,8190,1,,5,2,8191,3000,,,,1,16,,,,
939,5220,82,9,2,3014,50,,1,2,8191,40000,,,,1,16,,,,
940,5220,82,8,2,1004,1,,4,2,8191,7500,,,,1,16,,,,
941,5220,82,7,2,1003,1,,10,2,8191,3000,,,,1,16,,,,
942,5220,82,6,2,3002,30,,10,2,8191,2500,,,,1,16,,,,
943,5220,82,5,2,1027,30,,10,2,8191,1250,,,,1,16,,,,
944,5220,82,4,2,1006,150,,20,2,8191,750,,,,1,16,,,,
945,5220,82,3,2,1019,1,,20,2,8191,250,,,,1,16,,,,
946,5220,82,2,1,8,10000,,99,2,8191,50,,,,1,16,,,,
947,5220,82,1,1,10,5000,,99,2,8191,50,,,,1,16,,,,
948,5220,82,10,2,8145,1,,5,2,8146,3000,,,,1,17,,,,
949,5220,82,9,2,3014,50,,1,2,8146,40000,,,,1,17,,,,
950,5220,82,8,2,1004,1,,4,2,8146,7500,,,,1,17,,,,
951,5220,82,7,2,1003,1,,10,2,8146,3000,,,,1,17,,,,
952,5220,82,6,2,3002,30,,10,2,8146,2500,,,,1,17,,,,
953,5220,82,5,2,1027,30,,10,2,8146,1250,,,,1,17,,,,
954,5220,82,4,2,1006,150,,20,2,8146,750,,,,1,17,,,,
955,5220,82,3,2,1019,1,,20,2,8146,250,,,,1,17,,,,
956,5220,82,2,1,8,10000,,99,2,8146,50,,,,1,17,,,,
957,5220,82,1,1,10,5000,,99,2,8146,50,,,,1,17,,,,
958,5220,82,10,2,8145,1,,5,2,8146,3000,,,,1,18,,,,
959,5220,82,9,2,3014,50,,1,2,8146,40000,,,,1,18,,,,
960,5220,82,8,2,1004,1,,4,2,8146,7500,,,,1,18,,,,
961,5220,82,7,2,1003,1,,10,2,8146,3000,,,,1,18,,,,
962,5220,82,6,2,3002,30,,10,2,8146,2500,,,,1,18,,,,
963,5220,82,5,2,1027,30,,10,2,8146,1250,,,,1,18,,,,
964,5220,82,4,2,1006,150,,20,2,8146,750,,,,1,18,,,,
965,5220,82,3,2,1019,1,,20,2,8146,250,,,,1,18,,,,
966,5220,82,2,1,8,10000,,99,2,8146,50,,,,1,18,,,,
967,5220,82,1,1,10,5000,,99,2,8146,50,,,,1,18,,,,
968,5220,82,10,2,8145,1,,5,2,8146,3000,,,,1,19,,,,
969,5220,82,9,2,3014,50,,1,2,8146,40000,,,,1,19,,,,
970,5220,82,8,2,1004,1,,4,2,8146,7500,,,,1,19,,,,
971,5220,82,7,2,1003,1,,10,2,8146,3000,,,,1,19,,,,
972,5220,82,6,2,3002,30,,10,2,8146,2500,,,,1,19,,,,
973,5220,82,5,2,1027,30,,10,2,8146,1250,,,,1,19,,,,
974,5220,82,4,2,1006,150,,20,2,8146,750,,,,1,19,,,,
975,5220,82,3,2,1019,1,,20,2,8146,250,,,,1,19,,,,
976,5220,82,2,1,8,10000,,99,2,8146,50,,,,1,19,,,,
977,5220,82,1,1,10,5000,,99,2,8146,50,,,,1,19,,,,
978,5220,82,10,2,8190,1,,5,2,8191,3000,,,,1,20,,,,
979,5220,82,9,2,3014,50,,1,2,8191,40000,,,,1,20,,,,
980,5220,82,8,2,1004,1,,4,2,8191,7500,,,,1,20,,,,
981,5220,82,7,2,1003,1,,10,2,8191,3000,,,,1,20,,,,
982,5220,82,6,2,3002,30,,10,2,8191,2500,,,,1,20,,,,
983,5220,82,5,2,1027,30,,10,2,8191,1250,,,,1,20,,,,
984,5220,82,4,2,1006,150,,20,2,8191,750,,,,1,20,,,,
985,5220,82,3,2,1019,1,,20,2,8191,250,,,,1,20,,,,
986,5220,82,2,1,8,10000,,99,2,8191,50,,,,1,20,,,,
987,5220,82,1,1,10,5000,,99,2,8191,50,,,,1,20,,,,
