id,group,form,form2,rewards-type-1,rewards-id-1,rewards-value-1,desc,odd1,odd2,true1,times1,true2,times2,times3,true3,true4,
1,1,1,1,2,3014,50,s==6|5星神魔碎片,50,100,1,90,1,100,999,1,0,
294,37,6,4,2,1006,500,s==3|将印石,1610,1600,0,0,0,0,-1,0,0,
295,37,7,6,2,2200,1,s==6|幸运铜钱福袋,3040,3030,0,0,0,0,-1,0,0,
296,37,8,8,2,2201,1,s==6|幸运经验福袋,3040,3030,0,0,0,0,-1,0,0,
297,38,1,1,2,1229,1,s==4|完璧精华,240,300,1,10,1,13,10,1,0,
298,38,2,3,2,1760,1,s==6|2级宝石自选,350,500,1,10,0,0,-1,1,0,
299,38,3,5,2,1003,8,s==5|高级寻访令,380,500,1,7,0,0,-1,0,0,
300,38,4,7,2,1027,40,s==5|神兵强化石,1558,1500,0,0,0,0,-1,0,0,
301,38,5,2,2,1001,220,s==3|突破石,1868,1800,0,0,0,0,-1,0,0,
302,38,6,4,1,8,2200000,s==2|铜钱,1868,1800,0,0,0,0,-1,0,0,
303,38,7,6,2,3002,30,s==6|4星随机碎片,1868,1800,0,0,0,0,-1,0,0,
304,38,8,8,2,1006,220,s==3|将印石,1868,1800,0,0,0,0,-1,0,0,
305,39,1,1,2,2088,1,s==6|4级宝石自选,50,200,1,160,1,240,5,1,0,
306,39,2,3,2,1204,2,s==4|天宝如意,140,200,1,20,1,22,-1,1,0,
307,39,3,5,2,1760,1,s==6|2级宝石自选,110,200,1,45,1,50,-1,1,0,
308,39,4,7,2,1009,4,s==4|配饰之魂,400,400,0,0,0,0,-1,0,0,
309,39,5,2,2,1011,6,s==5|配饰升星石,1610,1600,0,0,0,0,-1,0,0,
310,39,6,4,2,1006,500,s==3|将印石,1610,1600,0,0,0,0,-1,0,0,
311,39,7,6,2,2200,1,s==6|幸运铜钱福袋,3040,3030,0,0,0,0,-1,0,0,
312,39,8,8,2,2201,1,s==6|幸运经验福袋,3040,3030,0,0,0,0,-1,0,0,
313,40,1,1,2,6680,1,s==6|战魂自选宝箱,40,300,1,220,1,300,1,1,0,
314,40,2,3,2,1567,1,s==8|1星极品配饰自选,350,500,1,10,0,0,-1,1,0,
315,40,3,5,2,1003,8,s==5|高级寻访令,390,500,1,7,0,0,-1,0,0,
316,40,4,7,2,1027,40,s==5|神兵强化石,1588,1500,0,0,0,0,-1,0,0,
317,40,5,2,2,1001,220,s==3|突破石,1908,1800,0,0,0,0,-1,0,0,
318,40,6,4,1,8,2200000,s==2|铜钱,1908,1800,0,0,0,0,-1,0,0,
319,40,7,6,2,3002,30,s==6|4星随机碎片,1908,1800,0,0,0,0,-1,0,0,
320,40,8,8,2,1006,220,s==3|将印石,1908,1800,0,0,0,0,-1,0,0,
321,41,1,1,2,1199,1,s==4|神饰沁晶,50,200,1,160,1,240,5,1,0,
322,41,2,3,2,1204,2,s==4|天宝如意,140,200,1,20,1,22,-1,1,0,
323,41,3,5,2,1474,1,s==8|2星极品配饰自选,110,200,1,45,1,50,-1,1,0,
324,41,4,7,2,1009,4,s==4|配饰之魂,400,400,0,0,0,0,-1,0,0,
325,41,5,2,2,1011,6,s==5|配饰升星石,1610,1600,0,0,0,0,-1,0,0,
326,41,6,4,2,1006,500,s==3|将印石,1610,1600,0,0,0,0,-1,0,0,
327,41,7,6,2,2200,1,s==6|幸运铜钱福袋,3040,3030,0,0,0,0,-1,0,0,
328,41,8,8,2,2201,1,s==6|幸运经验福袋,3040,3030,0,0,0,0,-1,0,0,
329,42,1,1,2,1229,1,s==4|完璧精华,240,300,1,10,1,13,10,1,0,
330,42,2,3,2,1760,1,s==6|2级宝石自选,350,500,1,10,0,0,-1,1,0,
331,42,3,5,2,1003,8,s==5|高级寻访令,380,500,1,7,0,0,-1,0,0,
332,42,4,7,2,1027,40,s==5|神兵强化石,1558,1500,0,0,0,0,-1,0,0,
333,42,5,2,2,1001,220,s==3|突破石,1868,1800,0,0,0,0,-1,0,0,
334,42,6,4,1,8,2200000,s==2|铜钱,1868,1800,0,0,0,0,-1,0,0,
335,42,7,6,2,3002,30,s==6|4星随机碎片,1868,1800,0,0,0,0,-1,0,0,
336,42,8,8,2,1006,220,s==3|将印石,1868,1800,0,0,0,0,-1,0,0,
337,43,1,1,2,2128,1,s==6|四星红装自选,50,200,1,160,1,240,5,1,0,
338,43,2,3,2,1204,2,s==4|天宝如意,140,200,1,20,1,22,-1,1,0,
339,43,3,5,2,2097,1,s==7|橙色副将自选箱,110,200,1,45,1,50,-1,1,0,
340,43,4,7,2,1018,4,s==7|高阶副将军功令,400,400,0,0,0,0,-1,0,0,
341,43,5,2,2,1017,6,s==5|副将军功令,1610,1600,0,0,0,0,-1,0,0,
342,43,6,4,2,1006,500,s==3|将印石,1610,1600,0,0,0,0,-1,0,0,
343,43,7,6,2,2200,1,s==6|幸运铜钱福袋,3040,3030,0,0,0,0,-1,0,0,
344,43,8,8,2,2201,1,s==6|幸运经验福袋,3040,3030,0,0,0,0,-1,0,0,
345,44,1,1,2,6680,1,s==6|战魂自选宝箱,40,300,1,220,1,300,1,1,0,
346,44,2,3,2,1567,1,s==8|1星极品配饰自选,350,500,1,10,0,0,-1,1,0,
347,44,3,5,2,1003,8,s==5|高级寻访令,390,500,1,7,0,0,-1,0,0,
348,44,4,7,2,1027,40,s==5|神兵强化石,1588,1500,0,0,0,0,-1,0,0,
349,44,5,2,2,1001,220,s==3|突破石,1908,1800,0,0,0,0,-1,0,0,
350,44,6,4,1,8,2200000,s==2|铜钱,1908,1800,0,0,0,0,-1,0,0,
351,44,7,6,2,3002,30,s==6|4星随机碎片,1908,1800,0,0,0,0,-1,0,0,
352,44,8,8,2,1006,220,s==3|将印石,1908,1800,0,0,0,0,-1,0,0,
353,45,1,1,2,1222,1,s==4|昂宿星核,50,200,1,160,1,240,5,1,0,
354,45,2,3,2,1204,2,s==4|天宝如意,140,200,1,20,1,22,-1,1,0,
355,45,3,5,2,1760,1,s==6|2级宝石自选,110,200,1,45,1,50,-1,1,0,
356,45,4,7,2,1081,4,s==4|美人凤冠,400,400,0,0,0,0,-1,0,0,
357,45,5,2,2,1082,6,s==4|美人锦缎,1610,1600,0,0,0,0,-1,0,0,
358,45,6,4,2,1006,500,s==3|将印石,1610,1600,0,0,0,0,-1,0,0,
359,45,7,6,2,2200,1,s==6|幸运铜钱福袋,3040,3030,0,0,0,0,-1,0,0,
360,45,8,8,2,2201,1,s==6|幸运经验福袋,3040,3030,0,0,0,0,-1,0,0,
361,46,1,1,2,1229,1,s==4|完璧精华,240,300,1,10,1,13,10,1,0,
362,46,2,3,2,1567,1,s==8|1星极品配饰自选,350,500,1,10,0,0,-1,1,0,
363,46,3,5,2,1003,8,s==5|高级寻访令,380,500,1,7,0,0,-1,0,0,
364,46,4,7,2,1027,40,s==5|神兵强化石,1558,1500,0,0,0,0,-1,0,0,
365,46,5,2,2,1001,220,s==3|突破石,1868,1800,0,0,0,0,-1,0,0,
366,46,6,4,1,8,2200000,s==2|铜钱,1868,1800,0,0,0,0,-1,0,0,
367,46,7,6,2,3002,30,s==6|4星随机碎片,1868,1800,0,0,0,0,-1,0,0,
368,46,8,8,2,1006,220,s==3|将印石,1868,1800,0,0,0,0,-1,0,0,
