id,subclass,targetclass,name,quality,star,seat,sell,exchange,combine,iconId,warriorSignet,useFuncType,useFuncId,useFuncValue,timeOut,useDesc,pathwayId,suit,property,desc,camp,WeightFirst,boxUseSystemId,
2663,2,,s==16|Vô hiệu trang bị,1,1,3,1|8|1414000,,1,2643,,,,,,s==8|Trang bị,,266,2663,s==161|Bát Bảo Phương Thiên，Bôn Lôi Trục Điện。Đúc từ Chu Tước Huyền Thiết，Kỳ Lân Tinh Khoáng cùng tám loại mỏ thánh thú，Đao kiếm không xâm nhập，Thần quỷ không gần được。,,,,
2664,2,,s==16|Vô hiệu trang bị,1,1,4,1|8|1414000,,1,2644,,,,,,s==8|Trang bị,,266,2664,s==161|Bát Bảo Phương Thiên，Bôn Lôi Trục Điện。Đúc từ Chu Tước Huyền Thiết，Kỳ Lân Tinh Khoáng cùng tám loại mỏ thánh thú，Đao kiếm không xâm nhập，Thần quỷ không gần được。,,,,
2665,2,12,s==21|Kình Thao Côn Ngô Đao,6,3,1,1|8|494900,,1,2665,,,,,,s==8|Trang bị,2631,,2631,s==130|Kình Thao Mạn Thiên，Quỷ Khốc Nghi Bằng。Truyền rằng đao này sẽ chiêu mời chiến tranh，Nơi đến như hỗn độn giáng thế，Tối tăm vô nhật。,,,,
2666,2,12,s==18|Kình Thao Đầu Khôi,6,3,2,1|8|494900,,1,2666,,,,,,s==8|Trang bị,2632,,2632,s==129|Kình Thao Mạn Thiên，Quỷ Khốc Nghi Bằng。Truyền rằng mũ này sẽ chiêu mời chiến tranh，Nơi đến như hỗn độn giáng thế，Tối tăm vô nhật。,,,,
2667,2,12,s==20|Kình Thao Chiến Giáp,6,3,3,1|8|494900,,1,2667,,,,,,s==8|Trang bị,2633,,2633,s==131|Kình Thao Mạn Thiên，Quỷ Khốc Nghi Bằng。Truyền rằng giáp này sẽ chiêu mời chiến tranh，Nơi đến như hỗn độn giáng thế，Tối tăm vô nhật。,,,,
2668,2,12,s==16|Kình Thao Hộ Thủ,6,3,4,1|8|494900,,1,2668,,,,,,s==8|Trang bị,2634,,2634,s==131|Kình Thao Mạn Thiên，Quỷ Khốc Nghi Bằng。Truyền rằng giáp này sẽ chiêu mời chiến tranh，Nơi đến như hỗn độn giáng thế，Tối tăm vô nhật。,,,,
2669,2,12,s==21|Hàng Long Phục Ma Đao,6,4,1,1|8|808000,,1,2669,,,,,,s==8|Trang bị,2641,,2641,s==138|Thiên Cương Chính Khí，Hàng Long Phục Ma。Thu nạp chính khí thiên địa bách xuyên mà thành，Trên chém xà long，Dưới chém sát ma，Trừ tà vô địch。,,,,
2670,2,12,s==18|Hàng Long Đầu Khôi,6,4,2,1|8|808000,,1,2670,,,,,,s==8|Trang bị,2642,,2642,s==155|Thiên Cương Chính Khí，Hàng Long Phục Ma。Thu nạp chính khí thiên địa bách xuyên mà thành，Cứng như thạch，Cũng có thể chống lại hơi độc ma quỷ，Trừ tà vô địch。,,,,
2671,2,12,s==20|Hàng Long Chiến Giáp,6,4,3,1|8|808000,,1,2671,,,,,,s==8|Trang bị,2643,,2643,s==155|Thiên Cương Chính Khí，Hàng Long Phục Ma。Thu nạp chính khí thiên địa bách xuyên mà thành，Cứng như thạch，Cũng có thể chống lại hơi độc ma quỷ，Trừ tà vô địch。,,,,
2672,2,12,s==16|Hàng Long Hộ Thủ,6,4,4,1|8|808000,,1,2672,,,,,,s==8|Trang bị,2644,,2644,s==155|Thiên Cương Chính Khí，Hàng Long Phục Ma。Thu nạp chính khí thiên địa bách xuyên mà thành，Cứng như thạch，Cũng có thể chống lại hơi độc ma quỷ，Trừ tà vô địch。,,,,
2673,2,12,s==24|Thiên Khôi Bạo Vương Đao,6,5,1,1|8|1414000,,1,2673,,,,,,s==8|Trang bị,2651,,2651,s==141|Thiên Khôi Xuân Vũ，Bạo Vương Xuất Thế。Đúc từ thiên ngoại vũ tích，Dù nặng như núi Thái Sơn đè lên，Nhưng thế lực như núi sông，Vô song thiên hạ。,,,,
2674,2,12,s==19|Thiên Khôi Đầu Khôi,6,5,2,1|8|1414000,,1,2674,,,,,,s==8|Trang bị,2652,,2652,s==137|Thiên Khôi Xuân Vũ，Bạo Vương Xuất Thế。Đúc từ thiên ngoại vũ tích，Dù nặng như núi Thái Sơn đè lên，Nhưng kiên cố bất động，Vô song thiên hạ。,,,,
2675,2,12,s==21|Thiên Khôi Chiến Giáp,6,5,3,1|8|1414000,,1,2675,,,,,,s==8|Trang bị,2653,,2653,s==137|Thiên Khôi Xuân Vũ，Bạo Vương Xuất Thế。Đúc từ thiên ngoại vũ tích，Dù nặng như núi Thái Sơn đè lên，Nhưng kiên cố bất động，Vô song thiên hạ。,,,,
2676,2,12,s==17|Thiên Khôi Hộ Thủ,6,5,4,1|8|1414000,,1,2676,,,,,,s==8|Trang bị,2654,,2654,s==137|Thiên Khôi Xuân Vũ，Bạo Vương Xuất Thế。Đúc từ thiên ngoại vũ tích，Dù nặng như núi Thái Sơn đè lên，Nhưng kiên cố bất động，Vô song thiên hạ。,,,,
2677,2,12,s==19|Ngũ Hổ Đoạt Hồn Phủ,6,3,1,1|8|494900,,1,2677,,,,,,s==8|Trang bị,2631,,2631,s==130|Ngũ Hổ Tiếu Nhật，Thất Sát Đoạn Hồn。Thần hồn Bạch Hổ trú ngụ trong đó，Khí cương trực hào hùng trấn áp bát phương，Quỷ thần khiếp sợ。,,,,
2678,2,12,s==15|Ngũ Hổ Đầu Khôi,6,3,2,1|8|494900,,1,2678,,,,,,s==8|Trang bị,2632,,2632,s==130|Ngũ Hổ Tiếu Nhật，Thất Sát Đoạn Hồn。Thần hồn Bạch Hổ trú ngụ trong đó，Khí cương trực hào hùng trấn áp bát phương，Quỷ thần khiếp sợ。,,,,
2679,2,12,s==17|Ngũ Hổ Chiến Giáp,6,3,3,1|8|494900,,1,2679,,,,,,s==8|Trang bị,2633,,2633,s==130|Ngũ Hổ Tiếu Nhật，Thất Sát Đoạn Hồn。Thần hồn Bạch Hổ trú ngụ trong đó，Khí cương trực hào hùng trấn áp bát phương，Quỷ thần khiếp sợ。,,,,
2680,2,12,s==13|Ngũ Hổ Hộ Thủ,6,3,4,1|8|494900,,1,2680,,,,,,s==8|Trang bị,2634,,2634,s==130|Ngũ Hổ Tiếu Nhật，Thất Sát Đoạn Hồn。Thần hồn Bạch Hổ trú ngụ trong đó，Khí cương trực hào hùng trấn áp bát phương，Quỷ thần khiếp sợ。,,,,
2681,2,12,s==23|Lạc Nhật Liệt Thiên Phủ,6,4,1,1|8|808000,,1,2681,,,,,,s==8|Trang bị,2641,,2641,s==135|Đại Mạc Cô Yên，Trường Hà Lạc Nhật。Uy lực có thể xé nát thiên giới，Đánh rơi hào quang rực rỡ，Khiến trời đất đổi sắc，Chúng sinh lầm than。,,,,
2682,2,12,s==17|Lạc Nhật Đầu Khôi,6,4,2,1|8|808000,,1,2682,,,,,,s==8|Trang bị,2642,,2642,s==134|Đại Mạc Cô Yên，Trường Hà Lạc Nhật。Uy lực có thể xé nát thiên giới，Đánh rơi hào quang rực rỡ，Khiến trời đất đổi sắc，Chúng sinh lầm than,,,,
2683,2,12,s==19|Lạc Nhật Chiến Giáp,6,4,3,1|8|808000,,1,2683,,,,,,s==8|Trang bị,2643,,2643,s==134|Đại Mạc Cô Yên，Trường Hà Lạc Nhật。Uy lực có thể xé nát thiên giới，Đánh rơi hào quang rực rỡ，Khiến trời đất đổi sắc，Chúng sinh lầm than,,,,
2684,2,12,s==15|Lạc Nhật Hộ Thủ,6,4,4,1|8|808000,,1,2684,,,,,,s==8|Trang bị,2644,,2644,s==134|Đại Mạc Cô Yên，Trường Hà Lạc Nhật。Uy lực có thể xé nát thiên giới，Đánh rơi hào quang rực rỡ，Khiến trời đất đổi sắc，Chúng sinh lầm than,,,,
2685,2,12,s==24|Thiên Quân Diệt Thần Phủ,6,5,1,1|8|1414000,,1,2685,,,,,,s==8|Trang bị,2651,,2651,s==148|Thiên Quân Cự Khuyết，Hào Khí Tông Hoành。Vận rìu có uy lực ngàn cân，Tiếng vang như sấm động，Lưỡi rìu có thể di chuyển núi lấp biển，Quét sạch lục hợp。,,,,
2686,2,12,s==19|Thiên Quân Đầu Khôi,6,5,2,1|8|1414000,,1,2686,,,,,,s==8|Trang bị,2652,,2652,s==133|Thiên Quân Cự Khuyết，Hào Khí Tông Hoành。Mũ này nặng ngàn cân，Cứng như tảng đá，Người đội có thể chống lại thiên lôi，Vô địch bát hoang。,,,,
2687,2,12,s==21|Thiên Quân Chiến Giáp,6,5,3,1|8|1414000,,1,2687,,,,,,s==8|Trang bị,2653,,2653,s==136|Thiên Quân Cự Khuyết，Hào Khí Tông Hoành。Giáp này nặng ngàn cân，Cứng như tảng đá，Người mang có thể chống lại thiên lôi，Vô địch bát hoang。,,,,
2688,2,12,s==17|Thiên Quân Hộ Thủ,6,5,4,1|8|1414000,,1,2688,,,,,,s==8|Trang bị,2654,,2654,s==136|Thiên Quân Cự Khuyết，Hào Khí Tông Hoành。Giáp này nặng ngàn cân，Cứng như tảng đá，Người mang có thể chống lại thiên lôi，Vô địch bát hoang。,,,,
2689,2,12,s==20|Chân Vũ Du Long Kiếm,6,3,1,1|8|494900,,1,2689,,,,,,s==8|Trang bị,2631,,2631,s==132|Chân Vũ Du Long，Đại Đạo Triều Thiên。Hóa thân từ sừng rồng du long，Từng giúp tiên nhân vượt kiếp nạn pháp bảo，Có thể thông thiên đạo。,,,,
2690,2,12,s==16|Chân Vũ Đầu Khôi,6,3,2,1|8|494900,,1,2690,,,,,,s==8|Trang bị,2632,,2632,s==130|Chân Vũ Du Long，Đại Đạo Triều Thiên。Hóa thân từ bảo vảy du long，Từng giúp tiên nhân vượt kiếp nạn pháp bảo，Có thể thông thiên đạo。,,,,
2691,2,12,s==18|Chân Vũ Chiến Giáp,6,3,3,1|8|494900,,1,2691,,,,,,s==8|Trang bị,2633,,2633,s==130|Chân Vũ Du Long，Đại Đạo Triều Thiên。Hóa thân từ bảo vảy du long，Từng giúp tiên nhân vượt kiếp nạn pháp bảo，Có thể thông thiên đạo。,,,,
2692,2,12,s==14|Chân Vũ Hộ Thủ,6,3,4,1|8|494900,,1,2692,,,,,,s==8|Trang bị,2634,,2634,s==130|Chân Vũ Du Long，Đại Đạo Triều Thiên。Hóa thân từ bảo vảy du long，Từng giúp tiên nhân vượt kiếp nạn pháp bảo，Có thể thông thiên đạo。,,,,
2693,2,12,s==24|Thái Huyền Thừa Ảnh Kiếm,6,4,1,1|8|808000,,1,2693,,,,,,s==8|Trang bị,2641,,2641,s==120|Giao Phân Thừa Ảnh，Ngạn Lạc Vong Quy。Hóa khí thiên quang thái huyền，Nhẹ như lông hồng，Lặng lẽ lấy mạng địch từ ngàn dặm。,,,,
2694,2,12,s==19|Thái Huyền Đầu Khôi,6,4,2,1|8|808000,,1,2694,,,,,,s==8|Trang bị,2642,,2642,s==134|Giao Phân Thừa Ảnh，Ngạn Lạc Vong Quy。Hóa khí thiên quang thái huyền，Nhẹ như lông hồng，Thân như vô vật nhưng đao thương không xâm nhập。,,,,
2695,2,12,s==21|Thái Huyền Chiến Giáp,6,4,3,1|8|808000,,1,2695,,,,,,s==8|Trang bị,2643,,2643,s==134|Giao Phân Thừa Ảnh，Ngạn Lạc Vong Quy。Hóa khí thiên quang thái huyền，Nhẹ như lông hồng，Thân như vô vật nhưng đao thương không xâm nhập。,,,,
2696,2,12,s==17|Thái Huyền Hộ Thủ,6,4,4,1|8|808000,,1,2696,,,,,,s==8|Trang bị,2644,,2644,s==134|Giao Phân Thừa Ảnh，Ngạn Lạc Vong Quy。Hóa khí thiên quang thái huyền，Nhẹ như lông hồng，Thân như vô vật nhưng đao thương không xâm nhập。,,,,
2697,2,12,s==26|Hỗn Nguyên Thuần Quân Kiếm,6,5,1,1|8|1414000,,1,2697,,,,,,s==8|Trang bị,2651,,2651,s==176|Hồng Mông Thái Sơ，Khí Xuất Hỗn Nguyên。Truyền thừa từ tiên thiên linh bảo thuở trời đất khai thiên lập địa。Kiếm trung tôn giả，Chớp mắt khiến sơn hà lay động，Thiên địa đảo ngược。,,,,
2698,2,12,s==19|Hỗn Nguyên Đầu Khôi,6,5,2,1|8|1414000,,1,2698,,,,,,s==8|Trang bị,2652,,2652,s==176|Hồng Mông Thái Sơ，Khí Xuất Hỗn Nguyên。Truyền thừa từ tiên thiên linh bảo thuở trời đất khai thiên lập địa。Giáp trung tôn giả，Chớp mắt khiến sơn hà lay động，Thiên địa đảo ngược。,,,,
2699,2,12,s==21|Hỗn Nguyên Chiến Giáp,6,5,3,1|8|1414000,,1,2699,,,,,,s==8|Trang bị,2653,,2653,s==176|Hồng Mông Thái Sơ，Khí Xuất Hỗn Nguyên。Truyền thừa từ tiên thiên linh bảo thuở trời đất khai thiên lập địa。Giáp trung tôn giả，Chớp mắt khiến sơn hà lay động，Thiên địa đảo ngược。,,,,
2700,2,12,s==17|Hỗn Nguyên Hộ Thủ,6,5,4,1|8|1414000,,1,2700,,,,,,s==8|Trang bị,2654,,2654,s==176|Hồng Mông Thái Sơ，Khí Xuất Hỗn Nguyên。Truyền thừa từ tiên thiên linh bảo thuở trời đất khai thiên lập địa。Giáp trung tôn giả，Chớp mắt khiến sơn hà lay động，Thiên địa đảo ngược。,,,,
2701,2,12,s==20|Xích Hạ Trấn Lô Kiếm,6,3,1,1|8|494900,,1,2701,,,,,,s==8|Trang bị,2631,,2631,s==147|Tiếu Khán Thương Lan，Chỉ Chưởng Thiên Mệnh。Quang彩 tựa kinh thủy liên thiên，Hải triều lưu dũng。Kiếm xuất một chiêu，Thiên hạ đại thế tận đều bị động。,,,,
2702,2,12,s==16|Xích Hạ Đầu Khôi,6,3,2,1|8|494900,,1,2702,,,,,,s==8|Trang bị,2632,,2632,s==145|Tiếu Khán Thương Lan，Chỉ Chưởng Thiên Mệnh。Quang彩 tựa kinh thủy liên thiên，Hải triều lưu dũng。Mũ xuất một chiêu，Thiên hạ đại thế tận đều bị động。,,,,
2703,2,12,s==18|Xích Hạ Chiến Giáp,6,3,3,1|8|494900,,1,2703,,,,,,s==8|Trang bị,2633,,2633,s==147|Tiếu Khán Thương Lan，Chỉ Chưởng Thiên Mệnh。Quang彩 tựa kinh thủy liên thiên，Hải triều lưu dũng。Giáp xuất một chiêu，Thiên hạ đại thế tận đều bị động。,,,,
2704,2,12,s==14|Xích Hạ Hộ Thủ,6,3,4,1|8|494900,,1,2704,,,,,,s==8|Trang bị,2634,,2634,s==147|Tiếu Khán Thương Lan，Chỉ Chưởng Thiên Mệnh。Quang彩 tựa kinh thủy liên thiên，Hải triều lưu dũng。Giáp xuất một chiêu，Thiên hạ đại thế tận đều bị động。,,,,
2705,2,12,s==26|Trục Nguyệt Hàn Quang Kiếm,6,4,1,1|8|808000,,1,2705,,,,,,s==8|Trang bị,2641,,2641,s==143|Trục Nguyệt Hám Quang，Mẫn Nhiên Vô Tịch。Kiếm này đã đạt cảnh giới Thanh Hư Quy Vô，Kiếm ý như quang hoa xả địa，Tứ hải bát hoang，Tận đều dập tắt。,,,,
2706,2,12,s==20|Trục Nguyệt Đầu Khôi,6,4,2,1|8|808000,,1,2706,,,,,,s==8|Trang bị,2642,,2642,s==142|Trục nguyệt hàm quang， mẫn nhiên vô cực。 Thủ khôi dĩ đạt Thanh Hư quy Vô chi cảnh giới， chạm chi như thanh phong phách diện， vạn pháp giai hóa,,,,
2707,2,12,s==22|Trục Nguyệt Chiến Giáp,6,4,3,1|8|808000,,1,2707,,,,,,s==8|Trang bị,2643,,2643,s==156|Trục nguyệt hàm quang， mẫn nhiên vô cực。 Thủ giáp dĩ đạt Thanh Hư quy Vô chi cảnh giới， kiếm ý nhược quang hoa xạ địa， tứ hải bát hoang， tận giai đãng bình。,,,,
2708,2,12,s==18|Trục Nguyệt Hộ Thủ,6,4,4,1|8|808000,,1,2708,,,,,,s==8|Trang bị,2644,,2644,s==156|Trục nguyệt hàm quang， mẫn nhiên vô cực。 Thủ giáp dĩ đạt Thanh Hư quy Vô chi cảnh giới， kiếm ý nhược quang hoa xạ địa， tứ hải bát hoang， tận giai đãng bình。,,,,
2709,2,12,s==22|Ly Hỏa Thanh Tiêu Kiếm,6,5,1,1|8|1414000,,1,2709,,,,,,s==8|Trang bị,2651,,2651,s==142|Li hỏa thiêu thiên， khả giám đế đạo。 đề tam xích kiếm lập bất thế chi công， trì thử kiếm giả， vô địch ư tam giới， khả đăng thiên đạo chi đỉnh。,,,,
2710,2,12,s==15|Ly Hỏa Đầu Khôi,6,5,2,1|8|1414000,,1,2710,,,,,,s==8|Trang bị,2652,,2652,s==142|Li hỏa thiêu thiên， khả giám đế đạo。 đề tam xích kiếm lập bất thế chi công， trứ thử khôi giả， vô địch ư tam giới， khả đăng thiên đạo chi đỉnh。,,,,
2711,2,12,s==17|Ly Hỏa Chiến Giáp,6,5,3,1|8|1414000,,1,2711,,,,,,s==8|Trang bị,2653,,2653,s==142|Li hỏa thiêu thiên， khả giám đế đạo。 đề tam xích kiếm lập bất thế chi công， trứ thử giáp giả， vô địch ư tam giới， khả đăng thiên đạo chi đỉnh。,,,,
2712,2,12,s==13|Ly Hỏa Hộ Thủ,6,5,4,1|8|1414000,,1,2712,,,,,,s==8|Trang bị,2654,,2654,s==142|Li hỏa thiêu thiên， khả giám đế đạo。 đề tam xích kiếm lập bất thế chi công， trứ thử giáp giả， vô địch ư tam giới， khả đăng thiên đạo chi đỉnh。,,,,
2713,2,,s==23|Liệt Thiên Thủy Địa Phủ,6,5,1,1|8|1414000,,1,2685,,,,,,s==8|Trang bị,2651,265,2651,s==130|Liệt thiên toái địa， thần uy hấn thế。 phá hoại dữ hủy diệt chi cực致， khải thiên cân chi uy tịch cuốn thiên hạ， đương giả tận toái！,,,,
2714,2,,s==19|Liệt Thiên Đầu Khôi,6,5,2,1|8|1414000,,1,2686,,,,,,s==8|Trang bị,2652,265,2652,s==130|Liệt thiên toái địa， thần uy hấn thế。 phá hoại dữ hủy diệt chi cực致， khải thiên cân chi uy tịch cuốn thiên hạ， đương giả tận toái！,,,,
2715,2,,s==21|Liệt Thiên Chiến Giáp,6,5,3,1|8|1414000,,1,2687,,,,,,s==8|Trang bị,2653,265,2653,s==130|Liệt thiên toái địa， thần uy hấn thế。 phá hoại dữ hủy diệt chi cực致， khải thiên cân chi uy tịch cuốn thiên hạ， đương giả tận toái！,,,,
2716,2,,s==17|Liệt Thiên Hộ Thủ,6,5,4,1|8|1414000,,1,2688,,,,,,s==8|Trang bị,2654,265,2654,s==130|Liệt thiên toái địa， thần uy hấn thế。 phá hoại dữ hủy diệt chi cực致， khải thiên cân chi uy tịch cuốn thiên hạ， đương giả tận toái！,,,,
2717,2,,s==26|Thiên Trướng Kim Cương Đao,6,5,1,1|8|1414000,,1,2673,,,,,,s==8|Trang bị,2651,265,2651,s==126|Thiên trướng bất di， kim cương bất hoại。 vô niệm tắc thiên thành， tùng thiên địa băng ư tiền nhi ngã tự khuynh nhiên bất động！,,,,
2718,2,,s==21|Thiên Trướng Đầu Khôi,6,5,2,1|8|1414000,,1,2674,,,,,,s==8|Trang bị,2652,265,2652,s==126|Thiên trướng bất di， kim cương bất hoại。 vô niệm tắc thiên thành， tùng thiên địa băng ư tiền nhi ngã tự khuynh nhiên bất động！,,,,
2719,2,,s==20|Thiên Trướng Hộ Giáp,6,5,3,1|8|1414000,,1,2675,,,,,,s==8|Trang bị,2653,265,2653,s==126|Thiên trướng bất di， kim cương bất hoại。 vô niệm tắc thiên thành， tùng thiên địa băng ư tiền nhi ngã tự khuynh nhiên bất động！,,,,
2720,2,,s==19|Thiên Trướng Hộ Thủ,6,5,4,1|8|1414000,,1,2676,,,,,,s==8|Trang bị,2654,265,2654,s==126|Thiên trướng bất di， kim cương bất hoại。 vô niệm tắc thiên thành， tùng thiên địa băng ư tiền nhi ngã tự khuynh nhiên bất động！,,,,
2721,2,,s==22|Cuồng Lôi Băng Sơn Phủ,6,4,1,1|8|808000,,1,2681,,,,,,s==8|Trang bị,2641,264,2641,s==138|Cuồng lôi tứ nặc， băng sơn toái thạch。 tự đái lôi hỏa cuồng loạn chi uy， hồng minh nhi hạ， chảm liệt sơn loan nhi bất phí xuy huy chi lực。,,,,
2722,2,,s==18|Cuồng Lôi Đầu Khôi,6,4,2,1|8|808000,,1,2682,,,,,,s==8|Trang bị,2642,264,2642,s==126|Cuồng lôi tứ nặc， băng sơn toái thạch。 tự đái lôi hỏa cuồng loạn chi uy， minh động cửu thiên， tứ hải cửu châu vị chi chấn chấn,,,,
2723,2,,s==20|Cuồng Lôi Chiến Giáp,6,4,3,1|8|808000,,1,2683,,,,,,s==8|Trang bị,2643,264,2643,s==126|Cuồng lôi tứ nặc， băng sơn toái thạch。 tự đái lôi hỏa cuồng loạn chi uy， minh động cửu thiên， tứ hải cửu châu vị chi chấn chấn,,,,
2724,2,,s==16|Cuồng Lôi Hộ Thủ,6,4,4,1|8|808000,,1,2684,,,,,,s==8|Trang bị,2644,264,2644,s==126|Cuồng lôi tứ nặc， băng sơn toái thạch。 tự đái lôi hỏa cuồng loạn chi uy， minh động cửu thiên， tứ hải cửu châu vị chi chấn chấn,,,,
2725,2,,s==19|Đạt Ma Bảo Luân Đao,6,4,1,1|8|808000,,1,2669,,,,,,s==8|Trang bị,2641,264,2641,s==120|Đạt Ma kim cương， Phật ý bảo luân。 quy y vô lượng hóa cảnh， bảo luân hộ pháp， độ vạn thiên kiếp nạn nhi ô bất nhiễm thân,,,,
2726,2,,s==15|Đạt Ma Đầu Khôi,6,4,2,1|8|808000,,1,2670,,,,,,s==8|Trang bị,2642,264,2642,s==120|Đạt Ma kim cương， Phật ý bảo luân。 quy y vô lượng hóa cảnh， bảo luân hộ pháp， độ vạn thiên kiếp nạn nhi ô bất nhiễm thân,,,,
2727,2,,s==17|Đạt Ma Chiến Giáp,6,4,3,1|8|808000,,1,2671,,,,,,s==8|Trang bị,2643,264,2643,s==120|Đạt Ma kim cương， Phật ý bảo luân。 quy y vô lượng hóa cảnh， bảo luân hộ pháp， độ vạn thiên kiếp nạn nhi ô bất nhiễm thân,,,,
2728,2,,s==13|Đạt Ma Hộ Thủ,6,4,4,1|8|808000,,1,2672,,,,,,s==8|Trang bị,2644,264,2644,s==120|Đạt Ma kim cương， Phật ý bảo luân。 quy y vô lượng hóa cảnh， bảo luân hộ pháp， độ vạn thiên kiếp nạn nhi ô bất nhiễm thân,,,,
2729,2,,s==23|Cương Phong Trảm Tà Phủ,6,3,1,1|8|494900,,1,2677,,,,,,s==8|Trang bị,2631,263,2631,s==120|Chính khí hào nhiên， cương phong chảm tà。 li đoạn thiên hạ yêu tà bất chính chi khí， dĩ chảm cử nghĩa， dĩ sát chứng đạo。,,,,
2730,2,,s==20|Cương Phong Đầu Khôi,6,3,2,1|8|494900,,1,2678,,,,,,s==8|Trang bị,2632,263,2632,s==120|Chính khí hào nhiên， cương phong chảm tà。 li đoạn thiên hạ yêu tà bất chính chi khí， dĩ chảm cử nghĩa， dĩ sát chứng đạo。,,,,
2731,2,,s==22|Cương Phong Chiến Giáp,6,3,3,1|8|494900,,1,2679,,,,,,s==8|Trang bị,2633,263,2633,s==120|Chính khí hào nhiên， cương phong chảm tà。 li đoạn thiên hạ yêu tà bất chính chi khí， dĩ chảm cử nghĩa， dĩ sát chứng đạo。,,,,
2732,2,,s==18|Cương Phong Hộ Thủ,6,3,4,1|8|494900,,1,2680,,,,,,s==8|Trang bị,2634,263,2634,s==120|Chính khí hào nhiên， cương phong chảm tà。 li đoạn thiên hạ yêu tà bất chính chi khí， dĩ chảm cử nghĩa， dĩ sát chứng đạo。,,,,
2733,2,,s==26|Thiên Trướng Kim Cương Đao,6,3,1,1|8|494900,,1,2665,,,,,,s==8|Trang bị,2631,263,2631,s==126|Thiên trướng bất di， kim cương bất hoại。 vô niệm tắc thiên thành， tùng thiên địa băng ư tiền nhi ngã tự khuynh nhiên bất động！,,,,
2734,2,,s==21|Thiên Trướng Đầu Khôi,6,3,2,1|8|494900,,1,2666,,,,,,s==8|Trang bị,2632,263,2632,s==126|Thiên trướng bất di， kim cương bất hoại。 vô niệm tắc thiên thành， tùng thiên địa băng ư tiền nhi ngã tự khuynh nhiên bất động！,,,,
2735,2,,s==20|Thiên Trướng Hộ Giáp,6,3,3,1|8|494900,,1,2667,,,,,,s==8|Trang bị,2633,263,2633,s==126|Thiên trướng bất di， kim cương bất hoại。 vô niệm tắc thiên thành， tùng thiên địa băng ư tiền nhi ngã tự khuynh nhiên bất động！,,,,
2736,2,,s==19|Thiên Trướng Hộ Thủ,6,3,4,1|8|494900,,1,2668,,,,,,s==8|Trang bị,2634,263,2634,s==126|Thiên trướng bất di， kim cương bất hoại。 vô niệm tắc thiên thành， tùng thiên địa băng ư tiền nhi ngã tự khuynh nhiên bất động！,,,,
2737,2,,s==17|Bát Bảo Long Kích,7,6,1,1|8|3814000,,1,2641,,,,,,s==8|Trang bị,,266,2737,s==145|Bát Bảo Phương Thiên，Đơn Kích Như Điện。Đúc từ Chu Tước Huyền Thiết，Kỳ Lân Tinh Khoáng cùng tám loại mỏ thánh thú，Uy lực một kích，Vô nhân cản nổi。,,,,
2738,2,,s==18|Bát Bảo Thiên Khôi,7,6,2,1|8|3814000,,1,2642,,,,,,s==8|Trang bị,,266,2738,s==161|Bát Bảo Phương Thiên，Bôn Lôi Trục Điện。Đúc từ Chu Tước Huyền Thiết，Kỳ Lân Tinh Khoáng cùng tám loại mỏ thánh thú，Đao kiếm không xâm nhập，Thần quỷ không gần được。,,,,
2739,2,,s==16|Bát Bảo Địa Giáp,7,6,3,1|8|3814000,,1,2643,,,,,,s==8|Trang bị,,266,2739,s==161|Bát Bảo Phương Thiên，Bôn Lôi Trục Điện。Đúc từ Chu Tước Huyền Thiết，Kỳ Lân Tinh Khoáng cùng tám loại mỏ thánh thú，Đao kiếm không xâm nhập，Thần quỷ không gần được。,,,,
2740,2,,s==15|Bát Bảo Ngự Thủ,7,6,4,1|8|3814000,,1,2644,,,,,,s==8|Trang bị,,266,2740,s==161|Bát Bảo Phương Thiên，Bôn Lôi Trục Điện。Đúc từ Chu Tước Huyền Thiết，Kỳ Lân Tinh Khoáng cùng tám loại mỏ thánh thú，Đao kiếm không xâm nhập，Thần quỷ không gần được。,,,,
2747,1,,s==18|Hạ nhật kỷ niệm tệ,6,,,1|8|50000,,1,2747,,29,133,,,s==24|Hạ nhật hoạt động đạo cụ,2747,,,s==197|Hạ nhật khánh điển chuyên sở đổi vật， khả tại hoạt động thương thành trung đổi quý hiếm đạo cụ。 bản đạo cụ vi hạn thời đạo cụ， hoạt động tận thời hậu tướng thất hiệu， khả bán xuất vi 50000 đồng tệ。,,,,
2748,1,,s==8|Ngư dược,5,,,1|8|50000,,1,2748,,29,131,,,s==24|Hạ nhật hoạt động đạo cụ,2748,,,s==193|Tham gia điêu ngư hoạt động sở cần đạo cụ， tiêu hao ngư ấu khả tiến hành nhất chi điêu ngư。 bản đạo cụ vi hạn thời đạo cụ， hoạt động tận thời hậu tướng thất hiệu， khả bán xuất vi 50000 đồng tệ。,,,,
2749,1,,s==17|Hạnh vận ngư võng,6,,,1|8|50000,,1,2749,,29,132,,,s==24|Hạ nhật hoạt động đạo cụ,2749,,,s==199|Tham gia hải đề tuần bảo sở cần đạo cụ， tiêu hao ngư võng khả tiến hành hải đề tuần bảo nhất chi。 bản đạo cụ vi hạn thời đạo cụ， hoạt động tận thời hậu tướng thất hiệu， khả bán xuất vi 50000 đồng tệ。,,,,
