id,groupId,lv,properties-type-1,properties-way-1,properties-value-1,properties-type-2,properties-way-2,properties-value-2,properties-type-3,properties-way-3,properties-value-3,properties-type-4,properties-way-4,properties-value-4,properties-type-5,properties-way-5,properties-value-5,properties-type-6,properties-way-6,properties-value-6,materials-type-1,materials-id-1,materials-value-1,materials-type-2,materials-id-2,materials-value-2,newMaterials-type-1,newMaterials-id-1,newMaterials-value-1,newMaterials-type-2,newMaterials-id-2,newMaterials-value-2,
3403,3400,3,1,0,26978,2,0,1932,4,0,2,2,1,20,1,1,20,,,,2,1032,3,2,1033,12,2,1032,3,2,1033,12,
3404,3400,4,1,0,28597,2,0,2048,4,0,2,2,1,20,1,1,20,,,,2,1032,4,2,1033,16,2,1032,5,2,1033,20,
3405,3400,5,1,0,30216,2,0,2164,4,0,2,2,1,20,1,1,20,,,,2,1032,5,2,1033,20,2,1032,8,2,1033,32,
3406,3400,6,1,0,31835,2,0,2280,4,0,2,2,1,20,1,1,20,,,,2,1032,6,2,1033,24,2,1032,12,2,1033,48,
3407,3400,7,1,0,33453,2,0,2396,4,0,2,2,1,20,1,1,20,,,,2,1032,7,2,1033,28,2,1032,15,2,1033,60,
3408,3400,8,1,0,35072,2,0,2512,4,0,2,2,1,30,1,1,30,,,,2,1032,8,2,1033,32,2,1032,18,2,1033,72,
3409,3400,9,1,0,36691,2,0,2628,4,0,2,2,1,30,1,1,30,,,,2,1032,9,2,1033,36,2,1032,21,2,1033,84,
3410,3400,10,1,0,38309,2,0,2744,4,0,2,2,1,30,1,1,30,,,,2,1032,10,2,1033,40,2,1032,25,2,1033,100,
3411,3400,11,1,0,39928,2,0,2860,4,0,2,2,1,30,1,1,30,,,,2,1032,11,2,1033,44,2,1032,30,2,1033,120,
3412,3400,12,1,0,42086,2,0,3014,4,0,2,2,1,30,1,1,30,,,,2,1032,11,2,1033,44,2,1032,35,2,1033,140,
3413,3400,13,1,0,44784,2,0,3207,4,0,2,2,1,30,1,1,30,,,,2,1032,11,2,1033,44,2,1032,40,2,1033,160,
3414,3400,14,1,0,48022,2,0,3439,4,0,2,2,1,30,1,1,30,,,,2,1032,11,2,1033,44,2,1032,45,2,1033,180,
3415,3400,15,1,0,53957,2,0,3864,4,0,2,2,1,30,1,1,30,,,,2,1032,11,2,1033,44,2,1032,50,2,1033,200,
4101,4100,1,1,0,21942,2,1,30,7,1,20,,,,,,,,,,,,,,,,,,,,,,
4102,4100,2,1,0,22918,2,1,20,7,1,10,,,,,,,,,,2,1032,1,2,1033,4,2,1032,1,2,1033,4,
4103,4100,3,1,0,24381,2,1,20,7,1,10,,,,,,,,,,2,1032,2,2,1033,8,2,1032,3,2,1033,12,
4104,4100,4,1,0,25843,2,1,20,7,1,10,,,,,,,,,,2,1032,3,2,1033,12,2,1032,5,2,1033,20,
4105,4100,5,1,0,27306,2,1,20,7,1,10,,,,,,,,,,2,1032,4,2,1033,16,2,1032,8,2,1033,32,
4106,4100,6,1,0,28769,2,1,20,7,1,10,,,,,,,,,,2,1032,5,2,1033,20,2,1032,12,2,1033,48,
4107,4100,7,1,0,30232,2,1,20,7,1,10,,,,,,,,,,2,1032,6,2,1033,24,2,1032,15,2,1033,60,
4108,4100,8,1,0,31695,2,1,30,7,1,10,,,,,,,,,,2,1032,7,2,1033,28,2,1032,18,2,1033,72,
4109,4100,9,1,0,33157,2,1,30,7,1,10,,,,,,,,,,2,1032,8,2,1033,32,2,1032,21,2,1033,84,
4110,4100,10,1,0,34620,2,1,30,7,1,10,,,,,,,,,,2,1032,9,2,1033,36,2,1032,25,2,1033,100,
4111,4100,11,1,0,36083,2,1,30,7,1,10,,,,,,,,,,2,1032,10,2,1033,40,2,1032,30,2,1033,120,
4112,4100,12,1,0,38034,2,1,30,7,1,20,,,,,,,,,,2,1032,10,2,1033,40,2,1032,35,2,1033,140,
4113,4100,13,1,0,40472,2,1,30,7,1,20,,,,,,,,,,2,1032,10,2,1033,40,2,1032,40,2,1033,160,
4114,4100,14,1,0,43397,2,1,30,7,1,20,,,,,,,,,,2,1032,10,2,1033,40,2,1032,45,2,1033,180,
4115,4100,15,1,0,48761,2,1,30,7,1,20,,,,,,,,,,2,1032,10,2,1033,40,2,1032,50,2,1033,200,
4201,4200,1,1,0,21942,2,1,30,20,1,20,,,,,,,,,,,,,,,,,,,,,,
4202,4200,2,1,0,22918,2,1,20,20,1,10,,,,,,,,,,2,1032,1,2,1033,4,2,1032,1,2,1033,4,
4203,4200,3,1,0,24381,2,1,20,20,1,10,,,,,,,,,,2,1032,2,2,1033,8,2,1032,3,2,1033,12,
4204,4200,4,1,0,25843,2,1,20,20,1,10,,,,,,,,,,2,1032,3,2,1033,12,2,1032,5,2,1033,20,
4205,4200,5,1,0,27306,2,1,20,20,1,10,,,,,,,,,,2,1032,4,2,1033,16,2,1032,8,2,1033,32,
4206,4200,6,1,0,28769,2,1,20,20,1,10,,,,,,,,,,2,1032,5,2,1033,20,2,1032,12,2,1033,48,
4207,4200,7,1,0,30232,2,1,20,20,1,10,,,,,,,,,,2,1032,6,2,1033,24,2,1032,15,2,1033,60,
4208,4200,8,1,0,31695,2,1,30,20,1,10,,,,,,,,,,2,1032,7,2,1033,28,2,1032,18,2,1033,72,
4209,4200,9,1,0,33157,2,1,30,20,1,10,,,,,,,,,,2,1032,8,2,1033,32,2,1032,21,2,1033,84,
4210,4200,10,1,0,34620,2,1,30,20,1,10,,,,,,,,,,2,1032,9,2,1033,36,2,1032,25,2,1033,100,
4211,4200,11,1,0,36083,2,1,30,20,1,10,,,,,,,,,,2,1032,10,2,1033,40,2,1032,30,2,1033,120,
4212,4200,12,1,0,38034,2,1,30,20,1,20,,,,,,,,,,2,1032,10,2,1033,40,2,1032,35,2,1033,140,
4213,4200,13,1,0,40472,2,1,30,20,1,20,,,,,,,,,,2,1032,10,2,1033,40,2,1032,40,2,1033,160,
4214,4200,14,1,0,43397,2,1,30,20,1,20,,,,,,,,,,2,1032,10,2,1033,40,2,1032,45,2,1033,180,
4215,4200,15,1,0,48761,2,1,30,20,1,20,,,,,,,,,,2,1032,10,2,1033,40,2,1032,50,2,1033,200,
4301,4300,1,1,0,25899,2,0,1987,4,0,2,2,1,30,1,1,30,,,,,,,,,,,,,,,,
4302,4300,2,1,0,27050,2,0,2076,4,0,2,2,1,20,1,1,20,,,,2,1032,3,2,1033,12,2,1032,3,2,1033,12,
4303,4300,3,1,0,28777,2,0,2208,4,0,2,2,1,20,1,1,20,,,,2,1032,4,2,1033,16,2,1032,5,2,1033,20,
4304,4300,4,1,0,30504,2,0,2341,4,0,2,2,1,20,1,1,20,,,,2,1032,5,2,1033,20,2,1032,8,2,1033,32,
4305,4300,5,1,0,32230,2,0,2473,4,0,2,2,1,20,1,1,20,,,,2,1032,6,2,1033,24,2,1032,12,2,1033,48,
4306,4300,6,1,0,33957,2,0,2606,4,0,2,2,1,20,1,1,20,,,,2,1032,7,2,1033,28,2,1032,15,2,1033,60,
4307,4300,7,1,0,35683,2,0,2738,4,0,2,2,1,20,1,1,20,,,,2,1032,8,2,1033,32,2,1032,18,2,1033,72,
4308,4300,8,1,0,37410,2,0,2871,4,0,2,2,1,30,1,1,30,,,,2,1032,9,2,1033,36,2,1032,21,2,1033,84,
4309,4300,9,1,0,39137,2,0,3003,4,0,2,2,1,30,1,1,30,,,,2,1032,10,2,1033,40,2,1032,25,2,1033,100,
4310,4300,10,1,0,40863,2,0,3136,4,0,2,2,1,30,1,1,30,,,,2,1032,11,2,1033,44,2,1032,30,2,1033,120,
4311,4300,11,1,0,42590,2,0,3268,4,0,2,2,1,30,1,1,30,,,,2,1032,12,2,1033,48,2,1032,35,2,1033,140,
4312,4300,12,1,0,44892,2,0,3445,4,0,2,2,1,30,1,1,30,,,,2,1032,12,2,1033,48,2,1032,40,2,1033,160,
4313,4300,13,1,0,47770,2,0,3666,4,0,2,2,1,30,1,1,30,,,,2,1032,12,2,1033,48,2,1032,45,2,1033,180,
4314,4300,14,1,0,51223,2,0,3931,4,0,2,2,1,30,1,1,30,,,,2,1032,12,2,1033,48,2,1032,50,2,1033,200,
4315,4300,15,1,0,57554,2,0,4416,4,0,2,2,1,30,1,1,30,,,,2,1032,12,2,1033,48,2,1032,55,2,1033,220,
4401,4400,1,2,0,1540,2,1,30,,,,,,,,,,,,,,,,,,,,,,,,,
4402,4400,2,2,0,1609,2,1,20,,,,,,,,,,,,,2,1032,1,2,1033,4,2,1032,1,2,1033,4,
4403,4400,3,2,0,1711,2,1,20,,,,,,,,,,,,,2,1032,2,2,1033,8,2,1032,3,2,1033,12,
4404,4400,4,2,0,1814,2,1,20,,,,,,,,,,,,,2,1032,3,2,1033,12,2,1032,5,2,1033,20,
4405,4400,5,2,0,1917,2,1,20,,,,,,,,,,,,,2,1032,4,2,1033,16,2,1032,8,2,1033,32,
4406,4400,6,2,0,2019,2,1,20,,,,,,,,,,,,,2,1032,5,2,1033,20,2,1032,12,2,1033,48,
4407,4400,7,2,0,2122,2,1,20,,,,,,,,,,,,,2,1032,6,2,1033,24,2,1032,15,2,1033,60,
4408,4400,8,2,0,2225,2,1,30,,,,,,,,,,,,,2,1032,7,2,1033,28,2,1032,18,2,1033,72,
4409,4400,9,2,0,2327,2,1,30,,,,,,,,,,,,,2,1032,8,2,1033,32,2,1032,21,2,1033,84,
4410,4400,10,2,0,2430,2,1,30,,,,,,,,,,,,,2,1032,9,2,1033,36,2,1032,25,2,1033,100,
4411,4400,11,2,0,2533,2,1,30,,,,,,,,,,,,,2,1032,10,2,1033,40,2,1032,30,2,1033,120,
4412,4400,12,2,0,2670,2,1,30,,,,,,,,,,,,,2,1032,10,2,1033,40,2,1032,35,2,1033,140,
4413,4400,13,2,0,2841,2,1,30,,,,,,,,,,,,,2,1032,10,2,1033,40,2,1032,40,2,1033,160,
4414,4400,14,2,0,3046,2,1,30,,,,,,,,,,,,,2,1032,10,2,1033,40,2,1032,45,2,1033,180,
4415,4400,15,2,0,3423,2,1,30,,,,,,,,,,,,,2,1032,10,2,1033,40,2,1032,50,2,1033,200,
4501,4500,1,2,0,1540,2,1,30,,,,,,,,,,,,,,,,,,,,,,,,,
4502,4500,2,2,0,1609,2,1,20,,,,,,,,,,,,,2,1032,2,2,1033,8,2,1032,1,2,1033,4,
4503,4500,3,2,0,1711,2,1,20,,,,,,,,,,,,,2,1032,3,2,1033,12,2,1032,3,2,1033,12,
4504,4500,4,2,0,1814,2,1,20,,,,,,,,,,,,,2,1032,4,2,1033,16,2,1032,5,2,1033,20,
4505,4500,5,2,0,1917,2,1,20,,,,,,,,,,,,,2,1032,5,2,1033,20,2,1032,8,2,1033,32,
4506,4500,6,2,0,2019,2,1,20,,,,,,,,,,,,,2,1032,6,2,1033,24,2,1032,12,2,1033,48,
4507,4500,7,2,0,2122,2,1,20,,,,,,,,,,,,,2,1032,7,2,1033,28,2,1032,15,2,1033,60,
4508,4500,8,2,0,2225,2,1,30,,,,,,,,,,,,,2,1032,8,2,1033,32,2,1032,18,2,1033,72,
4509,4500,9,2,0,2327,2,1,30,,,,,,,,,,,,,2,1032,9,2,1033,36,2,1032,21,2,1033,84,
4510,4500,10,2,0,2430,2,1,30,,,,,,,,,,,,,2,1032,10,2,1033,40,2,1032,25,2,1033,100,
4511,4500,11,2,0,2533,2,1,30,,,,,,,,,,,,,2,1032,11,2,1033,44,2,1032,30,2,1033,120,
4512,4500,12,2,0,2670,2,1,30,,,,,,,,,,,,,2,1032,11,2,1033,44,2,1032,35,2,1033,140,
4513,4500,13,2,0,2841,2,1,30,,,,,,,,,,,,,2,1032,11,2,1033,44,2,1032,40,2,1033,160,
4514,4500,14,2,0,3046,2,1,30,,,,,,,,,,,,,2,1032,11,2,1033,44,2,1032,45,2,1033,180,
4515,4500,15,2,0,3423,2,1,30,,,,,,,,,,,,,2,1032,11,2,1033,44,2,1032,50,2,1033,200,
5101,5100,1,1,0,25899,2,0,1987,4,0,2,2,1,30,1,1,30,,,,,,,,,,,,,,,,
5102,5100,2,1,0,27050,2,0,2076,4,0,2,2,1,20,1,1,20,,,,2,1032,2,2,1033,8,2,1032,1,2,1033,4,
5103,5100,3,1,0,28777,2,0,2208,4,0,2,2,1,20,1,1,20,,,,2,1032,3,2,1033,12,2,1032,3,2,1033,12,
5104,5100,4,1,0,30504,2,0,2341,4,0,2,2,1,20,1,1,20,,,,2,1032,4,2,1033,16,2,1032,5,2,1033,20,
5105,5100,5,1,0,32230,2,0,2473,4,0,2,2,1,20,1,1,20,,,,2,1032,5,2,1033,20,2,1032,8,2,1033,32,
5106,5100,6,1,0,33957,2,0,2606,4,0,2,2,1,20,1,1,20,,,,2,1032,6,2,1033,24,2,1032,12,2,1033,48,
5107,5100,7,1,0,35683,2,0,2738,4,0,2,2,1,20,1,1,20,,,,2,1032,7,2,1033,28,2,1032,15,2,1033,60,
5108,5100,8,1,0,37410,2,0,2871,4,0,2,2,1,30,1,1,30,,,,2,1032,8,2,1033,32,2,1032,18,2,1033,72,
5109,5100,9,1,0,39137,2,0,3003,4,0,2,2,1,30,1,1,30,,,,2,1032,9,2,1033,36,2,1032,21,2,1033,84,
5110,5100,10,1,0,40863,2,0,3136,4,0,2,2,1,30,1,1,30,,,,2,1032,10,2,1033,40,2,1032,25,2,1033,100,
5111,5100,11,1,0,42590,2,0,3268,4,0,2,2,1,30,1,1,30,,,,2,1032,11,2,1033,44,2,1032,30,2,1033,120,
5112,5100,12,1,0,44892,2,0,3445,4,0,2,2,1,30,1,1,30,,,,2,1032,11,2,1033,44,2,1032,35,2,1033,140,
5113,5100,13,1,0,47770,2,0,3666,4,0,2,2,1,30,1,1,30,,,,2,1032,11,2,1033,44,2,1032,40,2,1033,160,
5114,5100,14,1,0,51223,2,0,3931,4,0,2,2,1,30,1,1,30,,,,2,1032,11,2,1033,44,2,1032,45,2,1033,180,
5115,5100,15,1,0,57554,2,0,4416,4,0,2,2,1,30,1,1,30,,,,2,1032,11,2,1033,44,2,1032,50,2,1033,200,
5201,5200,1,2,0,1540,1,1,30,7,1,20,,,,,,,,,,,,,,,,,,,,,,
5202,5200,2,2,0,1609,1,1,20,7,1,10,,,,,,,,,,2,1032,1,2,1033,4,2,1032,1,2,1033,4,
5203,5200,3,2,0,1711,1,1,20,7,1,10,,,,,,,,,,2,1032,2,2,1033,8,2,1032,3,2,1033,12,
5204,5200,4,2,0,1814,1,1,20,7,1,10,,,,,,,,,,2,1032,3,2,1033,12,2,1032,5,2,1033,20,
5205,5200,5,2,0,1917,1,1,20,7,1,10,,,,,,,,,,2,1032,4,2,1033,16,2,1032,8,2,1033,32,
5206,5200,6,2,0,2019,1,1,20,7,1,10,,,,,,,,,,2,1032,5,2,1033,20,2,1032,12,2,1033,48,
5207,5200,7,2,0,2122,1,1,20,7,1,10,,,,,,,,,,2,1032,6,2,1033,24,2,1032,15,2,1033,60,
5208,5200,8,2,0,2225,1,1,30,7,1,10,,,,,,,,,,2,1032,7,2,1033,28,2,1032,18,2,1033,72,
5209,5200,9,2,0,2327,1,1,30,7,1,10,,,,,,,,,,2,1032,8,2,1033,32,2,1032,21,2,1033,84,
5210,5200,10,2,0,2430,1,1,30,7,1,10,,,,,,,,,,2,1032,9,2,1033,36,2,1032,25,2,1033,100,
5211,5200,11,2,0,2533,1,1,30,7,1,10,,,,,,,,,,2,1032,10,2,1033,40,2,1032,30,2,1033,120,
5212,5200,12,2,0,2670,1,1,30,7,1,20,,,,,,,,,,2,1032,10,2,1033,40,2,1032,35,2,1033,140,
5213,5200,13,2,0,2841,1,1,30,7,1,20,,,,,,,,,,2,1032,10,2,1033,40,2,1032,40,2,1033,160,
5214,5200,14,2,0,3046,1,1,30,7,1,20,,,,,,,,,,2,1032,10,2,1033,40,2,1032,45,2,1033,180,
5215,5200,15,2,0,3423,1,1,30,7,1,20,,,,,,,,,,2,1032,10,2,1033,40,2,1032,50,2,1033,200,
5301,5300,1,1,0,21942,2,1,20,4,0,2,,,,,,,,,,,,,,,,,,,,,,
5302,5300,2,1,0,22918,2,1,10,4,0,2,,,,,,,,,,2,1032,3,2,1033,12,2,1032,3,2,1033,12,
5303,5300,3,1,0,24381,2,1,10,4,0,2,,,,,,,,,,2,1032,4,2,1033,16,2,1032,5,2,1033,20,
5304,5300,4,1,0,25843,2,1,10,4,0,2,,,,,,,,,,2,1032,5,2,1033,20,2,1032,8,2,1033,32,
5305,5300,5,1,0,27306,2,1,10,4,0,2,,,,,,,,,,2,1032,6,2,1033,24,2,1032,12,2,1033,48,
5306,5300,6,1,0,28769,2,1,10,4,0,2,,,,,,,,,,2,1032,7,2,1033,28,2,1032,15,2,1033,60,
5307,5300,7,1,0,30232,2,1,10,4,0,2,,,,,,,,,,2,1032,8,2,1033,32,2,1032,18,2,1033,72,
5308,5300,8,1,0,31695,2,1,10,4,0,2,,,,,,,,,,2,1032,9,2,1033,36,2,1032,21,2,1033,84,
5309,5300,9,1,0,33157,2,1,10,4,0,2,,,,,,,,,,2,1032,10,2,1033,40,2,1032,25,2,1033,100,
5310,5300,10,1,0,34620,2,1,10,4,0,2,,,,,,,,,,2,1032,11,2,1033,44,2,1032,30,2,1033,120,
5311,5300,11,1,0,36083,2,1,10,4,0,2,,,,,,,,,,2,1032,12,2,1033,48,2,1032,35,2,1033,140,
5312,5300,12,1,0,38034,2,1,20,4,0,2,,,,,,,,,,2,1032,12,2,1033,48,2,1032,40,2,1033,160,
5313,5300,13,1,0,40472,2,1,20,4,0,2,,,,,,,,,,2,1032,12,2,1033,48,2,1032,45,2,1033,180,
5314,5300,14,1,0,43397,2,1,20,4,0,2,,,,,,,,,,2,1032,12,2,1033,48,2,1032,50,2,1033,200,
5315,5300,15,1,0,48761,2,1,20,4,0,2,,,,,,,,,,2,1032,12,2,1033,48,2,1032,55,2,1033,220,
