id,lv,stage,lvMaterials-type-1,lvMaterials-id-1,lvMaterials-value-1,lvMaterials-type-2,lvMaterials-id-2,lvMaterials-value-2,lvMaterials-type-3,lvMaterials-id-3,lvMaterials-value-3,lvProperties-type-1,lvProperties-way-1,lvProperties-value-1,lvProperties-type-2,lvProperties-way-2,lvProperties-value-2,
346,31,4,1,8,10400000,1,10,5200000,,,,1,0,31400,2,0,3140,
347,31,5,1,8,10400000,1,10,5200000,,,,1,0,31500,2,0,3150,
348,31,6,1,8,10400000,1,10,5200000,,,,1,0,31600,2,0,3160,
349,31,7,1,8,10400000,1,10,5200000,,,,1,0,31700,2,0,3170,
350,31,8,1,8,10400000,1,10,5200000,,,,1,0,31800,2,0,3180,
351,31,9,1,8,10400000,1,10,5200000,,,,1,0,31900,2,0,3190,
352,31,10,2,1257,10,2,1001,16000,,,,1,0,32000,2,0,3200,
353,32,0,1,8,10600000,1,10,5300000,,,,1,0,32000,2,0,3200,
354,32,1,1,8,10600000,1,10,5300000,,,,1,0,32100,2,0,3210,
355,32,2,1,8,10600000,1,10,5300000,,,,1,0,32200,2,0,3220,
356,32,3,1,8,10600000,1,10,5300000,,,,1,0,32300,2,0,3230,
357,32,4,1,8,10600000,1,10,5300000,,,,1,0,32400,2,0,3240,
358,32,5,1,8,10600000,1,10,5300000,,,,1,0,32500,2,0,3250,
359,32,6,1,8,10600000,1,10,5300000,,,,1,0,32600,2,0,3260,
360,32,7,1,8,10600000,1,10,5300000,,,,1,0,32700,2,0,3270,
361,32,8,1,8,10600000,1,10,5300000,,,,1,0,32800,2,0,3280,
362,32,9,1,8,10600000,1,10,5300000,,,,1,0,32900,2,0,3290,
363,32,10,2,1257,10,2,1001,16000,,,,1,0,33000,2,0,3300,
364,33,0,1,8,10800000,1,10,5400000,,,,1,0,33000,2,0,3300,
365,33,1,1,8,10800000,1,10,5400000,,,,1,0,33100,2,0,3310,
366,33,2,1,8,10800000,1,10,5400000,,,,1,0,33200,2,0,3320,
367,33,3,1,8,10800000,1,10,5400000,,,,1,0,33300,2,0,3330,
368,33,4,1,8,10800000,1,10,5400000,,,,1,0,33400,2,0,3340,
369,33,5,1,8,10800000,1,10,5400000,,,,1,0,33500,2,0,3350,
370,33,6,1,8,10800000,1,10,5400000,,,,1,0,33600,2,0,3360,
371,33,7,1,8,10800000,1,10,5400000,,,,1,0,33700,2,0,3370,
372,33,8,1,8,10800000,1,10,5400000,,,,1,0,33800,2,0,3380,
373,33,9,1,8,10800000,1,10,5400000,,,,1,0,33900,2,0,3390,
374,33,10,2,1257,10,2,1001,17000,,,,1,0,34000,2,0,3400,
375,34,0,1,8,11000000,1,10,5500000,,,,1,0,34000,2,0,3400,
376,34,1,1,8,11000000,1,10,5500000,,,,1,0,34100,2,0,3410,
377,34,2,1,8,11000000,1,10,5500000,,,,1,0,34200,2,0,3420,
378,34,3,1,8,11000000,1,10,5500000,,,,1,0,34300,2,0,3430,
379,34,4,1,8,11000000,1,10,5500000,,,,1,0,34400,2,0,3440,
380,34,5,1,8,11000000,1,10,5500000,,,,1,0,34500,2,0,3450,
381,34,6,1,8,11000000,1,10,5500000,,,,1,0,34600,2,0,3460,
382,34,7,1,8,11000000,1,10,5500000,,,,1,0,34700,2,0,3470,
383,34,8,1,8,11000000,1,10,5500000,,,,1,0,34800,2,0,3480,
384,34,9,1,8,11000000,1,10,5500000,,,,1,0,34900,2,0,3490,
385,34,10,2,1257,10,2,1001,17000,,,,1,0,35000,2,0,3500,
386,35,0,1,8,11200000,1,10,5600000,,,,1,0,35000,2,0,3500,
387,35,1,1,8,11200000,1,10,5600000,,,,1,0,35100,2,0,3510,
388,35,2,1,8,11200000,1,10,5600000,,,,1,0,35200,2,0,3520,
389,35,3,1,8,11200000,1,10,5600000,,,,1,0,35300,2,0,3530,
390,35,4,1,8,11200000,1,10,5600000,,,,1,0,35400,2,0,3540,
391,35,5,1,8,11200000,1,10,5600000,,,,1,0,35500,2,0,3550,
392,35,6,1,8,11200000,1,10,5600000,,,,1,0,35600,2,0,3560,
393,35,7,1,8,11200000,1,10,5600000,,,,1,0,35700,2,0,3570,
394,35,8,1,8,11200000,1,10,5600000,,,,1,0,35800,2,0,3580,
395,35,9,1,8,11200000,1,10,5600000,,,,1,0,35900,2,0,3590,
396,35,10,2,1257,10,2,1001,17000,,,,1,0,36000,2,0,3600,
397,36,0,1,8,11400000,1,10,5700000,,,,1,0,36000,2,0,3600,
398,36,1,1,8,11400000,1,10,5700000,,,,1,0,36100,2,0,3610,
399,36,2,1,8,11400000,1,10,5700000,,,,1,0,36200,2,0,3620,
400,36,3,1,8,11400000,1,10,5700000,,,,1,0,36300,2,0,3630,
401,36,4,1,8,11400000,1,10,5700000,,,,1,0,36400,2,0,3640,
402,36,5,1,8,11400000,1,10,5700000,,,,1,0,36500,2,0,3650,
403,36,6,1,8,11400000,1,10,5700000,,,,1,0,36600,2,0,3660,
404,36,7,1,8,11400000,1,10,5700000,,,,1,0,36700,2,0,3670,
405,36,8,1,8,11400000,1,10,5700000,,,,1,0,36800,2,0,3680,
406,36,9,1,8,11400000,1,10,5700000,,,,1,0,36900,2,0,3690,
407,36,10,2,1257,10,2,1001,18000,,,,1,0,37000,2,0,3700,
408,37,0,1,8,11600000,1,10,5800000,,,,1,0,37000,2,0,3700,
409,37,1,1,8,11600000,1,10,5800000,,,,1,0,37100,2,0,3710,
410,37,2,1,8,11600000,1,10,5800000,,,,1,0,37200,2,0,3720,
411,37,3,1,8,11600000,1,10,5800000,,,,1,0,37300,2,0,3730,
412,37,4,1,8,11600000,1,10,5800000,,,,1,0,37400,2,0,3740,
413,37,5,1,8,11600000,1,10,5800000,,,,1,0,37500,2,0,3750,
414,37,6,1,8,11600000,1,10,5800000,,,,1,0,37600,2,0,3760,
415,37,7,1,8,11600000,1,10,5800000,,,,1,0,37700,2,0,3770,
416,37,8,1,8,11600000,1,10,5800000,,,,1,0,37800,2,0,3780,
417,37,9,1,8,11600000,1,10,5800000,,,,1,0,37900,2,0,3790,
418,37,10,2,1257,10,2,1001,18000,,,,1,0,38000,2,0,3800,
419,38,0,1,8,11800000,1,10,5900000,,,,1,0,38000,2,0,3800,
420,38,1,1,8,11800000,1,10,5900000,,,,1,0,38100,2,0,3810,
421,38,2,1,8,11800000,1,10,5900000,,,,1,0,38200,2,0,3820,
422,38,3,1,8,11800000,1,10,5900000,,,,1,0,38300,2,0,3830,
423,38,4,1,8,11800000,1,10,5900000,,,,1,0,38400,2,0,3840,
424,38,5,1,8,11800000,1,10,5900000,,,,1,0,38500,2,0,3850,
425,38,6,1,8,11800000,1,10,5900000,,,,1,0,38600,2,0,3860,
426,38,7,1,8,11800000,1,10,5900000,,,,1,0,38700,2,0,3870,
427,38,8,1,8,11800000,1,10,5900000,,,,1,0,38800,2,0,3880,
428,38,9,1,8,11800000,1,10,5900000,,,,1,0,38900,2,0,3890,
429,38,10,2,1257,10,2,1001,18000,,,,1,0,39000,2,0,3900,
430,39,0,1,8,12000000,1,10,6000000,,,,1,0,39000,2,0,3900,
431,39,1,1,8,12000000,1,10,6000000,,,,1,0,39100,2,0,3910,
432,39,2,1,8,12000000,1,10,6000000,,,,1,0,39200,2,0,3920,
433,39,3,1,8,12000000,1,10,6000000,,,,1,0,39300,2,0,3930,
434,39,4,1,8,12000000,1,10,6000000,,,,1,0,39400,2,0,3940,
435,39,5,1,8,12000000,1,10,6000000,,,,1,0,39500,2,0,3950,
436,39,6,1,8,12000000,1,10,6000000,,,,1,0,39600,2,0,3960,
437,39,7,1,8,12000000,1,10,6000000,,,,1,0,39700,2,0,3970,
438,39,8,1,8,12000000,1,10,6000000,,,,1,0,39800,2,0,3980,
439,39,9,1,8,12000000,1,10,6000000,,,,1,0,39900,2,0,3990,
440,39,10,2,1257,10,2,1001,19000,,,,1,0,40000,2,0,4000,
441,40,0,1,8,12200000,1,10,6100000,,,,1,0,40000,2,0,4000,
442,40,1,1,8,12200000,1,10,6100000,,,,1,0,40100,2,0,4010,
443,40,2,1,8,12200000,1,10,6100000,,,,1,0,40200,2,0,4020,
444,40,3,1,8,12200000,1,10,6100000,,,,1,0,40300,2,0,4030,
445,40,4,1,8,12200000,1,10,6100000,,,,1,0,40400,2,0,4040,
446,40,5,1,8,12200000,1,10,6100000,,,,1,0,40500,2,0,4050,
447,40,6,1,8,12200000,1,10,6100000,,,,1,0,40600,2,0,4060,
448,40,7,1,8,12200000,1,10,6100000,,,,1,0,40700,2,0,4070,
449,40,8,1,8,12200000,1,10,6100000,,,,1,0,40800,2,0,4080,
450,40,9,1,8,12200000,1,10,6100000,,,,1,0,40900,2,0,4090,
451,40,10,2,1257,10,2,1001,19000,,,,1,0,41000,2,0,4100,
