id,heroId,level,skills-v0-1,skills-v1-1,skills-v2-1,skills-v0-2,skills-v1-2,skills-v2-2,skills-v0-3,skills-v1-3,skills-v2-3,skills-v0-4,skills-v1-4,skills-v2-4,skills-v0-5,skills-v1-5,skills-v2-5,skills-v0-6,skills-v1-6,skills-v2-6,skills-v0-7,skills-v1-7,skills-v2-7,skills-v0-8,skills-v1-8,skills-v2-8,skills-v0-9,skills-v1-9,skills-v2-9,
245022,24502,2,211012,212012,213012,221012,222012,223012,231022,232022,233012,24502412,24502422,24502432,251012,252012,253022,261032,262032,263032,271032,272012,273022,24502812,24502822,24502832,281032,282022,283032,
245023,24502,3,211013,212013,213013,221013,222013,223013,231023,232023,233013,24502413,24502423,24502433,251013,252013,253023,261033,262033,263033,271033,272013,273023,24502813,24502823,24502833,281033,282023,283033,
245024,24502,4,211014,212014,213014,221014,222014,223014,231024,232024,233014,24502414,24502424,24502434,251014,252014,253024,261034,262034,263034,271034,272014,273024,24502814,24502824,24502834,281034,282024,283034,
245025,24502,5,211015,212015,213015,221015,222015,223015,231025,232025,233015,24502415,24502425,24502435,251015,252015,253025,261035,262035,263035,271035,272015,273025,24502815,24502825,24502835,281035,282025,283035,
245031,24503,1,211011,212011,213011,221011,222011,223011,231011,232011,233011,24503411,24503421,24503431,251011,252011,253021,261031,262021,263011,271021,272031,273031,24503811,24503821,24503831,281011,282011,283031,
245032,24503,2,211012,212012,213012,221012,222012,223012,231012,232012,233012,24503412,24503422,24503432,251012,252012,253022,261032,262022,263012,271022,272032,273032,24503812,24503822,24503832,281012,282012,283032,
245033,24503,3,211013,212013,213013,221013,222013,223013,231013,232013,233013,24503413,24503423,24503433,251013,252013,253023,261033,262023,263013,271023,272033,273033,24503813,24503823,24503833,281013,282013,283033,
245034,24503,4,211014,212014,213014,221014,222014,223014,231014,232014,233014,24503414,24503424,24503434,251014,252014,253024,261034,262024,263014,271024,272034,273034,24503814,24503824,24503834,281014,282014,283034,
245035,24503,5,211015,212015,213015,221015,222015,223015,231015,232015,233015,24503415,24503425,24503435,251015,252015,253025,261035,262025,263015,271025,272035,273035,24503815,24503825,24503835,281015,282015,283035,
245041,24504,1,211011,212011,213011,221011,222011,223011,231011,232021,233021,24504411,24504421,24504431,251011,252011,253021,261031,262021,263031,271031,272021,273011,24504811,24504821,24504831,281031,282021,283011,
245042,24504,2,211012,212012,213012,221012,222012,223012,231012,232022,233022,24504412,24504422,24504432,251012,252012,253022,261032,262022,263032,271032,272022,273012,24504812,24504822,24504832,281032,282022,283012,
245043,24504,3,211013,212013,213013,221013,222013,223013,231013,232023,233023,24504413,24504423,24504433,251013,252013,253023,261033,262023,263033,271033,272023,273013,24504813,24504823,24504833,281033,282023,283013,
245044,24504,4,211014,212014,213014,221014,222014,223014,231014,232024,233024,24504414,24504424,24504434,251014,252014,253024,261034,262024,263034,271034,272024,273014,24504814,24504824,24504834,281034,282024,283014,
245045,24504,5,211015,212015,213015,221015,222015,223015,231015,232025,233025,24504415,24504425,24504435,251015,252015,253025,261035,262025,263035,271035,272025,273015,24504815,24504825,24504835,281035,282025,283015,
245051,24505,1,211011,212011,213011,221011,222011,223011,231011,232011,233011,24505411,24505421,24505431,251011,252011,253021,261021,262011,263011,271021,272011,273011,24505811,24505821,24505831,281021,282021,283031,
245052,24505,2,211012,212012,213012,221012,222012,223012,231012,232012,233012,24505412,24505422,24505432,251012,252012,253022,261022,262012,263012,271022,272012,273012,24505812,24505822,24505832,281022,282022,283032,
245053,24505,3,211013,212013,213013,221013,222013,223013,231013,232013,233013,24505413,24505423,24505433,251013,252013,253023,261023,262013,263013,271023,272013,273013,24505813,24505823,24505833,281023,282023,283033,
245054,24505,4,211014,212014,213014,221014,222014,223014,231014,232014,233014,24505414,24505424,24505434,251014,252014,253024,261024,262014,263014,271024,272014,273014,24505814,24505824,24505834,281024,282024,283034,
245055,24505,5,211015,212015,213015,221015,222015,223015,231015,232015,233015,24505415,24505425,24505435,251015,252015,253025,261025,262015,263015,271025,272015,273015,24505815,24505825,24505835,281025,282025,283035,
245061,24506,1,211011,212011,213011,221011,222011,223011,231011,232021,233021,24506411,24506421,24506431,251011,252011,253011,261031,262031,263031,271011,272031,273011,24506811,24506821,24506831,281011,282021,283011,
245062,24506,2,211012,212012,213012,221012,222012,223012,231012,232022,233022,24506412,24506422,24506432,251012,252012,253012,261032,262032,263032,271012,272032,273012,24506812,24506822,24506832,281012,282022,283012,
245063,24506,3,211013,212013,213013,221013,222013,223013,231013,232023,233023,24506413,24506423,24506433,251013,252013,253013,261033,262033,263033,271013,272033,273013,24506813,24506823,24506833,281013,282023,283013,
245064,24506,4,211014,212014,213014,221014,222014,223014,231014,232024,233024,24506414,24506424,24506434,251014,252014,253014,261034,262034,263034,271014,272034,273014,24506814,24506824,24506834,281014,282024,283014,
245065,24506,5,211015,212015,213015,221015,222015,223015,231015,232025,233025,24506415,24506425,24506435,251015,252015,253015,261035,262035,263035,271015,272035,273015,24506815,24506825,24506835,281015,282025,283015,
245081,24508,1,211011,212011,213011,221011,222011,223011,231011,232011,233021,24508411,24508421,24508431,251011,252011,253021,261031,262011,263031,271031,272031,273031,24508811,24508821,24508831,281011,282031,283011,
245082,24508,2,211012,212012,213012,221012,222012,223012,231012,232012,233022,24508412,24508422,24508432,251012,252012,253022,261032,262012,263032,271032,272032,273032,24508812,24508822,24508832,281012,282032,283012,
245083,24508,3,211013,212013,213013,221013,222013,223013,231013,232013,233023,24508413,24508423,24508433,251013,252013,253023,261033,262013,263033,271033,272033,273033,24508813,24508823,24508833,281013,282033,283013,
245084,24508,4,211014,212014,213014,221014,222014,223014,231014,232014,233024,24508414,24508424,24508434,251014,252014,253024,261034,262014,263034,271034,272034,273034,24508814,24508824,24508834,281014,282034,283014,
245085,24508,5,211015,212015,213015,221015,222015,223015,231015,232015,233025,24508415,24508425,24508435,251015,252015,253025,261035,262015,263035,271035,272035,273035,24508815,24508825,24508835,281015,282035,283015,
245101,24510,1,211011,212011,213011,221011,222011,223011,231011,232011,233021,24510411,24510421,24510431,251011,252011,253021,261011,262031,263011,271021,272031,273021,24510811,24510821,24510831,281011,282031,283021,
245102,24510,2,211012,212012,213012,221012,222012,223012,231012,232012,233022,24510412,24510422,24510432,251012,252012,253022,261012,262032,263012,271022,272032,273022,24510812,24510822,24510832,281012,282032,283022,
245103,24510,3,211013,212013,213013,221013,222013,223013,231013,232013,233023,24510413,24510423,24510433,251013,252013,253023,261013,262033,263013,271023,272033,273023,24510813,24510823,24510833,281013,282033,283023,
245104,24510,4,211014,212014,213014,221014,222014,223014,231014,232014,233024,24510414,24510424,24510434,251014,252014,253024,261014,262034,263014,271024,272034,273024,24510814,24510824,24510834,281014,282034,283024,
245105,24510,5,211015,212015,213015,221015,222015,223015,231015,232015,233025,24510415,24510425,24510435,251015,252015,253025,261015,262035,263015,271025,272035,273025,24510815,24510825,24510835,281015,282035,283025,
245131,24513,1,211011,212011,213011,221011,222011,223011,231021,232021,233011,24513411,24513421,24513431,251011,252011,253021,261021,262031,263011,271011,272031,273011,24513811,24513821,24513831,281021,282021,283031,
245132,24513,2,211012,212012,213012,221012,222012,223012,231022,232022,233012,24513412,24513422,24513432,251012,252012,253022,261022,262032,263012,271012,272032,273012,24513812,24513822,24513832,281022,282022,283032,
245133,24513,3,211013,212013,213013,221013,222013,223013,231023,232023,233013,24513413,24513423,24513433,251013,252013,253023,261023,262033,263013,271013,272033,273013,24513813,24513823,24513833,281023,282023,283033,
245134,24513,4,211014,212014,213014,221014,222014,223014,231024,232024,233014,24513414,24513424,24513434,251014,252014,253024,261024,262034,263014,271014,272034,273014,24513814,24513824,24513834,281024,282024,283034,
245135,24513,5,211015,212015,213015,221015,222015,223015,231025,232025,233015,24513415,24513425,24513435,251015,252015,253025,261025,262035,263015,271015,272035,273015,24513815,24513825,24513835,281025,282025,283035,
245141,24514,1,211011,212011,213011,221011,222011,223011,231021,232021,233011,23511411,23511421,23511431,251011,252011,253011,261031,262021,263011,271031,272011,273031,23511811,23511821,23511831,281011,282031,283011,
245142,24514,2,211012,212012,213012,221012,222012,223012,231022,232022,233012,23511412,23511422,23511432,251012,252012,253012,261032,262022,263012,271032,272012,273032,23511812,23511822,23511832,281012,282032,283012,
245143,24514,3,211013,212013,213013,221013,222013,223013,231023,232023,233013,23511413,23511423,23511433,251013,252013,253013,261033,262023,263013,271033,272013,273033,23511813,23511823,23511833,281013,282033,283013,
245144,24514,4,211014,212014,213014,221014,222014,223014,231024,232024,233014,23511414,23511424,23511434,251014,252014,253014,261034,262024,263014,271034,272014,273034,23511814,23511824,23511834,281014,282034,283014,
245145,24514,5,211015,212015,213015,221015,222015,223015,231025,232025,233015,23511415,23511425,23511435,251015,252015,253015,261035,262025,263015,271035,272015,273035,23511815,23511825,23511835,281015,282035,283015,
245151,24515,1,211011,212011,213011,221011,222011,223011,231011,232011,233021,23511411,23511421,23511431,251011,252011,253011,261021,262011,263021,271021,272031,273011,23511811,23511821,23511831,281011,282031,283011,
245152,24515,2,211012,212012,213012,221012,222012,223012,231012,232012,233022,23511412,23511422,23511432,251012,252012,253012,261022,262012,263022,271022,272032,273012,23511812,23511822,23511832,281012,282032,283012,
245153,24515,3,211013,212013,213013,221013,222013,223013,231013,232013,233023,23511413,23511423,23511433,251013,252013,253013,261023,262013,263023,271023,272033,273013,23511813,23511823,23511833,281013,282033,283013,
245154,24515,4,211014,212014,213014,221014,222014,223014,231014,232014,233024,23511414,23511424,23511434,251014,252014,253014,261024,262014,263024,271024,272034,273014,23511814,23511824,23511834,281014,282034,283014,
245155,24515,5,211015,212015,213015,221015,222015,223015,231015,232015,233025,23511415,23511425,23511435,251015,252015,253015,261025,262015,263025,271025,272035,273015,23511815,23511825,23511835,281015,282035,283015,
245161,24516,1,211011,212011,213011,221011,222011,223011,231011,232011,233011,24516411,24516421,24516431,251011,252011,253021,261031,262021,263011,271021,272031,273031,24516811,24516821,24516831,281021,282011,283031,
245162,24516,2,211012,212012,213012,221012,222012,223012,231012,232012,233012,24516412,24516422,24516432,251012,252012,253022,261032,262022,263012,271022,272032,273032,24516812,24516822,24516832,281022,282012,283032,
245163,24516,3,211013,212013,213013,221013,222013,223013,231013,232013,233013,24516413,24516423,24516433,251013,252013,253023,261033,262023,263013,271023,272033,273033,24516813,24516823,24516833,281023,282013,283033,
245164,24516,4,211014,212014,213014,221014,222014,223014,231014,232014,233014,24516414,24516424,24516434,251014,252014,253024,261034,262024,263014,271024,272034,273034,24516814,24516824,24516834,281024,282014,283034,
245165,24516,5,211015,212015,213015,221015,222015,223015,231015,232015,233015,24516415,24516425,24516435,251015,252015,253025,261035,262025,263015,271025,272035,273035,24516815,24516825,24516835,281025,282015,283035,
245160011,24516001,1,211011,212011,213011,221011,222011,223011,231011,232011,233011,24516411,24516421,24516431,251011,252011,253021,261031,262021,263011,271021,272031,273031,24516811,24516821,24516841,281021,282011,283031,
245160012,24516001,2,211012,212012,213012,221012,222012,223012,231012,232012,233012,24516412,24516422,24516432,251012,252012,253022,261032,262022,263012,271022,272032,273032,24516812,24516822,24516842,281022,282012,283032,
245160013,24516001,3,211013,212013,213013,221013,222013,223013,231013,232013,233013,24516413,24516423,24516433,251013,252013,253023,261033,262023,263013,271023,272033,273033,24516813,24516823,24516843,281023,282013,283033,
245160014,24516001,4,211014,212014,213014,221014,222014,223014,231014,232014,233014,24516414,24516424,24516434,251014,252014,253024,261034,262024,263014,271024,272034,273034,24516814,24516824,24516844,281024,282014,283034,
245160015,24516001,5,211015,212015,213015,221015,222015,223015,231015,232015,233015,24516415,24516425,24516435,251015,252015,253025,261035,262025,263015,271025,272035,273035,24516815,24516825,24516845,281025,282015,283035,
254011,25401,1,211011,212011,213011,221011,222011,223011,231011,232011,233011,25401411,25401421,25401431,251011,252011,253021,261021,262031,263011,271031,272021,273011,25401811,25401821,25401831,281021,282021,283031,
254012,25401,2,211012,212012,213012,221012,222012,223012,231012,232012,233012,25401412,25401422,25401432,251012,252012,253022,261022,262032,263012,271032,272022,273012,25401812,25401822,25401832,281022,282022,283032,
254013,25401,3,211013,212013,213013,221013,222013,223013,231013,232013,233013,25401413,25401423,25401433,251013,252013,253023,261023,262033,263013,271033,272023,273013,25401813,25401823,25401833,281023,282023,283033,
254014,25401,4,211014,212014,213014,221014,222014,223014,231014,232014,233014,25401414,25401424,25401434,251014,252014,253024,261024,262034,263014,271034,272024,273014,25401814,25401824,25401834,281024,282024,283034,
254015,25401,5,211015,212015,213015,221015,222015,223015,231015,232015,233015,25401415,25401425,25401435,251015,252015,253025,261025,262035,263015,271035,272025,273015,25401815,25401825,25401835,281025,282025,283035,
255031,25503,1,211011,212011,213011,221011,222011,223011,231011,232011,233011,25503411,25503421,25503431,251011,252011,253011,261031,262011,263011,271011,272031,273021,25503811,25503821,25503831,281031,282021,283031,
255032,25503,2,211012,212012,213012,221012,222012,223012,231012,232012,233012,25503412,25503422,25503432,251012,252012,253012,261032,262012,263012,271012,272032,273022,25503812,25503822,25503832,281032,282022,283032,
255033,25503,3,211013,212013,213013,221013,222013,223013,231013,232013,233013,25503413,25503423,25503433,251013,252013,253013,261033,262013,263013,271013,272033,273023,25503813,25503823,25503833,281033,282023,283033,
255034,25503,4,211014,212014,213014,221014,222014,223014,231014,232014,233014,25503414,25503424,25503434,251014,252014,253014,261034,262014,263014,271014,272034,273024,25503814,25503824,25503834,281034,282024,283034,
255035,25503,5,211015,212015,213015,221015,222015,223015,231015,232015,233015,25503415,25503425,25503435,251015,252015,253015,261035,262015,263015,271015,272035,273025,25503815,25503825,25503835,281035,282025,283035,
255041,25504,1,211011,212011,213011,221011,222011,223011,231011,232011,233011,25504411,25504421,25504431,251011,252011,253021,261021,262031,263011,271031,272021,273011,25504811,25504821,25504831,281031,282021,283031,
255042,25504,2,211012,212012,213012,221012,222012,223012,231012,232012,233012,25504412,25504422,25504432,251012,252012,253022,261022,262032,263012,271032,272022,273012,25504812,25504822,25504832,281032,282022,283032,
255043,25504,3,211013,212013,213013,221013,222013,223013,231013,232013,233013,25504413,25504423,25504433,251013,252013,253023,261023,262033,263013,271033,272023,273013,25504813,25504823,25504833,281033,282023,283033,
255044,25504,4,211014,212014,213014,221014,222014,223014,231014,232014,233014,25504414,25504424,25504434,251014,252014,253024,261024,262034,263014,271034,272024,273014,25504814,25504824,25504834,281034,282024,283034,
255045,25504,5,211015,212015,213015,221015,222015,223015,231015,232015,233015,25504415,25504425,25504435,251015,252015,253025,261025,262035,263015,271035,272025,273015,25504815,25504825,25504835,281035,282025,283035,
255061,25506,1,211011,212011,213011,221011,222011,223011,231021,232021,233021,25506411,25506421,25506431,251011,252011,253011,261031,262031,263011,271031,272031,273031,25506811,25506821,25506831,281021,282021,283031,
255062,25506,2,211012,212012,213012,221012,222012,223012,231022,232022,233022,25506412,25506422,25506432,251012,252012,253012,261032,262032,263012,271032,272032,273032,25506812,25506822,25506832,281022,282022,283032,
255063,25506,3,211013,212013,213013,221013,222013,223013,231023,232023,233023,25506413,25506423,25506433,251013,252013,253013,261033,262033,263013,271033,272033,273033,25506813,25506823,25506833,281023,282023,283033,
255064,25506,4,211014,212014,213014,221014,222014,223014,231024,232024,233024,25506414,25506424,25506434,251014,252014,253014,261034,262034,263014,271034,272034,273034,25506814,25506824,25506834,281024,282024,283034,
255065,25506,5,211015,212015,213015,221015,222015,223015,231025,232025,233025,25506415,25506425,25506435,251015,252015,253015,261035,262035,263015,271035,272035,273035,25506815,25506825,25506835,281025,282025,283035,
255071,25507,1,211011,212011,213011,221011,222011,223011,231021,232011,233021,25507411,25507421,25507431,251011,252011,253021,261031,262011,263031,271031,272011,273031,25507811,25507821,25507831,281011,282031,283011,
255072,25507,2,211012,212012,213012,221012,222012,223012,231022,232012,233022,25507412,25507422,25507432,251012,252012,253022,261032,262012,263032,271032,272012,273032,25507812,25507822,25507832,281012,282032,283012,
255073,25507,3,211013,212013,213013,221013,222013,223013,231023,232013,233023,25507413,25507423,25507433,251013,252013,253023,261033,262013,263033,271033,272013,273033,25507813,25507823,25507833,281013,282033,283013,
255074,25507,4,211014,212014,213014,221014,222014,223014,231024,232014,233024,25507414,25507424,25507434,251014,252014,253024,261034,262014,263034,271034,272014,273034,25507814,25507824,25507834,281014,282034,283014,
255075,25507,5,211015,212015,213015,221015,222015,223015,231025,232015,233025,25507415,25507425,25507435,251015,252015,253025,261035,262015,263035,271035,272015,273035,25507815,25507825,25507835,281015,282035,283015,
255091,25509,1,211011,212011,213011,221011,222011,223011,231011,232011,233011,25509411,25509421,25509431,251011,252011,253021,261011,262021,263031,271021,272031,273031,25509811,25509821,25509831,281011,282031,283011,
255092,25509,2,211012,212012,213012,221012,222012,223012,231012,232012,233012,25509412,25509422,25509432,251012,252012,253022,261012,262022,263032,271022,272032,273032,25509812,25509822,25509832,281012,282032,283012,
255093,25509,3,211013,212013,213013,221013,222013,223013,231013,232013,233013,25509413,25509423,25509433,251013,252013,253023,261013,262023,263033,271023,272033,273033,25509813,25509823,25509833,281013,282033,283013,
255094,25509,4,211014,212014,213014,221014,222014,223014,231014,232014,233014,25509414,25509424,25509434,251014,252014,253024,261014,262024,263034,271024,272034,273034,25509814,25509824,25509834,281014,282034,283014,
255095,25509,5,211015,212015,213015,221015,222015,223015,231015,232015,233015,25509415,25509425,25509435,251015,252015,253025,261015,262025,263035,271025,272035,273035,25509815,25509825,25509835,281015,282035,283015,
255101,25510,1,211011,212011,213011,221011,222011,223011,231011,232021,233011,25510411,25510421,25510431,251011,252011,253021,261011,262011,263031,271021,272031,273011,25510811,25510821,25510831,281031,282021,283031,
255102,25510,2,211012,212012,213012,221012,222012,223012,231012,232022,233012,25510412,25510422,25510432,251012,252012,253022,261012,262012,263032,271022,272032,273012,25510812,25510822,25510832,281032,282022,283032,
255103,25510,3,211013,212013,213013,221013,222013,223013,231013,232023,233013,25510413,25510423,25510433,251013,252013,253023,261013,262013,263033,271023,272033,273013,25510813,25510823,25510833,281033,282023,283033,
255104,25510,4,211014,212014,213014,221014,222014,223014,231014,232024,233014,25510414,25510424,25510434,251014,252014,253024,261014,262014,263034,271024,272034,273014,25510814,25510824,25510834,281034,282024,283034,
255105,25510,5,211015,212015,213015,221015,222015,223015,231015,232025,233015,25510415,25510425,25510435,251015,252015,253025,261015,262015,263035,271025,272035,273015,25510815,25510825,25510835,281035,282025,283035,
255131,25513,1,211011,212011,213011,221011,222011,223011,231021,232011,233021,25513411,25513421,25513431,251011,252011,253021,261011,262011,263031,271031,272031,273021,25513811,25513821,25513831,281011,282011,283031,
255132,25513,2,211012,212012,213012,221012,222012,223012,231022,232012,233022,25513412,25513422,25513432,251012,252012,253022,261012,262012,263032,271032,272032,273022,25513812,25513822,25513832,281012,282012,283032,
255133,25513,3,211013,212013,213013,221013,222013,223013,231023,232013,233023,25513413,25513423,25513433,251013,252013,253023,261013,262013,263033,271033,272033,273023,25513813,25513823,25513833,281013,282013,283033,
255134,25513,4,211014,212014,213014,221014,222014,223014,231024,232014,233024,25513414,25513424,25513434,251014,252014,253024,261014,262014,263034,271034,272034,273024,25513814,25513824,25513834,281014,282014,283034,
255135,25513,5,211015,212015,213015,221015,222015,223015,231025,232015,233025,25513415,25513425,25513435,251015,252015,253025,261015,262015,263035,271035,272035,273025,25513815,25513825,25513835,281015,282015,283035,
255141,25514,1,211011,212011,213011,221011,222011,223011,231011,232011,233011,25514411,25514421,25514431,251011,252011,253021,261031,262031,263031,271021,272021,273021,25514811,25514821,25514831,281011,282031,283021,
255142,25514,2,211012,212012,213012,221012,222012,223012,231012,232012,233012,25514412,25514422,25514432,251012,252012,253022,261032,262032,263032,271022,272022,273022,25514812,25514822,25514832,281012,282032,283022,
255143,25514,3,211013,212013,213013,221013,222013,223013,231013,232013,233013,25514413,25514423,25514433,251013,252013,253023,261033,262033,263033,271023,272023,273023,25514813,25514823,25514833,281013,282033,283023,
255144,25514,4,211014,212014,213014,221014,222014,223014,231014,232014,233014,25514414,25514424,25514434,251014,252014,253024,261034,262034,263034,271024,272024,273024,25514814,25514824,25514834,281014,282034,283024,
255145,25514,5,211015,212015,213015,221015,222015,223015,231015,232015,233015,25514415,25514425,25514435,251015,252015,253025,261035,262035,263035,271025,272025,273025,25514815,25514825,25514835,281015,282035,283025,
255140011,25514001,1,211011,212011,213011,221011,222011,223011,231011,232011,233011,25514411,25514421,25514431,251011,252011,253021,261031,262031,263031,271021,272021,273021,25514811,25514841,25514831,281011,282031,283021,
255140012,25514001,2,211012,212012,213012,221012,222012,223012,231012,232012,233012,25514412,25514422,25514432,251012,252012,253022,261032,262032,263032,271022,272022,273022,25514812,25514842,25514832,281012,282032,283022,
255140013,25514001,3,211013,212013,213013,221013,222013,223013,231013,232013,233013,25514413,25514423,25514433,251013,252013,253023,261033,262033,263033,271023,272023,273023,25514813,25514843,25514833,281013,282033,283023,
255140014,25514001,4,211014,212014,213014,221014,222014,223014,231014,232014,233014,25514414,25514424,25514434,251014,252014,253024,261034,262034,263034,271024,272024,273024,25514814,25514844,25514834,281014,282034,283024,
255140015,25514001,5,211015,212015,213015,221015,222015,223015,231015,232015,233015,25514415,25514425,25514435,251015,252015,253025,261035,262035,263035,271025,272025,273025,25514815,25514845,25514835,281015,282035,283025,
255151,25515,1,211011,212011,213011,221011,222011,223011,231011,232011,233021,25515411,25515421,25515431,251011,252011,253021,261011,262011,263031,271031,272021,273031,25515811,25515821,25515831,281011,282011,283031,
255152,25515,2,211012,212012,213012,221012,222012,223012,231012,232012,233022,25515412,25515422,25515432,251012,252012,253022,261012,262012,263032,271032,272022,273032,25515812,25515822,25515832,281012,282012,283032,
255153,25515,3,211013,212013,213013,221013,222013,223013,231013,232013,233023,25515413,25515423,25515433,251013,252013,253023,261013,262013,263033,271033,272023,273033,25515813,25515823,25515833,281013,282013,283033,
255154,25515,4,211014,212014,213014,221014,222014,223014,231014,232014,233024,25515414,25515424,25515434,251014,252014,253024,261014,262014,263034,271034,272024,273034,25515814,25515824,25515834,281014,282014,283034,
255155,25515,5,211015,212015,213015,221015,222015,223015,231015,232015,233025,25515415,25515425,25515435,251015,252015,253025,261015,262015,263035,271035,272025,273035,25515815,25515825,25515835,281015,282015,283035,
255161,25516,1,211011,212011,213011,221011,222011,223011,231011,232021,233011,25516411,25516421,25516431,251011,252011,253021,261031,262021,263031,271011,272031,273011,25516811,25516821,25516831,281031,282021,283011,
255162,25516,2,211012,212012,213012,221012,222012,223012,231012,232022,233012,25516412,25516422,25516432,251012,252012,253022,261032,262022,263032,271012,272032,273012,25516812,25516822,25516832,281032,282022,283012,
255163,25516,3,211013,212013,213013,221013,222013,223013,231013,232023,233013,25516413,25516423,25516433,251013,252013,253023,261033,262023,263033,271013,272033,273013,25516813,25516823,25516833,281033,282023,283013,
255164,25516,4,211014,212014,213014,221014,222014,223014,231014,232024,233014,25516414,25516424,25516434,251014,252014,253024,261034,262024,263034,271014,272034,273014,25516814,25516824,25516834,281034,282024,283014,
255165,25516,5,211015,212015,213015,221015,222015,223015,231015,232025,233015,25516415,25516425,25516435,251015,252015,253025,261035,262025,263035,271015,272035,273015,25516815,25516825,25516835,281035,282025,283015,
255171,25517,1,211011,212011,213011,221011,222011,223011,231011,232021,233011,25517411,25517421,25517431,251011,252011,253021,261031,262021,263031,271011,272031,273011,25517811,25517821,25517831,281011,282021,283011,
255172,25517,2,211012,212012,213012,221012,222012,223012,231012,232022,233012,25517412,25517422,25517432,251012,252012,253022,261032,262022,263032,271012,272032,273012,25517812,25517822,25517832,281012,282022,283012,
255173,25517,3,211013,212013,213013,221013,222013,223013,231013,232023,233013,25517413,25517423,25517433,251013,252013,253023,261033,262023,263033,271013,272033,273013,25517813,25517823,25517833,281013,282023,283013,
255174,25517,4,211014,212014,213014,221014,222014,223014,231014,232024,233014,25517414,25517424,25517434,251014,252014,253024,261034,262024,263034,271014,272034,273014,25517814,25517824,25517834,281014,282024,283014,
255175,25517,5,211015,212015,213015,221015,222015,223015,231015,232025,233015,25517415,25517425,25517435,251015,252015,253025,261035,262025,263035,271015,272035,273015,25517815,25517825,25517835,281015,282025,283015,
255181,25518,1,211011,212011,213011,221011,222011,223011,231011,232021,233011,25518411,25518421,25518431,251011,252011,253021,261011,262021,263031,271021,272021,273011,25518811,25518821,25518831,281021,282021,283031,
255182,25518,2,211012,212012,213012,221012,222012,223012,231012,232022,233012,25518412,25518422,25518432,251012,252012,253022,261012,262022,263032,271022,272022,273012,25518812,25518822,25518832,281022,282022,283032,
255183,25518,3,211013,212013,213013,221013,222013,223013,231013,232023,233013,25518413,25518423,25518433,251013,252013,253023,261013,262023,263033,271023,272023,273013,25518813,25518823,25518833,281023,282023,283033,
255184,25518,4,211014,212014,213014,221014,222014,223014,231014,232024,233014,25518414,25518424,25518434,251014,252014,253024,261014,262024,263034,271024,272024,273014,25518814,25518824,25518834,281024,282024,283034,
255185,25518,5,211015,212015,213015,221015,222015,223015,231015,232025,233015,25518415,25518425,25518435,251015,252015,253025,261015,262025,263035,271025,272025,273015,25518815,25518825,25518835,281025,282025,283035,
255180011,25518002,1,211011,212011,213011,221011,222011,223011,231011,232021,233011,25518411,25518441,25518431,251011,252011,253021,261011,262021,263031,271021,272021,273011,25518851,25518821,25518831,281021,282021,283031,
255180012,25518002,2,211012,212012,213012,221012,222012,223012,231012,232022,233012,25518412,25518442,25518432,251012,252012,253022,261012,262022,263032,271022,272022,273012,25518861,25518822,25518832,281022,282022,283032,
255180013,25518002,3,211013,212013,213013,221013,222013,223013,231013,232023,233013,25518413,25518443,25518433,251013,252013,253023,261013,262023,263033,271023,272023,273013,25518871,25518823,25518833,281023,282023,283033,
255180014,25518002,4,211014,212014,213014,221014,222014,223014,231014,232024,233014,25518414,25518444,25518434,251014,252014,253024,261014,262024,263034,271024,272024,273014,25518881,25518824,25518834,281024,282024,283034,
255180015,25518002,5,211015,212015,213015,221015,222015,223015,231015,232025,233015,25518415,25518445,25518435,251015,252015,253025,261015,262025,263035,271025,272025,273015,25518891,25518825,25518835,281025,282025,283035,
255180021,25518001,1,211011,212011,213011,221011,222011,223011,231011,232021,233011,25518411,25518541,25518431,251011,252011,253021,261011,262021,263031,271021,272021,273011,25518811,25518821,25518831,281021,282021,283031,
255180022,25518001,2,211012,212012,213012,221012,222012,223012,231012,232022,233012,25518412,25518542,25518432,251012,252012,253022,261012,262022,263032,271022,272022,273012,25518812,25518822,25518832,281022,282022,283032,
255180023,25518001,3,211013,212013,213013,221013,222013,223013,231013,232023,233013,25518413,25518543,25518433,251013,252013,253023,261013,262023,263033,271023,272023,273013,25518813,25518823,25518833,281023,282023,283033,
255180024,25518001,4,211014,212014,213014,221014,222014,223014,231014,232024,233014,25518414,25518544,25518434,251014,252014,253024,261014,262024,263034,271024,272024,273014,25518814,25518824,25518834,281024,282024,283034,
255180025,25518001,5,211015,212015,213015,221015,222015,223015,231015,232025,233015,25518415,25518545,25518435,251015,252015,253025,261015,262025,263035,271025,272025,273015,25518815,25518825,25518835,281025,282025,283035,
245080011,24508001,1,211011,212011,213011,221011,222011,223011,231011,232011,233021,24508411,24508421,24508431,251011,252011,253021,261031,262011,263031,271031,272031,273031,24508841,24508821,24508831,281011,282031,283011,
245080012,24508001,2,211012,212012,213012,221012,222012,223012,231012,232012,233022,24508412,24508422,24508432,251012,252012,253022,261032,262012,263032,271032,272032,273032,24508842,24508822,24508832,281012,282032,283012,
245080013,24508001,3,211013,212013,213013,221013,222013,223013,231013,232013,233023,24508413,24508423,24508433,251013,252013,253023,261033,262013,263033,271033,272033,273033,24508843,24508823,24508833,281013,282033,283013,
