id,dateStart,dateEnd,stageStart,stageEnd,stage,itemGroup,belovedItemID,isShowRecord,isRecord,desc,rewards-type-1,rewards-id-1,rewards-value-1,showOdd1,realOdd,preposeNum,mustNum,isShowSurplus,surplusNum,isEffect,
1,1,5,1,5,1,1,1,1,1,s==8|银龙飞将(永久),2,13002,1,67,100,50,200,,,1,
285,44,54,6,9,2,1,5,1,1,s==6|魔·华佗碎片,2,25514,50,500,50,1,40,,,1,
286,44,54,6,9,2,1,6,1,1,s==7|魔·司马懿碎片,2,25516,50,500,50,1,40,,,1,
287,44,54,6,9,2,1,7,1,1,s==4|孙权碎片,2,23511,50,83,500,100,150,,,1,
288,44,54,6,9,2,1,8,1,1,s==4|刘备碎片,2,22512,50,83,500,100,150,,,1,
289,44,54,6,9,2,1,9,1,1,s==6|四星红装自选,2,2128,1,105,667,80,120,1,8,,
290,44,54,6,9,2,1,10,1,1,s==6|4级宝石自选,2,2088,1,125,500,60,120,1,8,,
291,44,54,6,9,2,2,,,,s==6|5星神魔碎片,2,3014,10,300,300,,,,,,
292,44,54,6,9,2,2,,,,s==5|将印锁定石,2,1105,1,200,200,,,,,,
293,44,54,6,9,2,2,,,,s==4|配饰之魂,2,1009,4,200,200,,,,,,
294,44,54,6,9,2,2,,,,s==5|配饰精炼石,2,1010,4,100,100,,,,,,
295,44,54,6,9,2,2,,,,s==4|转换神石,2,1052,20,1000,1000,,,,,,
296,44,54,6,9,2,2,,,,s==5|配饰升星石,2,1011,3,500,500,,,,,,
297,44,54,6,9,2,2,,,,s==3|淬火玉,2,1037,4,100,100,,,,,,
298,44,54,6,9,2,2,,,,s==3|打孔石,2,1036,5,530,530,,,,,,
299,44,54,6,9,2,2,,,,s==3|女儿红,2,1078,150,1000,1000,,,,,,
300,44,54,6,9,2,3,,,,s==5|高级寻访令,2,1003,1,500,500,,,,,,
301,44,54,6,9,2,3,,,,s==5|神兵强化石,2,1027,20,800,800,,,,,,
302,44,54,6,9,2,3,,,,s==4|自选精粹,2,1077,40,660,660,,,,,,
303,44,54,6,9,2,3,,,,s==6|5星随机碎片,2,3008,10,500,500,,,,,,
304,44,54,6,9,2,3,,,,s==6|4星随机碎片,2,3002,30,800,800,,,,,,
305,44,54,6,9,2,3,,,,s==3|将印石,2,1006,300,800,800,,,,,,
306,44,54,6,9,2,3,,,,s==3|突破石,2,1001,300,800,800,,,,,,
307,44,54,6,9,2,3,,,,s==6|幸运铜钱福袋,2,2200,3,600,600,,,,,,
308,44,54,6,9,2,3,,,,s==6|幸运经验福袋,2,2201,3,600,600,,,,,,
309,55,65,1,5,1,1,1,1,1,s==8|北冥阎王(永久),2,13736,1,28,38,100,470,,,1,
310,55,65,1,5,1,1,2,1,1,s==8|浴血屠夫(永久),2,13719,1,67,100,50,200,,,1,
311,55,65,1,5,1,1,3,1,1,s==8|墨染月颜(永久),2,13721,1,28,38,100,470,,,1,
312,55,65,1,5,1,1,4,1,1,s==8|霞帔殷红(永久),2,13714,1,67,100,50,200,,,1,
313,55,65,1,5,1,1,5,1,1,s==8|狮心武极(永久),2,13727,1,28,38,100,470,,,1,
314,55,65,1,5,1,1,6,1,1,s==7|神魔皮肤自选箱,2,6668,1,28,38,100,470,,,1,
315,55,65,1,5,1,1,7,1,1,s==7|三国皮肤自选箱,2,6669,1,71,111,50,200,,,1,
316,55,65,1,5,1,1,8,1,1,s==9|神兵皮肤碎片自选箱,2,6693,1,714,2500,10,40,1,7,1,
317,55,65,1,5,1,1,9,1,1,s==6|4级宝石自选,2,2088,1,125,500,60,120,1,8,,
318,55,65,1,5,1,1,10,1,1,s==8|完美星石自选石①,2,14701,3,167,333,30,80,1,8,,
319,55,65,1,5,1,2,,,,s==6|5星神魔碎片,2,3014,10,300,300,,,,,,
320,55,65,1,5,1,2,,,,s==5|将印精炼石,2,1021,4,100,100,,,,,,
321,55,65,1,5,1,2,,,,s==5|战马锁定石,2,1057,1,200,200,,,,,,
322,55,65,1,5,1,2,,,,s==7|高阶副将军功令,2,1018,4,200,200,,,,,,
323,55,65,1,5,1,2,,,,s==5|副将军功令,2,1017,6,1000,1000,,,,,,
324,55,65,1,5,1,2,,,,s==4|战马粮草,2,1115,300,1000,1000,,,,,,
325,55,65,1,5,1,2,,,,s==3|淬火玉,2,1037,4,100,100,,,,,,
326,55,65,1,5,1,3,,,,s==3|打孔石,2,1036,5,530,530,,,,,,
327,55,65,1,5,1,3,,,,s==4|将印精华,2,1020,6,500,500,,,,,,
328,55,65,1,5,1,3,,,,s==5|高级寻访令,2,1003,1,500,500,,,,,,
329,55,65,1,5,1,3,,,,s==5|神兵强化石,2,1027,20,800,800,,,,,,
330,55,65,1,5,1,3,,,,s==4|自选精粹,2,1077,40,660,660,,,,,,
331,55,65,1,5,1,3,,,,s==6|5星随机碎片,2,3008,10,500,500,,,,,,
332,55,65,1,5,1,3,,,,s==6|4星随机碎片,2,3002,30,800,800,,,,,,
333,55,65,1,5,1,3,,,,s==3|将印石,2,1006,300,800,800,,,,,,
334,55,65,1,5,1,3,,,,s==3|突破石,2,1001,300,800,800,,,,,,
335,55,65,1,5,1,3,,,,s==6|幸运铜钱福袋,2,2200,3,600,600,,,,,,
336,55,65,1,5,1,3,,,,s==6|幸运经验福袋,2,2201,3,600,600,,,,,,
337,55,65,6,9,2,1,1,1,1,s==8|北冥阎王(永久),2,13736,1,28,38,100,470,,,1,
338,55,65,6,9,2,1,2,1,1,s==8|天水麒麟(永久),2,13738,1,28,38,100,470,,,1,
339,55,65,6,9,2,1,3,1,1,s==6|神·张飞碎片,2,24516,50,500,50,1,40,,,1,
340,55,65,6,9,2,1,4,1,1,s==6|神·关羽碎片,2,24505,50,500,50,1,40,,,1,
341,55,65,6,9,2,1,5,1,1,s==6|魔·华佗碎片,2,25514,50,500,50,1,40,,,1,
342,55,65,6,9,2,1,6,1,1,s==7|魔·司马懿碎片,2,25516,50,500,50,1,40,,,1,
343,55,65,6,9,2,1,7,1,1,s==4|孙权碎片,2,23511,50,83,500,100,150,,,1,
344,55,65,6,9,2,1,8,1,1,s==4|刘备碎片,2,22512,50,83,500,100,150,,,1,
345,55,65,6,9,2,1,9,1,1,s==6|四星红装自选,2,2128,1,105,667,80,120,1,8,,
346,55,65,6,9,2,1,10,1,1,s==6|4级宝石自选,2,2088,1,125,500,60,120,1,8,,
347,55,65,6,9,2,2,,,,s==6|5星神魔碎片,2,3014,10,300,300,,,,,,
348,55,65,6,9,2,2,,,,s==5|战旗洗练石,2,1050,4,100,100,,,,,,
349,55,65,6,9,2,2,,,,s==5|将印锁定石,2,1105,1,200,200,,,,,,
350,55,65,6,9,2,2,,,,s==7|高阶副将军功令,2,1018,4,200,200,,,,,,
351,55,65,6,9,2,2,,,,s==4|战旗精华,2,1049,3,1000,1000,,,,,,
352,55,65,6,9,2,2,,,,s==3|女儿红,2,1078,300,1000,1000,,,,,,
353,55,65,6,9,2,2,,,,s==3|淬火玉,2,1037,4,100,100,,,,,,
354,55,65,6,9,2,2,,,,s==3|打孔石,2,1036,5,530,530,,,,,,
355,55,65,6,9,2,2,,,,s==4|转换神石,2,1052,12,1000,1000,,,,,,
356,55,65,6,9,2,3,,,,s==5|高级寻访令,2,1003,1,500,500,,,,,,
357,55,65,6,9,2,3,,,,s==5|神兵强化石,2,1027,20,800,800,,,,,,
358,55,65,6,9,2,3,,,,s==4|自选精粹,2,1077,40,660,660,,,,,,
359,55,65,6,9,2,3,,,,s==6|5星随机碎片,2,3008,10,500,500,,,,,,
360,55,65,6,9,2,3,,,,s==6|4星随机碎片,2,3002,30,800,800,,,,,,
361,55,65,6,9,2,3,,,,s==3|将印石,2,1006,300,800,800,,,,,,
362,55,65,6,9,2,3,,,,s==3|突破石,2,1001,300,800,800,,,,,,
363,55,65,6,9,2,3,,,,s==6|幸运铜钱福袋,2,2200,3,600,600,,,,,,
364,55,65,6,9,2,3,,,,s==6|幸运经验福袋,2,2201,3,600,600,,,,,,
365,66,76,1,5,1,1,1,1,1,s==8|北冥阎王(永久),2,13736,1,28,38,100,470,,,1,
366,66,76,1,5,1,1,2,1,1,s==8|威震逍遥(永久),2,13726,1,67,100,50,200,,,1,
367,66,76,1,5,1,1,3,1,1,s==8|傲世苍龙(永久),2,13734,1,28,38,100,470,,,1,
368,66,76,1,5,1,1,4,1,1,s==8|霞帔殷红(永久),2,13714,1,67,100,50,200,,,1,
369,66,76,1,5,1,1,5,1,1,s==8|狮心武极(永久),2,13727,1,28,38,100,470,,,1,
370,66,76,1,5,1,1,6,1,1,s==7|神魔皮肤自选箱,2,6668,1,28,38,100,470,,,1,
371,66,76,1,5,1,1,7,1,1,s==7|三国皮肤自选箱,2,6669,1,71,111,50,200,,,1,
372,66,76,1,5,1,1,8,1,1,s==9|神兵皮肤碎片自选箱,2,6693,1,714,2500,10,40,1,7,1,
373,66,76,1,5,1,1,9,1,1,s==6|4级宝石自选,2,2088,1,125,500,60,120,1,8,,
374,66,76,1,5,1,1,10,1,1,s==8|完美星石自选石①,2,14701,3,167,333,30,80,1,8,,
375,66,76,1,5,1,2,,,,s==6|5星神魔碎片,2,3014,10,300,300,,,,,,
376,66,76,1,5,1,2,,,,s==5|战旗洗练石,2,1050,4,100,100,,,,,,
377,66,76,1,5,1,2,,,,s==5|将印锁定石,2,1105,1,200,200,,,,,,
378,66,76,1,5,1,2,,,,s==7|高阶副将军功令,2,1018,4,200,200,,,,,,
379,66,76,1,5,1,2,,,,s==4|战旗精华,2,1049,3,1000,1000,,,,,,
380,66,76,1,5,1,2,,,,s==3|女儿红,2,1078,300,1000,1000,,,,,,
381,66,76,1,5,1,2,,,,s==3|淬火玉,2,1037,4,100,100,,,,,,
382,66,76,1,5,1,3,,,,s==3|打孔石,2,1036,5,530,530,,,,,,
383,66,76,1,5,1,3,,,,s==4|转换神石,2,1052,12,1000,1000,,,,,,
384,66,76,1,5,1,3,,,,s==5|高级寻访令,2,1003,1,500,500,,,,,,
385,66,76,1,5,1,3,,,,s==5|神兵强化石,2,1027,20,800,800,,,,,,
386,66,76,1,5,1,3,,,,s==4|自选精粹,2,1077,40,660,660,,,,,,
387,66,76,1,5,1,3,,,,s==6|5星随机碎片,2,3008,10,500,500,,,,,,
388,66,76,1,5,1,3,,,,s==6|4星随机碎片,2,3002,30,800,800,,,,,,
389,66,76,1,5,1,3,,,,s==3|将印石,2,1006,300,800,800,,,,,,
390,66,76,1,5,1,3,,,,s==3|突破石,2,1001,300,800,800,,,,,,
391,66,76,1,5,1,3,,,,s==6|幸运铜钱福袋,2,2200,3,600,600,,,,,,
392,66,76,1,5,1,3,,,,s==6|幸运经验福袋,2,2201,3,600,600,,,,,,
393,66,76,6,9,2,1,1,1,1,s==8|北冥阎王(永久),2,13736,1,28,38,100,470,,,1,
394,66,76,6,9,2,1,2,1,1,s==8|天水麒麟(永久),2,13738,1,28,38,100,470,,,1,
395,66,76,6,9,2,1,3,1,1,s==4|白鹤碎片,2,14125,60,32,250,270,370,1,1,1,
396,66,76,6,9,2,1,4,1,1,s==6|神·张飞碎片,2,24516,50,500,50,1,40,,,1,
397,66,76,6,9,2,1,5,1,1,s==6|神·马超碎片,2,24517,50,500,50,1,40,,,1,
398,66,76,6,9,2,1,6,1,1,s==6|魔·华佗碎片,2,25514,50,500,50,1,40,,,1,
399,66,76,6,9,2,1,7,1,1,s==7|魔·司马懿碎片,2,25516,50,500,50,1,40,,,1,
400,66,76,6,9,2,1,8,1,1,s==8|君主武将自选礼盒,2,6724,1,333,100,100,150,,,1,
401,66,76,6,9,2,1,9,1,1,s==6|四星红装自选,2,2128,1,105,667,80,120,1,8,,
402,66,76,6,9,2,1,10,1,1,s==6|4级宝石自选,2,2088,1,125,500,60,120,1,8,,
403,66,76,6,9,2,2,,,,s==6|5星神魔碎片,2,3014,10,300,300,,,,,,
404,66,76,6,9,2,2,,,,s==5|战旗洗练石,2,1050,4,100,100,,,,,,
405,66,76,6,9,2,2,,,,s==5|将印锁定石,2,1105,1,200,200,,,,,,
406,66,76,6,9,2,2,,,,s==7|高阶副将军功令,2,1018,4,200,200,,,,,,
407,66,76,6,9,2,2,,,,s==4|战旗精华,2,1049,3,1000,1000,,,,,,
408,66,76,6,9,2,2,,,,s==3|女儿红,2,1078,300,1000,1000,,,,,,
409,66,76,6,9,2,2,,,,s==3|淬火玉,2,1037,4,100,100,,,,,,
410,66,76,6,9,2,3,,,,s==3|打孔石,2,1036,5,530,530,,,,,,
411,66,76,6,9,2,3,,,,s==4|转换神石,2,1052,12,1000,1000,,,,,,
412,66,76,6,9,2,3,,,,s==5|高级寻访令,2,1003,1,500,500,,,,,,
413,66,76,6,9,2,3,,,,s==5|神兵强化石,2,1027,20,800,800,,,,,,
414,66,76,6,9,2,3,,,,s==4|自选精粹,2,1077,40,660,660,,,,,,
415,66,76,6,9,2,3,,,,s==6|5星随机碎片,2,3008,10,500,500,,,,,,
416,66,76,6,9,2,3,,,,s==6|4星随机碎片,2,3002,30,800,800,,,,,,
417,66,76,6,9,2,3,,,,s==3|将印石,2,1006,300,800,800,,,,,,
418,66,76,6,9,2,3,,,,s==3|突破石,2,1001,300,800,800,,,,,,
419,66,76,6,9,2,3,,,,s==6|幸运铜钱福袋,2,2200,3,600,600,,,,,,
420,66,76,6,9,2,3,,,,s==6|幸运经验福袋,2,2201,3,600,600,,,,,,
421,77,87,1,5,1,1,1,1,1,s==8|北冥阎王(永久),2,13736,1,28,38,100,470,,,1,
422,77,87,1,5,1,1,2,1,1,s==8|御剑缚魂(永久),2,13733,1,28,38,100,470,,,1,
423,77,87,1,5,1,1,3,1,1,s==8|琅琊琴韵(永久),2,13728,1,67,100,50,200,,,1,
424,77,87,1,5,1,1,4,1,1,s==8|傲世苍龙(永久),2,13734,1,28,38,100,470,,,1,
425,77,87,1,5,1,1,5,1,1,s==7|神魔皮肤自选箱,2,6668,1,28,38,100,470,,,1,
426,77,87,1,5,1,1,6,1,1,s==7|三国皮肤自选箱,2,6669,1,71,111,50,200,,,1,
427,77,87,1,5,1,1,7,1,1,s==9|神兵皮肤碎片自选箱,2,6693,1,714,2500,10,25,1,7,1,
428,77,87,1,5,1,1,8,1,1,s==6|四星红装自选,2,2128,1,105,667,80,120,1,8,1,
429,77,87,1,5,1,1,9,1,1,s==6|4级宝石自选,2,2088,1,125,500,60,120,1,8,,
430,77,87,1,5,1,1,10,1,1,s==8|完美星石自选石①,2,14701,3,167,333,30,80,1,8,,
431,77,87,1,5,1,2,,,,s==6|5星神魔碎片,2,3014,10,300,300,,,,,,
432,77,87,1,5,1,2,,,,s==5|将印精炼石,2,1021,4,100,100,,,,,,
433,77,87,1,5,1,2,,,,s==5|战马锁定石,2,1057,1,200,200,,,,,,
434,77,87,1,5,1,2,,,,s==7|高阶副将军功令,2,1018,4,200,200,,,,,,
435,77,87,1,5,1,2,,,,s==5|副将军功令,2,1017,6,1000,1000,,,,,,
436,77,87,1,5,1,2,,,,s==4|战马粮草,2,1115,300,1000,1000,,,,,,
437,77,87,1,5,1,2,,,,s==3|淬火玉,2,1037,4,100,100,,,,,,
438,77,87,1,5,1,3,,,,s==3|打孔石,2,1036,5,530,530,,,,,,
439,77,87,1,5,1,3,,,,s==4|将印精华,2,1020,6,500,500,,,,,,
440,77,87,1,5,1,3,,,,s==5|高级寻访令,2,1003,1,500,500,,,,,,
441,77,87,1,5,1,3,,,,s==5|神兵强化石,2,1027,20,800,800,,,,,,
442,77,87,1,5,1,3,,,,s==4|自选精粹,2,1077,40,660,660,,,,,,
443,77,87,1,5,1,3,,,,s==6|5星随机碎片,2,3008,10,500,500,,,,,,
444,77,87,1,5,1,3,,,,s==6|4星随机碎片,2,3002,30,800,800,,,,,,
445,77,87,1,5,1,3,,,,s==3|将印石,2,1006,300,800,800,,,,,,
446,77,87,1,5,1,3,,,,s==3|突破石,2,1001,300,800,800,,,,,,
447,77,87,1,5,1,3,,,,s==6|幸运铜钱福袋,2,2200,3,600,600,,,,,,
448,77,87,1,5,1,3,,,,s==6|幸运经验福袋,2,2201,3,600,600,,,,,,
449,77,87,6,9,2,1,1,1,1,s==8|北冥阎王(永久),2,13736,1,28,38,100,470,,,1,
450,77,87,6,9,2,1,2,1,1,s==8|天水麒麟(永久),2,13738,1,28,38,100,470,,,1,
451,77,87,6,9,2,1,3,1,1,s==4|白鹤碎片,2,14125,60,32,250,270,370,1,1,1,
452,77,87,6,9,2,1,4,1,1,s==6|神·张飞碎片,2,24516,50,500,50,1,40,,,1,
453,77,87,6,9,2,1,5,1,1,s==6|神·马超碎片,2,24517,50,500,50,1,40,,,1,
454,77,87,6,9,2,1,6,1,1,s==6|魔·华佗碎片,2,25514,50,500,50,1,40,,,1,
455,77,87,6,9,2,1,7,1,1,s==7|魔·司马懿碎片,2,25516,50,500,50,1,40,,,1,
456,77,87,6,9,2,1,8,1,1,s==8|君主武将自选礼盒,2,6724,1,333,100,100,150,,,1,
457,77,87,6,9,2,1,9,1,1,s==6|四星红装自选,2,2128,1,105,667,80,120,1,8,,
458,77,87,6,9,2,1,10,1,1,s==6|4级宝石自选,2,2088,1,125,500,60,120,1,8,,
459,77,87,6,9,2,2,,,,s==6|5星神魔碎片,2,3014,10,300,300,,,,,,
460,77,87,6,9,2,2,,,,s==5|战旗洗练石,2,1050,4,100,100,,,,,,
461,77,87,6,9,2,2,,,,s==5|将印锁定石,2,1105,1,200,200,,,,,,
462,77,87,6,9,2,2,,,,s==7|高阶副将军功令,2,1018,4,200,200,,,,,,
463,77,87,6,9,2,2,,,,s==4|战旗精华,2,1049,3,1000,1000,,,,,,
464,77,87,6,9,2,2,,,,s==3|女儿红,2,1078,300,1000,1000,,,,,,
465,77,87,6,9,2,2,,,,s==3|淬火玉,2,1037,4,100,100,,,,,,
466,77,87,6,9,2,3,,,,s==3|打孔石,2,1036,5,530,530,,,,,,
467,77,87,6,9,2,3,,,,s==4|转换神石,2,1052,12,1000,1000,,,,,,
468,77,87,6,9,2,3,,,,s==5|高级寻访令,2,1003,1,500,500,,,,,,
469,77,87,6,9,2,3,,,,s==5|神兵强化石,2,1027,20,800,800,,,,,,
470,77,87,6,9,2,3,,,,s==4|自选精粹,2,1077,40,660,660,,,,,,
471,77,87,6,9,2,3,,,,s==6|5星随机碎片,2,3008,10,500,500,,,,,,
472,77,87,6,9,2,3,,,,s==6|4星随机碎片,2,3002,30,800,800,,,,,,
473,77,87,6,9,2,3,,,,s==3|将印石,2,1006,300,800,800,,,,,,
474,77,87,6,9,2,3,,,,s==3|突破石,2,1001,300,800,800,,,,,,
475,77,87,6,9,2,3,,,,s==6|幸运铜钱福袋,2,2200,3,600,600,,,,,,
476,77,87,6,9,2,3,,,,s==6|幸运经验福袋,2,2201,3,600,600,,,,,,
477,88,98,1,5,1,1,1,1,1,s==8|北冥阎王(永久),2,13736,1,28,38,100,470,,,1,
478,88,98,1,5,1,1,2,1,1,s==8|御剑缚魂(永久),2,13733,1,28,38,100,470,,,1,
479,88,98,1,5,1,1,3,1,1,s==8|月兔蹁跹(永久),2,13730,1,67,100,50,200,,,1,
480,88,98,1,5,1,1,4,1,1,s==8|傲世苍龙(永久),2,13734,1,28,38,100,470,,,1,
481,88,98,1,5,1,1,5,1,1,s==7|神魔皮肤自选箱,2,6668,1,28,38,100,470,,,1,
482,88,98,1,5,1,1,6,1,1,s==7|三国皮肤自选箱,2,6669,1,71,111,50,200,,,1,
483,88,98,1,5,1,1,7,1,1,s==9|神兵皮肤碎片自选箱,2,6693,1,714,2500,10,25,1,7,1,
484,88,98,1,5,1,1,8,1,1,s==6|四星红装自选,2,2128,1,105,667,80,120,1,8,1,
485,88,98,1,5,1,1,9,1,1,s==6|4级宝石自选,2,2088,1,125,500,60,120,1,8,,
486,88,98,1,5,1,1,10,1,1,s==8|完美星石自选石①,2,14701,3,167,333,30,80,1,8,,
487,88,98,1,5,1,2,,,,s==6|5星神魔碎片,2,3014,10,300,300,,,,,,
488,88,98,1,5,1,2,,,,s==5|战旗洗练石,2,1050,4,100,100,,,,,,
489,88,98,1,5,1,2,,,,s==5|将印锁定石,2,1105,1,200,200,,,,,,
490,88,98,1,5,1,2,,,,s==7|高阶副将军功令,2,1018,4,200,200,,,,,,
491,88,98,1,5,1,2,,,,s==4|战旗精华,2,1049,3,1000,1000,,,,,,
492,88,98,1,5,1,2,,,,s==3|女儿红,2,1078,300,1000,1000,,,,,,
493,88,98,1,5,1,2,,,,s==3|淬火玉,2,1037,4,100,100,,,,,,
494,88,98,1,5,1,3,,,,s==3|打孔石,2,1036,5,530,530,,,,,,
495,88,98,1,5,1,3,,,,s==5|副将军功令,2,1017,6,500,500,,,,,,
496,88,98,1,5,1,3,,,,s==5|高级寻访令,2,1003,1,500,500,,,,,,
497,88,98,1,5,1,3,,,,s==5|神兵强化石,2,1027,20,800,800,,,,,,
498,88,98,1,5,1,3,,,,s==4|自选精粹,2,1077,40,660,660,,,,,,
499,88,98,1,5,1,3,,,,s==6|5星随机碎片,2,3008,10,500,500,,,,,,
500,88,98,1,5,1,3,,,,s==6|4星随机碎片,2,3002,30,800,800,,,,,,
501,88,98,1,5,1,3,,,,s==3|将印石,2,1006,300,800,800,,,,,,
502,88,98,1,5,1,3,,,,s==3|突破石,2,1001,300,800,800,,,,,,
503,88,98,1,5,1,3,,,,s==6|幸运铜钱福袋,2,2200,3,600,600,,,,,,
504,88,98,1,5,1,3,,,,s==6|幸运经验福袋,2,2201,3,600,600,,,,,,
505,88,98,6,9,2,1,1,1,1,s==8|北冥阎王(永久),2,13736,1,28,38,100,470,,,1,
506,88,98,6,9,2,1,2,1,1,s==8|天水麒麟(永久),2,13738,1,28,38,100,470,,,1,
507,88,98,6,9,2,1,3,1,1,s==4|白鹤碎片,2,14125,60,32,250,270,370,1,1,1,
508,88,98,6,9,2,1,4,1,1,s==6|神·张飞碎片,2,24516,50,500,50,1,40,,,1,
509,88,98,6,9,2,1,5,1,1,s==6|神·马超碎片,2,24517,50,500,50,1,40,,,1,
510,88,98,6,9,2,1,6,1,1,s==6|魔·华佗碎片,2,25514,50,500,50,1,40,,,1,
511,88,98,6,9,2,1,7,1,1,s==7|魔·司马懿碎片,2,25516,50,500,50,1,40,,,1,
512,88,98,6,9,2,1,8,1,1,s==8|君主武将自选礼盒,2,6724,1,333,100,100,150,,,1,
513,88,98,6,9,2,1,9,1,1,s==6|四星红装自选,2,2128,1,105,667,80,120,1,8,,
514,88,98,6,9,2,1,10,1,1,s==6|4级宝石自选,2,2088,1,125,500,60,120,1,8,,
515,88,98,6,9,2,2,,,,s==6|5星神魔碎片,2,3014,10,300,300,,,,,,
516,88,98,6,9,2,2,,,,s==4|史诗残章,2,1076,1,200,200,,,,,,
517,88,98,6,9,2,2,,,,s==3|天眼符,2,1073,1,200,200,,,,,,
518,88,98,6,9,2,2,,,,s==7|高阶副将军功令,2,1018,4,100,100,,,,,,
519,88,98,6,9,2,2,,,,s==3|淬火玉,2,1037,4,100,100,,,,,,
520,88,98,6,9,2,2,,,,s==3|打孔石,2,1036,5,530,530,,,,,,
521,88,98,6,9,2,2,,,,s==5|副将军功令,2,1017,6,500,500,,,,,,
522,88,98,6,9,2,3,,,,s==3|女儿红,2,1078,150,1000,1000,,,,,,
523,88,98,6,9,2,3,,,,s==4|转换神石,2,1052,12,1000,1000,,,,,,
524,88,98,6,9,2,3,,,,s==5|高级寻访令,2,1003,1,500,500,,,,,,
525,88,98,6,9,2,3,,,,s==5|神兵强化石,2,1027,20,800,800,,,,,,
526,88,98,6,9,2,3,,,,s==4|自选精粹,2,1077,40,660,660,,,,,,
527,88,98,6,9,2,3,,,,s==6|5星随机碎片,2,3008,10,500,500,,,,,,
528,88,98,6,9,2,3,,,,s==6|4星随机碎片,2,3002,30,800,800,,,,,,
529,88,98,6,9,2,3,,,,s==3|将印石,2,1006,300,800,800,,,,,,
530,88,98,6,9,2,3,,,,s==3|突破石,2,1001,300,800,800,,,,,,
531,88,98,6,9,2,3,,,,s==6|幸运铜钱福袋,2,2200,3,600,600,,,,,,
532,88,98,6,9,2,3,,,,s==6|幸运经验福袋,2,2201,3,600,600,,,,,,
533,99,109,1,5,1,1,1,1,1,s==8|北冥阎王(永久),2,13736,1,28,38,100,470,,,1,
534,99,109,1,5,1,1,2,1,1,s==8|御剑缚魂(永久),2,13733,1,28,38,100,470,,,1,
535,99,109,1,5,1,1,3,1,1,s==8|天眼毅重(永久),2,13732,1,67,100,50,200,,,1,
536,99,109,1,5,1,1,4,1,1,s==8|傲世苍龙(永久),2,13734,1,28,38,100,470,,,1,
537,99,109,1,5,1,1,5,1,1,s==7|神魔皮肤自选箱,2,6668,1,28,38,100,470,,,1,
538,99,109,1,5,1,1,6,1,1,s==7|三国皮肤自选箱,2,6669,1,71,111,50,200,,,1,
539,99,109,1,5,1,1,7,1,1,s==9|神兵皮肤碎片自选箱,2,6693,1,714,2500,10,25,1,7,1,
540,99,109,1,5,1,1,8,1,1,s==6|四星红装自选,2,2128,1,105,667,80,120,1,8,1,
541,99,109,1,5,1,1,9,1,1,s==6|4级宝石自选,2,2088,1,125,500,60,120,1,8,,
542,99,109,1,5,1,1,10,1,1,s==8|完美星石自选石①,2,14701,3,167,333,30,80,1,8,,
543,99,109,1,5,1,2,,,,s==6|5星神魔碎片,2,3014,10,300,300,,,,,,
544,99,109,1,5,1,2,,,,s==4|史诗残章,2,1076,1,200,200,,,,,,
545,99,109,1,5,1,2,,,,s==3|天眼符,2,1073,1,200,200,,,,,,
546,99,109,1,5,1,2,,,,s==7|高阶副将军功令,2,1018,4,100,100,,,,,,
547,99,109,1,5,1,2,,,,s==3|淬火玉,2,1037,4,100,100,,,,,,
548,99,109,1,5,1,2,,,,s==3|打孔石,2,1036,5,530,530,,,,,,
549,99,109,1,5,1,2,,,,s==5|副将军功令,2,1017,6,500,500,,,,,,
550,99,109,1,5,1,3,,,,s==3|女儿红,2,1078,150,1000,1000,,,,,,
551,99,109,1,5,1,3,,,,s==4|转换神石,2,1052,12,1000,1000,,,,,,
552,99,109,1,5,1,3,,,,s==5|高级寻访令,2,1003,1,500,500,,,,,,
553,99,109,1,5,1,3,,,,s==5|神兵强化石,2,1027,20,800,800,,,,,,
554,99,109,1,5,1,3,,,,s==4|自选精粹,2,1077,40,660,660,,,,,,
555,99,109,1,5,1,3,,,,s==6|5星随机碎片,2,3008,10,500,500,,,,,,
556,99,109,1,5,1,3,,,,s==6|4星随机碎片,2,3002,30,800,800,,,,,,
557,99,109,1,5,1,3,,,,s==3|将印石,2,1006,300,800,800,,,,,,
558,99,109,1,5,1,3,,,,s==3|突破石,2,1001,300,800,800,,,,,,
559,99,109,1,5,1,3,,,,s==6|幸运铜钱福袋,2,2200,3,600,600,,,,,,
560,99,109,1,5,1,3,,,,s==6|幸运经验福袋,2,2201,3,600,600,,,,,,
561,99,109,6,9,2,1,1,1,1,s==8|北冥阎王(永久),2,13736,1,28,38,100,470,,,1,
562,99,109,6,9,2,1,2,1,1,s==8|天水麒麟(永久),2,13738,1,28,38,100,470,,,1,
563,99,109,6,9,2,1,3,1,1,s==4|白鹤碎片,2,14125,60,32,250,270,370,1,1,1,
564,99,109,6,9,2,1,4,1,1,s==6|神·张飞碎片,2,24516,50,500,50,1,40,,,1,
565,99,109,6,9,2,1,5,1,1,s==6|神·马超碎片,2,24517,50,500,50,1,40,,,1,
566,99,109,6,9,2,1,6,1,1,s==6|魔·华佗碎片,2,25514,50,500,50,1,40,,,1,
567,99,109,6,9,2,1,7,1,1,s==7|魔·司马懿碎片,2,25516,50,500,50,1,40,,,1,
568,99,109,6,9,2,1,8,1,1,s==8|君主武将自选礼盒,2,6724,1,333,100,100,150,,,1,
569,99,109,6,9,2,1,9,1,1,s==6|四星红装自选,2,2128,1,105,667,80,120,1,8,,
