id,type,skinId,name,lv,backoff-type-1,backoff-id-1,backoff-value-1,consumes-type-1,consumes-id-1,consumes-value-1,StrongFun-type-1,StrongFun-way-1,StrongFun-value-1,StrongFun-type-2,StrongFun-way-2,StrongFun-value-2,StrongFun-type-3,StrongFun-way-3,StrongFun-value-3,StrongFun-type-4,StrongFun-way-4,StrongFun-value-4,StrongHpfull,StrongAtkfull,fullScaleArmature,fullScaleArmatureNmae,fullScaleArmatureIdle,fullScaleArmatureIdleName,StrongAllFun-type-1,StrongAllFun-way-1,StrongAllFun-value-1,StrongAllFun-type-2,StrongAllFun-way-2,StrongAllFun-value-2,
167,2,13020,s==4|月兔蹁跹,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23503001,s==4|show,235030101,s==4|idle,,,,,,,
168,2,13020,s==4|月兔蹁跹,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23503001,s==4|show,235030101,s==4|idle,,,,,,,
169,2,13020,s==4|月兔蹁跹,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23503001,s==4|show,235030101,s==4|idle,,,,,,,
170,2,13020,s==4|月兔蹁跹,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23503001,s==8|show_max,235030101,s==8|idle_max,,,,,,,
171,2,13022,s==4|天眼毅重,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21512001,s==4|show,215120011,s==4|idle,,,,,,,
172,2,13022,s==4|天眼毅重,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21512001,s==4|show,215120011,s==4|idle,,,,,,,
173,2,13022,s==4|天眼毅重,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21512001,s==4|show,215120011,s==4|idle,,,,,,,
174,2,13022,s==4|天眼毅重,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21512001,s==4|show,215120011,s==4|idle,,,,,,,
175,2,13022,s==4|天眼毅重,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21512001,s==8|show_max,215120011,s==8|idle_max,,,,,,,
176,2,13023,s==4|御剑缚魂,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24506001,s==4|show,245060101,s==4|idle,,,,,,,
177,2,13023,s==4|御剑缚魂,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24506001,s==4|show,245060101,s==4|idle,,,,,,,
178,2,13023,s==4|御剑缚魂,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24506001,s==4|show,245060101,s==4|idle,,,,,,,
179,2,13023,s==4|御剑缚魂,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24506001,s==4|show,245060101,s==4|idle,,,,,,,
180,2,13023,s==4|御剑缚魂,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24506001,s==8|show_max,24506110,s==8|idle_max,,,,,,,
181,2,13024,s==4|傲世苍龙,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25515001,s==4|show,255150101,s==4|idle,,,,,,,
182,2,13024,s==4|傲世苍龙,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25515001,s==4|show,255150101,s==4|idle,,,,,,,
183,2,13024,s==4|傲世苍龙,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25515001,s==4|show,255150101,s==4|idle,,,,,,,
184,2,13024,s==4|傲世苍龙,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25515001,s==4|show,255150101,s==4|idle,,,,,,,
185,2,13024,s==4|傲世苍龙,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25515001,s==8|show_max,255150101,s==8|idle_max,,,,,,,
186,2,13025,s==4|荒森孤狼,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,22501001,s==4|show,225010101,s==4|idle,,,,,,,
187,2,13025,s==4|荒森孤狼,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,22501001,s==4|show,225010101,s==4|idle,,,,,,,
188,2,13025,s==4|荒森孤狼,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,22501001,s==4|show,225010101,s==4|idle,,,,,,,
189,2,13025,s==4|荒森孤狼,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,22501001,s==4|show,225010101,s==4|idle,,,,,,,
190,2,13025,s==4|荒森孤狼,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,22501001,s==8|show_max,225010101,s==8|idle_max,,,,,,,
191,2,13026,s==4|北冥阎王,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25510001,s==4|show,255100101,s==4|idle,,,,,,,
192,2,13026,s==4|北冥阎王,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25510001,s==4|show,255100101,s==4|idle,,,,,,,
193,2,13026,s==4|北冥阎王,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25510001,s==4|show,255100101,s==4|idle,,,,,,,
194,2,13026,s==4|北冥阎王,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25510001,s==4|show,255100101,s==4|idle,,,,,,,
195,2,13026,s==4|北冥阎王,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25510001,s==8|show_max,255100101,s==8|idle_max,,,,,,,
196,2,13027,s==4|焚心遗计,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21507001,s==4|show,215070101,s==4|idle,,,,,,,
197,2,13027,s==4|焚心遗计,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21507001,s==4|show,215070101,s==4|idle,,,,,,,
198,2,13027,s==4|焚心遗计,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21507001,s==4|show,215070101,s==4|idle,,,,,,,
199,2,13027,s==4|焚心遗计,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21507001,s==4|show,215070101,s==4|idle,,,,,,,
200,2,13027,s==4|焚心遗计,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21507001,s==8|show_max,215070101,s==8|idle_max,,,,,,,
201,2,13028,s==4|天水麒麟,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24503001,s==4|show,245030101,s==4|idle,,,,,,,
202,2,13028,s==4|天水麒麟,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24503001,s==4|show,245030101,s==4|idle,,,,,,,
203,2,13028,s==4|天水麒麟,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24503001,s==4|show,245030101,s==4|idle,,,,,,,
204,2,13028,s==4|天水麒麟,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24503001,s==4|show,245030101,s==4|idle,,,,,,,
205,2,13028,s==4|天水麒麟,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24503001,s==8|show_max,245030101,s==8|idle_max,,,,,,,
206,1,13029,s==4|万仞深寒,1,2,1026,6,2,1026,10,1,1,100,,,,,,,,,,,,21508001,s==4|show,215080101,s==4|idle,,,,,,,
207,1,13029,s==4|万仞深寒,2,2,1026,13,2,1026,12,2,1,100,,,,,,,,,,,,21508001,s==4|show,215080101,s==4|idle,,,,,,,
208,1,13029,s==4|万仞深寒,3,2,1026,21,2,1026,14,3,1,100,,,,,,,,,,,,21508001,s==4|show,215080101,s==4|idle,,,,,,,
209,1,13029,s==4|万仞深寒,4,2,1026,31,2,1026,16,4,0,3,,,,,,,,,,,,21508001,s==4|show,215080101,s==4|idle,,,,,,,
210,1,13029,s==4|万仞深寒,5,2,1026,43,2,1026,20,1,1,100,,,,,,,,,,,,21508001,s==4|show,215080101,s==4|idle,,,,,,,
211,1,13029,s==4|万仞深寒,6,2,1026,55,2,1026,20,2,1,100,,,,,,,,,,,,21508001,s==4|show,215080101,s==4|idle,,,,,,,
212,1,13029,s==4|万仞深寒,7,2,1026,68,2,1026,22,3,1,200,,,,,,,,,,,,21508001,s==4|show,215080101,s==4|idle,,,,,,,
213,1,13029,s==4|万仞深寒,8,2,1026,84,2,1026,26,4,0,4,,,,,,,,,,,,21508001,s==4|show,215080101,s==4|idle,,,,,,,
214,1,13029,s==4|万仞深寒,9,2,1026,100,2,1026,28,1,1,100,,,,,,,,,,,,21508001,s==4|show,215080101,s==4|idle,,,,,,,
215,1,13029,s==4|万仞深寒,10,2,1026,120,2,1026,32,2,1,100,,,,,,,,,,,,21508001,s==4|show,215080101,s==4|idle,,,,,,,
216,1,13029,s==4|万仞深寒,11,2,1026,140,2,1026,34,1,1,100,,,,,,,,,,,,21508001,s==4|show,215080101,s==4|idle,,,,,,,
217,1,13029,s==4|万仞深寒,12,2,1026,163,2,1026,38,2,1,100,,,,,,,,,,,,21508001,s==4|show,215080101,s==4|idle,,,,,,,
218,1,13029,s==4|万仞深寒,13,2,1026,188,2,1026,42,3,1,100,,,,,,,,,,,,21508001,s==4|show,215080101,s==4|idle,,,,,,,
219,1,13029,s==4|万仞深寒,14,2,1026,217,2,1026,48,4,0,3,,,,,,,,,,,,21508001,s==4|show,215080101,s==4|idle,,,,,,,
220,1,13029,s==4|万仞深寒,15,2,1026,249,2,1026,54,1,1,100,,,,,,,,,,,,21508001,s==4|show,215080101,s==4|idle,,,,,,,
221,1,13029,s==4|万仞深寒,16,2,1026,285,2,1026,60,2,1,100,,,,,,,,,,,,21508001,s==4|show,215080101,s==4|idle,,,,,,,
222,1,13029,s==4|万仞深寒,17,2,1026,325,2,1026,66,3,1,200,,,,,,,,,,,,21508001,s==4|show,215080101,s==4|idle,,,,,,,
223,1,13029,s==4|万仞深寒,18,2,1026,372,2,1026,78,4,0,5,,,,,,,,,,,,21508001,s==4|show,215080101,s==4|idle,,,,,,,
224,1,13029,s==4|万仞深寒,19,2,1026,422,2,1026,84,1,1,100,,,,,,,,,,,,21508001,s==4|show,215080101,s==4|idle,,,,,,,
225,1,13029,s==4|万仞深寒,20,2,1026,480,2,1026,96,2,1,100,,,,,,,,,,,,21508001,s==8|show_max,215080101,s==8|idle_max,,,,,,,
226,1,13030,s==4|雪拥幽兰,1,2,1026,6,2,1026,10,1,1,100,,,,,,,,,,,,23508002,s==4|show,235080201,s==4|idle,,,,,,,
227,1,13030,s==4|雪拥幽兰,2,2,1026,13,2,1026,12,2,1,100,,,,,,,,,,,,23508002,s==4|show,235080201,s==4|idle,,,,,,,
228,1,13030,s==4|雪拥幽兰,3,2,1026,21,2,1026,14,3,1,100,,,,,,,,,,,,23508002,s==4|show,235080201,s==4|idle,,,,,,,
229,1,13030,s==4|雪拥幽兰,4,2,1026,31,2,1026,16,4,0,3,,,,,,,,,,,,23508002,s==4|show,235080201,s==4|idle,,,,,,,
230,1,13030,s==4|雪拥幽兰,5,2,1026,43,2,1026,20,1,1,100,,,,,,,,,,,,23508002,s==4|show,235080201,s==4|idle,,,,,,,
231,1,13030,s==4|雪拥幽兰,6,2,1026,55,2,1026,20,2,1,100,,,,,,,,,,,,23508002,s==4|show,235080201,s==4|idle,,,,,,,
232,1,13030,s==4|雪拥幽兰,7,2,1026,68,2,1026,22,3,1,200,,,,,,,,,,,,23508002,s==4|show,235080201,s==4|idle,,,,,,,
233,1,13030,s==4|雪拥幽兰,8,2,1026,84,2,1026,26,4,0,4,,,,,,,,,,,,23508002,s==4|show,235080201,s==4|idle,,,,,,,
234,1,13030,s==4|雪拥幽兰,9,2,1026,100,2,1026,28,1,1,100,,,,,,,,,,,,23508002,s==4|show,235080201,s==4|idle,,,,,,,
235,1,13030,s==4|雪拥幽兰,10,2,1026,120,2,1026,32,2,1,100,,,,,,,,,,,,23508002,s==4|show,235080201,s==4|idle,,,,,,,
236,1,13030,s==4|雪拥幽兰,11,2,1026,140,2,1026,34,1,1,100,,,,,,,,,,,,23508002,s==4|show,235080201,s==4|idle,,,,,,,
237,1,13030,s==4|雪拥幽兰,12,2,1026,163,2,1026,38,2,1,100,,,,,,,,,,,,23508002,s==4|show,235080201,s==4|idle,,,,,,,
238,1,13030,s==4|雪拥幽兰,13,2,1026,188,2,1026,42,3,1,100,,,,,,,,,,,,23508002,s==4|show,235080201,s==4|idle,,,,,,,
239,1,13030,s==4|雪拥幽兰,14,2,1026,217,2,1026,48,4,0,3,,,,,,,,,,,,23508002,s==4|show,235080201,s==4|idle,,,,,,,
240,1,13030,s==4|雪拥幽兰,15,2,1026,249,2,1026,54,1,1,100,,,,,,,,,,,,23508002,s==4|show,235080201,s==4|idle,,,,,,,
241,1,13030,s==4|雪拥幽兰,16,2,1026,285,2,1026,60,2,1,100,,,,,,,,,,,,23508002,s==4|show,235080201,s==4|idle,,,,,,,
242,1,13030,s==4|雪拥幽兰,17,2,1026,325,2,1026,66,3,1,200,,,,,,,,,,,,23508002,s==4|show,235080201,s==4|idle,,,,,,,
243,1,13030,s==4|雪拥幽兰,18,2,1026,372,2,1026,78,4,0,5,,,,,,,,,,,,23508002,s==4|show,235080201,s==4|idle,,,,,,,
244,1,13030,s==4|雪拥幽兰,19,2,1026,422,2,1026,84,1,1,100,,,,,,,,,,,,23508002,s==4|show,235080201,s==4|idle,,,,,,,
245,1,13030,s==4|雪拥幽兰,20,2,1026,480,2,1026,96,2,1,100,,,,,,,,,,,,23508002,s==8|show_max,235080201,s==8|idle_max,,,,,,,
246,2,13031,s==4|夜刹暗鸦,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23507001,s==4|show,235070101,s==4|idle,,,,,,,
247,2,13031,s==4|夜刹暗鸦,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23507001,s==4|show,235070101,s==4|idle,,,,,,,
248,2,13031,s==4|夜刹暗鸦,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23507001,s==4|show,235070101,s==4|idle,,,,,,,
249,2,13031,s==4|夜刹暗鸦,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23507001,s==4|show,235070101,s==4|idle,,,,,,,
250,2,13031,s==4|夜刹暗鸦,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23507001,s==8|show_max,235070101,s==8|idle_max,,,,,,,
251,2,13032,s==4|炼狱帝君,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,23511001,s==4|show,235110101,s==4|idle,,,,,,,
252,2,13032,s==4|炼狱帝君,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,23511001,s==4|show,235110101,s==4|idle,,,,,,,
253,2,13032,s==4|炼狱帝君,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,23511001,s==4|show,235110101,s==4|idle,,,,,,,
254,2,13032,s==4|炼狱帝君,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,23511001,s==4|show,235110101,s==4|idle,,,,,,,
255,2,13032,s==4|炼狱帝君,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,23511001,s==8|show_max,235110101,s==8|idle_max,,,,,,,
256,2,13033,s==4|醉观烽火,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,22511001,s==4|show,225110101,s==4|idle,,,,,,,
257,2,13033,s==4|醉观烽火,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,22511001,s==4|show,225110101,s==4|idle,,,,,,,
258,2,13033,s==4|醉观烽火,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,22511001,s==4|show,225110101,s==4|idle,,,,,,,
259,2,13033,s==4|醉观烽火,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,22511001,s==4|show,225110101,s==4|idle,,,,,,,
260,2,13033,s==4|醉观烽火,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,22511001,s==8|show_max,225110101,s==8|idle_max,,,,,,,
261,1,13034,s==4|万夫莫敌,1,2,1026,6,2,1026,10,1,1,100,,,,,,,,,,,,22504002,s==4|show,225040201,s==4|idle,,,,,,,
262,1,13034,s==4|万夫莫敌,2,2,1026,13,2,1026,12,2,1,100,,,,,,,,,,,,22504002,s==4|show,225040201,s==4|idle,,,,,,,
263,1,13034,s==4|万夫莫敌,3,2,1026,21,2,1026,14,3,1,100,,,,,,,,,,,,22504002,s==4|show,225040201,s==4|idle,,,,,,,
264,1,13034,s==4|万夫莫敌,4,2,1026,31,2,1026,16,4,0,3,,,,,,,,,,,,22504002,s==4|show,225040201,s==4|idle,,,,,,,
265,1,13034,s==4|万夫莫敌,5,2,1026,43,2,1026,20,1,1,100,,,,,,,,,,,,22504002,s==4|show,225040201,s==4|idle,,,,,,,
266,1,13034,s==4|万夫莫敌,6,2,1026,55,2,1026,20,2,1,100,,,,,,,,,,,,22504002,s==4|show,225040201,s==4|idle,,,,,,,
267,1,13034,s==4|万夫莫敌,7,2,1026,68,2,1026,22,3,1,200,,,,,,,,,,,,22504002,s==4|show,225040201,s==4|idle,,,,,,,
268,1,13034,s==4|万夫莫敌,8,2,1026,84,2,1026,26,4,0,4,,,,,,,,,,,,22504002,s==4|show,225040201,s==4|idle,,,,,,,
269,1,13034,s==4|万夫莫敌,9,2,1026,100,2,1026,28,1,1,100,,,,,,,,,,,,22504002,s==4|show,225040201,s==4|idle,,,,,,,
270,1,13034,s==4|万夫莫敌,10,2,1026,120,2,1026,32,2,1,100,,,,,,,,,,,,22504002,s==4|show,225040201,s==4|idle,,,,,,,
271,1,13034,s==4|万夫莫敌,11,2,1026,140,2,1026,34,1,1,100,,,,,,,,,,,,22504002,s==4|show,225040201,s==4|idle,,,,,,,
272,1,13034,s==4|万夫莫敌,12,2,1026,163,2,1026,38,2,1,100,,,,,,,,,,,,22504002,s==4|show,225040201,s==4|idle,,,,,,,
273,1,13034,s==4|万夫莫敌,13,2,1026,188,2,1026,42,3,1,100,,,,,,,,,,,,22504002,s==4|show,225040201,s==4|idle,,,,,,,
274,1,13034,s==4|万夫莫敌,14,2,1026,217,2,1026,48,4,0,3,,,,,,,,,,,,22504002,s==4|show,225040201,s==4|idle,,,,,,,
275,1,13034,s==4|万夫莫敌,15,2,1026,249,2,1026,54,1,1,100,,,,,,,,,,,,22504002,s==4|show,225040201,s==4|idle,,,,,,,
276,1,13034,s==4|万夫莫敌,16,2,1026,285,2,1026,60,2,1,100,,,,,,,,,,,,22504002,s==4|show,225040201,s==4|idle,,,,,,,
277,1,13034,s==4|万夫莫敌,17,2,1026,325,2,1026,66,3,1,200,,,,,,,,,,,,22504002,s==4|show,225040201,s==4|idle,,,,,,,
278,1,13034,s==4|万夫莫敌,18,2,1026,372,2,1026,78,4,0,5,,,,,,,,,,,,22504002,s==4|show,225040201,s==4|idle,,,,,,,
279,1,13034,s==4|万夫莫敌,19,2,1026,422,2,1026,84,1,1,100,,,,,,,,,,,,22504002,s==4|show,225040201,s==4|idle,,,,,,,
280,1,13034,s==4|万夫莫敌,20,2,1026,480,2,1026,96,2,1,100,,,,,,,,,,,,22504002,s==8|show_max,225040201,s==8|idle_max,,,,,,,
281,2,13035,s==4|桃渊游麟,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,22512001,s==4|show,225120101,s==4|idle,,,,,,,
282,2,13035,s==4|桃渊游麟,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,22512001,s==4|show,225120101,s==4|idle,,,,,,,
283,2,13035,s==4|桃渊游麟,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,22512001,s==4|show,225120101,s==4|idle,,,,,,,
284,2,13035,s==4|桃渊游麟,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,22512001,s==4|show,225120101,s==4|idle,,,,,,,
285,2,13035,s==4|桃渊游麟,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,22512001,s==8|show_max,225120101,s==8|idle_max,,,,,,,
286,2,13036,s==4|鬼门战躯,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23502001,s==4|show,235020101,s==4|idle,,,,,,,
287,2,13036,s==4|鬼门战躯,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23502001,s==4|show,235020101,s==4|idle,,,,,,,
288,2,13036,s==4|鬼门战躯,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23502001,s==4|show,235020101,s==4|idle,,,,,,,
289,2,13036,s==4|鬼门战躯,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23502001,s==4|show,235020101,s==4|idle,,,,,,,
290,2,13036,s==4|鬼门战躯,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23502001,s==8|show_max,235020101,s==8|idle_max,,,,,,,
291,2,13037,s==4|烈翼蜃风,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21504001,s==4|show,215040101,s==4|idle,,,,,,,
292,2,13037,s==4|烈翼蜃风,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21504001,s==4|show,215040101,s==4|idle,,,,,,,
293,2,13037,s==4|烈翼蜃风,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21504001,s==4|show,215040101,s==4|idle,,,,,,,
294,2,13037,s==4|烈翼蜃风,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21504001,s==4|show,215040101,s==4|idle,,,,,,,
295,2,13037,s==4|烈翼蜃风,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21504001,s==8|show_max,215040101,s==8|idle_max,,,,,,,
296,1,13038,s==4|凛冽疾风,1,2,1026,6,2,1026,10,1,1,100,,,,,,,,,,,,21512002,s==4|show,215120201,s==4|idle,,,,,,,
297,1,13038,s==4|凛冽疾风,2,2,1026,13,2,1026,12,2,1,100,,,,,,,,,,,,21512002,s==4|show,215120201,s==4|idle,,,,,,,
298,1,13038,s==4|凛冽疾风,3,2,1026,21,2,1026,14,3,1,100,,,,,,,,,,,,21512002,s==4|show,215120201,s==4|idle,,,,,,,
299,1,13038,s==4|凛冽疾风,4,2,1026,31,2,1026,16,4,0,3,,,,,,,,,,,,21512002,s==4|show,215120201,s==4|idle,,,,,,,
300,1,13038,s==4|凛冽疾风,5,2,1026,43,2,1026,20,1,1,100,,,,,,,,,,,,21512002,s==4|show,215120201,s==4|idle,,,,,,,
301,1,13038,s==4|凛冽疾风,6,2,1026,55,2,1026,20,2,1,100,,,,,,,,,,,,21512002,s==4|show,215120201,s==4|idle,,,,,,,
302,1,13038,s==4|凛冽疾风,7,2,1026,68,2,1026,22,3,1,200,,,,,,,,,,,,21512002,s==4|show,215120201,s==4|idle,,,,,,,
303,1,13038,s==4|凛冽疾风,8,2,1026,84,2,1026,26,4,0,4,,,,,,,,,,,,21512002,s==4|show,215120201,s==4|idle,,,,,,,
304,1,13038,s==4|凛冽疾风,9,2,1026,100,2,1026,28,1,1,100,,,,,,,,,,,,21512002,s==4|show,215120201,s==4|idle,,,,,,,
305,1,13038,s==4|凛冽疾风,10,2,1026,120,2,1026,32,2,1,100,,,,,,,,,,,,21512002,s==4|show,215120201,s==4|idle,,,,,,,
306,1,13038,s==4|凛冽疾风,11,2,1026,140,2,1026,34,1,1,100,,,,,,,,,,,,21512002,s==4|show,215120201,s==4|idle,,,,,,,
307,1,13038,s==4|凛冽疾风,12,2,1026,163,2,1026,38,2,1,100,,,,,,,,,,,,21512002,s==4|show,215120201,s==4|idle,,,,,,,
308,1,13038,s==4|凛冽疾风,13,2,1026,188,2,1026,42,3,1,100,,,,,,,,,,,,21512002,s==4|show,215120201,s==4|idle,,,,,,,
309,1,13038,s==4|凛冽疾风,14,2,1026,217,2,1026,48,4,0,3,,,,,,,,,,,,21512002,s==4|show,215120201,s==4|idle,,,,,,,
310,1,13038,s==4|凛冽疾风,15,2,1026,249,2,1026,54,1,1,100,,,,,,,,,,,,21512002,s==4|show,215120201,s==4|idle,,,,,,,
311,1,13038,s==4|凛冽疾风,16,2,1026,285,2,1026,60,2,1,100,,,,,,,,,,,,21512002,s==4|show,215120201,s==4|idle,,,,,,,
312,1,13038,s==4|凛冽疾风,17,2,1026,325,2,1026,66,3,1,200,,,,,,,,,,,,21512002,s==4|show,215120201,s==4|idle,,,,,,,
313,1,13038,s==4|凛冽疾风,18,2,1026,372,2,1026,78,4,0,5,,,,,,,,,,,,21512002,s==4|show,215120201,s==4|idle,,,,,,,
314,1,13038,s==4|凛冽疾风,19,2,1026,422,2,1026,84,1,1,100,,,,,,,,,,,,21512002,s==4|show,215120201,s==4|idle,,,,,,,
315,1,13038,s==4|凛冽疾风,20,2,1026,480,2,1026,96,2,1,100,,,,,,,,,,,,21512002,s==8|show_max,215120201,s==8|idle_max,,,,,,,
316,2,13039,s==4|任法诛邪,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24517001,s==4|show,24517011,s==4|idle,,,,,,,
317,2,13039,s==4|任法诛邪,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24517001,s==4|show,24517011,s==4|idle,,,,,,,
318,2,13039,s==4|任法诛邪,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24517001,s==4|show,24517011,s==4|idle,,,,,,,
319,2,13039,s==4|任法诛邪,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24517001,s==4|show,24517011,s==4|idle,,,,,,,
320,2,13039,s==4|任法诛邪,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24517001,s==8|show_max,24517011,s==8|idle_max,,,,,,,
321,2,13040,s==4|碣石沧海,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,21515001,s==4|show,215150101,s==4|idle,,,,,,,
322,2,13040,s==4|碣石沧海,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,21515001,s==4|show,215150101,s==4|idle,,,,,,,
323,2,13040,s==4|碣石沧海,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,21515001,s==4|show,215150101,s==4|idle,,,,,,,
324,2,13040,s==4|碣石沧海,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,21515001,s==4|show,215150101,s==4|idle,,,,,,,
325,2,13040,s==4|碣石沧海,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,21515001,s==8|show_max,215150101,s==8|idle_max,,,,,,,
