id,starMapId,starId,unlockStarId,level,nextId,needAllLevel,unlockType,starType,base-type-1,base-way-1,base-value-1,base-type-2,base-way-2,base-value-2,
510,1005,8,,2,511,,1,2,,,,,,,
511,1005,8,,3,512,,1,2,,,,,,,
512,1005,8,,4,513,,1,2,,,,,,,
513,1005,8,,5,514,32,1,2,,,,,,,
514,1005,8,,6,515,,1,2,,,,,,,
515,1005,8,,7,516,,1,2,,,,,,,
516,1005,8,,8,517,,1,2,,,,,,,
517,1005,8,,9,518,64,1,2,,,,,,,
518,1005,8,,10,519,,1,2,,,,,,,
519,1005,8,,11,520,,1,2,,,,,,,
520,1005,8,,12,,,1,2,,,,,,,
521,1006,1,,0,522,,,,,,,,,,
522,1006,1,2,1,523,,0,2,,,,,,,
523,1006,1,,2,524,,0,2,,,,,,,
524,1006,1,,3,525,,0,2,,,,,,,
525,1006,1,,4,526,,0,2,,,,,,,
526,1006,1,,5,527,32,0,2,,,,,,,
527,1006,1,,6,528,,0,2,,,,,,,
528,1006,1,,7,529,,0,2,,,,,,,
529,1006,1,,8,530,,0,2,,,,,,,
530,1006,1,,9,531,64,0,2,,,,,,,
531,1006,1,,10,532,,0,2,,,,,,,
532,1006,1,,11,533,,0,2,,,,,,,
533,1006,1,,12,,,0,2,,,,,,,
534,1006,2,,0,535,,,,,,,,,,
535,1006,2,3|4|5|6|7,1,536,,1,2,,,,,,,
536,1006,2,,2,537,,1,2,,,,,,,
537,1006,2,,3,538,,1,2,,,,,,,
538,1006,2,,4,539,,1,2,,,,,,,
539,1006,2,,5,540,32,1,2,,,,,,,
540,1006,2,,6,541,,1,2,,,,,,,
541,1006,2,,7,542,,1,2,,,,,,,
542,1006,2,,8,543,,1,2,,,,,,,
543,1006,2,,9,544,64,1,2,,,,,,,
544,1006,2,,10,545,,1,2,,,,,,,
545,1006,2,,11,546,,1,2,,,,,,,
546,1006,2,,12,,,1,2,,,,,,,
547,1006,3,,0,548,,,,,,,,,,
548,1006,3,,1,549,,1,1,2,0,200,1,0,2000,
549,1006,3,,2,550,,1,1,2,0,400,1,0,4000,
550,1006,3,,3,551,,1,1,2,0,600,1,0,6000,
551,1006,3,,4,552,,1,1,2,0,800,1,0,8000,
552,1006,3,,5,553,32,1,1,2,0,1200,1,0,12000,
553,1006,3,,6,554,,1,1,2,0,1600,1,0,16000,
554,1006,3,,7,555,,1,1,2,0,2000,1,0,20000,
555,1006,3,,8,556,,1,1,2,0,2400,1,0,24000,
556,1006,3,,9,557,64,1,1,2,0,3200,1,0,32000,
557,1006,3,,10,558,,1,1,2,0,4000,1,0,40000,
558,1006,3,,11,559,,1,1,2,0,4800,1,0,48000,
559,1006,3,,12,,,1,1,2,0,5600,1,0,56000,
560,1006,4,,0,561,,,,,,,,,,
561,1006,4,,1,562,,1,1,2,0,120,3,0,5,
562,1006,4,,2,563,,1,1,2,0,240,3,0,10,
563,1006,4,,3,564,,1,1,2,0,360,3,0,15,
564,1006,4,,4,565,,1,1,2,0,480,3,0,20,
565,1006,4,,5,566,32,1,1,2,0,720,3,0,28,
566,1006,4,,6,567,,1,1,2,0,960,3,0,36,
567,1006,4,,7,568,,1,1,2,0,1200,3,0,44,
568,1006,4,,8,569,,1,1,2,0,1440,3,0,52,
569,1006,4,,9,570,64,1,1,2,0,1920,3,0,60,
570,1006,4,,10,571,,1,1,2,0,2400,3,0,68,
571,1006,4,,11,572,,1,1,2,0,2880,3,0,82,
572,1006,4,,12,,,1,1,2,0,3360,3,0,92,
573,1006,5,,0,574,,,,,,,,,,
574,1006,5,8,1,575,,1,2,,,,,,,
575,1006,5,,2,576,,1,2,,,,,,,
576,1006,5,,3,577,,1,2,,,,,,,
577,1006,5,,4,578,,1,2,,,,,,,
578,1006,5,,5,579,32,1,2,,,,,,,
579,1006,5,,6,580,,1,2,,,,,,,
580,1006,5,,7,581,,1,2,,,,,,,
581,1006,5,,8,582,,1,2,,,,,,,
582,1006,5,,9,583,64,1,2,,,,,,,
583,1006,5,,10,584,,1,2,,,,,,,
584,1006,5,,11,585,,1,2,,,,,,,
585,1006,5,,12,,,1,2,,,,,,,
586,1006,6,,0,587,,,,,,,,,,
587,1006,6,,1,588,,1,1,1,0,1200,4,0,5,
588,1006,6,,2,589,,1,1,1,0,2400,4,0,10,
589,1006,6,,3,590,,1,1,1,0,3600,4,0,15,
590,1006,6,,4,591,,1,1,1,0,4800,4,0,20,
591,1006,6,,5,592,32,1,1,1,0,7200,4,0,28,
592,1006,6,,6,593,,1,1,1,0,9600,4,0,36,
593,1006,6,,7,594,,1,1,1,0,12000,4,0,44,
594,1006,6,,8,595,,1,1,1,0,14400,4,0,52,
595,1006,6,,9,596,64,1,1,1,0,19200,4,0,62,
596,1006,6,,10,597,,1,1,1,0,24000,4,0,72,
597,1006,6,,11,598,,1,1,1,0,28800,4,0,82,
598,1006,6,,12,,,1,1,1,0,33600,4,0,92,
599,1006,7,,0,600,,,,,,,,,,
600,1006,7,,1,601,,1,1,3,0,4,4,0,4,
601,1006,7,,2,602,,1,1,3,0,8,4,0,8,
602,1006,7,,3,603,,1,1,3,0,12,4,0,12,
603,1006,7,,4,604,,1,1,3,0,16,4,0,16,
604,1006,7,,5,605,32,1,1,3,0,22,4,0,22,
605,1006,7,,6,606,,1,1,3,0,28,4,0,28,
606,1006,7,,7,607,,1,1,3,0,34,4,0,34,
607,1006,7,,8,608,,1,1,3,0,40,4,0,40,
608,1006,7,,9,609,64,1,1,3,0,48,4,0,48,
609,1006,7,,10,610,,1,1,3,0,56,4,0,56,
610,1006,7,,11,611,,1,1,3,0,64,4,0,64,
611,1006,7,,12,,,1,1,3,0,72,4,0,72,
612,1006,8,,0,613,,,,,,,,,,
613,1006,8,,1,614,,1,2,,,,,,,
614,1006,8,,2,615,,1,2,,,,,,,
615,1006,8,,3,616,,1,2,,,,,,,
616,1006,8,,4,617,,1,2,,,,,,,
617,1006,8,,5,618,32,1,2,,,,,,,
618,1006,8,,6,619,,1,2,,,,,,,
619,1006,8,,7,620,,1,2,,,,,,,
620,1006,8,,8,621,,1,2,,,,,,,
621,1006,8,,9,622,64,1,2,,,,,,,
622,1006,8,,10,623,,1,2,,,,,,,
623,1006,8,,11,624,,1,2,,,,,,,
624,1006,8,,12,,,1,2,,,,,,,
625,1007,1,,0,626,,,,,,,,,,
626,1007,1,2,1,627,,0,2,,,,,,,
627,1007,1,,2,628,,0,2,,,,,,,
628,1007,1,,3,629,,0,2,,,,,,,
629,1007,1,,4,630,,0,2,,,,,,,
630,1007,1,,5,631,32,0,2,,,,,,,
631,1007,1,,6,632,,0,2,,,,,,,
632,1007,1,,7,633,,0,2,,,,,,,
633,1007,1,,8,634,,0,2,,,,,,,
634,1007,1,,9,635,64,0,2,,,,,,,
635,1007,1,,10,636,,0,2,,,,,,,
636,1007,1,,11,637,,0,2,,,,,,,
637,1007,1,,12,,,0,2,,,,,,,
638,1007,2,,0,639,,,,,,,,,,
639,1007,2,3,1,640,,1,2,,,,,,,
640,1007,2,,2,641,,1,2,,,,,,,
641,1007,2,,3,642,,1,2,,,,,,,
642,1007,2,,4,643,,1,2,,,,,,,
643,1007,2,,5,644,32,1,2,,,,,,,
644,1007,2,,6,645,,1,2,,,,,,,
645,1007,2,,7,646,,1,2,,,,,,,
646,1007,2,,8,647,,1,2,,,,,,,
647,1007,2,,9,648,64,1,2,,,,,,,
648,1007,2,,10,649,,1,2,,,,,,,
649,1007,2,,11,650,,1,2,,,,,,,
650,1007,2,,12,,,1,2,,,,,,,
651,1007,3,,0,652,,,,,,,,,,
652,1007,3,4,1,653,,1,2,,,,,,,
653,1007,3,,2,654,,1,2,,,,,,,
654,1007,3,,3,655,,1,2,,,,,,,
655,1007,3,,4,656,,1,2,,,,,,,
656,1007,3,,5,657,32,1,2,,,,,,,
657,1007,3,,6,658,,1,2,,,,,,,
658,1007,3,,7,659,,1,2,,,,,,,
659,1007,3,,8,660,,1,2,,,,,,,
660,1007,3,,9,661,64,1,2,,,,,,,
661,1007,3,,10,662,,1,2,,,,,,,
662,1007,3,,11,663,,1,2,,,,,,,
663,1007,3,,12,,,1,2,,,,,,,
664,1007,4,,0,665,,,,,,,,,,
665,1007,4,5|6|7|8,1,666,,1,2,,,,,,,
666,1007,4,,2,667,,1,2,,,,,,,
667,1007,4,,3,668,,1,2,,,,,,,
668,1007,4,,4,669,,1,2,,,,,,,
669,1007,4,,5,670,32,1,2,,,,,,,
670,1007,4,,6,671,,1,2,,,,,,,
671,1007,4,,7,672,,1,2,,,,,,,
672,1007,4,,8,673,,1,2,,,,,,,
673,1007,4,,9,674,64,1,2,,,,,,,
674,1007,4,,10,675,,1,2,,,,,,,
675,1007,4,,11,676,,1,2,,,,,,,
676,1007,4,,12,,,1,2,,,,,,,
677,1007,5,,0,678,,,,,,,,,,
678,1007,5,,1,679,,1,1,2,0,200,1,0,2000,
679,1007,5,,2,680,,1,1,2,0,400,1,0,4000,
680,1007,5,,3,681,,1,1,2,0,600,1,0,6000,
681,1007,5,,4,682,,1,1,2,0,800,1,0,8000,
682,1007,5,,5,683,32,1,1,2,0,1200,1,0,12000,
683,1007,5,,6,684,,1,1,2,0,1600,1,0,16000,
684,1007,5,,7,685,,1,1,2,0,2000,1,0,20000,
685,1007,5,,8,686,,1,1,2,0,2400,1,0,24000,
686,1007,5,,9,687,64,1,1,2,0,3200,1,0,32000,
687,1007,5,,10,688,,1,1,2,0,4000,1,0,40000,
688,1007,5,,11,689,,1,1,2,0,4800,1,0,48000,
689,1007,5,,12,,,1,1,2,0,5600,1,0,56000,
690,1007,6,,0,691,,,,,,,,,,
691,1007,6,,1,692,,1,1,2,0,120,3,0,5,
692,1007,6,,2,693,,1,1,2,0,240,3,0,10,
693,1007,6,,3,694,,1,1,2,0,360,3,0,15,
694,1007,6,,4,695,,1,1,2,0,480,3,0,20,
695,1007,6,,5,696,32,1,1,2,0,720,3,0,28,
696,1007,6,,6,697,,1,1,2,0,960,3,0,36,
697,1007,6,,7,698,,1,1,2,0,1200,3,0,44,
698,1007,6,,8,699,,1,1,2,0,1440,3,0,52,
699,1007,6,,9,700,64,1,1,2,0,1920,3,0,60,
700,1007,6,,10,701,,1,1,2,0,2400,3,0,68,
701,1007,6,,11,702,,1,1,2,0,2880,3,0,82,
702,1007,6,,12,,,1,1,2,0,3360,3,0,92,
703,1007,7,,0,704,,,,,,,,,,
704,1007,7,,1,705,,1,1,1,0,1200,4,0,5,
705,1007,7,,2,706,,1,1,1,0,2400,4,0,10,
706,1007,7,,3,707,,1,1,1,0,3600,4,0,15,
707,1007,7,,4,708,,1,1,1,0,4800,4,0,20,
708,1007,7,,5,709,32,1,1,1,0,7200,4,0,28,
709,1007,7,,6,710,,1,1,1,0,9600,4,0,36,
710,1007,7,,7,711,,1,1,1,0,12000,4,0,44,
711,1007,7,,8,712,,1,1,1,0,14400,4,0,52,
712,1007,7,,9,713,64,1,1,1,0,19200,4,0,62,
713,1007,7,,10,714,,1,1,1,0,24000,4,0,72,
714,1007,7,,11,715,,1,1,1,0,28800,4,0,82,
715,1007,7,,12,,,1,1,1,0,33600,4,0,92,
716,1007,8,,0,717,,,,,,,,,,
717,1007,8,,1,718,,1,1,3,0,4,4,0,4,
718,1007,8,,2,719,,1,1,3,0,8,4,0,8,
719,1007,8,,3,720,,1,1,3,0,12,4,0,12,
720,1007,8,,4,721,,1,1,3,0,16,4,0,16,
721,1007,8,,5,722,32,1,1,3,0,22,4,0,22,
722,1007,8,,6,723,,1,1,3,0,28,4,0,28,
723,1007,8,,7,724,,1,1,3,0,34,4,0,34,
724,1007,8,,8,725,,1,1,3,0,40,4,0,40,
725,1007,8,,9,726,64,1,1,3,0,48,4,0,48,
726,1007,8,,10,727,,1,1,3,0,56,4,0,56,
727,1007,8,,11,728,,1,1,3,0,64,4,0,64,
728,1007,8,,12,,,1,1,3,0,72,4,0,72,
729,1008,1,,0,730,,0,2,,,,,,,
730,1008,1,2,1,731,,0,2,,,,,,,
731,1008,1,,2,732,,0,2,,,,,,,
732,1008,1,,3,733,,0,2,,,,,,,
733,1008,1,,4,734,,0,2,,,,,,,
734,1008,1,,5,735,32,0,2,,,,,,,
735,1008,1,,6,736,,0,2,,,,,,,
736,1008,1,,7,737,,0,2,,,,,,,
737,1008,1,,8,738,,0,2,,,,,,,
738,1008,1,,9,739,64,0,2,,,,,,,
739,1008,1,,10,740,,0,2,,,,,,,
740,1008,1,,11,741,,0,2,,,,,,,
741,1008,1,,12,,,0,2,,,,,,,
742,1008,2,,0,743,,0,2,,,,,,,
743,1008,2,3,1,744,,1,1,2,0,200,1,0,2000,
744,1008,2,,2,745,,1,1,2,0,400,1,0,4000,
745,1008,2,,3,746,,1,1,2,0,600,1,0,6000,
746,1008,2,,4,747,,1,1,2,0,800,1,0,8000,
747,1008,2,,5,748,32,1,1,2,0,1200,1,0,12000,
748,1008,2,,6,749,,1,1,2,0,1600,1,0,16000,
749,1008,2,,7,750,,1,1,2,0,2000,1,0,20000,
750,1008,2,,8,751,,1,1,2,0,2400,1,0,24000,
751,1008,2,,9,752,64,1,1,2,0,3200,1,0,32000,
752,1008,2,,10,753,,1,1,2,0,4000,1,0,40000,
753,1008,2,,11,754,,1,1,2,0,4800,1,0,48000,
754,1008,2,,12,,,1,1,2,0,5600,1,0,56000,
755,1008,3,,0,756,,1,2,,,,,,,
756,1008,3,4,1,757,,1,2,,,,,,,
757,1008,3,,2,758,,1,2,,,,,,,
758,1008,3,,3,759,,1,2,,,,,,,
759,1008,3,,4,760,,1,2,,,,,,,
760,1008,3,,5,761,32,1,2,,,,,,,
761,1008,3,,6,762,,1,2,,,,,,,
762,1008,3,,7,763,,1,2,,,,,,,
763,1008,3,,8,764,,1,2,,,,,,,
764,1008,3,,9,765,64,1,2,,,,,,,
765,1008,3,,10,766,,1,2,,,,,,,
766,1008,3,,11,767,,1,2,,,,,,,
767,1008,3,,12,,,1,2,,,,,,,
768,1008,4,,0,769,,1,2,,,,,,,
769,1008,4,5,1,770,,1,1,2,0,120,3,0,5,
770,1008,4,,2,771,,1,1,2,0,240,3,0,10,
771,1008,4,,3,772,,1,1,2,0,360,3,0,15,
772,1008,4,,4,773,,1,1,2,0,480,3,0,20,
773,1008,4,,5,774,32,1,1,2,0,720,3,0,28,
774,1008,4,,6,775,,1,1,2,0,960,3,0,36,
775,1008,4,,7,776,,1,1,2,0,1200,3,0,44,
776,1008,4,,8,777,,1,1,2,0,1440,3,0,52,
777,1008,4,,9,778,64,1,1,2,0,1920,3,0,60,
778,1008,4,,10,779,,1,1,2,0,2400,3,0,68,
779,1008,4,,11,780,,1,1,2,0,2880,3,0,82,
780,1008,4,,12,,,1,1,2,0,3360,3,0,92,
781,1008,5,,0,782,,1,2,,,,,,,
782,1008,5,6,1,783,,1,2,,,,,,,
783,1008,5,,2,784,,1,2,,,,,,,
784,1008,5,,3,785,,1,2,,,,,,,
785,1008,5,,4,786,,1,2,,,,,,,
786,1008,5,,5,787,32,1,2,,,,,,,
787,1008,5,,6,788,,1,2,,,,,,,
788,1008,5,,7,789,,1,2,,,,,,,
789,1008,5,,8,790,,1,2,,,,,,,
790,1008,5,,9,791,64,1,2,,,,,,,
791,1008,5,,10,792,,1,2,,,,,,,
792,1008,5,,11,793,,1,2,,,,,,,
793,1008,5,,12,,,1,2,,,,,,,
794,1008,6,,0,795,,1,2,,,,,,,
795,1008,6,7,1,796,,1,1,1,0,1200,4,0,5,
796,1008,6,,2,797,,1,1,1,0,2400,4,0,10,
797,1008,6,,3,798,,1,1,1,0,3600,4,0,15,
798,1008,6,,4,799,,1,1,1,0,4800,4,0,20,
799,1008,6,,5,800,32,1,1,1,0,7200,4,0,28,
800,1008,6,,6,801,,1,1,1,0,9600,4,0,36,
801,1008,6,,7,802,,1,1,1,0,12000,4,0,44,
802,1008,6,,8,803,,1,1,1,0,14400,4,0,52,
803,1008,6,,9,804,64,1,1,1,0,19200,4,0,62,
804,1008,6,,10,805,,1,1,1,0,24000,4,0,72,
805,1008,6,,11,806,,1,1,1,0,28800,4,0,82,
806,1008,6,,12,,,1,1,1,0,33600,4,0,92,
807,1008,7,,0,808,,1,2,,,,,,,
808,1008,7,8,1,809,,1,2,,,,,,,
809,1008,7,,2,810,,1,2,,,,,,,
810,1008,7,,3,811,,1,2,,,,,,,
811,1008,7,,4,812,,1,2,,,,,,,
812,1008,7,,5,813,32,1,2,,,,,,,
813,1008,7,,6,814,,1,2,,,,,,,
814,1008,7,,7,815,,1,2,,,,,,,
815,1008,7,,8,816,,1,2,,,,,,,
816,1008,7,,9,817,64,1,2,,,,,,,
817,1008,7,,10,818,,1,2,,,,,,,
818,1008,7,,11,819,,1,2,,,,,,,
819,1008,7,,12,,,1,2,,,,,,,
820,1008,8,,0,821,,1,2,,,,,,,
821,1008,8,,1,822,,1,1,3,0,4,4,0,4,
822,1008,8,,2,823,,1,1,3,0,8,4,0,8,
823,1008,8,,3,824,,1,1,3,0,12,4,0,12,
824,1008,8,,4,825,,1,1,3,0,16,4,0,16,
825,1008,8,,5,826,32,1,1,3,0,22,4,0,22,
826,1008,8,,6,827,,1,1,3,0,28,4,0,28,
827,1008,8,,7,828,,1,1,3,0,34,4,0,34,
828,1008,8,,8,829,,1,1,3,0,40,4,0,40,
829,1008,8,,9,830,64,1,1,3,0,48,4,0,48,
830,1008,8,,10,831,,1,1,3,0,56,4,0,56,
831,1008,8,,11,832,,1,1,3,0,64,4,0,64,
832,1008,8,,12,,,1,1,3,0,72,4,0,72,
