id,type,star,rewards-type-1,rewards-id-1,rewards-value-1,rewards-type-2,rewards-id-2,rewards-value-2,rewards-type-3,rewards-id-3,rewards-value-3,
617,1,5110,2,1055,55,,,,,,,
618,1,5120,2,1055,55,2,1056,25,,,,
619,1,5130,2,1055,55,,,,,,,
620,1,5140,2,1055,55,,,,,,,
621,1,5150,2,1055,55,,,,,,,
622,1,5160,2,1055,55,2,1056,25,,,,
623,1,5170,2,1055,55,,,,,,,
624,1,5180,2,1055,55,,,,,,,
625,1,5190,2,1055,55,,,,,,,
626,1,5200,2,1055,55,2,1056,25,,,,
627,1,5210,2,1055,55,,,,,,,
628,1,5220,2,1055,55,,,,,,,
629,1,5230,2,1055,55,,,,,,,
630,1,5240,2,1055,55,2,1056,25,,,,
631,1,5250,2,1055,55,,,,,,,
632,1,5260,2,1055,55,,,,,,,
633,1,5270,2,1055,55,,,,,,,
634,1,5280,2,1055,55,2,1056,25,,,,
635,1,5290,2,1055,55,,,,,,,
636,1,5300,2,1055,55,,,,,,,
637,1,5310,2,1055,55,,,,,,,
638,1,5320,2,1055,55,2,1056,25,,,,
639,1,5330,2,1055,55,,,,,,,
640,1,5340,2,1055,55,,,,,,,
641,1,5350,2,1055,55,,,,,,,
642,1,5360,2,1055,55,2,1056,25,,,,
643,1,5370,2,1055,55,,,,,,,
644,1,5380,2,1055,55,,,,,,,
645,1,5390,2,1055,55,,,,,,,
646,1,5400,2,1055,55,2,1056,25,,,,
647,1,5410,2,1055,55,,,,,,,
648,1,5420,2,1055,55,,,,,,,
649,1,5430,2,1055,55,,,,,,,
650,1,5440,2,1055,55,2,1056,25,,,,
651,1,5450,2,1055,55,,,,,,,
652,1,5460,2,1055,55,,,,,,,
653,1,5470,2,1055,55,,,,,,,
654,1,5480,2,1055,55,2,1056,25,,,,
655,1,5490,2,1055,55,,,,,,,
656,1,5500,2,1055,55,,,,,,,
657,1,5510,2,1055,55,,,,,,,
658,1,5520,2,1055,55,2,1056,25,,,,
659,1,5530,2,1055,55,,,,,,,
660,1,5540,2,1055,55,,,,,,,
661,1,5550,2,1055,55,,,,,,,
662,1,5560,2,1055,55,2,1056,25,,,,
663,1,5570,2,1055,55,,,,,,,
664,1,5580,2,1055,55,,,,,,,
665,1,5590,2,1055,55,,,,,,,
666,1,5600,2,1055,55,2,1056,25,,,,
667,1,5610,2,1055,55,,,,,,,
668,1,5620,2,1055,55,,,,,,,
669,1,5630,2,1055,55,,,,,,,
670,1,5640,2,1055,55,2,1056,25,,,,
671,1,5650,2,1055,55,,,,,,,
672,1,5660,2,1055,55,,,,,,,
673,1,5670,2,1055,55,,,,,,,
674,1,5680,2,1055,55,2,1056,25,,,,
675,1,5690,2,1055,55,,,,,,,
676,1,5700,2,1055,55,,,,,,,
677,1,5710,2,1055,55,,,,,,,
678,1,5720,2,1055,55,2,1056,25,,,,
679,1,5730,2,1055,55,,,,,,,
680,1,5740,2,1055,55,,,,,,,
681,1,5750,2,1055,55,,,,,,,
682,1,5760,2,1055,55,2,1056,25,,,,
683,1,5770,2,1055,55,,,,,,,
684,1,5780,2,1055,55,,,,,,,
685,1,5790,2,1055,55,,,,,,,
686,1,5800,2,1055,55,2,1056,25,,,,
687,1,5810,2,1055,55,,,,,,,
688,1,5820,2,1055,55,,,,,,,
689,1,5830,2,1055,55,,,,,,,
690,1,5840,2,1055,55,2,1056,25,,,,
691,1,5850,2,1055,55,,,,,,,
692,1,5860,2,1055,55,,,,,,,
693,1,5870,2,1055,55,,,,,,,
694,1,5880,2,1055,55,2,1056,25,,,,
695,1,5890,2,1055,55,,,,,,,
696,1,5900,2,1055,55,,,,,,,
697,1,5910,2,1055,55,,,,,,,
698,1,5920,2,1055,55,2,1056,25,,,,
699,1,5930,2,1055,55,,,,,,,
700,1,5940,2,1055,55,,,,,,,
701,1,5950,2,1055,55,,,,,,,
702,1,5960,2,1055,55,2,1056,25,,,,
703,1,5970,2,1055,55,,,,,,,
704,1,5980,2,1055,55,,,,,,,
705,1,5990,2,1055,55,,,,,,,
706,1,6000,2,1055,55,2,1056,25,,,,
707,3,3000,2,1056,50,2,1006,300,2,1003,5,
708,3,3020,2,1055,100,2,1006,300,,,,
709,3,3040,2,1055,100,2,1006,300,,,,
710,3,3060,2,1055,100,2,1006,300,,,,
711,3,3080,2,1055,100,2,1006,300,,,,
712,3,3100,2,1056,50,2,1006,300,2,1003,5,
713,3,3120,2,1055,100,2,1006,300,,,,
714,3,3140,2,1055,100,2,1006,300,,,,
715,3,3160,2,1055,100,2,1006,300,,,,
716,3,3180,2,1055,100,2,1006,300,,,,
717,3,3200,2,1056,50,2,1006,300,2,1003,5,
718,3,3220,2,1055,100,2,1006,300,,,,
719,3,3240,2,1055,100,2,1006,300,,,,
720,3,3260,2,1055,100,2,1006,300,,,,
721,3,3280,2,1055,100,2,1006,300,,,,
722,3,3300,2,1056,50,2,1006,300,2,1003,5,
723,3,3320,2,1055,100,2,1006,300,,,,
724,3,3340,2,1055,100,2,1006,300,,,,
725,3,3360,2,1055,100,2,1006,300,,,,
726,3,3380,2,1055,100,2,1006,300,,,,
727,3,3400,2,1056,50,2,1006,300,2,1003,5,
728,3,3425,2,1055,100,2,1006,300,,,,
729,3,3450,2,1055,100,2,1006,300,,,,
730,3,3475,2,1055,100,2,1006,300,,,,
731,3,3500,2,1055,100,2,1006,300,,,,
732,3,3525,2,1056,50,2,1006,300,2,1003,5,
733,3,3550,2,1055,100,2,1006,300,,,,
734,3,3575,2,1055,100,2,1006,300,,,,
735,3,3600,2,1055,100,2,1006,300,,,,
736,3,3625,2,1055,100,2,1006,300,,,,
737,3,3650,2,1056,50,2,1006,300,2,1003,5,
738,3,3675,2,1055,100,2,1006,300,,,,
739,3,3700,2,1055,100,2,1006,300,,,,
740,3,3725,2,1055,100,2,1006,300,,,,
741,3,3750,2,1055,100,2,1006,300,,,,
742,3,3775,2,1056,50,2,1006,300,2,1003,5,
743,3,3800,2,1055,100,2,1006,300,,,,
744,3,3825,2,1055,100,2,1006,300,,,,
745,3,3850,2,1055,100,2,1006,300,,,,
746,3,3875,2,1055,100,2,1006,300,,,,
747,3,3900,2,1056,50,2,1006,300,2,1003,5,
748,3,3925,2,1055,100,2,1006,300,,,,
749,3,3950,2,1055,100,2,1006,300,,,,
750,3,3975,2,1055,100,2,1006,300,,,,
751,3,4000,2,1055,100,2,1006,300,,,,
752,3,4025,2,1056,50,2,1006,300,2,1003,5,
753,3,4050,2,1055,100,2,1006,300,,,,
754,3,4075,2,1055,100,2,1006,300,,,,
755,3,4100,2,1055,100,2,1006,300,,,,
756,3,4125,2,1055,100,2,1006,300,,,,
757,3,4150,2,1056,50,2,1006,300,2,1003,5,
758,3,4175,2,1055,100,2,1006,300,,,,
759,3,4200,2,1055,100,2,1006,300,,,,
760,3,4225,2,1055,100,2,1006,300,,,,
761,3,4250,2,1055,100,2,1006,300,,,,
762,3,4275,2,1056,50,2,1006,300,2,1003,5,
763,3,4300,2,1055,100,2,1006,300,,,,
764,3,4325,2,1055,100,2,1006,300,,,,
765,3,4350,2,1055,100,2,1006,300,,,,
766,3,4375,2,1055,100,2,1006,300,,,,
767,3,4400,2,1056,50,2,1006,300,2,1003,5,
768,3,4425,2,1055,100,2,1006,300,,,,
769,3,4450,2,1055,100,2,1006,300,,,,
770,3,4475,2,1055,100,2,1006,300,,,,
771,3,4500,2,1055,100,2,1006,300,,,,
772,3,4525,2,1056,50,2,1006,300,2,1003,5,
773,3,4550,2,1055,100,2,1006,300,,,,
774,3,4575,2,1055,100,2,1006,300,,,,
775,3,4600,2,1055,100,2,1006,300,,,,
776,3,4625,2,1055,100,2,1006,300,,,,
777,3,4650,2,1056,50,2,1006,300,2,1003,5,
778,3,4675,2,1055,100,2,1006,300,,,,
779,3,4700,2,1055,100,2,1006,300,,,,
780,3,4725,2,1055,100,2,1006,300,,,,
781,3,4750,2,1055,100,2,1006,300,,,,
782,3,4775,2,1056,50,2,1006,300,2,1003,5,
783,3,4800,2,1055,100,2,1006,300,,,,
784,3,4825,2,1055,100,2,1006,300,,,,
785,3,4850,2,1055,100,2,1006,300,,,,
786,3,4875,2,1055,100,2,1006,300,,,,
787,3,4900,2,1056,50,2,1006,300,2,1003,5,
788,3,4925,2,1055,100,2,1006,300,,,,
789,3,4950,2,1055,100,2,1006,300,,,,
790,3,4975,2,1055,100,2,1006,300,,,,
791,3,5000,2,1055,100,2,1006,300,,,,
792,3,5025,2,1056,50,2,1006,300,2,1003,5,
793,3,5050,2,1055,100,2,1006,300,,,,
794,3,5075,2,1055,100,2,1006,300,,,,
795,3,5100,2,1055,100,2,1006,300,,,,
796,3,5125,2,1055,100,2,1006,300,,,,
797,3,5150,2,1056,50,2,1006,300,2,1003,5,
798,3,5175,2,1055,100,2,1006,300,,,,
799,3,5200,2,1055,100,2,1006,300,,,,
800,3,5225,2,1055,100,2,1006,300,,,,
801,3,5250,2,1055,100,2,1006,300,,,,
802,3,5275,2,1056,50,2,1006,300,2,1003,5,
803,3,5300,2,1055,100,2,1006,300,,,,
804,3,5325,2,1055,100,2,1006,300,,,,
805,3,5350,2,1055,100,2,1006,300,,,,
806,3,5375,2,1055,100,2,1006,300,,,,
807,3,5400,2,1056,50,2,1006,300,2,1003,5,
808,3,5425,2,1055,100,2,1006,300,,,,
809,3,5450,2,1055,100,2,1006,300,,,,
810,3,5475,2,1055,100,2,1006,300,,,,
811,3,5500,2,1055,100,2,1006,300,,,,
812,3,5525,2,1056,50,2,1006,300,2,1003,5,
813,3,5550,2,1055,100,2,1006,300,,,,
814,3,5575,2,1055,100,2,1006,300,,,,
815,3,5600,2,1055,100,2,1006,300,,,,
816,3,5625,2,1055,100,2,1006,300,,,,
817,3,5650,2,1056,50,2,1006,300,2,1003,5,
818,3,5675,2,1055,100,2,1006,300,,,,
819,3,5700,2,1055,100,2,1006,300,,,,
820,3,5725,2,1055,100,2,1006,300,,,,
821,3,5750,2,1055,100,2,1006,300,,,,
822,3,5775,2,1056,50,2,1006,300,2,1003,5,
823,3,5800,2,1055,100,2,1006,300,,,,
824,3,5825,2,1055,100,2,1006,300,,,,
825,3,5850,2,1055,100,2,1006,300,,,,
826,3,5875,2,1055,100,2,1006,300,,,,
827,3,5900,2,1056,50,2,1006,300,2,1003,5,
828,3,5925,2,1055,100,2,1006,300,,,,
829,3,5950,2,1055,100,2,1006,300,,,,
830,3,5975,2,1055,100,2,1006,300,,,,
831,3,6000,2,1056,50,2,1006,300,2,1003,5,
